2015,2016,2017,2018,2019,2020,2021,2022,2023
0,0,0,0,0,18870,0,13145,11637
0,0,0,0,0,330222,143082,217694,409696
0,0,0,0,0,246,0,402,0
0,0,0,0,0,16280,0,0,0
0,0,0,0,0,1000,0,0,0
0,0,0,0,0,393,0,0,0
0,0,0,0,0,149500,20956,0,0
0,0,0,0,0,1956,0,0,0
0,0,0,0,0,71900,34262,16345,24000
0,0,0,0,0,4262,0,7477,11575
0,0,0,0,0,2170,0,0,0
0,0,0,0,0,67380,0,0,22000
0,0,0,0,0,56423,523675,400227,711825
0,0,0,0,0,1651,0,0,0
0,0,0,0,0,5746,3321,0,0
0,0,0,0,0,1332,0,5981,1140
0,0,0,0,0,110289,27962,2080,8643
0,0,0,0,0,134140,370520,841653,739055
0,0,0,0,0,1840,30,87321,11784
0,0,0,0,0,24287,29147,19095,20264
0,0,0,0,0,27427,0,0,0
0,0,0,0,0,1760,0,160,0
0,0,0,0,0,3453,0,0,0
0,0,0,0,0,830,347,0,1000
0,0,0,0,0,4533,0,14670,0
0,0,0,0,0,960,9320,5030,6895
0,0,0,0,0,21788,51575,172262,151766
0,0,0,0,0,18900,0,0,0
0,0,0,0,0,3840,0,4091,13002
0,0,0,0,0,734,7785,362,30868
0,0,0,0,0,215040,0,0,0
0,0,0,0,0,4400,0,8884,0
0,0,0,0,0,6692,15461,7522,3048
0,0,0,0,0,447,6902,11491,3398
0,0,0,0,0,38715,19500,97020,0
0,0,0,0,0,35940,20700,40544,23834
0,0,0,0,0,10486,0,0,0
0,0,0,0,0,76,0,0,0
0,0,0,0,0,27635,671373,277012,0
0,0,0,0,0,835,4482,22742,10045
0,0,0,0,0,13406,107116,29662,109916
0,0,0,0,0,4520,0,0,0
0,0,0,0,0,1477,0,409,0
0,0,0,0,0,150,330,0,0
0,0,0,0,0,10500,0,0,0
0,0,0,0,0,3060,2773,33981,86131
0,0,0,0,0,27500,55000,0,0
0,0,0,0,0,6510,1758,2838,997
0,0,0,0,0,1504,0,0,1002
0,0,0,0,0,9681,12564,0,0
0,0,0,0,0,356,0,0,0
0,0,0,0,0,5300,104212,0,24000
0,0,0,0,0,34500,60240,0,0
0,0,0,0,0,91650,0,0,0
0,0,0,0,0,11326,0,0,0
0,0,0,0,0,49349,0,0,0
0,0,0,0,0,249,0,0,0
0,0,0,0,0,933,2019,0,0
0,0,0,0,0,63620,79840,26560,28962
0,0,0,0,0,302,0,0,0
0,0,0,0,0,1197430,53180,135515,2090304
0,0,0,0,0,1121,0,0,0
0,0,0,0,0,74450,0,0,0
0,0,0,0,0,28011,52089,20671,56000
0,0,0,0,0,94286,181168,154665,109436
0,0,0,0,0,28300,26500,0,0
0,0,0,0,0,24556,67199,110452,25690
0,0,0,0,0,24000,48000,48000,72000
0,0,0,0,0,44519,15893,0,34635
0,0,0,0,0,1840,0,0,0
0,0,0,0,0,2330,43665,50703,111585
0,0,0,0,0,361,0,0,0
0,0,0,0,0,19226,1464,0,0
0,0,0,0,0,1720,0,2838,0
0,0,0,0,0,7203,6362,0,2187
0,0,0,0,0,3660,0,3116,1808
0,0,0,0,0,11743,0,0,0
0,0,0,0,0,2893,0,0,0
0,0,0,0,0,1555,0,0,0
0,0,0,0,0,358,0,0,0
0,0,0,0,0,5115,0,0,0
0,0,0,0,0,912,275,117031,184108
0,0,0,0,0,81000,217915,142866,161290
0,0,0,0,0,30767,11802,0,9263
0,0,0,0,0,30050,35168,19357,13450
0,0,0,0,0,200,0,12115,0
0,0,0,0,0,2415,0,0,0
0,0,0,0,0,28000,85200,0,0
0,0,0,0,0,5280,21250,15122,0
0,0,0,0,0,11150,0,0,0
0,0,0,0,0,864,20686,30879,15902
0,0,0,0,0,51166,98103,155738,107281
0,0,0,0,0,1190,0,0,0
0,0,0,0,0,2381670,1365480,283860,1164260
0,0,0,0,0,908,0,0,0
0,0,0,0,0,9493,7158,0,1247
0,0,0,0,0,26000,666750,249660,397505
0,0,0,0,0,4586,32893,10948,10516
0,0,0,0,0,60,0,0,0
0,0,0,0,0,43,0,0,0
0,0,0,0,0,8806,0,111378,54276
0,0,0,0,0,112000,160000,96071,0
0,0,0,0,0,1250,0,0,0
0,0,0,0,0,514182,752878,893034,0
0,0,0,0,0,1648,0,0,0
0,0,0,0,0,23100,0,0,108403
0,0,0,0,0,10723,3388,50495,30285
0,0,0,0,0,1086,524,9625,0
0,0,0,0,0,106650,292560,298935,338840
0,0,0,0,0,11078,33192,18806,10496
0,0,0,0,0,12918,0,0,0
0,0,0,0,0,102290,0,0,0
0,0,0,0,0,2405,0,0,0
0,0,0,0,0,623,490,726,0
0,0,0,0,0,316500,0,0,0
0,0,0,0,0,12430,0,0,0
0,0,0,0,0,13940,0,0,0
0,0,0,0,0,78874,28400,0,0
0,0,0,0,0,226,0,0,0
0,0,0,0,0,10406,0,0,0
0,0,0,0,0,90730,24000,0,0
0,0,0,0,0,208,0,0,0
0,0,0,0,0,47077,17920,88736,72783
0,0,0,0,0,5740,6990,0,0
0,0,0,0,0,37901,68912,85235,5937
0,0,0,0,0,6993,1686,3123,0
0,0,0,0,0,612,0,0,0
0,0,0,0,0,29941,0,0,36385
0,0,0,0,0,10261,0,2424,43863
0,0,0,0,0,797,4444,9410,14410
0,0,0,0,0,2392,0,0,0
0,0,0,0,0,8700,0,0,0
0,0,0,0,0,11584,12768,36215,11014
0,0,0,0,0,8328,9235,8445,21922
0,0,0,0,0,107244,111273,168319,140702
0,0,0,0,0,25244,17242,3473,1709
0,0,0,0,0,11856,28364,5893,11599
0,0,0,0,0,1990,0,0,0
0,0,0,0,0,6192,0,0,0
0,0,0,0,0,600,0,0,0
0,0,0,0,0,460,4450,0,0
0,0,0,0,0,8138,0,0,0
0,0,0,0,0,1586,0,0,0
0,0,0,0,0,850,0,0,0
0,0,0,0,0,283321,928207,919363,613502
0,0,0,0,0,10580,9730,0,0
0,0,0,0,0,2578,400,0,0
0,0,0,0,0,4816,0,0,0
0,0,0,0,0,544,0,7565,0
0,0,0,0,0,321,0,0,828
0,0,0,0,0,16821,0,0,0
0,0,0,0,0,24056,113125,195669,79226
0,0,0,0,0,133,853,18223,16350
0,0,0,0,0,142942,18433,0,0
0,0,0,0,0,1579,0,0,0
0,0,0,0,0,172,1921,0,0
0,0,0,0,0,307140,0,0,0
0,0,0,0,0,7570,830,0,0
0,0,0,0,0,11979,27917,10195,22380
0,0,0,0,0,28300,0,0,0
0,0,0,0,0,2880,160,571,150
0,0,0,0,0,106981,435762,0,0
0,0,0,0,0,1010,0,0,0
0,0,0,0,0,7324,52787,29631,23590
0,0,0,0,0,2538,0,0,0
0,0,0,0,0,111920,0,0,0
0,0,0,0,0,14861,9977,13939,0
0,0,0,0,0,1139,0,0,0
0,0,0,0,0,5856,0,0,0
0,0,0,0,0,99887,196633,0,0
0,0,0,0,0,1191,0,0,0
0,0,0,0,0,16579,19303,0,0
0,0,0,0,0,15457,0,37641,47793
0,0,0,0,0,0,717,859,0
0,0,0,0,0,0,882,10904,9391
0,0,0,0,0,0,10591,29998,54746
0,0,0,0,0,0,7515,7602,0
0,0,0,0,0,0,10111,0,0
0,0,0,0,0,0,796,203,0
0,0,0,0,0,0,27801,0,0
0,0,0,0,0,0,3411,16532,37502
0,0,0,0,0,0,605,0,0
0,0,0,0,0,0,1331,0,0
0,0,0,0,0,0,9755,39202,20784
0,0,0,0,0,0,406,2446,0
0,0,0,0,0,0,13632,18415,0
0,0,0,0,0,0,26100,1353650,1830390
0,0,0,0,0,0,18000,13543,0
0,0,0,0,0,0,10306,0,0
0,0,0,0,0,0,72795,45100,0
0,0,0,0,0,0,15477,23282,0
0,0,0,0,0,0,53200,0,0
0,0,0,0,0,0,900,3000,0
0,0,0,0,0,0,19179,0,0
0,0,0,0,0,0,37165,19384,23151
0,0,0,0,0,0,3040,13661,0
0,0,0,0,0,0,180,13400,0
0,0,0,0,0,0,3643,0,0
0,0,0,0,0,0,1250,1250,0
0,0,0,0,0,0,19817,34005,62518
0,0,0,0,0,0,20560,47236,40214
0,0,0,0,0,0,5666,0,0
0,0,0,0,0,0,9833,0,5777
0,0,0,0,0,0,2817,59165,72972
0,0,0,0,0,0,27524,0,0
0,0,0,0,0,0,2500,185,0
0,0,0,0,0,0,9274,0,0
0,0,0,0,0,0,13486,1522,1061
0,0,0,0,0,0,63000,0,0
0,0,0,0,0,0,46532,189238,291063
0,0,0,0,0,0,3200,226,0
0,0,0,0,0,0,30040,0,0
0,0,0,0,0,0,275,0,1360
0,0,0,0,0,0,3594,66266,94574
0,0,0,0,0,0,8,0,0
0,0,0,0,0,0,656,0,0
0,0,0,0,0,0,3425,0,0
0,0,0,0,0,0,325,0,0
0,0,0,0,0,0,6029,161261,108441
0,0,0,0,0,0,26756,0,16000
0,0,0,0,0,0,1310,0,0
0,0,0,0,0,0,244,1730,2667
0,0,0,0,0,0,11324,120974,104393
0,0,0,0,0,0,357900,279851,90887
0,0,0,0,0,0,2818,0,0
0,0,0,0,0,0,240,66,1602
0,0,0,0,0,0,47195,6383,0
0,0,0,0,0,0,225,2948,0
0,0,0,0,0,0,796,0,0
0,0,0,0,0,0,2180,0,0
0,0,0,0,0,0,3272,28208,1728
0,0,0,0,0,0,2721,4451,1579
0,0,0,0,0,0,3387,6775,0
0,0,0,0,0,0,5160,0,0
0,0,0,0,0,0,76,0,0
0,0,0,0,0,0,45028,0,0
0,0,0,0,0,0,485,0,0
0,0,0,0,0,0,62250,15000,0
0,0,0,0,0,0,7320,0,3
0,0,0,0,0,0,650,0,0
0,0,0,0,0,0,400,0,0
0,0,0,0,0,0,16582,0,0
0,0,0,0,0,0,461,949,2955
0,0,0,0,0,0,4484,6855,0
0,0,0,0,0,0,327088,196315,0
0,0,0,0,0,0,300,50804,61638
0,0,0,0,0,0,3276,0,0
0,0,0,0,0,0,385975,609124,518868
0,0,0,0,0,0,1520,0,4881
0,0,0,0,0,0,437,12849,29487
0,0,0,0,0,0,1950,18394,11790
0,0,0,0,0,0,930,6138,0
0,0,0,0,0,0,229,0,0
0,0,0,0,0,0,8100,67427,42694
0,0,0,0,0,0,17606,21674,19349
0,0,0,0,0,0,278562,1116977,88099
0,0,0,0,0,0,217092,139568,0
0,0,0,0,0,0,1042,0,0
0,0,0,0,0,0,744929,0,0
0,0,0,0,0,0,1726,2667,0
0,0,0,0,0,0,4520,0,0
0,0,0,0,0,0,5262,3136,0
0,0,0,0,0,0,10185,0,0
0,0,0,0,0,0,7501,0,0
0,0,0,0,0,0,142750,0,0
0,0,0,0,0,0,141800,0,0
0,0,0,0,0,0,7200,30500,15026
0,0,0,0,0,0,846,0,0
0,0,0,0,0,0,303,1862,17065
0,0,0,0,0,0,1101,0,0
0,0,0,0,0,0,31311,15000,44074
0,0,0,0,0,0,17882,0,45695
0,0,0,0,0,0,90414,25700,0
0,0,0,0,0,0,5727,0,0
0,0,0,0,0,0,20500,20500,0
0,0,0,0,0,0,21031,190392,132644
0,0,0,0,0,0,17685,0,13158
0,0,0,0,0,0,1274,617,0
0,0,0,0,0,0,1308,478,228228
0,0,0,0,0,0,20090,38039,37074
0,0,0,0,0,0,22785,0,0
0,0,0,0,0,0,50952,291159,99000
0,0,0,0,0,0,4631,18870,10561
0,0,0,0,0,0,22356,0,0
0,0,0,0,0,0,59580,476110,28500
0,0,0,0,0,0,5000,0,0
0,0,0,0,0,0,2489167,4459171,6286343
0,0,0,0,0,0,13413,23947,0
0,0,0,0,0,0,210,1184,0
0,0,0,0,0,0,9948,23708,0
0,0,0,0,0,0,2000,0,0
0,0,0,0,0,0,3753,0,12249
0,0,0,0,0,0,520,0,0
0,0,0,0,0,0,4774,0,0
0,0,0,0,0,0,25500,0,0
0,0,0,0,0,0,6755,0,0
0,0,0,0,0,0,101800,0,228600
0,0,0,0,0,0,7520,1485,2787
0,0,0,0,0,0,129007,26730,26000
0,0,0,0,0,0,13530,21962,0
0,0,0,0,0,0,43199,33071,27138
0,0,0,0,0,0,884,0,0
0,0,0,0,0,0,788,0,941
0,0,0,0,0,0,8890,11417,4373
0,0,0,0,0,0,5905,11697,5837
0,0,0,0,0,0,29773,0,0
0,0,0,0,0,0,2000,0,1570
0,0,0,0,0,0,21330,0,0
0,0,0,0,0,0,17876,455,0
0,0,0,0,0,0,25625,131488,40490
0,0,0,0,0,0,51930,22072,0
0,0,0,0,0,0,2698,0,0
0,0,0,0,0,0,9384,43077,846737
0,0,0,0,0,0,8079,0,0
0,0,0,0,0,0,1969,0,0
0,0,0,0,0,0,39243,0,1925
0,0,0,0,0,0,27950,84650,0
0,0,0,0,0,0,1424,0,0
0,0,0,0,0,0,753,0,0
0,0,0,0,0,0,1216,0,1416
0,0,0,0,0,0,790,0,0
0,0,0,0,0,0,150,0,0
0,0,0,0,0,0,129,475,3017
0,0,0,0,0,0,17354,225,6322
0,0,0,0,0,0,623,691,0
0,0,0,0,0,0,38400,0,0
0,0,0,0,0,0,16941,13376,0
0,0,0,0,0,0,216000,69900,0
0,0,0,0,0,0,69542,227349,37867
0,0,0,0,0,0,207,0,0
0,0,0,0,0,0,148,0,0
0,0,0,0,0,0,28356,7835,6756
0,0,0,0,0,0,5774,915,0
0,0,0,0,0,0,9256,101335,24135
0,0,0,0,0,0,321,0,1605
0,0,0,0,0,0,20500,0,0
0,0,0,0,0,0,48492,230400,575040
0,0,0,0,0,0,4369,0,0
0,0,0,0,0,0,912,5206,0
0,0,0,0,0,0,5362,0,0
0,0,0,0,0,0,22590,610068,0
0,0,0,0,0,0,251020,195650,506790
0,0,0,0,0,0,10071,0,0
0,0,0,0,0,0,146,0,0
0,0,0,0,0,0,53464,534520,950654
0,0,0,0,0,0,15137,0,0
0,0,0,0,0,0,202,0,0
0,0,0,0,0,0,751,0,0
0,0,0,0,0,0,219565,297676,0
0,0,0,0,0,0,626290,181000,436821
0,0,0,0,0,0,14376,0,4862
0,0,0,0,0,0,8524,0,0
0,0,0,0,0,0,18010,940,0
0,0,0,0,0,0,12840,7691,1653
0,0,0,0,0,0,63000,0,0
0,0,0,0,0,0,6873,0,134400
0,0,0,0,0,0,518,1345,0
0,0,0,0,0,0,26195,113600,0
0,0,0,0,0,0,16450,0,0
0,0,0,0,0,0,1346,0,0
0,0,0,0,0,0,21945,0,0
0,0,0,0,0,0,10517,905,3280
0,0,0,0,0,0,14880,0,0
0,0,0,0,0,0,21225,0,0
0,0,0,0,0,0,11446,0,0
0,0,0,0,0,0,34338,124557,210878
0,0,0,0,0,0,112400,0,0
0,0,0,0,0,0,1261,9597,0
0,0,0,0,0,0,96600,0,0
0,0,0,0,0,0,11960,0,0
0,0,0,0,0,0,28500,0,0
0,0,0,0,0,0,128743,84216,0
0,0,0,0,0,0,54000,0,0
0,0,0,0,0,0,3299,0,0
0,0,0,0,0,0,27720,0,0
0,0,0,0,0,0,107,0,0
0,0,0,0,0,0,195639,2497656,0
0,0,0,0,0,0,2150,0,0
0,0,0,0,0,0,2304,13432,5228
0,0,0,0,0,0,92160,0,0
0,0,0,0,0,0,117,613,0
0,0,0,0,0,0,1982,0,0
0,0,0,0,0,0,2500,0,0
0,0,0,0,0,0,274,0,0
0,0,0,0,0,0,386,534,0
0,0,0,0,0,0,18775,18005,0
0,0,0,0,0,0,17975,0,0
0,0,0,0,0,0,1493,0,0
0,0,0,0,0,0,408,0,0
0,0,0,0,0,0,43907,204832,0
0,0,0,0,0,0,391,15862,104984
0,0,0,0,0,0,1754,0,0
0,0,0,0,0,0,22665,125201,0
0,0,0,0,0,0,15665,16836,0
0,0,0,0,0,0,2596,0,0
0,0,0,0,0,0,23000,6494,10115
0,0,0,0,0,0,5054,0,0
0,0,0,0,0,0,3759,0,0
0,0,0,0,0,0,2625,1232,5896
0,0,0,0,0,0,14850,0,0
0,0,0,0,0,0,27900,0,0
0,0,0,0,0,0,23115,0,0
0,0,0,0,0,0,2244,2950,0
0,0,0,0,0,0,27950,0,0
0,0,0,0,0,0,7077,0,0
0,0,0,0,0,0,6380,0,0
0,0,0,0,0,0,1455,0,324
0,0,0,0,0,0,674,0,0
0,0,0,0,0,0,309159,50000,0
0,0,0,0,0,0,2986,0,1869
0,0,0,0,0,0,17309,7774,979
0,0,0,0,0,0,342,0,893
0,0,0,0,0,0,10683,2326,0
0,0,0,0,0,0,11300,0,0
0,0,0,0,0,0,121797,0,0
0,0,0,0,0,0,12651,0,0
0,0,0,0,0,0,14868,18811,155392
0,0,0,0,0,0,12251,0,0
0,0,0,0,0,0,251,0,0
0,0,0,0,0,0,422400,136667,0
0,0,0,0,0,0,1402,0,0
0,0,0,0,0,0,6555,0,0
0,0,0,0,0,0,0,4516,2279
0,0,0,0,0,0,0,23,9
0,0,0,0,0,0,0,8074,1421
0,0,0,0,0,0,0,660124,1276701
0,0,0,0,0,0,0,1726141,4740072
0,0,0,0,0,0,0,14923,0
0,0,0,0,0,0,0,432,0
0,0,0,0,0,0,0,390,0
0,0,0,0,0,0,0,2287,0
0,0,0,0,0,0,0,137420,0
0,0,0,0,0,0,0,10583,0
0,0,0,0,0,0,0,231,1184
0,0,0,0,0,0,0,9534,0
0,0,0,0,0,0,0,1989,0
0,0,0,0,0,0,0,2536,0
0,0,0,0,0,0,0,21472,0
0,0,0,0,0,0,0,13250,3910
0,0,0,0,0,0,0,1080,0
0,0,0,0,0,0,0,493501,562066
0,0,0,0,0,0,0,1965,0
0,0,0,0,0,0,0,27461,0
0,0,0,0,0,0,0,124085,49356
0,0,0,0,0,0,0,140,4558
0,0,0,0,0,0,0,310,3230
0,0,0,0,0,0,0,789989,2075573
0,0,0,0,0,0,0,90350,317696
0,0,0,0,0,0,0,58808,0
0,0,0,0,0,0,0,2720,0
0,0,0,0,0,0,0,76517,47933
0,0,0,0,0,0,0,10774,11627
0,0,0,0,0,0,0,78166,123730
0,0,0,0,0,0,0,87040,0
0,0,0,0,0,0,0,88091,291430
0,0,0,0,0,0,0,32915,51835
0,0,0,0,0,0,0,97500,0
0,0,0,0,0,0,0,111425,486662
0,0,0,0,0,0,0,3493,0
0,0,0,0,0,0,0,2338,258
0,0,0,0,0,0,0,338714,0
0,0,0,0,0,0,0,258400,0
0,0,0,0,0,0,0,44000,0
0,0,0,0,0,0,0,572,0
0,0,0,0,0,0,0,3403,0
0,0,0,0,0,0,0,20000,34847
0,0,0,0,0,0,0,399552,330872
0,0,0,0,0,0,0,88000,0
0,0,0,0,0,0,0,4061,11256
0,0,0,0,0,0,0,52272,40540
0,0,0,0,0,0,0,539,2318
0,0,0,0,0,0,0,35797,36061
0,0,0,0,0,0,0,4550,0
0,0,0,0,0,0,0,263,1767
0,0,0,0,0,0,0,163,0
0,0,0,0,0,0,0,28550,0
0,0,0,0,0,0,0,4550,7182
0,0,0,0,0,0,0,21000,14661
0,0,0,0,0,0,0,871,9147
0,0,0,0,0,0,0,543,0
0,0,0,0,0,0,0,909,678
0,0,0,0,0,0,0,2548,11156
0,0,0,0,0,0,0,98000,12800
0,0,0,0,0,0,0,740,290
0,0,0,0,0,0,0,25004,44346
0,0,0,0,0,0,0,4444,12225
0,0,0,0,0,0,0,5829,0
0,0,0,0,0,0,0,455,32577
0,0,0,0,0,0,0,15500,152847
0,0,0,0,0,0,0,227350,0
0,0,0,0,0,0,0,742,2640
0,0,0,0,0,0,0,694371,1248132
0,0,0,0,0,0,0,4728179,5745388
0,0,0,0,0,0,0,1600,0
0,0,0,0,0,0,0,11510,0
0,0,0,0,0,0,0,243350,1409550
0,0,0,0,0,0,0,16084,613
0,0,0,0,0,0,0,27640,0
0,0,0,0,0,0,0,31000,0
0,0,0,0,0,0,0,905,1703
0,0,0,0,0,0,0,2201,710
0,0,0,0,0,0,0,15908,13516
0,0,0,0,0,0,0,628,3798
0,0,0,0,0,0,0,15539,0
0,0,0,0,0,0,0,147031,144444
0,0,0,0,0,0,0,21905,0
0,0,0,0,0,0,0,4700,0
0,0,0,0,0,0,0,20113,35892
0,0,0,0,0,0,0,137900,486522
0,0,0,0,0,0,0,21288,0
0,0,0,0,0,0,0,3673,0
0,0,0,0,0,0,0,39418,0
0,0,0,0,0,0,0,84610,0
0,0,0,0,0,0,0,25500,0
0,0,0,0,0,0,0,1666,0
0,0,0,0,0,0,0,3301,0
0,0,0,0,0,0,0,5146,0
0,0,0,0,0,0,0,7586,0
0,0,0,0,0,0,0,28160,0
0,0,0,0,0,0,0,21190,22305
0,0,0,0,0,0,0,7354,0
0,0,0,0,0,0,0,1021,5071
0,0,0,0,0,0,0,14967,36900
0,0,0,0,0,0,0,332,0
0,0,0,0,0,0,0,47700,0
0,0,0,0,0,0,0,3124,0
0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,54520,0
0,0,0,0,0,0,0,14987,4045
0,0,0,0,0,0,0,48840,35432
0,0,0,0,0,0,0,19139,20111
0,0,0,0,0,0,0,141500,57000
0,0,0,0,0,0,0,1292,0
0,0,0,0,0,0,0,3038,3649
0,0,0,0,0,0,0,21191,0
0,0,0,0,0,0,0,6962,61652
0,0,0,0,0,0,0,4939,13971
0,0,0,0,0,0,0,1004,0
0,0,0,0,0,0,0,1500,0
0,0,0,0,0,0,0,1650,0
0,0,0,0,0,0,0,1070,0
0,0,0,0,0,0,0,28160,0
0,0,0,0,0,0,0,2850,0
0,0,0,0,0,0,0,3000,43685
0,0,0,0,0,0,0,68062,101618
0,0,0,0,0,0,0,32000,67900
0,0,0,0,0,0,0,11678,56050
0,0,0,0,0,0,0,27465,0
0,0,0,0,0,0,0,1595,0
0,0,0,0,0,0,0,105,0
0,0,0,0,0,0,0,18108,6295
0,0,0,0,0,0,0,5428,0
0,0,0,0,0,0,0,2046,0
0,0,0,0,0,0,0,28000,776505
0,0,0,0,0,0,0,7000,21000
0,0,0,0,0,0,0,96260,13000
0,0,0,0,0,0,0,13300,14062
0,0,0,0,0,0,0,784,0
0,0,0,0,0,0,0,26139,0
0,0,0,0,0,0,0,615,14351
0,0,0,0,0,0,0,37630,35200
0,0,0,0,0,0,0,6605,102764
0,0,0,0,0,0,0,66019,122845
0,0,0,0,0,0,0,694,2007
0,0,0,0,0,0,0,11200,0
0,0,0,0,0,0,0,213,0
0,0,0,0,0,0,0,10103,4553
0,0,0,0,0,0,0,30277,16493
0,0,0,0,0,0,0,12154,0
0,0,0,0,0,0,0,54000,15000
0,0,0,0,0,0,0,265410,595917
0,0,0,0,0,0,0,1222,0
0,0,0,0,0,0,0,5804,7480
0,0,0,0,0,0,0,400,0
0,0,0,0,0,0,0,548,0
0,0,0,0,0,0,0,11730,0
0,0,0,0,0,0,0,24110,0
0,0,0,0,0,0,0,27284,0
0,0,0,0,0,0,0,1500,0
0,0,0,0,0,0,0,52120,28621
0,0,0,0,0,0,0,185,0
0,0,0,0,0,0,0,4220,5265
0,0,0,0,0,0,0,37153,0
0,0,0,0,0,0,0,6615,0
0,0,0,0,0,0,0,87,0
0,0,0,0,0,0,0,13030,146468
0,0,0,0,0,0,0,369100,142500
0,0,0,0,0,0,0,273,0
0,0,0,0,0,0,0,9924,4970
0,0,0,0,0,0,0,4752,0
0,0,0,0,0,0,0,28500,0
0,0,0,0,0,0,0,1056,0
0,0,0,0,0,0,0,498,0
0,0,0,0,0,0,0,126840,28200
0,0,0,0,0,0,0,10005,490
0,0,0,0,0,0,0,54138,197006
0,0,0,0,0,0,0,918,0
0,0,0,0,0,0,0,83750,0
0,0,0,0,0,0,0,54408,0
0,0,0,0,0,0,0,6059,1756
0,0,0,0,0,0,0,23019,0
0,0,0,0,0,0,0,1490,0
0,0,0,0,0,0,0,105868,42000
0,0,0,0,0,0,0,77427,23721
0,0,0,0,0,0,0,2500,4891
0,0,0,0,0,0,0,8526,11050
0,0,0,0,0,0,0,623,1084
0,0,0,0,0,0,0,30104,0
0,0,0,0,0,0,0,350,0
0,0,0,0,0,0,0,368000,0
0,0,0,0,0,0,0,6309,17889
0,0,0,0,0,0,0,10549,0
0,0,0,0,0,0,0,6147,9069
0,0,0,0,0,0,0,1158,3780
0,0,0,0,0,0,0,6871,0
0,0,0,0,0,0,0,55677,2029
0,0,0,0,0,0,0,28500,0
0,0,0,0,0,0,0,256248,81880
0,0,0,0,0,0,0,1900,0
0,0,0,0,0,0,0,4634,0
0,0,0,0,0,0,0,3996,2480
0,0,0,0,0,0,0,5064,3340
0,0,0,0,0,0,0,24625,24000
0,0,0,0,0,0,0,111072,27231
0,0,0,0,0,0,0,4423,1648
0,0,0,0,0,0,0,449600,270800
0,0,0,0,0,0,0,42341,9177
0,0,0,0,0,0,0,7747,0
0,0,0,0,0,0,0,55851,171272
0,0,0,0,0,0,0,93943,821508
0,0,0,0,0,0,0,4998,9451
0,0,0,0,0,0,0,102205,61832
0,0,0,0,0,0,0,4340,2623
0,0,0,0,0,0,0,54,0
0,0,0,0,0,0,0,19113,86450
0,0,0,0,0,0,0,2065,11615
0,0,0,0,0,0,0,1250,23186
0,0,0,0,0,0,0,3363,4663
0,0,0,0,0,0,0,33994,38327
0,0,0,0,0,0,0,250,0
0,0,0,0,0,0,0,1692,560
0,0,0,0,0,0,0,2315,0
0,0,0,0,0,0,0,6794,22691
0,0,0,0,0,0,0,6006,2068
0,0,0,0,0,0,0,208464,0
0,0,0,0,0,0,0,121740,0
0,0,0,0,0,0,0,14178,14427
0,0,0,0,0,0,0,28500,28500
0,0,0,0,0,0,0,229940,0
0,0,0,0,0,0,0,2880,0
0,0,0,0,0,0,0,134460,0
0,0,0,0,0,0,0,909800,146200
0,0,0,0,0,0,0,3536,0
0,0,0,0,0,0,0,2682,728
0,0,0,0,0,0,0,6624,0
0,0,0,0,0,0,0,103535,42875
0,0,0,0,0,0,0,14410,0
0,0,0,0,0,0,0,138,1454
0,0,0,0,0,0,0,16510,0
0,0,0,0,0,0,0,1539,0
0,0,0,0,0,0,0,350,0
0,0,0,0,0,0,0,57694,28500
0,0,0,0,0,0,0,5304,0
0,0,0,0,0,0,0,3206,3156
0,0,0,0,0,0,0,10761,0
0,0,0,0,0,0,0,182663,0
0,0,0,0,0,0,0,185375,426300
0,0,0,0,0,0,0,11893,0
0,0,0,0,0,0,0,1970,780
0,0,0,0,0,0,0,2334,1355
0,0,0,0,0,0,0,9115,129118
0,0,0,0,0,0,0,162,0
0,0,0,0,0,0,0,10807,0
0,0,0,0,0,0,0,1140,0
0,0,0,0,0,0,0,100,0
0,0,0,0,0,0,0,0,28850
0,0,0,0,0,0,0,0,1720
0,0,0,0,0,0,0,0,40236
0,0,0,0,0,0,0,0,3841
0,0,0,0,0,0,0,0,2586
0,0,0,0,0,0,0,0,2555
0,0,0,0,0,0,0,0,6941
0,0,0,0,0,0,0,0,700
0,0,0,0,0,0,0,0,40
0,0,0,0,0,0,0,0,6574
0,0,0,0,0,0,0,0,47195
0,0,0,0,0,0,0,0,130400
0,0,0,0,0,0,0,0,11455
0,0,0,0,0,0,0,0,1759370
0,0,0,0,0,0,0,0,1660
0,0,0,0,0,0,0,0,3318
0,0,0,0,0,0,0,0,4348
0,0,0,0,0,0,0,0,28600
0,0,0,0,0,0,0,0,7595
0,0,0,0,0,0,0,0,528046
0,0,0,0,0,0,0,0,88443
0,0,0,0,0,0,0,0,17651
0,0,0,0,0,0,0,0,7800
0,0,0,0,0,0,0,0,1200
0,0,0,0,0,0,0,0,2002
0,0,0,0,0,0,0,0,1125084
0,0,0,0,0,0,0,0,2154
0,0,0,0,0,0,0,0,328972
0,0,0,0,0,0,0,0,418500
0,0,0,0,0,0,0,0,2555
0,0,0,0,0,0,0,0,2141
0,0,0,0,0,0,0,0,3682
0,0,0,0,0,0,0,0,6518
0,0,0,0,0,0,0,0,78000
0,0,0,0,0,0,0,0,8172
0,0,0,0,0,0,0,0,28464
0,0,0,0,0,0,0,0,58808
0,0,0,0,0,0,0,0,12450
0,0,0,0,0,0,0,0,33956
