2015,2016,2017,2018,2019,2020,2021,2022,2023
25272,18680,3981,3702,0,0,16353,0,21284
134400,54000,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0
2662,0,0,0,0,0,0,0,0
27941,79517,21251,89745,84330,121844,166318,58108,60060
255546,246393,214399,185600,184670,142747,164187,218193,235282
3467,0,6256,23845,0,0,19152,13106,487
150,4090,123320,11550,12010,0,0,0,0
5165,25755,36099,24390,8264,0,0,0,0
36180,246282,32385,8022,0,18088,290236,107142,24021
217,0,0,0,0,1925,1969,0,0
24280,13499,1254,2508,0,0,1530,4330,20876
963,0,0,0,0,0,0,0,0
153,0,0,0,290,0,545,1304,1018
13151,18214,9480,9261,12044,6461,2217,16993,11647
1553,1378,925,849,1260,498,1114,0,0
4703477,6271032,7122657,7212334,7033722,7886369,10828727,6948222,6436127
1776,0,0,0,0,0,0,0,0
1122558,2137137,4038108,4285914,3875733,4661616,6565141,6200472,8403501
18425,7207,0,0,7200,0,8900,0,0
147140,49000,50000,97000,0,49000,0,72000,122200
9168,0,0,6558,0,0,0,0,1767
1000,7181,0,0,0,0,200,320,6754
2997177,2531381,2904314,2641552,3421523,2792016,2210220,1999789,471009
1052558,1653885,1957655,2134671,2846558,2186741,4507946,5303099,7220327
12220,21561,54257,0,0,0,0,0,0
35503,65024,48975,23371,19193,15583,17778,49437,38173
18250,2680,6330,0,0,0,0,0,0
296372,299765,464308,319680,302618,169629,149459,242974,301759
962,628,0,0,0,0,0,0,0
62075,74570,20914,1516,0,0,0,0,0
9288,111706,41326,12683,56621,55891,24176,12881,21779
9455,5495,15209,8341,17438,0,0,0,9000
5953,12471,0,0,388,0,0,0,0
435261,729372,947744,975120,1061881,809927,667858,1136246,1776791
12195,0,3666,0,266,0,0,0,0
109967,170465,133443,253781,275052,438453,624582,353440,299608
1086007,1434545,1285699,1551734,1562623,1210061,1761393,1606980,1746482
7835,0,0,0,0,0,0,0,0
1363760,1292062,1080234,1632823,1551727,1717956,1795928,1847814,1699906
380,0,734,0,0,0,0,0,0
294418,60489,1265,17825,56706,156,1170,12117,78793
41445,0,2709,0,0,0,0,70573,18986
188800,85137,148000,0,747600,592506,46130,226400,48000
78018,0,0,0,0,0,0,0,0
147648,151184,117098,50160,55376,52446,117654,94901,145350
1846,1261,6843,0,0,1993,35735,0,0
400,12339,0,0,0,0,112,382,0
501382,228256,299730,154201,329214,117833,1219791,1108321,207001
15970,0,0,0,0,0,0,0,0
1413628,1513289,1470294,2172345,1716353,1044550,1314147,1157217,1292564
128000,89180,88944,0,0,0,0,0,0
1708,3276,14309,17035,0,14875,29712,1217,0
206000,357500,322000,568300,155180,202489,513597,767808,470336
3353830,3962064,4902574,3988860,4185712,3831341,4744141,4174005,4586459
991,2144,10080,1334,9670,2727,9602,124,1474
234052,0,0,0,0,0,0,42900,0
383626,294687,279734,393581,387094,270718,336364,534680,406264
9303787,9992181,10554448,7148675,7058930,7474790,8600290,10819126,9718780
250,220,0,0,0,0,0,0,0
1122985,1793551,1477714,1280539,1670333,2258010,2123543,2601689,3299330
1835,0,2600,14085,8855,6990,11825,3010,9675
800,1550,0,0,3871,0,0,0,0
24012,31313,49383,37967,12467,0,0,49738,81668
2071952,2653742,2549390,3401208,3306954,3614404,4385239,4046554,2562877
283158,1131940,2035158,1444591,998632,1188645,1152740,365500,363000
80221,39811,46943,18576,11808,18253,4936,8713,50017
52594,22906,0,20130,3543,58675,105514,79683,35298
12126,12600,19200,0,199,0,0,9657,0
14000,0,0,0,0,19315,0,0,0
6897,11281,23468,56535,41942,15306,7200,30761,34782
20,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0
4763871,5457897,6629300,7195080,4168988,4509927,4977764,3216635,1922972
132998,0,0,0,0,0,0,0,0
1820,13162,14626,0,0,0,0,0,0
4542,0,0,142,853,0,0,0,0
27877,13447,7357,7103,6109,9390,10616,5658,783
44019,22588,20672,22406,3200,0,5525,3037,19068
5040,0,5380,4800,0,0,0,0,0
6562,4663,5283,1192,0,6834,0,724,1676
131534,0,79000,52000,55000,49516,90563,77574,28624
9670,2000,2000,0,0,0,4718,0,0
10858,4589,0,0,0,0,0,0,0
901,0,0,0,0,266,0,1470,0
132573,153808,132861,88467,95577,41558,73063,77562,19921
277137,468538,530144,579988,907721,935882,864909,461559,881324
31017,46034,13794,12561,67540,633,0,0,0
285000,178000,136751,45000,47875,94626,8999,0,0
19000,0,0,0,0,0,0,0,1143740
11805,26818,39797,12423,0,4672,0,0,0
14944,12876,15159,9551,370,0,0,314,0
35768,11666,0,8364,27632,19917,21338,21412,17444
8684,0,0,0,0,0,0,0,5695
1567621,1905730,3369463,3622660,1799020,2346509,2282224,1802456,1028350
10176,8781,0,0,21957,0,4055,917,0
3276789,3764611,2787369,3324070,2813071,2052069,2663800,3156584,3384672
90933,347453,120223,240565,70902,572590,282159,367275,312463
17267,0,15384,0,0,6281,0,0,0
16519,8720,8445,0,16602,29161,4521,4833,8857
102350,129850,71769,18369,38683,26714,3580,0,0
160735,86007,115920,46371,46508,14535,33942,7502,51270
52203,0,0,0,0,0,0,0,0
14569,34653,17119,25925,26983,39814,69593,66616,44423
8800,0,0,0,0,0,0,0,0
49217,25059,23186,39412,10088,12639,9476,15623,35228
15000,0,0,0,0,0,0,0,0
2380,0,0,0,0,0,0,0,0
8022,0,0,0,0,0,0,0,0
1313123,1992971,1859392,1770897,1482300,1281479,2658913,2808754,2115464
112000,0,0,0,0,0,0,12360,0
196752,90000,66576,0,0,0,0,0,0
558350,85601,165202,54000,0,0,224641,372830,483790
411,0,0,0,0,247114,109886,0,0
315000,415500,618000,578169,692600,456335,716700,182300,413600
1586,0,0,0,0,0,0,5323,0
3574,1065,1995,0,0,0,0,0,0
714130,689944,349038,0,0,0,0,0,0
92036,328693,441864,492500,0,0,0,0,0
365,0,0,0,0,0,2712,0,0
1341722,1695462,1789629,1213896,1048400,924600,644839,840710,528250
13775,0,0,0,0,0,0,0,0
386654,420914,512892,257194,214168,91778,8200,0,0
1024,703,985,231,1485,10026,29747,22426,12208
114360,65456,51212,15151,18517,0,0,0,0
37239,64556,45202,14210,4548,0,0,0,0
449,0,0,825,0,0,0,0,0
61440,55982,59920,2280,25045,0,24997,24937,38829
684500,864350,1381875,1856433,1203571,1912359,1759803,2883676,6377557
7911,12022,0,11450,0,0,0,8304,29568
8400,0,0,0,0,0,0,0,0
5618,1597,5313,19577,16093,16944,34502,14031,17718
4805,3240,366,1530,318,10516,5827,12347,697
3861,0,0,0,0,0,0,0,0
2608,7376,468,1378,3447,3850,13682,0,3731
3992,13026,0,0,0,0,0,0,0
2223,0,0,12170,0,0,0,0,0
15742,0,0,18439,322858,70775,332258,286973,233877
35790,0,0,0,0,0,0,0,0
378556,296839,45349,0,0,0,0,0,0
91072,130225,164816,96762,119042,173892,251711,207219,141507
299944,288362,176860,0,0,0,0,0,0
560,0,0,0,273,231,0,0,107
9832,59399,104109,109968,122578,198492,52080,31763,63505
1725,125,670,400,0,300,0,1000,450
5910,4793,2465,1184,2013,1125,2077,0,0
496929,242575,186442,132296,192359,105832,106349,187006,161238
199,249,413,0,0,349,3229,7775,0
109310,294088,1657250,3428453,489115,387778,266437,314856,133912
8067,3130,0,22260,17663,30603,13832,0,9592
55891,69154,78034,261156,32017,5481,114469,42109,49946
54700,0,0,102300,0,0,0,0,0
143333,103528,85377,71354,35660,36741,46670,45380,54306
100,0,0,40,0,0,0,0,0
29781,32758,37248,3324,1635,13717,5740,11650,10151
134368,79920,29040,14138,47340,0,23680,0,0
55552,24217,36658,24298,35414,21914,60394,18775,44681
73252,116603,270002,133084,327908,355379,91447,283059,276294
3759,0,0,0,0,0,0,0,0
4028,2649,9142,2902,0,0,438,0,0
7964,50929,8120,0,0,0,41681,0,0
615507,638491,538235,527126,572348,409197,385798,526980,546689
115417,176761,192912,158624,3590,7200,0,0,0
2920,0,20711,580,958,6195,3356,3080,250
7112,9241,8109,6597,10955,6447,4028,5842,8689
1316224,1194790,1347292,1510501,1548960,1477802,1546514,1672437,2353694
700257,807483,867962,496890,803796,572732,516121,411147,516253
100116,68200,367700,10000,70000,73200,0,0,0
688032,666304,915536,581388,577332,431727,542757,140625,32326
54,885,2888,13509,1416,5071,3864,5201,2975
825,2483,0,0,0,0,0,0,0
6647,12197,1170,0,1211,0,7162,7531,4975
318145,0,0,0,0,0,0,0,0
2488,2433,3176,400,2216,788,0,1477,478
1250,0,0,0,0,0,0,0,0
626,228,1290,873,466,175,663,1333,0
72597,95809,43365,858,2878,22379,12815,76141,45988
1054,8201,27233,58715,101204,22871,7366,955,17282
3232,20415,0,0,0,0,0,0,0
64570,0,117377,0,19755,0,0,0,0
23000,24000,23976,0,24000,73100,50520,48000,76000
11375,63668,95686,67431,82707,21746,0,0,0
2661,4949,3895,12067,20420,20637,8087,8854,0
34275,59208,52107,11070,23848,8174,14035,9716,0
22562,20741,6849,11538,14070,1203,9235,21038,5669
5200,0,0,0,0,0,0,0,0
387264,219424,188760,189414,236388,124380,48398,0,0
1132266,924312,1139667,1062854,1179314,1094862,933586,1098932,1065459
225,0,0,0,0,0,340,1125,0
3227620,2692738,2719705,3031614,3788060,3184655,2794514,2818088,3070959
301475,593485,3836424,794482,660049,1326442,2104027,2322315,2967456
15876,0,31752,15000,0,0,0,0,0
40000,1021200,1309850,1459700,313400,0,625790,113500,0
1900,1520,0,0,0,0,0,19700,15658
2069,72,3691,0,898,10861,13089,28112,17647
887339,878070,636356,484000,208810,249040,28000,0,0
139294,108290,162637,93363,124152,107582,50584,50822,50188
79391,47173,58466,72016,45457,56602,58486,20125,71379
2969,6531,0,0,0,0,0,0,0
2554,1766,60483,102818,120765,109199,18925,127376,101452
750,0,0,0,0,0,0,0,0
19759,37157,6063,0,0,0,0,0,0
217794,376295,34191,48273,96817,312561,370579,23959,57317
731,1992,6009,303,0,0,0,0,0
11270,67850,126875,0,0,0,17340,0,406
33180,410595,818525,596214,591229,775328,613710,980664,991354
24000,24000,121189,165500,106901,249922,193506,149773,145551
37708,27478,21071,75640,21566,18471,18658,68004,39780
24175,313830,74880,0,0,0,147399,156698,0
840806,671459,734230,175415,0,0,0,0,0
172,0,0,0,0,0,0,0,0
15895,27809,36175,36125,24400,12000,24800,46399,24800
4714,3995,94780,191046,0,0,0,0,2286
3401,6446,0,0,0,0,0,0,0
2725,4127,0,0,0,0,0,0,0
1280,0,0,141,0,0,0,0,0
6235,91129,56562,0,4648,13165,637,0,0
6000,0,0,0,0,3000,0,0,0
33842,140140,64493,0,0,0,0,0,3606
9900,0,3250,3425,4224,0,5100,0,11641
253906,383388,552797,365326,600016,417102,556372,341077,791383
25312,0,128097,154659,252144,232215,128067,209894,170752
2030,2325,10759,450,3850,400,5100,6550,3170
712,0,0,0,0,0,0,0,0
9045,6983,30542,13025,44829,25315,27410,18390,14304
307766,829096,513278,586945,1078464,1153519,1955028,1424013,751116
129880,0,0,0,0,0,0,0,0
3393,21033,4132,9640,9087,0,0,0,4350
8636864,22539379,28722169,26076051,26198011,20965251,39244921,18055354,15740204
1775611,1749974,2172295,2026583,2042224,2318345,1833086,849364,33999
280,280,0,0,0,220,430,1395,1435
3710,0,0,0,0,0,0,0,0
55049,60443,21951,0,58123,32992,7206,27001,21455
3692047,5397167,4814087,5875746,5177574,4538721,4690267,1553437,3898220
131407,182779,427479,190173,340529,522543,379317,626531,598547
23336,4716,0,30590,0,0,0,0,0
37200,0,0,0,0,0,150599,0,0
5282,8307,5361,2660,886,0,13741,1331,0
2537,0,0,0,0,0,0,10529,0
430,0,0,0,0,0,0,10079,28123
29840,213260,138990,153895,0,0,0,0,0
13312,21164,25559,46666,10135,6307,21624,41223,72615
5688,4587,7600,0,0,0,0,0,0
260560,259064,164460,130301,107019,111250,93310,83522,38049
574480,975208,607800,907605,772600,597462,1182754,2111904,1402964
787,464,3287,397,209,311,0,0,0
52065,318951,267811,186304,184522,225061,67441,67306,136417
8805,5117,0,0,0,8967,31825,62438,8475
25926,29660,49887,41277,63827,73632,64337,63245,42970
425,0,450,0,920,1385,3494,3420,2270
6250051,5898398,7673256,8978701,8222807,7210501,9768512,7390829,6899830
3129,0,0,0,0,0,0,0,0
183395,88696,156591,123448,136137,77667,131652,173125,186735
1689760,1792415,1794385,1508383,1813848,1513204,2412491,2131882,3705082
6279,0,0,0,0,0,0,0,0
30662,53000,35756,49021,69560,29431,18181,8939,28230
2362360,2535191,1837124,0,0,0,0,0,0
904,900,1193,0,0,7750,0,0,0
808755,994582,1042697,903578,1074271,816602,748459,517656,425680
233742,349942,419547,806375,1020671,506834,469274,377272,525929
2085608,2524282,2756071,3427047,3855425,3175198,5718530,4382075,5561369
1586992,1522188,1505972,1675317,789478,319758,894032,1711008,941099
73404,41335,51732,87706,108687,124535,131198,155537,165229
23717,24314,79100,63586,32443,70699,142271,41886,111789
3935,1832,7189,1261,7533,3200,21052,3535,0
56000,0,0,0,0,0,0,0,0
134785,92549,43679,3253,12365,0,0,0,0
7751,0,3350,0,3950,1050,0,0,0
14370,5459,5960,0,5227,0,18733,12375,293
279004,572990,680834,365367,290549,432670,749549,416808,705687
5636,0,0,0,0,0,0,0,0
254,28303,19137,0,31649,0,38550,0,0
154828,101617,111033,57820,46185,44307,65133,27558,35135
370131,270800,463908,282058,302362,554003,923747,735650,687269
124256,134263,78671,6863,0,0,0,0,0
2353,11085,3275,7349,5460,0,3255,0,0
3300,0,0,0,0,0,0,0,0
179569,322279,267971,404969,391710,490569,320066,61404,69394
16903,0,17175,68,0,0,780,0,0
1400,0,0,0,15750,0,0,0,98
6967,0,0,0,0,0,0,0,0
2064,0,0,0,0,0,0,0,0
1444237,1871525,1659382,1420372,1585071,1972619,2774974,2958967,2673956
6350,9140,35081,6240,15868,6070,7050,18100,16806
340849,291821,0,0,0,0,0,0,0
16434,25518,22733,31358,14881,12441,22867,70113,16147
960682,460386,808130,754738,1116756,1678297,1826594,2098881,1334068
279,80,352,0,195,0,0,2873,0
10686,17,0,1234,2072,1388,8262,17173,9346
1636755,1775998,1621093,218612,27000,334885,479644,847287,25500
19066,46967,89336,1358,4200,300,16090,0,0
275,833,2719,0,0,1175,0,0,4150
1737030,896289,375589,116823,63579,98940,130422,0,0
720,0,0,0,0,0,0,0,0
12278,11406,18425,0,0,10223,0,33251,0
398338,428133,436444,415314,324753,116034,140177,189853,246177
122162,166777,177341,142746,213570,252707,641619,798592,510438
962,1381,86417,16395,0,53542,35803,282233,0
39726,0,2659,0,6390,2032,374,2121,1427
433754,466631,658544,741680,753012,970610,871911,728258,747119
4200,0,6700,4400,0,0,0,0,0
32674,41765,14224,69494,136246,90176,95595,178564,273473
21505,21000,0,0,0,0,0,0,0
2755,0,30421,0,0,0,0,0,0
76875,169975,169748,164344,118944,99585,121395,153467,98304
46640,0,0,0,0,0,0,0,0
0,56978,8520,0,0,0,0,0,0
0,30160,0,0,0,0,0,0,0
0,2250,0,0,0,0,0,0,0
0,431,0,2008,0,1958,4958,3182,2811
0,28350,0,0,0,0,0,0,0
0,54,28013,47084,60401,11163,33519,48814,43771
0,9130,0,0,0,0,0,0,0
0,5313,9226,7220,9682,30190,0,0,0
0,100,0,0,0,0,13892,21265,0
0,500,0,0,0,0,0,0,0
0,15876,186132,197751,505458,378126,743730,690000,531750
0,89600,0,0,0,0,0,0,0
0,43859,0,0,0,0,11144,18938,0
0,3200,0,0,0,0,0,0,0
0,18732,14967,32890,72175,185488,176115,312326,344580
0,19535,0,0,0,0,0,0,0
0,389,4490,0,0,0,0,0,0
0,7200,27100,0,0,0,0,0,0
0,4284,0,0,0,0,0,0,0
0,167640,98050,322134,340280,269182,173720,296094,1093600
0,1106,0,0,178,3,0,3496,7102
0,1200,0,0,0,0,66701,254651,107403
0,19942,0,0,0,0,0,0,0
0,293856,366500,1106750,421000,508090,987425,2916482,5469820
0,1027,0,0,0,0,0,0,0
0,3262,0,6016,7040,0,30449,32842,34771
0,747,0,0,778,1273,13879,12597,1151
0,1650,0,3037,12171,3867,6823,7858,2735
0,17000,0,0,0,79100,1759702,1234700,1513950
0,140500,128500,0,0,0,28000,59120,0
0,949,2078,0,4255,125,9932,2180,18884
0,70556,6831,0,922,12798,33008,34866,46622
0,3322,19545,0,19579,123375,414780,194736,241370
0,299128,769527,1195144,1125376,224860,268200,151000,658500
0,4998,0,0,0,0,0,0,0
0,9050,0,0,32300,4900,8750,0,0
0,348,0,0,0,0,0,0,0
0,22028,0,0,0,0,2299,0,0
0,112978,928938,3104656,3084700,1391615,2816553,1893968,998530
0,1051454,2149729,2136278,243133,344277,513338,1086884,207798
0,2432,5656,0,0,0,0,0,8076
0,3974,3114,0,0,11729,31907,0,0
0,1093,5194,0,0,0,5575,51747,77683
0,19231,1630,0,0,0,0,0,0
0,1232,0,0,1368,1141,7185,2690,2193
0,419,0,0,0,0,0,0,0
0,29576,6897,0,0,0,0,0,0
0,653,1573,1825,14100,2446,1163,0,1301
0,1503580,902594,0,0,0,0,317945,0
0,376,330,0,0,0,0,475,0
0,2111,0,0,0,0,0,89185,96178
0,1254,0,0,0,0,0,0,0
0,588,0,0,0,0,0,0,0
0,2349,142,5123,7200,0,0,1166,0
0,2476,0,0,0,0,0,0,0
0,5240,1379,0,0,0,0,0,0
0,2688,0,0,0,0,0,0,0
0,760,0,0,0,0,0,0,0
0,197,143,0,0,0,0,2673,5403
0,3030,0,3640,0,600,2000,2457,1636
0,47137,4624,0,0,0,0,26017,0
0,27550,0,0,0,0,0,0,0
0,183750,131300,0,0,0,0,114524,28525
0,275,0,0,0,0,0,94,0
0,990,0,0,4260,0,3146,312,0
0,1800,0,0,7418,0,0,0,0
0,233100,51800,0,0,0,0,0,0
0,5973,0,0,0,0,0,0,8462
0,9051,0,0,0,0,0,0,0
0,1050,96010,85363,96722,0,0,0,0
0,6205,1597,0,0,0,300,0,0
0,603,49,0,0,0,0,0,0
0,22000,0,15571,33517,46838,0,0,0
0,325,2815,2551,835,3156,1168,48325,3671
0,218,0,0,0,2510,0,0,0
0,21983,20050,20540,0,21399,0,0,0
0,3090,9356,2033,6742,4959,453,4622,9607
0,2597,661,0,0,0,2481,0,0
0,32797,88103,57712,0,0,0,0,0
0,126795,52903,0,0,0,0,0,0
0,13115,0,2176,400,22199,96603,150748,77123
0,373,0,0,0,0,0,0,0
0,5047,14307,0,5693,16273,22449,13343,31515
0,76400,69580,0,0,0,27000,28000,27100
0,1849,0,0,0,0,0,0,0
0,39451,261296,385502,1443555,1402072,3740746,3161476,3613002
0,61060,37608,16830,47311,44937,91149,15751,17040
0,7292,9500,0,0,3185,3422,0,1760
0,25600,67329,32701,11114,14750,27144,22590,59208
0,865883,395180,34960,0,53000,54162,44825,55460
0,4100,0,0,0,0,0,0,0
0,500,0,0,0,0,0,0,0
0,28325,0,0,0,0,0,0,0
0,4500,0,74378,121728,0,10480,0,2825
0,8840,3400,0,0,0,0,0,0
0,5109,0,0,0,0,0,0,0
0,1200,0,0,0,0,0,0,0
0,11250,49430,51646,15227,7557,14480,26652,8143
0,25753,29815,0,0,0,7781,5100,0
0,3393,0,1100,0,0,0,0,2752
0,43000,0,0,0,0,0,0,0
0,1186,0,0,2205,0,0,0,0
0,1540,0,0,0,0,0,0,0
0,7200,0,0,0,0,0,0,0
0,83700,28550,27300,0,0,0,0,0
0,42600,60348,0,0,0,0,0,101195
0,8035,0,0,0,0,0,0,0
0,43685,69231,43092,63645,17223,32722,10580,56435
0,5244,0,0,0,0,0,0,0
0,17168,51777,125880,18113,21623,0,0,0
0,1518,0,0,0,0,4904,0,0
0,100000,60000,84800,85930,200200,203430,2120,21200
0,21368,22118,9603,0,0,0,0,0
0,626,0,0,0,0,10866,0,0
0,6928,9199,0,0,3858,2923,0,0
0,3104,20265,22079,0,0,0,0,0
0,156,0,0,0,0,0,0,0
0,616,2102,6646,0,15854,57916,31472,478
0,162521,47246,0,0,0,0,18000,20250
0,21000,11600,0,0,0,0,0,15834
0,3565,0,2592,7128,210,4395,63408,107335
0,13400,0,0,0,0,0,0,0
0,5850,2680,4510,7000,0,9000,420,750
0,13200,0,0,0,0,0,0,0
0,284,0,0,0,0,0,0,0
0,220,934,0,0,0,0,0,0
0,1756,0,0,0,6766,120,6359,1350
0,440,0,429,0,0,0,480,0
0,9200,7052,0,0,0,0,0,0
0,4500,0,0,2424,0,0,0,0
0,7744,0,3495,0,0,0,0,0
0,12000,0,30000,15000,0,0,0,0
0,428,0,26644,0,0,1588,0,0
0,4240,9736,4054,0,0,1101,0,2222
0,32151,48000,0,26000,0,0,54000,0
0,13359,0,0,0,0,0,0,0
0,11182,63557,5303,0,0,0,0,0
0,1442,0,0,0,0,0,0,0
0,575,0,0,0,0,0,0,0
0,1717,0,0,0,0,0,0,0
0,28415,123661,186384,402007,38275,0,0,162899
0,15022,0,0,0,0,0,0,0
0,275,6400,0,0,0,0,0,0
0,10104,0,0,0,0,0,0,0
0,7951,0,1950,6588,5435,1205,2464,0
0,5707,0,0,0,0,0,0,0
0,162600,200400,195510,0,897940,1555060,843420,0
0,10350,5060,5255,0,0,0,0,0
0,25918,995,0,0,0,2165,12234,0
0,7943,4511,0,0,696,0,0,0
0,220000,32500,0,0,0,0,43290,0
0,3838,13780,0,2364,0,5467,8588,15564
0,380,460,0,0,48612,27848,12097,22150
0,27500,0,0,0,0,20609,55398,31996
0,3713,2948,15149,816,0,0,0,0
0,991,5500,38393,25594,16148,0,0,0
0,495,0,0,0,0,0,0,0
0,39600,15800,0,0,0,0,0,0
0,450,0,250,0,0,0,0,0
0,14732,14545,15000,0,0,0,0,0
0,46929,182793,157081,28800,0,0,0,0
0,1089,0,0,0,1885,0,0,0
0,14000,0,0,0,0,0,0,0
0,52300,0,0,0,0,0,0,0
0,3594,0,0,0,0,0,0,0
0,46000,0,0,0,0,0,0,0
0,17267,7664,4294,0,0,0,0,0
0,96824,299500,26000,0,0,0,0,0
0,7393,0,9975,78,0,0,0,0
0,119850,0,0,0,0,0,0,0
0,2000,0,0,0,0,0,0,0
0,5110,2063,0,0,0,0,0,0
0,20351,43311,53441,0,0,0,0,0
0,1165,0,0,0,0,0,0,0
0,1002774,1660497,1103894,1428531,1455597,916298,1189983,855602
0,582,0,0,0,0,430,0,0
0,11701,0,0,0,0,0,0,0
0,4610,0,0,0,0,0,12806,64936
0,15749,14655,12922,31925,53902,55451,0,0
0,27580,0,0,0,0,0,0,0
0,28368,0,0,0,8828,0,0,0
0,460,0,932,3048,1280,5629,201,72104
0,57905,0,0,0,0,0,0,0
0,66,10910,4468,0,0,0,5507,709
0,3624,0,0,3740,0,0,0,20277
0,35222,56922,55659,45570,30760,15511,61778,54308
0,3499919,801050,0,0,86395,30675,364174,272860
0,78400,0,0,0,0,1775,2850,16720
0,11844,3113,0,0,0,0,0,0
0,7466,4357,31888,38116,40774,45804,53912,41180
0,1214,0,0,33359,0,0,18476,74819
0,18600,0,0,0,0,188912,0,66000
0,4091,8900,13131,0,3564,18846,72023,27778
0,9553,8028,5170,0,0,0,0,0
0,1900,0,0,0,0,0,0,0
0,1314,2494,426,0,0,22999,94890,55516
0,4808,45409,26250,8000,255696,45447,0,146790
0,744,0,0,0,4568,15117,13259,1625
0,45300,0,0,0,0,0,0,0
0,135000,0,0,0,0,0,0,1729611
0,1050,0,0,0,0,0,0,0
0,1281,2098,0,0,10004,21572,33036,17451
0,1843,0,6955,3692,4221,0,2756,2509
0,28400,0,0,0,0,0,0,0
0,43801,112199,115171,73898,32414,54466,51809,18385
0,5079,2968,0,0,0,0,0,0
0,1762,2983,8687,11900,10067,18377,13994,17180
0,17681,0,9729,17100,39006,13234,0,0
0,2713,0,0,0,0,0,0,0
0,8152,0,0,0,0,1915,40903,7856
0,8280,23672,28535,34162,2392,15212,31267,22063
0,15880,0,4220,0,0,1305,0,0
0,251388,581280,307558,202008,210326,0,91875,0
0,21000,69000,80550,95200,90400,8150,0,0
0,80,0,0,0,0,0,0,0
0,29736,0,0,0,0,0,0,0
0,4300,0,0,0,0,0,0,8105
0,13300,0,0,0,0,0,0,0
0,599,0,9128,7995,0,0,0,0
0,850,0,0,0,0,0,0,0
0,8710,2665,0,0,0,0,3200,0
0,2858,12151,0,18660,26624,44447,4434,76542
0,96000,0,46000,72760,0,0,0,0
0,106886,154433,342240,489304,0,20405,0,0
0,916,0,0,0,6942,0,2127,562
0,25100,0,0,0,0,0,0,0
0,12320,278,0,112200,0,26325,0,0
0,403700,1067,0,0,0,27580,47973,30465
0,1820,0,0,4480,0,0,0,0
0,43129,70994,0,0,0,0,0,0
0,129420,0,0,0,0,0,0,0
0,521,0,0,0,0,0,0,0
0,2002,0,0,16253,36030,537,0,0
0,6356,0,0,0,0,0,4049,0
0,2458,3081,12851,40517,6718,28800,23729,38786
0,5980,0,0,0,0,0,0,0
0,161730,84314,0,0,0,0,0,0
0,37271,0,0,0,0,0,0,0
0,7702,0,0,0,0,0,0,0
0,32,0,0,0,0,0,0,0
0,3544,53690,37678,84900,86166,78230,0,58230
0,420,0,0,0,0,0,0,0
0,16681,21391,19437,35484,20015,21028,8529,3062
0,5451,0,0,0,0,0,0,0
0,22822,11025,0,0,0,0,0,0
0,27943,0,0,0,0,0,0,0
0,195120,156580,0,0,0,0,45660,1600
0,4180,0,0,0,0,0,0,0
0,56350,27600,0,0,0,0,2358,0
0,1737,2291,1500,2221,1840,517,0,470
0,163,0,0,0,914,0,0,0
0,612,0,0,763,0,0,0,0
0,1120,0,0,0,0,11420,0,0
0,1069,753,0,0,0,0,0,0
0,17590,0,0,0,0,0,0,0
0,4141,20275,2294,3728,0,0,0,0
0,259543,257886,0,0,27710,84010,56530,125090
0,14126,67601,185184,162626,141402,122232,80315,85965
0,5445,0,0,1883,0,0,0,42138
0,807,0,188,2972,3947,2240,0,2446
0,4808,0,0,0,36878,0,0,0
0,2082,0,0,0,79404,26492,0,0
0,11429,0,424,212,255,98852,34743,3600
0,12721,16565,22647,11041,1996,0,0,2395
0,26805,8339,44914,13761,17495,17445,6209,25106
0,125,2373,2856,9398,0,0,4977,8465
0,68051,17749,0,0,115040,922018,507220,914950
0,784000,4589200,0,1214400,2006960,1080720,42200,160300
0,1906,0,0,0,4744,18331,13070,15165
0,540000,0,0,0,0,0,0,0
0,3247,1726,0,0,0,0,1811,4845
0,19370,0,0,0,0,0,0,49523
0,540,0,0,640,0,1300,0,0
0,38,0,0,0,0,0,0,14248
0,1396,0,0,0,0,0,0,0
0,998,0,0,0,0,0,0,0
0,7224,10714,1954,0,0,0,0,0
0,20711,6626,0,7572,0,0,0,0
0,686728,0,0,0,0,0,0,0
0,8000,0,0,0,0,445595,461850,204540
0,75360,78504,0,0,0,0,0,0
0,13200,0,23600,49061,62500,21540,41000,0
0,850,0,0,0,0,0,0,0
0,3532,151,0,0,0,7209,0,16471
0,808,413,1646,0,0,0,0,0
0,10952,81286,17737,74139,66584,18431,10000,21164
0,32467,3031,0,0,0,0,0,0
0,4655000,0,0,0,0,0,0,0
0,980,0,0,0,0,0,0,0
0,5092,0,0,0,0,0,0,0
0,1529,0,0,0,0,0,0,0
0,1350,0,0,0,0,0,0,0
0,1835,5620,13058,11089,1583,4789,11547,2713
0,2755,0,0,0,0,0,0,0
0,0,25750,0,0,0,0,0,0
0,0,1361,0,0,0,0,0,0
0,0,19632,0,0,0,0,0,0
0,0,394,0,0,0,7603,0,0
0,0,5270,0,9414,93756,75922,12947,100757
0,0,96260,10848,34955,0,0,0,0
0,0,16894,0,0,24600,0,0,0
0,0,1884,3398,3713,0,4227,8734,5490
0,0,9992,16047,3200,757,0,0,0
0,0,1534,120,0,0,0,0,0
0,0,1800,0,0,0,0,0,0
0,0,63504,76800,123600,46800,47800,46800,0
0,0,14800,27300,9400,0,870,0,7700
