Exporter,Product,QTY.(KGS)
ESTHAPANOSE SONS,LEMONGRASS OIL,393
ESTILO FASHIONS,COTTON GARMENTS,9572
ESWARAN BROTHERS INDIA PVT LTD,TEA,160750
ESWARAN EXPORTS,COTTON GARMENTS,8036
ESWARI GLOBAL METAL INDUSTRIES P.LTD.,LEAD INGOTS,2120644
EURO ENTERPRISES,RICE,25125
EURO EXPORTS P.LTD.,FOOD STUFFS,15278
EURO LEDER,COTTON GARMENTS,2449
EUROFINE INTERNATIONAL INDIA,RICE,149500
EUROLINE INTERNATIONAL,FOOD STUFFS,39913
EUROTECH POLYMERS,P.P.WOVEN BAGS,1956
EVEREST INDUSTRIES LTD.,PLYWOOD,271568
EVEREST PLYWOOD,PLYWOOD,969880
EVEREST WOOD INDUSTRIES,PLYWOOD,182542
EVERFRESH EXPORTS,MARSHALLING BOX,3156
EVERGREEN EXPORTS,FROZEN SHRIMPS,2089040
EVERGREEN FOODS,FROZEN MARINE FOODS,88173
EVERSHINE CHEMICAL INDUSTRIES,CHEMICALS,2920
EVEXIA  NUTRITIONS P.LTD.,HEALTH ITEMS,112392
EVOLVE APPARELS,COTTON GARMENTS,7992
EVOLVE CLOTHING CO.P.LTD.,COTTON GARMENTS,2675
EVOLVE POLYMER,PIPE FITTINGS,2510
EXCELLENT CASHEW CO.,CASHEW KERNELS,180750
EXEL SOURCING,COTTON GARMENTS,81468
EXIGEN ENERGY P.LTD.,SPARES,86438
EXIM INTERNATIONAL,VEGETABLES,19880
EXIM TRADE,COTTON GARMENTS,10967
EXLO ENGINEERING,MACHINERIES,500
EXPAND TRADING,CHAIRS,84
EXPOSOFT TECHNOLOGIES,BOOKS,800
EXTRA WEAVE,WOOLEN CARPETS,1014489
EYARKKAI COCO PRODUCTS,COIR FIBER,147060
EZAZ EXPORTS,COTTON GARMENTS,423
EZOVION IMPEX,RICE,25000
EZZED BAGS,CORRUGATED CARTONS,21399
F.L. EXPORTS,COTTON GARMENTS,11158
F.M.TRADERS,MURUKKU,133512
FAB BAY EXPORTS,COTTON GARMENTS,9898
FAB DISTRIBUTORS,COTTON GARMENTS,1325
FABONYX EXPORTS P.LTD.,COTTON GARMENTS,28079
FABZ CLOTHING,COTTON GARMENTS,18324
FACCTUM WEARS,COTTON GOODS,4959
FAIR EXPORTS INDIA P.LTD.,TAPIOCA,12800319
FAIR TRADE INDIA,COIR FIBER,529150
FAIRWAY CREATIONS,COTTON GOODS,11409
FAIZAL EXPORTS,FOOD STUFFS,21880
FAIZLAL MOOZA,COTTON GARMENTS,861
FAJR POLYMERS LLP,RUBBER MATS,374895
FAKHRI GARMENTS,COTTON GARMENTS,3200
FALCON FOOD PRODUCTS,FOOD STUFFS,12078
FALCON IMPORTS&EXPORTS,COCONUTS,142000
FALCON MILLS,TURMERIC POWDER,59750
FALCON SYNERGY ENGINEERING P.LTD.,MACHINERIES,9920
FALCON TRADE LINKS,SCRUBBER DRIER,1108
FAMI PHARMA,SOAP,42853
FAMILY IMPEX,RICE,71900
FAMILY PLASTICS&THERMOWARE,PLASTIC PRODUCTS,775666
FAMOUS EXPORTS,FOOD STUFFS,4551
FAMOUS KNITS,COTTON GARMENTS,2746
FANCI FOODS,FOOD STUFFS,77696
FANTOM MARKETING,MACHINERIES,9690
FARBEN  INDIA IMPEX,FOOD STUFFS,6147
FARM ERA P.LTD.,COCONUTS,202641
FARM FRESH,RICE,253758
FARM VEGE EXPORTS,FOOD STUFFS,39744
FARMCHIMP AGRO AND GENERAL TRADERS P.LTD.,FOOD STUFFS,7894
FARMLINK AGRI DISTRIBUTION,RICE,1600835
FASHION CLOTHING,COTTON GARMENTS,538
FASHION FABS,COTTON GARMENTS,13006
FASHION GATE,COTTON GARMENTS,144010
FASHION PORT,COTTON GARMENTS,5467
FASHION UK APPRELS,COTTON GARMENTS,428
FASTEN MEDICAL P.LTD.,MEDICAL EQUIPMENTS,6600
FAVAZ TIMBER INDUSTRIES,ROSEWOOD PRODUCTS,1056
FAVOUR-ITA INTERNATIONAL,FOOD STUFFS,187772
FAVOURITE READYMADE GARMENTS,COTTON GARMENTS,21264
FCI OEN CONNECTORS LTD.,SCRAP,484592
FEB TEX,COTTON GARMENTS,464
FEBIN MARINE FOODS,FROZEN SHRIMPS,1925676
FELIPE TADD P. LTD.,COTTON GARMENTS,4262
FELLOW EXPORTS&DISTRIBUTORS,GENERAL CARGO,1056
FEMI PHARMA,PHARMACEUTICAL PRODUCTS,13045
FERNANDES BROTHERS,CASHEW KERNELS,49677
FEROKE BOARDS LTD.,PLYWOOD,270
FEROZE & COMPANY,FACE MASK,1120
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,46637
FESTO ELGI (P) LTD.,AUTOMOBILES PARTS,1336
FIBER FAMILY PRODUCTS,CURLED COIR,63169
FIBER WONDERS,COIR MATTING,1291428
FIBERTUFT INTERNATIONAL,COIR MATS,686970
FIBRA GARMENTS,COTTON GARMENTS,3941
FIBRE FAMILY,CURLED COIR,1572760
FIBRE FOAM P. LTD.,COIR MATS,19560
FIBRE WORLD,RUBBER MATS,5459040
FIBREDROP EXPORTS P.LTD.,RUBBER MATS,27973
FIBRETUFF PRODUCTS INDIA,COIR MATS,57960
FIELD FRESH FOODS,FOOD STUFFS,115600
FILATEX VECHUKUNNEL PVT LTD.,HEAT RESISTANT LATEX RUBBER PL,14056
FILI EXPORTS,COCONUTS,679034
FILTROWIN INDUSTRIES,FILTER ELEMENT,622638
FINE ART EMPORIUM,HANDICRAFTS,225
FINE FAIR EXPORTS INDIA P. LTD.,COTTON GARMENTS,30950
FITCO DIPPED PRODUCTS P. LTD.,SURGICAL GLOVES,6322
FITCO FOODS,RICE,588963
FITCO INDIA,SURGICAL GLOVES,96032
FITNESS WORLD,EXERCISING EQUIPMENT,28000
FIVE STAR CASHEWS,CASHEW KERNELS,39258
FIVE STAR OFFSET PRINTERS,PRINTED MATERIALS,3000
FLAMM GLOBAL (INDIA) P.LTD.,BATTERIES,12925
FLATEX VECHUKUNNEL P. LTD.,LATEX RUBBER THREAD,27164
FLAVOUR INDIA,RICE,110299
FLAVOURS OF KERALA,FOOD STUFFS,18335
FLOOR DECOR,RUBBER MATS,180701
FLOOR FASHION,RUBBER MATS,70890
FLOOR GARDENS,RUBBER MATS,3393013
FLOOR MATE RUBBER PRODUCTS P.LTD.,RUBBER MATS,329002
FLOORATEX RUBBER & PLASTICS P.LTD.,RUBBER MATS,7233834
FLOORSTYLE,RUBBER MATS,20835
FLOORTEX,RUBBER MATS,903341
FLOW LINK SYSTEMS P. LTD.,VALVES,45971
FLOWER KNITTING MILLS,COTTON GARMENTS,2970
FLOWSERVE INDIA CONTROLS P.LTD,VALVES,5315
FLUID PUMPS AND EQUIPMENT INDIA PVT LTD.,PUMPS,85381
FOCUZ CORPORATION P.LTD.,SPARES,1367
FOOD SERVICE INDIA P.LTD.,SPICES,2990
FOODCREST,FOOD STUFFS,49105
FOODIND,FOOD STUFFS,15053
FOODWORKS INDIA,CARDAMOM,13270
FOOR WELL EXIM,CHAPPALS,19131
FOOT WELL EXIM,CHAPPALS,104408
FORBWOODS,PLYWOOD,45382
FORMOSA INTERNATIONAL,SPICES,29100
FORT ROYALE,HANDICRAFTS,70
FORTUNE CLOTHING,COTTON GARMENTS,8530
FORTUNE ELASTOMERS P.LTD.,CHAPPALS,338685
FORTUNE GATE ORGANIC FARMING,AYURVEDIC PRODUCTS,440
FORTUNE MARKETING,MACHINERIES,12752
FOS KNITS,COTTON GARMENTS,870
FOSA FLOWERS&CHOCOLATE SWEETS,FOOD STUFFS,6702
FOUR G TECHNOLOGIES,MACHINERIES,2170
FRANCIS KOTTACKAL EXIM(P)LTD.,RICE,3544101
FREAKER CLOTHING,COTTON GARMENTS,717
FREEZE ENGINEERING INDUSTRIES P.LTD.,FROZEN SKIPJACK TUNA,281000
FREEZE EXIM,FROZEN YELLOW TUNA,2174320
FREN INDUSTRIES,MACHINERIES,220
FRENDI FASHIONS,COTTON GARMENTS,3385
FRESH NUTS,CASHEW KERNELS,268766
FRESH OOO,PICKLES,12908
FRIDAY COMMERCIALS,FOOD STUFFS,36552
FRIENDS MARINE INDUSTRIES,FROZEN SHRIMPS,160372
FRIENDS POLYPLAST,PLASTIC PRODUCTS,88306
FRIGUS TECHNOLOGY,SPARES,5484
FRONTIER KNITTERS,COTTON GARMENTS,42729
FRONTLINE EXPORTS P. LTD.,FROZEN YELLOW TUNA,6105899
FRUITION NATURAL EXTRACT P.LTD.,OLEORESINS OF SPICES,52
FULCHAND & SONS,COTTON GARMENTS,1915
FUTURE PLAST,PLASTIC PRODUCTS,2835
G NXT POWER CORPORATION,VALVES,200010
G&C VALVES INDIA P.LTD.,VALVES,114170
G&S PLASTIC INDUSTRIES,PLASTIC PRODUCTS,878
G.H.ASSOCIATES,SPARES,3981
G.K.S BUSINESS ASSOCIATES,FROZEN YELLOW TUNA,4568320
G.K.TRADERS,PLYWOOD,155076
G.P.INTERNATIONAL,COTTON GARMENTS,998
G.P.R.CLOTHING COMPANY,COTTON GARMENTS,22199
G.P.TEXTILES,COTTON GARMENTS,8817
G.R.K. & COMPANY,NUTMEG,18000
G.T.N. TEXTILES LTD.,COTTON YARN,549442
G.T.N.ENTERPRISES LTD.,COTTON YARN,1367602
G.V.VENTURES,MEDICAL EQUIPMENTS,67824
GAHAN KNITTING MILLS,COTTON GARMENTS,16273
GAIETY,COTTON GARMENTS,3703
GAINUP INDUSTRIES P.LTD.,COTTON GARMENTS,441
GALAXY GARMENTS,COTTON GARMENTS,11983
GALAXY KNITWEAR,COTTON GARMENTS,25023
GALEFORD FASHIONS P.LTD.,COTTON GARMENTS,11752
GALUKU EXPORTS(I) P.LTD.,COIR FIBER,67380
GALUKU VENTURE INC.,COIR FIBER,67160
GANAPATH GARMENTS,COTTON GARMENTS,2629
GANAPATHY TEXTILES,COTTON GOODS,25479
GANESH VANIJYA PVT LTD,COTTON GARMENTS,674
GANGA IMPEX,RUBBER MATS,72157
GANGA MACHINES,MACHINERIES,76852
GARLICO HERBAL PVT LTD		 	,OLEORESINS OF SPICES,672
GARMENT IMPEX,COTTON GARMENTS,20103
GARMENTOR,COTTON GARMENTS,4519
GARTEX EXPORTS (INDIA) P. LTD.,COTTON GARMENTS,2522
GASARY,COTTON GARMENTS,3581
GATES WEARS ,COTTON GOODS,340276
GAURAV EXPOTRADES P. LTD.,COTTON GARMENTS,8394
GAYATHRI EXIM RICE MILLS,RICE,668430
GAYATHRI RICE MILLS,RICE,170345
GC VALVES,VALVES,3920
GDJD EXPORTS,COTTON YARN,80943
GDN EXPORTS P.LTD.,COTTON GARMENTS,72664
GE OIL & GAS,VALVES,109776
GE POWER CONTROLS (I) P.LTD.,VALVES,100000
GECO COIR PRODUCTS P.LTD.,JUTE RUGS,149876
GECO LEGEND ENVIRO TECH,WATER TREATMENT MACHINERIES,56423
GECO SPECIAL MACHINERS,VALVES,1651
GEDEE WEILER P. LTD.,TEXTILE MACHINERY,259715
GEE MAX TECHNOLOGIES,SPARES,2620
GEEKAY SPECIALITY CHEMICALS,CHEMICALS,10191
GEEPAS INTERNATIONAL P.LTD.,RICE,580320
GEETHA ENTERPRISES,TILES,2456
GEM EQUIPMENTS,MACHINERIES,93295
GEM RUBBER INDUSTRIES,TYRE RETREADING MATERIALS,20322
GEM WOOD & PLYWOODS,WOOD PRODUCTS,5147
"GEMCO RUBBER P,LTD.",TYRE RETREADING MATERIALS,24928
GEMWOOD,WOOD PRODUCTS,477467
GEN ENGINEERING WORKS,ENGINEERING GOODS,5746
GENE APPARELS,COTTON GARMENTS,29153
GENERAL COMMODITIES LTD.,TEA,1532156
GENERAL ENGINEERING CO.,AUTOMOBILES PARTS,3503
GENERAL HARDWOODS CO.,WOOD PRODUCTS,13767
GENERAL RUBBERS,TYRE RETREADING MATERIALS,630418
GENNYCOT EXPORTS,COTTON GARMENTS,5790
GENTLE AYURVEDICS,AYURVEDIC PRODUCTS,1151
GENTRE INTERNATIONAL IMPEX,MEDICAL EQUIPMENTS,6633
GENUINE AGRO SPICES,SPICES,279287
GEO AQUATIC PRODUCTS(P)LTD.,FROZEN SHRIMPS,2226419
GEO COIR PRODUCTS,STEEL CASTINGS,16026
GEO MACHINERIES,MACHINERIES,2455
GEO SEAFOODS,FROZEN SQUID,3093427
GEORGE,GENERAL CARGO,10460
GEORGE ENGINEERING,MACHINERIES,3900
GESCHMACK FOOD INGREDIENT SOLUTION,FOOD STUFFS,11334
GESCHMACK NATURELLE,CLOVES,1332
GFIVE MART(I)P.LTD.,FOOD STUFFS,515173
GIGA DISTRIBUTION,GENERAL CARGO,1975
GILBARCO VEEDER ROOT INDIA PVT LTD,SPARES,37682
GILGAL CASHEW EXPORTS,CASHEW KERNELS,45876
GIPSAM RAW AGARBATHI,AGARBATHIES,14560
GIRNAR FOOD & BEVERAGES P.LTD.,TEA,7623118
GKS ENGINEERING P.LTD.,SPARES,28120
GLASS TECH COMPONENTS,SPARES,1463
GLEN RUBBER,RUBBER MATS,26741
GLENMORGAN TEA ESTATES CO.,TEA,189188
GLENROCK POLYMERS P.LTD.,RUBBER MATS,56136
GLENROCK RUBBER PRODUCTS P. LTD.,RUBBER MATS,3383469
GLENWORTH  ESTATE,TEA,60160
GLISEN EQUIPMENTS P.LTD.,MACHINERIES,6407
GLOBAL (INDIA) IMPEX,COTTON GARMENTS,1380
GLOBAL CLOTHING,COTTON GARMENTS,9234
GLOBAL EXIM INDIA P.LTD.,RUBBER MATS,197244
GLOBAL EXPORTERS,RICE,1781684
GLOBAL EXPORTS,SESAME OIL,499069
GLOBAL FOOD INDUSTRIES,FOOD STUFFS,33750
GLOBAL FOODS LTD.,FOOD STUFFS,286626
GLOBAL FROZEN FOODS P.LTD.,FROZEN MARINE FOODS,164000
GLOBAL INDUSTRIES & SERVICES LTD.,CHEMICALS,14000
GLOBAL INSIGHT ENTERPRISES,COCONUTS,197510
GLOBAL LIGHTING TRADES ,FOOD STUFFS,3018
GLOBAL ORGANIC CLOTHING COMPANY,COTTON GOODS,195587
GLOBAL SOURCING,FOOD STUFFS,46000
GLOBAL TEC ENGINEERING,ANTENNA WITH ACCOSSORIES,140
GLOBAL TEXTILES ALLIANCE(I) P.LTD.,COTTON GOODS,170289
GLOBAL TRADE WINGS,FOOD STUFFS,37000
GLOBAL TRADERS,CASHEW KERNELS,22000
GLOBAL TYCOON EXPORTS,SPORTS ARTICLES,110289
GLOBALWAVE TECHNOLOGIES P.LTD.,ELECTRICAL ITEMS,110975
GLOBE ENTERPRISES,COTTON GARMENTS,9428
GLOBUS APPARELS,COTTON GARMENTS,9328
GLOBUS CLOTHING CO.,COTTON GARMENTS,3493
GLOBZ IMPEX,COTTON GOODS,8743
GLORIA CASA MODA,COTTON GARMENTS,47977
GOG ROUND BEANS AND SPICES,COCOA BEANS,26411
GOKALDAS APPARELS P.LTD.,COTTON GARMENTS,21457
GOKALDAS EXPORTS,COTTON GOODS,144140
GOKILAA GARMENTS,COTTON GARMENTS,2338
GOLCHA GARMENTS,COTTON GARMENTS,8871
GOLD BRIEFS,COTTON GARMENTS,5115
GOLD FINDCH VENTURES,COTTON GARMENTS,54252
GOLD WOOD INDUSTRIES,PLYWOOD,1284350
GOLDEN BROWN FOODS,FOOD STUFFS,9642
GOLDEN COIR TUFTS,COIR MATS,1402072
GOLDEN ESTUARY TRADING P.LTD.,RICE,333009
GOLDEN GARMENTS,COTTON GARMENTS,1807
GOLDEN GLOW,COCONUTS,84650
GOLDEN MARKETING,BOTTLES,25154
GOLDEN SPENCER TRADING,FOOD STUFFS,80868
GOLDEN STITCH EXPORTS,COTTON GOODS,2148
GOLDEN TEA MANUFACTURES,TEA,22791
GOLF FASHION KNITS,COTTON GOODS,45476
GOOD EARTH ORGANIC,TURMERIC,165696
GOOD MORNING COIR MILLS,COIR MATS,16865
GOOD MORNING EXPORTS,COTTON GARMENTS,2817
GOODLUCK TRADING COMPANY,STATIONARY,18816
GOODWILL APPARELS,COTTON GARMENTS,3714
GOODWILL CLOTHING,COTTON GOODS,55359
GOODWILL COIR MFG. CO.,RUBBER MATS,38844
GOPAL REFINERIES&OIL MILLS,GINGELLY OIL,113946
GOUTHAM KNIT GARMENTS,COTTON GARMENTS,93929
GOWARTHINI EXPORTS,COTTON GARMENTS,960
GOWTHAM S. TEX,COTTON GARMENTS,23271
GR CARBON P.LTD.,ACTIVATED CARBON,209246
GRACE EXPORTS,COTTON GARMENTS,1233
GRACE INDUSTRIES,TAPE,1200
GRACE INTERNATIONAL,COTTON GARMENTS,697
GRACIOUS COFFEE P.LTD.,GREEN COFFEE,2118304
GRAHAMAS FOODS,FOOD STUFFS,36564
GRAIN MILLING (INDIA),BAKING POWDER,17927
GRAIN N GRACE FOOD INGREDIENTS P. LTD.,FOOD STUFFS,96672
GRAIN.N. GRACE FOOD,FOOD STUFFS,94144
GRAINS TRADING,FOOD STUFFS,19712
GRAMIKA COCONUT OIL,COCONUT OIL,1682
GRAND INTERNATIONAL EXPORTERS,FOOD STUFFS,149479
GRAND MARINE FOODS,FROZEN SQUID,2050189
GRAND PEARL EXPORTS,FROZEN MARINE FOODS,160575
GRANDMAS FOOD PRODUCTS,PICKLES,1323558
GRANDNEUR FASHION,COTTON GARMENTS,44937
GRANDWELL SPORTING GOODS (P).LTD.,SPORTS ARTICLES,17617
GRANOPLAST,CROCKERIES,3546
GRASS GREEN CLOTHING,COTTON GARMENTS,17026
GRASSHOPPER AGRO,FOOD STUFFS,192000
GRATIS SALES CORPORATION P.LTD.,PLYWOOD,96640
GRAVITY INTERNATIONAL,COCONUTS,28500
GREAT INDIAN TEXTILES,COTTON GOODS,13952
GREAT WIN EXPORTS,FROZEN SHRIMPS,2358728
GREEN AGRO PACK P. LTD.,GHERKINS IN BRINE,19665
GREEN APPLE COMPUTERS,ELECTRONIC COMPONENTS,11537
GREEN COIR HUB,COIR GEO FABRICS,134140
GREEN FARM,FOOD STUFFS,2734
GREEN FIELD APPARELS,COTTON GARMENTS,1557
GREEN FIELD EXPORTERS&IMPORTERS,FOOD STUFFS,60988
GREEN FIELD EXPORTS (INDIA),FOOD STUFFS,20844
GREEN FOOD PRODUCTS,FOOD STUFFS,38398
GREEN FRESH,COCONUTS,56000
GREEN INDIA EXPORTS,COCONUT SHELLS\CUPS,295045
GREEN LEAF EXPORTS,BAGS,1840
GREEN LEAF-FOOD CO. P.LTD.,FOOD STUFFS,8860
GREEN METHOD ENGINEERING P.LTD.,ENGINEERING GOODS,2500
GREEN METRO INTERNATIONAL,FOOD STUFFS,1216640
GREEN MOTHER KNIT GARMENT,FOOD STUFFS,20000
GREEN MOUNT,RICE,50966
GREEN ROOT DRINKS,FOOD STUFFS,2783
GREEN VALLEY CONDIMENTS,CURRY POWDER,17524
GREEN VALLEY OILS,COCONUT OIL,3185
GREEN VICTORY,SPARES,845
GREEN WORLD COIR EXPORTS,COIR PITH,338000
GREENDAY EXPORTS AND FARMS PVT LTD,SPICES,14750
"GREENER P. LTD.,",FOOD STUFFS,24287
GREENERS AGRO PRODUCTS INDIA P.LTD.,COCONUTS,27000
GREENFIELD  CHEMICALS & FOOTWEARS,CHAPPALS,6250
GREENFIELD INDUSTRIES,COTTON GARMENTS,18596
GREENLAND PARTICLE BOARD P.LTD.,PLYWOOD,53000
GREENLAND RUBBERS,RUBBER MATS,235510
GREENLAND TRADERS,RICE POWDER,2462
GREENLEAF EXTRACTIONS PVT LTD,SPICES,271274
GREENSTONE EXPORTS,COCONUTS,27427
GREENWAY CLOTHING,COTTON GOODS,20731
GREENWAY EXIMS,COTTON GARMENTS,7655
GREENWAY TEX STYLE,COTTON GOODS,8264
GREENWIN GARMENT,COTTON GARMENTS,8278
GREENZ COIRS,COIR PITH,226000
GREETINGS KNITWEAR,COTTON GOODS,170399
GREYWHITEGROUP,AUTOMOBILES PARTS,7750
GRIPPO ELASTOMERS,CHAPPALS,2630
GRISHAM MACHINE MANUFACTURING INDUSTRY.,MACHINERIES,600
GSA IMPEX,FOOD STUFFS,37521
GST CORPORATION,LATEX GLOVES,17650
GTN ENGINEERING INDIA LTD.,VALVES,13460
GUARDIAN CONTROLS LTD.,VALVES,24115
GUHAN TEXTILE MILLS LTD.,COTTON GARMENTS,61492
GULF INDIA EXPORT CO.,HOUSEHOLD ARTICLES,9906
GULF INDIA TRADING,KITCHEN ITEMS,11229
GULF MALABAR EXPORTERS,FOOD STUFFS,240249
GUNBOW TRADING CO.,RUBBER MATS,15000
GURUKRIPA TRADING CO.,SPICES,443
GUS CLOTHING CO.,COTTON GARMENTS,472120
GVG PAPER MILLS PVT LTD,PAPER,299322
H & V ADANCED MATERIALS(I)P.LTD.,GLASS FIBRE MATS,109405
H.M.HEALTHCARE P.LTD.,SURGICAL GLOVES,1337
H.P.VALVES AND FITTINGS,VALVES,1760
H.T. FOODS P.LTD.,FROZEN SQUID,833869
HABEN ENTERPRISES,COCONUTS,278460
HAILSTONE INNOVATIONS,SPARES,14128
HAIN CELESTIAL,VEGETABLE FOOD CHOPPER,135501
HAJI PI AHAMED KOYA,WOOD PRODUCTS,800
HALE PHARMACEUTICALS,LATEX GLOVES,35367
HAMADRI TRADERS,RUBBER MATS,21000
HAMNA EXPORTS,FOOD STUFFS,103200
HAMZA KOYA & CO.,FOOD STUFFS,7200
HANDICRAFTS DEVE. CORPN. OF KERALA LTD.,HANDICRAFTS,411
HANKOOK LATEX P. LTD.,LATEX TUBING,60418
HANNA EXPORTS,GENERAL CARGO,360
HANTIO INTERNATIONAL,GENERAL CARGO,1225
HAPPY SOAP MANUFACTURING,SOAP,25920
HAREESHKUMAR SUGATHAN,FOOD STUFFS,27500
HARI OM TRADERS,COCONUTS,394943
HARIDAS NANJI  &  SONS,SPICES,171430
HARISH COCONUT PRODUCTS,COIR FIBER,40393265
HARITA SEATINGS SYSTEMS LTD.,CAR SEAT COVER,3228
HARRISONS MALAYALAM LTD.,TEA,2981159
HARSHINI GARMENTS,COTTON GARMENTS,13560
HAT TRADING,MOTOR VEHICLE PARTS & SPARES,1014
HAWKES EYE EXPORTS,FOOD STUFFS,134993
HEIPLOEG SEAFOOD INDIA P.LTD.,FROZEN MARINE FOODS,189445
HEMADRI TRADERS,RICE,92102
HEMANAND SPICES,SPICES,58131
HERBAL ISOLATES P. LTD.,TURMERIC POWDER,1467381
HERITAGE ARTS,HANDICRAFTS,8481
HEROTEK INDUSTRIES,TOOLS,3453
HEXA APIRARIUM P.LTD.,HONEY,40021
HGR PACKAGING SOLUTIONS P.LTD.,PACKING MATERIALS,70510
HI DENT TRADERS,SPARES,18422
HI ROCK FASION TRADING,COTTON GARMENTS,6766
HI TECH AGRO FOODS P.LTD.,RICE,24000
HI TECH SYNDICATE,PUMPS,68576
HI TECH WOODS,WOOD PRODUCTS,3908
HI-TECH MOULDING CO.,MOULDING PATTERNS,3238
HI-TECH PRE TREADS P.LTD.,TYRE RETREADING MATERIALS,295753
HIBHAI LAB PRIVATE LIC,LAB EQUIPMENTS,387
HIC-ABF SPECIAL FOODS P.LTD.,FROZEN MARINE FOODS,537258
HICON TECHNO,VALVES,70273
HIDAYUTH INTERNATIONAL,FOOD STUFFS,44568
HIGH RANGE PRODUCTS,RUBBER MATS,10750
HIGH SEAS EXIM,FROZEN SQUID,1779017
HIGHLINE ENTERPRISES P.LTD.,CHAPPALS,1380
HIGHRANGE EXPORTERS,RICE,38126
HIGHRANGE RUBBER & COIR PRODUCTS,RUBBER MATS,2204548
HIGHRANGE SPICES,CURRY POWDER,7557
HIGHYIELD AGRO,FOOD STUFFS,28500
HIL INDIA LTD.,CHEMICALS,33440
HILL GOLD TRADING CO.,FOOD STUFFS,388410
HILL POINT BUILDING  SOLUTIONS,PANEL BOARD,13561
HILL WOOD IMPEX P.LTD.,ROSEWOOD PRODUCTS,960
HILLMAN HOSEIRY MILLS,COTTON GARMENTS,30004
HINA TRADING EXPORT&IMPORTS,RICE,67500
HINDALCO INDUSTRIES LTD.,ALUMINIUM EXTRUSIONS,450631
HINDUSTAN BIO SCIENCES LTD.,CHEMICALS,4359
HINDUSTAN TEXTILES,COTTON GOODS,15768
HIRICH EXPORTS,COTTON GARMENTS,2970
HITECH DIE CAST P.LTD.,SPARES,13798
HLL LIFECARE LTD.,LATEX GLOVES,1212386
HMS FASHIONS,COTTON GARMENTS,29938
HMT (INTERNATIONAL) LTD.,LATHE MACHINE,6700
HOLIDAY COLLECTION,COTTON GARMENTS,3279
HOLY CITY,CHURCH ARTICLES,348
HOME COIR INTERNATIONAL,RUBBER MATS,239632
HOME FURNISHINGS,COIR MATS,105463
HOME ZONE,COTTON GOODS,2328
HOMEY ENTERPRISES,FOOD STUFFS,18020
HONEST CLOTHING,COTTON GARMENTS,16628
HONEY WELL CREATION,COTTON GARMENTS,42560
HORTICULTURE SUPPLIES AND SERVICES P.LTD.,GLASS,17540
HOSTIA INDUSTRIES,MACHINERIES,830
HOTEL AID,ELECTRICAL ITEMS,2530
HOTEL BLUE MILLS,COTTON GARMENTS,5494
HOTEL BLUE NILE,COTTON GARMENTS,2314
HRISHI EXPORTS,COTTON GARMENTS,21061
HSR LAB,TOOLS,981
HUE CHEM,COTTON GARMENTS,2951
HULDIBARI INDUSTRIES&PLANTATION CO.LTD.,TEA,38800
HUMAIRA EXPORT CO,COCONUTS,42997
HUSSAIN JOWAR HOTEL,WET GRINDER,5428
HYDENSO STEEL & ENGINEERING,STEEL PRODUCTS,7046
HYDRO KART INDIA,COCONUTS,23100
HYDRO PROKAV PUMPS,PUMPS,12978
HYGIENE PACKS,TERRA PACK PAPER SHEET,39711
HYMA EXPORTS,SPARES,912
HYTEC EXPORTS,FOOD STUFFS,103984
I.E. TRUST INDUSTRY P.LTD.,COTTON GARMENTS,1230
I.G.M.WOOD PRODUCTS,PLYWOOD,208570
I.P.TEA & COMMODITIES ,TEA,71666
I.T.C. LTD.,COFFEE,439400
IBIS INDUSTRIES,MEDICINES,1225
ICE WEAR CREATION,COTTON GARMENTS,9527
ICE WORLD,REFRIGERATED SPARES,1650
IDEAL COIRTUFT,COIR MATS,79146
IDEAL PUBLICATIONS TRUST,GENERAL CARGO,3020
IDFS TRADINGS P.LTD.,PERFUME,7808
ILA NATURALS AND AROMATICS ,LEAF PLATES,4533
ILHAM EXPORTS&IMPORTS,FOOD STUFFS,329816
ILLIBAN REMEDIES P.LTD.,AYURVEDIC PRODUCTS,355
IMPACT TUBES&PIPES,STEEL PIPES,21088
IMPALS EXPORTS,FOOD STUFFS,23000
IMPEL EXPORTS,PLASTIC PRODUCTS,33410
IMPERIAL BULWARK,FOOD STUFFS,8520
IMPERIUM TECH,SPARES,1850
IMPEX CREATIONS,COTTON GARMENTS,4328
IMPEX INC.,FOOD STUFFS,35220
IMPEX P.LTD.,COTTON GARMENTS,28449
IMPEX SERVICES INDIA P.LTD.,FOOD STUFFS,20970
IMPRIME VENTURES,PVC FITTINGS,23602
INA-GL IMPORTS AND EXPORTS,PLASTIC FILE WITH CLIP,615
INDAFRO IMPEX,INSTANT COFFEE,38584
INDEX KNIT AND WAVE P.LTD.,COTTON GARMENTS,28417
INDI TRADERS,COVER CROP SEEDS,17050
INDIA COIR COMPANY,COIR YARN,9945
INDIA SEA FOODS (REGD.),FROZEN MARINE FOODS,23400
INDIAN AQUATIC PRODUCTS,FROZEN MARINE FOODS,157269
INDIAN BAZAR,HANDICRAFTS,100
INDIAN COMMERCIAL COMPANY,TURMERIC,271192
INDIAN EMPORIUM,RUBBER MATS,1154814
INDIAN FRESH POLLACHI COCONUT EXPORTS,COCONUTS,70000
INDIAN HERITAGE,HANDICRAFTS,50
INDIAN MARINE INDUSTRIES,FROZEN YELLOW TUNA,2889470
