Exporter,Product,QTY.(KGS)
AUTOMOUNT INDUSTRIES,AUTOMOBILES PARTS,936
AUTOPRINT MACHINERY MANUFACTURES,SPARES,36745
AUTOTEX P.LTD.,TEXTILE MACHINERY,189238
AVA CHOLAYIL HEALTH CARE,FOOD STUFFS,427279
AVADAN INDIA LLP.,OLEORESIN PEPPER,4027
AVESH CLOTHING,COTTON GOODS,20574
AVIAN INTERNATIONAL,LATEX GLOVES,46988
AVIRAM KNITTERS,COTTON GOODS,287528
AVIS APPARELS,COTTON GARMENTS,12672
AVLA GOLD STORAGE,FROZEN MARINE FOODS,50400
AVLA NETTOS EXPORTS,FROZEN SQUID,3180858
AVS TRADERS,SPICES,26445
AVS VENTURES P.LTD.,PLASTIC PRODUCTS,78950
AVT MCCORMICK INGREDIENTS LTD.,TURMERIC POWDER,15479562
AVT NATURAL PRODUCTS LTD.,TEA,3104793
AVYA APPARLES,COTTON GOODS,2180
AY TEE CEE FOOTCARE,CHAPPALS,5900
AYANGARAN APPARELS,COTTON GARMENTS,140
AYANS INTERNATIONAL FOOD&CONFECTIONARIES TRADING,FOOD STUFFS,20000
AYAVI ENTERPRISES P.LTD.,FOOD STUFFS,12552
AYISHA SHAFEER,MOP,27844
AYURVEDA RHYNER INDIA P. LTD.,AYURVEDIC MEDICINES,210
AYUSH ENGINEERING WORKS,SPARES,20800
AYUSH JYOTHI  PANCHAKARMA EQUIPMENTS,AYURVEDICA TREATMENT EQUP.,287
AYUSH JYOTHI PANCHAKARMA EQUIPMENTS,AYURVEDICA TREATMENT EQUP.,437
AYUSHJEEVA,MEDICAL EQUIPMENTS,310
AYVA APPARELS P.LTD.,COTTON GOODS,12344
AZAM TRADING,FOOD STUFFS,1000
AZIZ ENTERPRISES,COTTON GOODS,9397
AZLON ARTS,COTTON GOODS,34866
B & B MERCHANDISING ,COTTON GARMENTS,34136
B.G.PACK,BANANA,789989
B.K.ENGINEERING,CHAPATHI MAKER,12499
B.K.S. TEXTILES PRIVATE LTD,COTTON GOODS,68862
B.M.FOODS,INSTANT COFFEE,38460
B.M.GROUP,FOOD STUFFS,6286
B.N.T. INNOVATIONS P. LTD.,COTTON GOODS,27433
B.P. INTERNATIONAL,COTTON GARMENTS,14813
B.R.ELASTIC,ELASTIC PRODUCTS,44625
B.S. APPARELS,COTTON GOODS,1971
B.S. EXPORTS,COTTON GOODS,5943
B.S.INTERNATIONAL,MACHINERIES,4418
B.S.RUBBERS,RUBBER MATS,688116
B.S.TEX,COTTON GOODS,20272
B2W GREENS,COSMETIC ITEMS,57760
BAABTE SYSTEM,SPARES,3220
BABIN TECHNOLOGIES,PRESSURE COOKER,4131
BABU COIR WORKS,JUTE RUGS,1006202
BABY MARINE EASTERN EXPORTS,FROZEN MARINE FOODS,43800
BABY MARINE EXPORTS,FROZEN MARINE FOODS,25000
BABY MARINE INTERNATIONAL,FROZEN SHRIMPS,384500
BABY MARINE SARASS,FROZEN SHRIMPS,118000
BACK BAY INDIA,COTTON GOODS,22985
BAFNA ENTERPRISES,TURMERIC,1375171
BAG MAX,BAGS,9240
BAGAVATHY EXPORTS,COTTON GARMENTS,2439
BAGHMARI TEA COMPANY LTD.,TEA,75800
BAKE TECH,MACHINERIES,1285
BAKEMILL FOODS,FOOD STUFFS,129586
BAKGYAM ENGINEERING,SPARES,15845
BALAJI AGRO,TEA,28280
BALAJI GARMENT,COTTON GOODS,144374
BALAJI IMPEX,COTTON GOODS,12428
BALAJI INDUSTL. CORPN. LTD.,SPARES,520
BALAJI TEXTILES,COTTON GARMENTS,2711
BALAMURUGHAN REFRIGERATION ENGINEERS,ICE MAKING PLANT,14500
BALAS EXPORTS,COTTON GOODS,4882
BALAXI OVERSEAS P.LTD.,WELDING ELECTRODES,121065
BALAXI PHARMA CEUTICALS LTD.,WELDING ELECTRODES,24000
BALIGA FISHNETS,NYLON FISHING NETS,27689
BAMS CONDIMENTS IMPEX (P) LTD.,RICE,889932
BANAN GLOBAL TRADING,FOOD STUFFS,54176
BANNARI AMAN SPNG.MILLS LTD.,COTTON YARN,194736
BANRO EXPORTS,SPICES,18000
BARAKA OVERSEAS TRADERS,FROZEN MARINE FOODS,1018277
BARAKATH GARMENTS(INDIA)P.LTD.,COTTON GOODS,104688
BARANI HYDRALICS  INDIA P.LTD.,VALVES,198482
BARKATH GARMENTS,COTTON GARMENTS,1997
BASCO FOODS (INDIA )PVT. LTD ,RICE,244400
BASEL ENTERPRISES,FOOD STUFFS,3515
BASH-P INTERNATIONAL,SPARES,16064
BATHSHA MARINE EXPORTS,FROZEN SQUID,151000
BAWA FISH MEAL & OIL CO.,FISH OIL,7700820
BBM TRAVEL RETAIL LTD.,WHISKY,139886
BCK INTERMARK,INSTANT COFFEE,13354
BDEX P.LTD.,COCONUTS,56900
BE FATHIMA ENTERPRISES,FOOD STUFFS,90350
BEAUTY FASHIONS,COTTON GOODS,3298
BEAUTY SILKS,COTTON GOODS,3223
BECELLI GECO HYDRAULICS INDIA P.LTD.,HYDRAULIC FITTINGS,122785
BECILLI GECO HYDRAULICS INDIA P.LTD.,HYDRAULIC FITTINGS,58416
BEE APPARELS,COTTON GARMENTS,3157
BEECHA APPARELS,COTTON GARMENTS,2613
BEEK KNIT FASHION,COTTON GARMENTS,7736
BEENA CASHEW CO.,CASHEW KERNELS,270000
BEENA COIR WORKS,COIR MATS,143950
BEENA FIBRE MILL,COIR MATS,52508
BEGUR TRADING COMPANY,GREEN COFFEE,94800
BEKRA PHARMA INDIA,SURGICAL GLOVES,41716
BELL EXIM P.LTD.,FROZEN MARINE FOODS,78400
BELL FOODS,FROZEN SQUID,1270138
BENI IMPEX,MACHINERIES,19560
BENMAC MACHINES,SPARES,700
BENNYS BIO COIR,COIR PITH,247500
BENSO GARMENTS,COTTON GOODS,27738
BERTECH COLLTREADS P.LTD.,SPARES,6494
BESCOAT,KAOLIN,65418
BEST ASIAN TECHNOLOGIES,SPARES,226
BEST CORPORATION LTD.,COTTON YARN,272599
BEST COTTON MILLS P.LTD.,COTTON YARN,75970
BEST EXPORTS,VAN,6482
BEST RUBBERS,RUBBER PRODUCTS,5415
BEST TRADING COMPANY,STEEL COMPONENTS,19130
BESTFLEX BELTING MANUFACTORERS P.LTD.,CONVEYOR BELT,39238
BESTICH KNITS,COTTON GARMENTS,4129
BESTIES INTERNATIONAL,RICE,93137
BETA HEALTH CARE PRODUCTS P.LTD.,SURGICAL GLOVES,623509
BETHANYA CASHEW COMPANY,CASHEW KERNELS,210876
BETHSAIDA CASHEW COMPANY,CASHEW KERNELS,173644
BFL EXPORT&MARKETING,RICE,123922
BHABHA ENGINEERING ENTERPRISES,SPARES,644
BHADRA INDUSTRIES,SPARES,1380
BHAIRAV KNITTING WORKS,COTTON GOODS,1400
BHANDARI HOSIERY & TEXTILE MILLS,COTTON GOODS,95142
BHANSALI & CO.,TEA,3140732
BHARANI HYDRAULICS,VALVES,58808
BHARAT ELECTRONICS LTD.,SPARES,80
BHARATH PAPER CONVERSIONS,PAPER CONES,26403
BHARATH PLYWOOD&TIMBER PRODUCTS,PLYWOOD,20073
BHARATH SEAFOODS,FROZEN MARINE FOODS,124900
BHARATH VAIDYASALA,AYURVEDIC PRODUCTS,15254
BHARATHI FOODS,RICE,998810
BHARTI FOODS,RICE,1128810
BHOOMI NATURAL PRODUCTS & EXPORTS ,OLEORESINS OF SPICES,46081
BHUVANESWARI TEX,COTTON GOODS,15604
BIC ASIA,DETERGENT POWDER,2720
BIFY VARGHESE,CAR,2200
BIG BAG INTERNATIONAL P. LTD.,P.P.WOVEN BAGS,4489525
BIG BILLION IMPORT&EXPORT LLP,COCONUTS,28000
BINISHA EXPORTS LLP,COTTON GOODS,36200
BIO TREAT LAB,CHEMICALS,215000
BIOCARE COCO SUBSTRAITES,COIR FIBER,76517
BIOGREEN FOOD STUFF,FOOD STUFFS,1329421
BIOGROW SUBSTRATES INDIA,COIR PITH,1893968
BIOINGREDIA NATURAL P.LTD.,SPICES,29624
BIOPODS P.LTD.,COFFEE,19200
BIOTECH RENEWABLE ENERGY,BIOGAS PLANT,75
BIOTON P.LTD.,NUTRACEUTICAL PRODUCTS,47000
BIOWIN AGRO RESEARCH,TURMERIC/PEPPER,1086884
BIPHA DRUG LABORATORIES,MEDICINES,1100
BIPIN EXPORTS,COTTON GOODS,11237
BIRABU GARMENTS,COTTON GOODS,5747
BIRLI KNITTERS,COTTON GOODS,66266
BISMI CASHEWS,CASHEW KERNELS,685322
BISMI EXPORTERS,RICE,151000
BISMI SPICES,SPICES,76150
BISMI TRADING COMPANY,RICE,1435275
BIZCOVERY P.LTD.,COCONUTS,28500
BIZZARO UNIFORMS,COTTON GOODS,10774
BLACK PEARL,COCONUTS,28610
BLASTLINE  INDIA,VALVES,112473
BLEEKO IMPORTS AND EXPORTS P LTD,RICE,56418
BLEND AND COTTON,COTTON GOODS,40910
BLIZAR FASHION MART,COTTON GOODS,8192
BLOOMS ENGINEERING,SPARES,13211
BLOOMS ENTERPRISES,MACHINERIES,4195
BLOSSOM ENGINEERS,MACHINERIES,21161
BLOSSOM INNERS,COTTON GOODS,996
BLOSSOM TRADING,FOOD STUFFS,32000
BLUE  KNIT,COTTON GOODS,4961
BLUE BELL DISTRIBUTORS,GALVANISED STEEL,7000
BLUE BELL KITCHEN EQUIPMENT,KITCHENWARE,13220
BLUE BIRD GARMENTS,COTTON GARMENTS,5395
BLUE BREEZE ENTERPRISE,COTTON GOODS,256061
BLUE CARD,COTTON GOODS,3971
BLUE CLOTHING,COTTON GOODS,3867
BLUE COSTAL EXPORTS P.LTD.,FROZEN MARINE FOODS,17140
BLUE FALCON,COIR PITH,27890
BLUE FLAMES,MEDICAL EQUIPMENTS,7869
BLUE FREEZE ENTERPRISES,COTTON GARMENTS,2372
BLUE KNOT APPARELS,COTTON GOODS,29372
BLUE LEAF TRADING COMPANY,RICE,201810
BLUE MOUNT RUBBERS,RUBBER MATS,78166
BLUE MOUNTAIN TEA & COMMODITIES P.LTD.,TEA,53694
BLUE SEA (INDIA) EXPORTS,FROZEN SQUID,594884
BLUE SEAS EXIM,FROZEN SHRIMPS,25024
BLUE STAR APPARELS,COTTON GOODS,4564
BLUE STRIPES APPARELS,COTTON GOODS,19580
BLUE WIN APPARELS,COTTON GARMENTS,2974
BLUE WIN CLOTHING COMPANY,COTTON GOODS,1401
BLUECREST FROZEN FOODS P.LTD.,FROZEN YELLOW TUNA,458585
BLUELINE FOODS,FISH OIL,10060136
BLUEMOUNT PAPER&BORAD,PAPER,76783
BMG INTERNATIONAL,COTTON GARMENTS,8346
BMK INTERNATIONAL,ELECTRICAL ITEMS,1836
BNAZ RUM AGEO EXPORT,GHERKINS IN BRINE,87040
BNS EXPORTS,ARECANUT,111585
BOBAN TRADING P.LTD.,FOOD STUFFS,23999
BODY LAND GARMENTS P.LTD.,COTTON GARMENTS,1290
BODYGEAR INTERNATIONAL(P)LTD.,PLUSH TOYS,774427
BOLA RAGHAVENDRA KAMATH & SONS,CASHEW KERNELS,216601
BOMBAY BURMAH TRADING CORPN.,TEA,852279
BOMBAY METRICS,ALUMINIUM CASTINGS,9386
BOMBAY PLYWOOD,PLYWOOD,168100
BON PLANTATIONS & EXPORTS LTD.,TEA,25080
BONS,CLEANING LIQUID,23000
BOS NATURAL FLAVORS P.LTD.,SPICES,1061983
BOSE EXPORTS,COTTON GOODS,338515
BOYZONE FOOTCARE INDIA,CHAPPALS,8232
BP INTERNATIONAL,COTTON GOODS,78972
BPL MEDICAL TECHNOLOGIES,MEDICAL EQUIPMENTS,1712
BRADKEN INDIA P.LTD.,MILL INDUSTRIAL PRODUCTS,2151679
BRAHMINS FOOD INDIA P.LTD.,RICE,2491629
BRAKES INDIA LTD.,AUTOMOBILES PARTS,164523
BRAND MARK INC,PRINTED MATERIALS,77834
BRAVO FASHIONS,COTTON GARMENTS,300
BRENDOL LUBRICANTS,ENGINE OIL,88091
BRHAMS FOOD TECH P.LTD.,HALWA,26145
BRIGHT ENGINEERING COMPANY,BOILER MACHINERIES,38042
BRIGHT FOUNDRIES,PUMPS,10302
BRIGHT TRADING,COTTON GARMENTS,2000
BRIGHTECH INTERIORS&EXTERIORS,TABLE,32915
BRIGHTFLEXI INTERNATIONAL P.LTD.,P.P.WOVEN BAGS,282390
BRINDAVAN AGENCIES P.LTD.,SILICON MANGANESE,532000
BRISCOZ,PLYWOOD,97500
BROCADE INDIA PLYTEX LTD.,P.P.WOVEN BAGS,1046025
BROS INDIA GROUP,RUBBER MATS,365227
BROTHERS COIR MILLS,JUTE MATTING,2749140
BROWN T JOSEPH,SOFA SET,2500
BSR A EXIM,COTTON GOODS,12615
BSR OVERSEAS,SAGO SEEDS,368640
BTI COPPERMATICS INDIA P.LTD.,SPARES,49436
BUCKLER INDIA LTD.,PAINTS,4900
BUILDMET FIBRE P.LTD.,FIBC BAGS,17320
BULK LINER LOGISTICS,FLEXI TANK,88197
BULL MACHINES P. LTD,MACHINERIES,433564
BUSTHAN AL WATHANIYA,RICE,527820
BVK EXPORTS,COTTON GOODS,22282
BY 2 FASION,COTTON GARMENTS,3463
BYRD FOOD INERNATIONAL LLP,FOOD STUFFS,110252
C..K. HOSIERIES,COTTON GARMENTS,5096
C.B.EXIM,COCONUTS,14040
C.G.CARBON INDIA P.LTD.,ACTIVATED CARBON,655775
C.H.V FOODS,FOOD STUFFS,1260
C.JACOB & CO.,ROSEWOOD PRODUCTS,7950
C.K.K.M.PHARMACY,AYURVEDIC PRODUCTS,19
C.M.C.EXPORTERS,COCONUTS,131600
C.R.EXPORTING & IMPORTING COMPANY,TURMERIC,22000
C.R.I.PUMPS P.LTD.,PUMPS,318314
C.V. MATHEW,PERSONAL EFFECTS,630
CADILLAC INTERNATIONAL,AUTOMOBILES PARTS,1340
CALIX COCO PRODUCTS,RICE,111425
CALIX IMPEX,RICE,1409352
CALLISTO GARMENTS,COTTON GOODS,51747
CALTECH POLYMERS P.LTD.,CHAPPALS,7700
CAMEO EXPORTS AND IMPORTS,COTTON GARMENTS,218
CAMEO GARMENTS INDIA P.LTD.,COTTON GOODS,15687
CAMO CLOTHING,COTTON GOODS,15770
CANNAN MARINE PRODUCTS,FROZEN SHRIMPS,261847
CANNANORE HANDLOOM EXPORTS,COTTON GOODS,364588
CANTY GARMENTS,COTTON GOODS,161261
CAP SEAFOODS P.LTD.,FROZEN SQUID,1087603
CAPITHAN EXPORTING CO.,FROZEN SQUID,3205975
CAPSERVO GLOBAL,MACHINERIES,3493
CARBORUNDUM UNIVERSAL LTD.,SILICON CARBIDE GRAINS,7174726
CARDOLITE SPECIALITY CHEMICALS INDIA LLP,EPOXY EMULSION,99713
CAREON HEALTH CARE SOLUTION P.LTD.,SURGICAL GOWN WITH TOWEL,50852
CARLOO TEXTILE,COTTON GOODS,138691
CARNET BOOKS P..LTD.,BOOKS,198404
CARRIS PIPES,SPARES,880
CAST TECH P. LTD.,STEEL CASTINGS,1461258
CASTLE CLOTHING CO.,COTTON GARMENTS,4092
CASTLE CREATIONS,COTTON GARMENTS,14612
CASTOR & FISCHER PHARMA PVT.LTD,UTENSIL,19627
CASUAL CLOTHING COMPANY,COTTON GOODS,11602
CAUVERY COCO PEAT P.LTD.,COIR PITH,308490
CAZORA SEATING SYSTEMS,CHAIRS,19037
CBE ALLOYS,VALVES,21233
CCZ INTERNATIONAL,COTTON GOODS,2690
CEAKAY INDUSTRIES,RUBBER MATS,1726492
CELETTE INDIA P.LTD.,AUTOMOBILES PARTS,12783
CENTROID POLYMER TECHNOLOGIES P.LTD.,TAPE,1730
CENTURY APPARELS P. LTD.,COTTON GOODS,11176
CENTURY EXPORTS,COTTON GARMENTS,2392
CEVES AGRO FOOD PRODUCT P.LTD.,FOOD STUFFS,18000
CFC CASHEW,CASHEW KERNELS,154500
"CGS GARM,ENTS",COTTON GOODS,2338
"CHACKOS PLYWOOD MILLS(P)LTD.,",PLYWOOD,455000
CHAITANYA IMPEX,RICE,71400
CHAIZUP BEVERAGES LLP,TEA,600376
CHAMAKKAT HERBAL PRODUCT,HERBAL MINERAL PRODUCTS,1151
CHAMUNDI GRANITES P. LTD.,GRANITE SLABS\TILES,27000
CHAMUNDI TEXTILES,COTTON GARMENTS,240
CHANAKYA EXPORTS,WOOD PRODUCTS,24125
CHANCELLOR TRADE LINKS,LATEX GLOVES,19656
CHANDRA CASHEW FACTORY,CASHEW KERNELS,30000
CHANDRA CASHEW IMPORTS&EXPORTS,CASHEW KERNELS,45000
CHANDRIKA PLYWOODS,PLYWOOD,338714
CHARANKATTU COIR MFG.CO.P.LTD.,JUTE MATTING,520763
CHARLY FISHERIES,FROZEN YELLOW TUNA,1623207
CHASS ENGINEERING,SPARES,2260
CHATRESH IMPEX,COIR PITH,258400
CHEENU ENTERPRISES,COCONUT OIL,317945
CHEERAKUZHU AGRO DEVELOPERS P.LTD.,RICE,91876
CHEFS MATES,BANANA,86724
CHELSEA CLOTHING,COTTON GOODS,10680
CHEMCOM EXPORTS,GRAPHITE ELECTRODES,54100
CHEMPENKULAM  AYURVEDA PHARMA,PAIN BALM,475
CHERAN FABRICS,COTTON YARN,89185
CHERISH FASHIONS,COTTON GOODS,4490
CHERISH KNITS,COTTON GOODS,31147
CHERUKATTU INDUSTRIES,FROZEN SHRIMPS,758625
CHERUKUTTY SONS,COVER CROP SEEDS,72985
CHERUSSERIKALAM GROUP,RUBBER MATS,1407338
CHETTY EXPORTS,BANANA,44000
CHIKOFF TRADING P. LTD,INSTANT COFFEE,16200
CHILLIES EXPORT HOUSE LTD.,CHILLI POWDER,15408
CHINKU SWEETS,PEANUT CANDY,102266
CHIRACKAL AGRO MILLS,RICE,626200
CHIRACKAL FOOD PRODUCTS,RICE,74300
CHITTOOR AGRO PACK,VEGETABLES,1081715
CHITTOOR TRADERS,FOOD STUFFS,16662
CHOICE CANNING CO.,FROZEN SHRIMPS,26000
CHOICE CASHEW INDUSTRIES,CASHEW KERNELS,31875
CHOICE TRADING CORPN. LTD.,MEAL KIT,9188107
CHOKHANIS FOOD AND BEVERAGES,COCONUTS,170407
CHOLAA KNIT WEAR,COTTON GOODS,572
CHOLAYIL PHARMACEUTICALS,FOOD STUFFS,12504
CHOPPENS TRADING P.;TD.,COTTON GOODS,1249
CHRIS COTTON,COTTON GOODS,141126
CHRISTY APPARELS,COTTON GOODS,63120
CHRISTY FABRIC P.LTD.,COTTON GOODS,4231
CHRISTY LINEN P.LTD.,COTTON GARMENTS,7362
CHRISTY TEXTILES PRODUCTS P.LTD.,COTTON GOODS,19855
CIAN AGRO INDUSTRIES,COCONUTS,28500
CIMAT INTERNATIONAL,HYDRAULIC FITTINGS,31082
CINTRA COTTONG,COTTON GOODS,1215
CISHAN INTERNATIONAL,MEDICAL EQUIPMENTS,3854
CITY TARPOULINS,TARPULINS,10944
CITYLIFE OVERSEAS P.LTD.,COTTON GOODS,17356
CK HOSEIREIS,COTTON GOODS,120974
CK HOSIERIES,COTTON GARMENTS,3403
CLACOM INDIA P.LTD.,COCONUTS,28500
CLAIRON FILTERS,FILTER ELEMENT,128149
CLARD FASHIONS,COTTON GOODS,18033
CLASSIC APPARELS (P) LTD.,COTTON GOODS,15564
CLASSIC COIR FACTORY,POLYPROPYLENE MATS,1473757
CLASSIC CONCEPTS HOME INDIA P.LTD.,JUTE RUGS,60583
CLASSIC COTTONZ,COTTON GARMENTS,9576
CLASSIC EXPORTS,DECORATIVE ITEMS,4104
CLASSIC HOME FURNISHING P. LTD.,RUBBER MATS,292848
CLASSIC INDUSTRIES&EXPORTS LTD.,RUBBER COMPOUND,318726
CLASSIC SPICES P.LTD.,PEPPER,138851
CLASSIC SYNERGY,COFFEE,37200
CLIFTON EXPORT,COTTON GOODS,56863
CLIFTON KNITS,COTTON GARMENTS,1166
CLIMATE NATURAL SPICES,SPICES,123021
CLOVER CLOTHING,COTTON GOODS,54561
CML BIOTECH P.LTD.,BLOOD BAG,236351
COASTAL CARGO SERVICES (P) LTD.,GENERAL CARGO,20034
COASTAL CATCH LLP,FOOD STUFFS,20000
COASTAL CHIP BOARDS AND LAMS P.LTD.,PLYWOOD,688002
COASTAL ENTERPRISES,COIR FIBER,65160
COCHIN CHEMICALS & RUBBER PRODUCTS,RUBBER CHEMICALS,75952
COCHIN CHITIN COMPANY,CHITIN,399552
COCHIN COSMOS FOODS LTD.,FROZEN MARINE FOODS,56125
COCHIN DENTAL EQUIPMENTS,DENTAL EQUIPMENT,225
COCHIN EXPORTS,AUTOMOBILES PARTS,5545
COCHIN FROZEN FOOD EXPORTS P. LTD.,FROZEN YELLOW TUNA,322699
COCHIN MINERALS AND RUTILE LTD.,SYNTHETIC RUTILE,42237733
COCHIN PLYWOOD,PLYWOOD,279851
COCHIN RUBBER INDUSTRIES,TYRE RETREADING MATERIALS,125560
COCHIN RUBBERS,TYRE RETREADING MATERIALS,54289
COCK HEN,FOOD STUFFS,6596
COCO  FIBRE TEX,RUBBER MATS,3877303
COCO FABRICS,COIR MATS,21926
COCO-LATEX EXPORTS,RUBBERISED COIR SHEETS,385526
COCOGREEN SUBSTRAITES,COIR PITH,88000
COCOMATS INTERNATIONAL,RUBBER MATS,1019391
COCONUT PRODUCT IMPEX,COIR PITH,745060
COIMBATORE COTS & COATINGS LTD.,COTTON GOODS,66
COIMBATORE COTTON CONCEPTS&DESIGNS P.LTD.,COTTON GOODS,4061
COIMBATORE POLYTEX,COTTON YARN,6383
COIMBATORE POTTERIES & REFRACTORIES,REFRACTORY MATERIALS,101606
COIMBATORE SUPER ALLOYS P.LTD.,VALVES,16686
COIR FLEX,RUBBER MATS,842077
COIR FLOOR FURNISHING CO.,COIR MATS,3506
COIR HOME,COIR MATTING,312903
COIR MATES INDIA,COIR MATS,191626
COIR REX,COIR MATS,334820
COIR TEX INTERNATIONAL,COIR MATS,29769
COIR TUFT INTERNATIONAL P.LTD.,COIR MATS,12874
COIR YARN TEX,COIR YARN,456423
COIRTEX-INDIA,COIR MATS,12638
COLOMBUS,COCONUT OIL,4432
COLOMBUS TRADING COMPANY,STEEL CASTINGS,4552
COLOUR COTTON,COTTON GOODS,3670
COLOUR LINE PROCESS,COTTON GOODS,52272
COLOUR LINES INC.,COTTON GARMENTS,250
COLOUR MARK TRADERS,COCONUTS,28280
COLOUR TOUCH,COTTON GOODS,34348
COMET EXPORTS,RUBBER MATS,229223
COMFORT NIGHT LINEN PRODUCTS,COTTON GARMENTS,7705
COMPASS TEX,COTTON GOODS,2948
COMTROL INDUSTRIES P.LTD.,SPARES,321
CONCEPT ENGINEERING,SPARES,10624
CONFIR TRADING,FOOD STUFFS,1053
CONNISSEUR FASHION,COTTON GOODS,4475
CONNOISSEUR FASHIONS,COTTON GARMENTS,539
CONSIST TECHNOLOGIES,SPARES,4770
CONSOLIDATED TEA CORPORATION,TEA,242448
CONSOLIDATED WOOD INDUSTRIES,RUBBER MATS,85850
CONSOPHARMA PLUS ,MEDICAL EQUIPMENTS,22151
CONSYST TECH,SPARES,560
COOLMATE REFERIGERATION,REFRIGERATION SET,6170
CORAL EXPORTS,FROZEN YELLOW TUNA,799258
CORAL KNITWEAR,COTTON GOODS,2673
CORNATION TILES&CONCRETE,BUILDING MATERIALS,27000
COSIMO INTERNATIONAL,COTTON GOODS,91334
COSMIK INDUSTRY,PUMPS,23705
COSMOS SPORTS WORLD LLP.,SPORTS ARTICLES,164
COSSMO TEX,COTTON GOODS,28208
COTHAS COFFEE CO.,INSTANT COFFEE,3970
COTMAN TEX,COTTON GOODS,65255
COTTAGE ARTS EMPORIUM,HANDICRAFTS,3074
COTTON BASE,COTTON GARMENTS,26928
COTTON BLOSSOM,COTTON GOODS,291553
COTTON BUDS INC.,COTTON GOODS,96931
COTTON CITY APPAREL EXPORTS,COTTON GOODS,10372
COTTON FAB CREATIONS P.LTD.,COTTON GOODS,74763
COTTON PARK CLOTHINGS,COTTON GOODS,4451
COTTON WEAVES,COTTON GARMENTS,3111
COTTON WOOD,COTTON GOODS,42325
COTTON WORLD EXPORTS & IMPORTS,COTTON GOODS,6316
COTTONY FASHION,COTTON GOODS,6427
COVAI ECO SOLUTIONS P.LTD.,STRAW/PLATING MATERIALS,152140
COVAI EXIM,MACHINERIES,22360
CPS TEXTILES P. LTD.,COTTON GOODS,62872
CRAFT INDIA FOOTWEAR CALICUT,CHAPPALS,6060
CRAFT PAIR E-TRADE SERVICES LLP,BASKETS,2676
CRAFTERS,HANDICRAFTS,21575
CRAFTSMAN AUTOMATION P. LTD.,MARINE ACCESSORIES,94259
CRAIGMORE PLANTATIONS (INDIA) LTD.,TEA,232176
CRAMBOLA FASHION,COTTON GARMENTS,2703
CREATE KNIT FASHIONS,COTTON GOODS,15315
CREATIVE EXPORTS,COTTON GOODS,5173
CREATIVE GARMENTS P. LTD.,COTTON GARMENTS,545
CRESCENT INTERNATIONAL TYRE TREADS,TYRE RETREADING MATERIALS,56260
CRESENT IMPEX,RUBBER MATS,25588
CRESST CREATIONS,COTTON GOODS,14961
CRISP INC.,COTTON GOODS,92434
CRONY EXPORTERS,COTTON GARMENTS,448
CROSSINGS INTERNATIONAL DISTRIBUTION,CIGARETTES,9568
CROWN CASHEW IMPEX,CASHEW KERNELS,15500
CROWN TIMBERS,ROSEWOOD VENEERS,37208
CRP FASHIONS,COTTON GOODS,6849
CRUDEX INTERNATIONAL,PIPE FITTINGS,5800
CRUST N CRUMB FOODINGRE P.LTD.,BAKING POWDER,794856
CRYSTAL TEA (INDIA)LTD.,TEA,208930
CUBES INTERNATIONAL,FOOD STUFFS,98727
CUBEVO INTERNATIONAL TRADING P.LTD.,BANANA,41938
CYAN INTERNATIONL,FOOD STUFFS,218109
CYBELE HERBAL LABORATORIES P. LTD.,HERBAL MINERAL PRODUCTS,575
D&D TRADERS,RICE,117745
D.C.BOOKS,BOOKS,10570
D.C.CORPORATION,CHAIRS,27700
D.C.INTERIORS,RUBBER MATS,1109998
D.S.P. KNITTING COMPANY,COTTON GOODS,1336
D.S.P.INERNAITONAL,COTTON GOODS,35797
D.TEX,COTTON GARMENTS,366
D.V. DEO & SONS,CRYSTALS,6775
D.V. DEO INDUSTRIAL LTD.,LEMONGRASS OIL,11847
D2D INTERNATIONAL,COTTON GOODS,264015
DACS INC.,COTTON GOODS,1029
DAFFODILS APPARELS,COTTON GOODS,19404
DAFIN EXIM ENGINEERING P.LTD.,RUBBER MATS,58928
DAKSH INDIA SOURCING,RUBBER MATS,11932
DAKSHI SOURCINGS,COIR MATS,24800
DANAVARSHINI EXPORTS,COTTON GOODS,56295
DANESH HOME FASHIONS,COTTON GOODS,165417
DAR INTERNATIONAL,KITCHEN ITEMS,100
DASAMI GARMENTS,COTTON GOODS,5413
DAWA BOOKS,BOOKS,2457
DAZZLE TRADING,COTTON GOODS,555
DBL GLOBAL IMPEX,COCONUTS,114100
DD GLOAL,TEA,19059
DD TRADERS,SPICES,4831
DEBELLA,SPARES,749
DECO DE TREND,DECORATIVE ITEMS,1824
DECOR MATS P.LTD.,COIR MATS,1722
DEE CEE EXPORTS,COTTON GARMENTS,4550
DEEKAY KNITWEARS,COTTON GOODS,88727
DEENARI INDIA OVERSEAS TRADING,ACTIVATED CARBON,32075
DEENS INTERNATIONAL,RUBBER MATS,443619
DEEPAK HOSIERY MILLS,COTTON GOODS,59601
DEEPAK INDUSTRIES,FLUX POWDER,624
DEEPAK PADMAN IMPEX P LTD,BATHROOM ACCESSORIES,34872
DEEPS ENGINEERING ENTERPRISES,SPARES,7750
DEESEELON EXPORTS,COTTON GOODS,14171
DEJAI KNIT GARMENTS,COTTON GARMENTS,6106
DELL MARC,COTTON GARMENTS,320
DELPHI CONNECTION SYSTEMS INDIA LTD.,CONNECTORS,4200
