Exporter,Product,QTY.(KGS)
BROS INDIA GROUP,COIR MATS,146602
BROTHERS COIR MILLS,COIR MATS,2758925
BTI COPPERMATICS INDIA P.LTD.,FILTER ELEMENT,34088
BUILDMET FIBRE P.LTD.,FLEXIBLE INTERMEDIATE CONTRS.,296408
BUSINESS ENCALVE,TEA,11000
BUSTHAN AL WATHANIYA,TAPIOCA,818131
C.JACOB & CO.,ROSEWOOD PRODUCTS,9731
C.K.GROUP,RUBBER MATS,23059
C.K.K.M.PHARMACY,HOSPITAL PRODUCTS,4110
C.M.C.EXPORTERS,WATER MELON,916900
C.M.TEX,COTTON GARMENTS,10243
C.P.INDUSTRIES,MACHINERIES,53955
C.P.S.EXPORTS,COTTON GARMENTS,4296
C.R.GARMENTS,COTTON GARMENTS,687
C.R.I.PUMPS P.LTD.,PUMPS,473790
C.R.I.RUBBERS,RUBBER MATS,145122
C.S. GARMENTS,COTTON GARMENTS,1146
CADILLAC INTERNATIONAL,COCONUTS,28560
CALDERYS INDIA REFRACTORIES LTD.,REFRACTORY MATERIALS,4312
CALEX MARINE&INDUSTRIAL,STEEL PRODUCTS,5665
CALICUT CARGO SERVICES,KITCHENWARE,17450
CALMET ENGINEERING,SPARES,86345
CALTECH POLYMERS P.LTD.,CHAPPALS,24574
CALVARY CASHEW CO.,CASHEW KERNELS,47628
CAMBRIDGE UNIVERSITY,BOOKS,657
CAMILLA STEEL PLANTERS,STEEL PRODUCTS,2261
CANDOUR TEXPORT,COTTON GARMENTS,74962
CANNAN MARINE PRODUCTS,FROZEN SQUID,607177
CANNANORE HANDLOOM EXPORTS,COTTON GOODS,361760
CANNING INDS. COCHIN LTD.,FROZEN MARINE FOODS,107840
CAP SEAFOODS P.LTD.,FROZEN SQUID,1318504
CAPE EXPORTS,COIR PITH,192500
CAPITAL CASHEW EXPORTS,CASHEW KERNELS,15000
CAPITAL EXPORTS,HUKA PIPES,13492
CAPITAL KING ROLLER,CONVEYOR BELT,64091
CAPITAL PLYBOARDS,PLYWOOD,1101930
CAPITAL TRADING COMPANY,COCONUTS,84000
CAPITHAN EXPORTING CO.,FROZEN SQUID,2651124
CARBORUNDUM UNIVERSAL LTD.,SILICON CARBIDE GRAINS,5597589
CARGO MARKETING INTERNATIONAL,PICKLES,24800
CARLOO TEXTILE,PACKING MATERIALS,388912
CARLTON OVERSEAS PVT LTD,COTTON GARMENTS,1339
CARMEL CASHEWS,CASHEW KERNELS,135876
CARMELIA EXPORTS P.LTD.,RICE,95138
CARNI EXPORTS,SILICON CARBIDE GRAINS,20000
CARRIS PIPES,PIPE FITTINGS,2500
CASABLANCA APPARELS,COTTON GARMENTS,279
CAST TECH P. LTD.,IRON CASTINGS,420730
CASTLE PLAST,PLASTIC PRODUCTS,4270
CASTLEGATE INDUSTRIAL,STEEL CASTINGS,277390
CASUAL CLOTHING COMPANY,COTTON GARMENTS,15146
CBC FASHIONS,COTTON GARMENTS,69477
CEAKAY GLOBAL TEXTILES,COTTON GOODS,11740
CEAKAY INDUSTRIES,RUBBER MATS,2036325
CEEKAY GLOBAL TRADING,RAW MATERIALS,33
CENTRAL TRADERS,COTTON GOODS,69255
CENTURY DISTRIBUTION,JUTE RUGS,23300
CENTURY EXPORTS,FOOD STUFFS,13760
CEYENAR CHEMICALS P.LTD.,CHEMICALS,300
CFC CASHEW,CASHEW KERNELS,211250
"CHACKOS PLYWOOD MILLS(P)LTD.,",PLYWOOD,280650
CHAITHANYA GRANITE&MARBLES,GRANITE SLABS\TILES,9300
CHAITHANYA HERBALS,AYURVEDIC PRODUCTS,8600
CHAIZUP BEVERAGES LLP,TEA,2315818
CHAMAKALAYIL TRADERS,BULBS,1950
CHAMAKKAT HERBAL PRODUCT,AYURVEDIC PRODUCTS,535
CHAMPOLIL EXPORTS,COTTON GARMENTS,1092
CHANDRA CASHEW FACTORY,CASHEW KERNELS,90876
CHANDRA IMPEX,COTTON GARMENTS,626
CHANGAMPALLY AYURVEDA VAIDYASALA,AYURVEDIC PRODUCTS,1825
CHARANKATTU COIR MFG.CO.P.LTD.,JUTE RUGS,1103900
CHARLY FISHERIES,FROZEN YELLOW TUNA,3775798
CHASS ENGINEERING,SPARES,2498
CHEERAKUZHU AGRO DEVELOPERS P.LTD.,FOOD STUFFS,20000
CHEETAH GARMENS,COTTON GARMENTS,7179
CHEM CLEAN SERVICE,PUMPS,3070
CHEM TEC,MACHINERIES,48105
CHEMMARATHIL CASHEW CO.,CASHEW KERNELS,415512
CHEMTECH PROCESSORS,COTTON GARMENTS,283
CHEREN KNIT WEARS,COTTON GARMENTS,1331
CHERISH KNITS,COTTON GARMENTS,9696
CHERUKATTU INDUSTRIES,FROZEN SHRIMPS,3224544
CHERUKUTTY SONS,COVER CROP SEEDS,4016
CHILTON REFREGERATION,MACHINERIES,15245
CHINKU SWEETS,FOOD STUFFS,56844
CHIPPY EXPORTS,COTTON GARMENTS,35168
CHIRACKAL AGRO MILLS,RICE,468780
CHIRACKAL FOOD PRODUCTS,RICE,125000
CHITTOOR TRADERS,SPICES,15000
CHOICE CASHEW INDUSTRIES,CASHEW KERNELS,202008
CHOICE TRADING CORPN. LTD.,MEAL KIT,5725176
CHOLA TRADING COMPANY,COTTON GARMENTS,549
CHRIS COTTON,COTTON GOODS,68905
CHRISTY APPARELS,COTTON GOODS,1029221
CHRISTY FABRIC P.LTD.,COTTON GARMENTS,9181
CHRISTY TEXTILES PRODUCTS P.LTD.,COTTON GOODS,12019
CHROMETAN EXPORTS P.LTD.,TEA,42805
CIMAT INTERNATIONAL,SPARES,59481
CINDRELLA FASHION,COTTON GARMENTS,7757
CISHAN INTERNATIONAL,MEDICAL EQUIPMENTS,16179
CLAIRON FILTERS,FILTER ELEMENT,197692
CLASSIC COIR FACTORY,RUBBER MATS,1963471
CLASSIC FLOOR FURNISHINGS,COIR MATS,2100
CLASSIC HOME FURNISHING P. LTD.,JUTE RUGS,492960
CLASSIC SEAT WORKS,CAR SEAT COVER,28350
CLASSIC SPICES P.LTD.,SPICES,91694
CLIFTON EXPORT,COTTON GOODS,93749
CLIFTON KNITS,COTTON GARMENTS,5123
CLIMAIRE INC,FURNITURE,760
CLOBBER COMCEPT,COTTON GARMENTS,1167
CML BIOTECH P.LTD.,MEDICINES,43763
CMP GARMENTS,COTTON GARMENTS,289
COASTAL ENTERPRISES,COIR PITH,271943
COASTAL FREEZE TECH & SANITARIES,FURNITURE,4000
COASTAL SHIPPING LINKS INDIA P.LTD.,GENERAL CARGO,13660
COCHIN COSMOS FOODS LTD.,FROZEN MARINE FOODS,63000
COCHIN DENTAL EQUIPMENTS,SPARES,785
COCHIN FROZEN FOOD EXPORTS P. LTD.,FROZEN YELLOW TUNA,2995866
COCHIN MINERALS AND RUTILE LTD.,SYNTHETIC RUTILE,37195286
COCHIN RUBBERS,TYRE RETREADING MATERIALS,78213
COCHIN SURFACTANTS P.LTD.,ACTIVATED CARBON,818520
COCHIN TRADERS COCHIN,GREEN PEPPER,9000
COCO  FIBRE TEX,RUBBER MATS,3392388
COCO PLANETE,COIR PITH,28975
COCO-LATEX EXPORTS,RUBBERISED COIR SHEETS,792392
COCOBEAN CHOCOLATIN,CHOCOLATE PRODUCTS,13500
COCOMATS INTERNATIONAL,RUBBER MATS,3184413
COCONUT CITY COIRS,COCONUTS,27000
COCONUT PRODUCT IMPEX,COIR PITH,11850
COCOSHOPE,COCONUT SHELLS\CUPS,300
COIMBATORE POTTERIES & REFRACTORIES,REFRACTORY MATERIALS,138945
COINS FOODS & SPICES (P) LTD.,FOOD STUFFS,5886
COIR ART,COIR LOG,42076
COIR DUST INC.,COIR PITH,50130
COIR FLEX,RUBBER MATS,730777
COIR FLOOR FURNISHING CO.,COIR MATS,7489
COIR HOME,COIR GEO FABRICS,104720
COIR MATES INDIA,COIR MATS,203908
COIR TEX INTERNATIONAL,COIR MATS,30596
COLONIAL FLAVOURS,CURRY POWDER,4453
COLOR STUDIOS,PRINTED MATERIALS,4412
COMET EXPORTS,RUBBER MATS,362471
COMET INDIA,METAL PRODUCTS,3994
COMFORT NIGHT LINEN PRODUCTS,PILLOWS,9885
CONNISSEUR FASHION,COTTON GOODS,838
CONSOLIDATED TEA CORPORATION,TEA,63105
CONSOLIDATED WOOD INDUSTRIES,RUBBER MATS,105785
CONTINENTAL ENTERPRISES,COCONUT SHELLS\CUPS,1825
COOLMATE REFERIGERATION,MACHINERIES,78800
COONOOR TEA ESTATES CO. LTD.,TEA,126280
CORAL EXPORTS,FROZEN MARINE FOODS,9438
COSIMO INTERNATIONAL,COTTON GARMENTS,5661
COSMIK INDUSTRY,PUMPS,48932
COSTEC INDUSTRIES LLP.,IRON CASTINGS,20000
COTTAGE ARTS EMPORIUM,HANDICRAFTS,1059
COTTON BLOSSOM,COTTON GOODS,413339
COTTON COMPANY  P.LTD.,COTTON GARMENTS,8200
COTTON KING CREATIONS,COTTON GARMENTS,2749
COTTON WOOD,COTTON GOODS,46796
COTTON WORLD EXPORTS & IMPORTS,COTTON GARMENTS,81
COUTURE CLOTHING CO.,COTTON GARMENTS,2521
COVEMA FILAMENTS LTD.,NYLON MONOFILAMENT LINES,18765
CPS TEXTILES P. LTD.,COTTON GARMENTS,23297
CRAFT INDIA FOOTWEAR CALICUT,CHAPPALS,6997
CRAFTERS,HANDICRAFTS,5871
CRAIGMORE PLANTATIONS (INDIA) LTD.,TEA,508854
CREATIVE GARMENTS P. LTD.,COTTON GARMENTS,307
CRESCENT SEAFOOD P.LTD.,FROZEN MARINE FOODS,126116
CRESST CREATIONS,COTTON GARMENTS,13682
CROSSINGS INTERNATIONAL DISTRIBUTION,COTTON GARMENTS,36061
CROWN CASHEW IMPEX,CASHEW KERNELS,16875
CROWN TIMBERS,ROSEWOOD PRODUCTS,15348
CRUST N CRUMB FOODINGRE P.LTD.,BAKING POWDER,896325
CRYSTAL CLOTHING CO.,COTTON GARMENTS,10095
CRYSTAL KNITTERS P.LTD.,COTTON GARMENTS,7424
CSM ANIMAL HUSBAN DRY&AGRI,PLASTIC PRODUCTS,8700
CUIRASS DOORS P.LTD.,DOOR FRAMES,1699
D.C. MILLS,COIR MATS,50151
D.C.INTERIORS,RUBBERISED COIR MATS,484143
D.S.P. KNITTING COMPANY,COTTON GARMENTS,23429
D.V. DEO INDUSTRIAL LTD.,SPICE OILS,19908
D.V.DEO INDUSTRIAL LTD.,CRYSTALS,5139
D2D INTERNATIONAL,COTTON GARMENTS,259268
DABUR INDIA LTD.,COCONUT OIL,38328
DAFIN EXIM ENGINEERING P.LTD.,RUBBER MATS,36496
DAILY EXPORTS,COTTON GARMENTS,1486
DAKSH INDIA SOURCING,RUBBER MATS,86908
DALAS FAHIONS,COTTON GARMENTS,7620
DAMMAM CASHEW,CASHEW KERNELS,15000
DAMODHAR INDUSTRIES,COTTON YARN,36600
DANAH FOOD PRODUCTS P.LTD.,COCONUTS,51820
DANAVARSHINI EXPORTS,COTTON GARMENTS,534
DARA GLOBAL TRADERS,TEA,10222
DARSHINI AGRO EXPORTS,FOOD STUFFS,6784
DAWA BOOKS,BOOKS,3640
DD EXIM,YAM,317713
DECAAN TRADERS,FOOD STUFFS,15201
DECOR MATS P.LTD.,COIR MATS,9942
DEEKAY KNITWEARS,COTTON GARMENTS,155883
DEENARI INDIA OVERSEAS TRADING,ACTIVATED CARBON,1627
DEEPA AGENCIES,ELECTRICAL ITEMS,14860
DEEPA GARMENTS,COTTON GARMENTS,11784
DEEPA INTERNATIONAL,INSTANT COFFEE,9018
DEEPKAMAL EXPORTS P.LTD.,GENERAL CARGO,10
DEGGORY MARKETING P.LTD.,CHEMICALS,4142
DEJAI KNIT GARMENTS,COTTON GARMENTS,37661
DELHI SUPPLY COMPANY,COCONUTS,82550
DELIDINE,GENERAL CARGO,721
DELISH CASHEW INDUSTRIES,CASHEW KERNELS,61752
DELPHI CONNECTION SYSTEMS INDIA LTD.,CONNECTORS,67706
DELSEA EXPORTS P.LTD.,FROZEN MARINE FOODS,512450
DELTA EXPORT ,RUBBER MATS,217300
DELTA EXPORTS&IMPORTS,RUBBER MATS,57622
DELTA PLYWOODS AND BOARDS,PLYWOOD,89700
DENIM SOLUTION TRADING,GENERAL CARGO,1081
DENWUD EXIM  INDIA,DAIRY,510
DETLISH RUGS,COIR MATS,2734
DEVATS INDIA PVT LTD,ACTIVATED CARBON,7250
DEVI COIR WORKS,COIR MATS,10569
DEVICOLAM DISTILLERIES LTD,WHISKY,851740
DGS SPICES,SPICES,62180
DHANALAKSHMI WEAVING WORKS,COTTON GOODS,76034
DHANAM TEXTILES,COTTON GARMENTS,41012
DHANU ENTERPRISES,COIR FIBER,907740
DHARAN ROCK,GRANITE SLABS\TILES,402200
DHATHRI AYURVEDA P.LTD.,HAIR OIL,48998
DHATRI ORGANICS&NATURAL P.LTD.,AYURVEDIC PRODUCTS,1672
DHENDAI TEA&INDUSTRIES P.LTD.,TEA,28350
DHIYA FASHIONS,COTTON GOODS,60312
DHRONI AYURVEDA,AYURVEDICA TREATMENT EQUP.,7670
DIADORA SHOES P.LTD,CHAPPALS,37700
DIAMOND FOOD PRODUCTS,WHEAT FLOUR,1261310
DIAMOND NUTS,CASHEW KERNELS,242628
DIAMOND PLYWOOD,PLYWOOD,493355
DIAMOND ROLLER FLOUR MILLS P.LTD.,WHEAT FLOUR,8479028
DIFFERENT SHADES,COTTON GARMENTS,11879
DILAZ FASHION,COTTON GARMENTS,41377
DINERS FOOD INC.,FOOD STUFFS,10457
DINESH EXPORTS,COTTON GARMENTS,268
DINESH TEXTILES,COTTON GOODS,266058
DIODORA SHOES P.LTD.,CHAPPALS,7099
DIPLOMAT COIRS,COIR FIBER,63500
DISPOSAFE HEALTH AND LIFE CARE LTD.,LATEX GLOVES,52996
DISTRICT 3 MARINE P.LTD.,MARINE ACCESSORIES,15300
DITTEX EXPORTS P.LTD.,FOOD STUFFS,54387
DIVA EXPORTS P.LTD.,COTTON GOODS,23016
DIVINE ATMOS PVT LTD,SPARES,2439
DIVINE AYURVEDIC HERITAGE P.LTD.,AYURVEDIC PRODUCTS,405
DIVINE EXPORTS,STEEL CASTINGS,8780
DIVINE FASHIONS,COTTON GARMENTS,630
DIVINE RETREAT CENTRE CHARITABLE SOCIETY,BOOKS,17622
DIVINE RUBBER PRODUCTS,RUBBER MATS,169400
DIVYA FASHION FABRICS,COTTON GARMENTS,2600
DIXCY TEXTILES P.LTD.,COTTON GARMENTS,9123
DOLLAR EXPORTS,COTTON GARMENTS,29390
DOLLY REX,GENERAL CARGO,15200
DOLPHIN RUBBER INDUSTRIES,RUBBER MATS,2035202
DOLPHIN WIRES PVT LTD.,FROZEN YELLOW TUNA,4617154
DON TEX,COTTON GOODS,66402
DORA GLOBAL TEA COMPANY,TEA,400
DOSH PHARMACEUTICALS P.LTD.,SURGICAL GLOVES,7768
DOTS FASHION WORLD,COTTON GOODS,45738
DOTS WORLD INC.,GENERAL CARGO,23068
DRAN POLYMERS,RUBBER MATS,15897
DREAM GLOBAL,COCONUTS,82500
DREAM LINE TRADING,MACHINERIES,33400
DREAMS EXPORTS,TEA,20661
DRY AIR TECHNOLOGIUS,SPARES,3446
DRY-AIR TECHNOLOGIES,SPARES,13593
DSR INTERNATIONAL,COCONUTS,59370
DURA IMPEX,MACHINERIES,17431
DURAIARASU,FISHING LINES,288
DURO COMPOUNDS,RUBBER TILES,165345
DURO PACK INDUSTRIES,EMPTY JARS,1909
DUROCAP ROOFING INDIA PVT LTD,WOOD PRODUCTS,4000
DUROFLEX EXPORTS (P) LTD.,RUBBERISED COIR MATRESSES,12086
DUSTAN WOOD,PLYWOOD,180245
DUTCH  PLANTIN COIR INDIA P.LTD.,COIR PITH,7635591
DUTY FREE DISTRIBUTION SERVICES P.LTD.,WHISKY,359063
DVC PROCESS TECHNOLOGISTS,SPICES,26000
DYNA ASSOCIATES,PRINTED MATERIALS,4700
DYNAMIC ENGINEERING,SPARES,186992
DYNAMIC TECHNO MEDICALS PVT. LTD.,ORTHOPEADIC APPLIANCES,253151
E-LAND APPARELS,COTTON GARMENTS,45334
E.R.ESCULENTS,COCONUTS,28000
E.S.KNITWEAR,COTTON GARMENTS,655
E.T.INNOVATIONS,COTTON GARMENTS,572
EAPEN JOSEPH & CO.,MACHINERIES,1712
EAPENS GLOBAL TECH,FOOD STUFFS,17000
EAST ASIA EXIM P.LTD.,ELECTRICAL ITEMS,3640
EAST COAST CLOTHING CO.P.LTD.,COTTON GARMENTS,114366
EAST INDIA EXPORTS&IMPORTS,ELECTRICAL ITEMS,600
EASTEA CHAI P.LTD.,TEA,135504
EASTERN CONDIMENTS P.LTD.,TURMERIC POWDER,9999374
EASTERN PLYWOOD INDUSTRIES,PLYWOOD,45000
EASTERN RUG MILLS,RUBBER MATS,97521
EASTERN TREADS LTD.,TYRE RETREADING MATERIALS,133739
EASTMAN EXPORTS GLOBAL CLOTHING  ,COTTON GOODS,1061777
EASY PACK,PACKING MATERIALS,2139
EASY TECH CNC MACHINERY MNFG.,MACHINERIES,1351
EBENEZER PRINTPACK PRIVATE LIMITED,PRINTED MATERIALS,21377
ECO FASHION,COTTON GARMENTS,18179
ECO FIBRE FURNISHERS,RUBBER MATS,146372
ECO RUBBER,RUBBER MATS,7624
ECODEW PURE WATER SOLUTIONS P.LTD.,WATER PURIFIERS,8107
ECOM GILL COFFEE TRADING P.LTD.,COFFEE,4588248
ECONOMIC FOOD SOLUTIONS P.LTD.,FOOD STUFFS,493974
ECOWOOD EXPORTS P. LTD.,PLYWOOD,957180
ECOWOOD LTD.,COIR YARN,124932
EFFAR CREATIONS,COTTON GARMENTS,47573
EKTA  INTERNATIONAL,COCONUTS,55020
EL TE MARINE PRODUCTS,FROZEN SHRIMPS,837484
ELAND APPARELS,COTTON GARMENTS,10457
ELECTREX (INDIA) LTD.,SPARES,7242
ELECTRONIC CONTROLS&DISCHARGE SYSTEMS P.,LIGHTING FIXTURES,22905
ELEGANT ENTERPRISES,COTTON GARMENTS,6736
ELEMENTS HOMESTEAD PRODUCTS P.LTD.,SPICES,471631
ELEX ALUMINIUM PRODUCTS P.LTD.,ALUMINIUM PRODUCTS,13704
ELGI EQUIPMENTS LTD.,AIR COMPRESSORS,1975757
ELGI POLYTEX LTD.,AIR COMPRESSORS,16544
ELGI RUBBER CO.LTD.,TYRE RETREADING MATERIALS,429591
ELGI TYRE & TREAD LTD.,TYRE RETREADING MATERIALS,7200
ELITE FURNITURE,FURNITURE,2079
ELITE GREEN P.LTD.,WHEAT FLOUR,3056931
ELIXIR EXOTIC FOODS AND ALLIED PRODUCTS,FOOD STUFFS,334
ELLEN INDUSTRIES,IRON CASTINGS,49195
ELLORA KNIT FASHION,COTTON GARMENTS,9200
ELUVATHINGAL INDUSTRIES,UTENSIL,22330
EMERALD EXPORTS & IMPORTS,FOOD STUFFS,27000
EMERALD MARINE FOOD EXPORTS P.LTD.,FROZEN YELLOW TUNA,634200
EMIL TRADERS P.LTD.,COFFEE,15195731
EMINENT MINI STORES,TEA,54721
EMINENT SEAFOODS P.LTD.,FROZEN SHRIMPS,1510080
EMIR EXPORTS,COTTON GARMENTS,2321
EMMANUEL CASHEW INDUSTRIES,CASHEW KERNELS,30000
EMME EXPORTERS,FOOD STUFFS,364573
EMPIRE CLOTHING,COTTON GOODS,5352
ENBEE EXIM,COCONUT OIL,5747
ENCILS GLOBAL BEVERAGES,TEA,85363
ENGINEERED  ELASTOMER SOLUTIONS CO.,MACHINERIES,43823
ENGINEERING EXPORTS,ENGINEERING GOODS,17222
ENGLISH INDIAN CLAYS LTD.,CLAY,14070926
ENJAYES SPICES & CHEMICAL OILS (P) LTD.,OLEORESINS OF SPICES,4113
ENRICH EXPORTS,COTTON GARMENTS,2343
ENTICE GARMENTS,COTTON GARMENTS,115220
ENTREE MATS P.LTD.,COIR MATS,47648
EON GLOBAL PRODUCTS,COTTON GARMENTS,4084
ERNAD RUBBERS,TYRE RETREADING MATERIALS,14311
ESHTA MOTORS,MOTOR BIKES,4000
ESHWARAS APPARELS,COTTON GARMENTS,4489
ESKAY ENGINEERING,SPARES,26010
ESMARIO EXPORT ENTERPRISES,FROZEN SQUID,526816
ESQUIRE MULTIPLAST PRIVATE LTD,PLASTIC PRODUCTS,286703
ESS GEE GARMENTS,COTTON GARMENTS,7429
ESSAR INC.,COTTON GARMENTS,11739
ESSEN FOODIES INDIA,FOOD STUFFS,50010
ESSENSIA EXIMPT,RICE POWDER,340214
ESSKAY ENGINEERING SYSTEMS,MACHINERIES,6760
ESSPEE INTERNATIONAL,TEA,15571
ESTEEM SERVICES,AYURVEDICA TREATMENT EQUP.,10805
ESWARAN BROTHERS INDIA PVT LTD,TEA,363788
ESWARI GLOBAL METAL INDUSTRIES P.LTD.,LEAD INGOTS,2605345
EURO EXPORTS P.LTD.,CANDY,54000
EURO IMPEX,COTTON GARMENTS,1309
EURO INDIA EXPORTS (P) LTD.,COIR MATS,23752
EURO INDIA INTERNATIONAL,COIR MATS,50120
EURO LEDER,COTTON GOODS,10614
EUROBIA IMPEX INDIA P.LTD.,SPARES,3120
EVEREST INDUSTRIES LTD.,ASBESTOS CEMENT SHEETS,162171
EVEREST PLYWOOD,PLYWOOD,1257750
EVEREST WOOD INDUSTRIES,PLYWOOD,891400
EVERFRESH EXPORTS,SPARES,2551
EVERGREEN EXPORTS,FROZEN SHRIMPS,1901060
EX MART INTERNATIONAL,GENERAL CARGO,1742
EXCELLENT CASHEW CO.,CASHEW KERNELS,204752
EXCELLENT FISHERIES ,FROZEN MARINE FOODS,26000
EXEL SOURCING,COTTON GOODS,161265
EXIM TRADE,COTTON GARMENTS,21103
EXLO ENGINEERING,SPARES,225
EXPORT SYNDICATE INDIA LTD.,COTTON GARMENTS,125
EXTRA WEAVE,WOOLEN PRODUCTS,423584
EXTREME FASHION ,COTTON GARMENTS,3601
EZAZ EXPORTS,COTTON GARMENTS,1134
EZZED BAGS,BAGS,20540
F.L. EXPORTS,VEGETABLES,47422
FACCTUM WEARS,COTTON GARMENTS,2033
FACILE MACHINES,MACHINERIES,2625
FAIR EXPORTS INDIA P.LTD.,TAPIOCA,9751500
FAIR PHARMA,MEDICINES,2540
FAIR TRADE CORPN,COIR FIBER,90000
FAIR TRADE INDIA,COIR PITH,347872
FAIRWAY CREATIONS,COTTON GARMENTS,19654
FAJR POLYMERS LLP,RUBBER MATS,504906
FALCON FOOD PRODUCTS,FOOD STUFFS,36567
FALCON MILLS,TURMERIC POWDER,99000
FAMI PHARMA,SOAP,39433
FAMILY PLASTICS&THERMOWARE,PLASTIC PRODUCTS,1311110
FAMIZ GROUP,COTTON GARMENTS,1406
FAMOUS GARMENT EXPORT P. LTD.,COTTON GARMENTS,3169
FANTOM MARKETING,MACHINERIES,57198
FARIDA SHOES LTD.,CHAPPALS,20487
FARM FRESH,RICE,100050
FARMCHIMP AGRO AND GENERAL TRADERS P.LTD.,FOOD STUFFS,3045
FASHION CLOTHING,COTTON GARMENTS,7200
FASHION FABS,COTTON GOODS,10767
FASHION GATE,COTTON GARMENTS,17484
FASHION KNIT-WEAR,COTTON GARMENTS,7407
FASHION STYLE,COTTON GARMENTS,719
FAST TRACK COMMUNICATION,COCONUTS,263500
FATHIMA CASHEW CO.,CASHEW KERNELS,30000
FATHIMA COMMERCIAL CORPORATION,SPARES,5550
FATHIMA EXPORTS,HOUSEHOLD ARTICLES,23000
FAVAZ TIMBER INDUSTRIES,ROSEWOOD PRODUCTS,14735
FAVOUR-ITA INTERNATIONAL,FOOD STUFFS,68447
FAVOURITE READYMADE GARMENTS,COTTON GARMENTS,39639
FCI OEN CONNECTORS LTD.,SCRAP,289828
FEBIN MARINE FOODS,FROZEN SQUID,2177302
FELX GARMENTS,COTTON GARMENTS,11840
FERNANDES BROTHERS,CASHEW KERNELS,204254
FIAT MISSION MIDEA AND PUBLISHIG P.LTD.,PRINTED MATERIALS,13000
FIBER FAMILY PRODUCTS,COIR MATS,39950
FIBER WONDERS,COIR MATTING,1145128
FIBERTUFT INTERNATIONAL,COIR MATS,619352
FIBRE FAMILY,RUBBER MATS,349284
FIBRE WORLD,RUBBER MATS & COIR MATS,6034021
FIBREDROP EXPORTS P.LTD.,RUBBER MATS,12200
FILI EXPORTS,COCONUTS,479040
FILTROWIN INDUSTRIES,FILTER ELEMENT,837696
FINE FAIR EXPORTS INDIA P. LTD.,COTTON GARMENTS,14593
FINE FOOD INDUSTRIES,FOOD STUFFS,14000
FINE LOGITECH&MARKETING P.LTD.,BATTERIES,16
FINE MARKETING,WATER MELON,24000
FIPRER,COTTON GOODS,954
FIRST GARMENT MFG. CO. (I) P. LTD.,COTTON GARMENTS,411871
FITCO INDIA,SURGICAL GLOVES,144468
FITI EXPORTS,COCONUTS,27500
FIVE STAR CASHEWS,CASHEW KERNELS,109380
FIVE STAR TECHNICAL ENGNEERING WORKS,SPARES,4611
FLAMEX INDIA GROOVED FITTINGS PVT LTD,PIPE FITTINGS,57712
FLAVOUR INDIA,RICE,50000
FLAVOURIT SPICES TRADING LTD.,GENERAL CARGO,40
FLAVOURS OF KERALA,FOOD STUFFS,128284
FLOOR DECOR,RUBBER MATS,64395
FLOOR GARDENS,RUBBERISED COIR MATS,2437178
FLOOR MATE RUBBER PRODUCTS P.LTD.,RUBBER MATS,313922
FLOORATEX RUBBER & PLASTICS P.LTD.,RUBBER MATS,8206836
FLOORTEX,RUBBERISED COIR MATS,1490910
FLORAS GARMENTS,COTTON GARMENTS,13831
FLOW LINK SYSTEMS P. LTD.,VALVES,26399
FLOWER KNITTING MILLS,COTTON GARMENTS,3102
FLOWSERVE INDIA CONTROLS P.LTD,VALVES,8000
FLUID CONTROL RESEARCH INSTITUTE,VALVES,6452
FLUID PUMPS AND EQUIPMENT INDIA PVT LTD.,PUMPS,151394
FOCUS APPARELS,COTTON GARMENTS,3200
FOCUZ CORPORATION P.LTD.,PUMPS,5731
FOODCO DELICASIES INDIA P.LTD.,TAPIOCA,449007
FOODIND,FOOD STUFFS,103026
FOOT STEPS,CHAPPALS,3608
FOOT WELL EXIM,CHAPPALS,35365
FORBWOODS,WOOD PRODUCTS,7200
FORGO EXIM,COCONUTS,27000
FORMOSA INTERNATIONAL,FOOD STUFFS,8980
FORTUNE CLOTHING,COTTON GARMENTS,4827
FORTUNE ELASTOMERS P.LTD.,CHAPPALS,337552
FORTUNE MARKETING,GENERAL CARGO,19000
FORUN DISTRIBUTORS,COTTON GARMENTS,220
FOUNTAINHEAD EXPORTS,RUBBER MATS,23300
FOUSIA TIMBER INDUSTRIES,ROSEWOOD PRODUCTS,6635
FRANCIS KOTTACKAL EXIM(P)LTD.,RICE,1347453
FREEZE ENGINEERING INDUSTRIES P.LTD.,FROZEN YELLOW TUNA,1197732
FREEZE EXIM,FROZEN YELLOW TUNA,2865980
FRESCO FOODS,FOOD STUFFS,26000
FRESH AGRI EXPORTS,COCONUTS,66000
FRESH CO,COTTON GARMENTS,9675
FRESH EXPRESS,COCONUTS,27300
FRESH NUTS,CASHEW KERNELS,13570
FRESHLAND EXPORTS P.LTD.,RICE,48000
FRIENDS MARINE INDUSTRIES,FROZEN SHRIMPS,368550
FRIENDS POLYPLAST,PLASTIC PRODUCTS,83647
FRONTIER KNITTERS,COTTON GARMENTS,12919
FRONTLINE EXPORTS P. LTD.,FROZEN YELLOW TUNA,7266796
FRONTLINE GARMENTS,COTTON GARMENTS,1247
FRUIT INDIA INTERNATIONAL,COCONUTS,28500
FRUITION NATURAL EXTRACT P.LTD.,SPICES,500
FUTURE PLAST,PIPE FITTINGS,7798
G NXT POWER CORPORATION,VALVES,80166
G.D.PHARMACEUTIC,LATEX GLOVES,13020
G.K.S BUSINESS ASSOCIATES,FROZEN SHRIMPS,1493552
