Exporter,Product,QTY.(KGS)
A.S.MARINE INDUSTRIES P.LTD.,FROZEN YELLOW TUNA,1733715
A.S.P. & SON ENTERPRISES P.LTD.,COCONUTS,12060
A.S.PRINTERS,BOOKS,1720
A.TOSH ISHIMITSU BEVERAGESINDIA P.LTD.,TEA,62764
A.V.EXPORTS,COIR FIBER,3504610
A.V.FOODS,CURRY POWDER,7203
A.V.THOMAS & CO. LTD.,TEA,697243
A1 CHIPS AND EXPORTERS (I) PVT LTD,BANANA CHIPS,20331
AAAR INTERNATIONAL,COTTON GOODS,376
AADHAVA APPARELS,COTTON GARMENTS,2279
AADISH EXIM,PLYWOOD,528947
AAHANA INTERNATIOAL LLP,COTTON GOODS,53738
AAIRAH EXIM&HOSPITALITY P.LTD.,FOOD STUFFS,14560
AANCHAL ENTERPRISES,PLYWOOD,1295413
AARA TEX,COTTON GOODS,100757
AARABHI EXPORTS,RICE,232238
AARADHANAA COTTON MILLS,COTTON YARN,40236
AARBS EXPORTERS,COTTON GOODS,1095
AARESS EXPORTS,COTTON GOODS,33002
AARKAY ASSOCIATES,COTTON GOODS,5265
AARNI IMPEX,COTTON GARMENTS,19317
AARON AGENCIES,UTENSIL,33185
AARSHAVEDA WELLNESS PVT LTD,THAILAM,2811
AARTINS,BANANA CHIPS,1186
AARUDHRHA FASHION,COTTON GOODS,10769
AAS EXPORTS,FOOD STUFFS,57765
AASEERVAA  FABRICS,COTTON GOODS,29088
AASTRO EXPORTS,COTTON GOODS,3841
AATHAVA GARMENTS INDIA P.LTD.,COTTON GOODS,43771
AAVEES FLOOR COVERING,JUTE FLOOR COVERING,2586
AAYAAN,COTTON GARMENTS,4556
AAYAM PROJECTS PVT LIMITED    ,COCONUTS,28000
AB MAURI INDIA P.LTD.,TURMERIC POWDER,5563969
ABA APPARELS,COTTON GARMENTS,7180
ABAD EXIM P. LTD.,FROZEN SQUID,375310
ABAD FISHERIES,FROZEN SQUID,5722081
ABAMKA TECHNICAL,PUMPS,1275
ABARNA CLOTHING CO.,COTTON GOODS,14545
ABC EMPORIO LLP,BATHROOM ACCESSORIES,254
ABDULLABHAI ABDUL KADER,COFFEE,57600
ABHI FINE PRODUCTS,COTTON GARMENTS,2555
ABHI MARINE,RICE,228883
ABHILASH INDUSTRIES,SEALS,9
ABI EGG TRADERS,EGGS,943971
ABI SOURCING,COTTON GOODS,15796
ABIN ENGINEERING P.LTD.,SPARES,510
ABIPET TECHNOLOGIES P.LTD.,VALVES,2090
ABISHEK EXPORTS,FOOD STUFFS,28500
ABLE ENGINERRING COMPANY,SPARES,5444
ABLE EXPORTS,FOOD STUFFS,43575
ABLUES CLOTHING,COTTON GOODS,6179
ABM INTERNATIONAL LTD.,COTTON GARMENTS,4874
ABM MARINE PRODUCTS,FROZEN SQUID,2059244
ABM4 TRADES,DUPLEX CARTONS,3703
ABN EXPORTS,TAPIOCA,27054
ABN TRADERS,TAPIOCA,767893
ABP RETAILS LLP,COTTON GARMENTS,6941
ABS ASSOCIATES,GENERAL CARGO,3450
ABSR IMPORTS&EXPORTS LLP,GENERAL CARGO,1095
ABZ FROZEN FOOD,FOOD STUFFS,227500
ACCELERATED FREEZE DRYING CO LTD.,GREEN PEPPER,1791322
ACCRUE SOURCING,COTTON GOODS,406
ACCURA FABRIL AND TECH,SPARES,700
ACCURACK INDUSTRIES,SPARES,4320
ACE ENGINEERING,SPARES,1868
ACE FINE PACK P.LTD.,SPARES,250
ACE OVERSEAS LTD.,JUTE FLOOR COVERING,29966
ACHUTHARA FOOD PRODUCTS,FOOD STUFFS,13748
ACME EXPORTS,COTTON GOODS,750
ACNAL INDUSTRIES,PUMPS,36371
ACOUSTICAL SURFACES P.LTD.,SOUND PROOFING SYSTEMS,4383
ACQUA PEARL PROPERTIES AND EXPORTS ,FROZEN SQUID,1010000
ACTIVAA KNIT APPARELS,COTTON GOODS,37502
ACTIVE CHAR PRODUCTS P.LTD.,ACTIVATED CARBON,4504002
ACUCHI EXIM P.LTD.,WOOD PRODUCTS,108090
ADAM TRADING COMPANY,RICE POWDER,598400
ADARA EXPORTS P. LTD.,COCONUTS,28500
ADARSH KNITWEAR P.LTD.,COTTON GOODS,14493
ADARSH TEXTILES,COTTON GARMENTS,1441
ADARSHA CONTROL SYSTEMS PVT LTD,MACHINERIES,735
ADD PRINT(INDIA)ENTERPRISES P.LTD.,MACHINERIES,1645
ADDRESS APPAREL,COTTON GOODS,36396
ADEPT MED DEVICES LLP,DENTAL EQUIPMENT,40
ADHARSHANA KNITWEAR,COTTON GARMENTS,1421
ADHRI OVERSEAS P.LTD.,FOOD STUFFS,13700
ADHYA FABRICATIONS,IRON CASTINGS,6574
ADI EXPORTERS,SYRUP,41770
ADIDEV GROUP OF INDUSTRIES,SPICES,44000
ADIF MAT EXPORTS,RUBBER MATS,23957
ADIL EXPORTERS,COTTON GARMENTS,3344
ADIL TEXTILES PVT LTD,TENT ACCOSSORIES,1062411
ADINATH AGRO PROCCESSED FOODS P.LTD.,PICKLES,6723
ADITHYA GARMENTS,COTTON GARMENTS,47195
ADITI APPAREL GROUP  ,COTTON GOODS,54740
ADITI CREATION,COTTON GARMENTS,6242
ADITI EXPORTS,RICE,190415
ADITYA BIRLA BUVO LTD.,TEA,22821
ADITYA BIRLA GLOBAL TRADING P.LTD.,TEA,132750
ADITYA GLOBAL TRADING,TEA,29175
ADITYA TRADING CO.,TEA,1406512
ADORA TEX,RUBBER MATS,159785
ADRASH KNITWEAR,COTTON GARMENTS,688
ADS APPARELS,COTTON GOODS,20784
ADTECH SYSTEMS LTD.,MACHINERIES,230
ADVA MEDICAL INDIA P. LTD.,SURGICAL GLOVES,66262
ADVENT FOUNDRY & ALLIED SUPPLIES P.LTD.,FOUNDRY CONSUMABLES/EQUIPMENTS,121126
ADWAITH LAKSHMI INDUSTRIES LTD.,COTTON GOODS,18281
AEB DISTRIBUTORS(I)P.LTD.,MACHINERIES,1432
AEDEN FRUITS INTERNAITONAL P.LTD.,BANANA,21000
AEN ENTERPRISES,SCRAP,4245
AERATH BUSINESS CORPORATION,RICE,1161372
AERATHAYIL ENTERPRISES,RUBBER MATS,52226
AFFCO EXIM P. LTD.,CASHEW KERNELS,69660
AFFINITY INTERNATIONAL,SPICES,8028
AFRA IMPEX,COTTON GARMENTS,5758
AFRAS CASHEW  TRADERS,CASHEW KERNELS,531750
AFRI POWER VENTURES P.LTD.,MACHINERIES,6500
AFRINEXT OVERSEAS  P.LTD.,WELDING ELECTRODES,124000
AFRO ZEST INDUSTRIES,RUBBERISED COIR MATRESSES,11705
AFYUN PLYWOOD INDUSTRIES,PLYWOOD,130400
AGAPPE DIAGNOSTICS LTD.,MEDICAL EQUIPMENTS,167822
AGASH PLAST INDIA,PLASTIC PRODUCTS,20646
AGASTHYA AYURVEDIC HOSPITAL,FOOD STUFFS,11455
AGASTHYA SUPER FOODS INDIA P.TD.,RAGI,17093
AGC EXPORTS P.LTD.,COCONUTS,28000
AGHIN AGRO FOOD INDUSTRIES P.LTD.,PUTTU PODI,35040
AGI APPARELS,COTTON GARMENTS,594
AGL SOLUTIONS,FURNITURE,4860
AGNEYA AGRO AND ENGING.LTD.,TURMERIC POWDER,8691
AGNI APPARELS,COTTON GOODS,14328
AGRI BIO CARE,CHEMICALS,86110
AGRI COMPANION INDIA,COCONUTS,170500
AGRILEAF EXPORTS P.LTD.,LEAF PLATES,58570
AGRIPRO INDUSTRIES,RICE,1759370
AGRO BROTHERS COIR CO.,COIR PITH,213095
AGRO COIR EXPORTS,COIR PITH,1830390
AGRO COIR TECH,COIR PITH,175430
AGRO CRYSTALS,FOOD STUFFS,220330
AGRO PRODUCTS & AGENCIES,CHILLI POWDER,2765
AGROGATOR EXPORTS P.LTD.,COCONUTS,28500
AGROLLIANCE NATURALS & IMPEX,OLEORESINS OF SPICES,6610
AGUA ENGINEERING,MACHINERIES,1660
AHILA WOOD EXPORTS,PLYWOOD,36000
AHILA WOOD PRODUCTS&PLYWOOD INDUSTRIES,PLYWOOD,36000
AHILL KNIT EXPORTS,COTTON GOODS,12922
AI MARINE PRODUCTS INDIA P.LTD.,FROZEN YELLOW TUNA,1276701
AIBEKA VENTURES P.LTD.,RICE,24500
AIM OVERSEAS,RICE  ADA,279743
AIMAN PRODUCTS,COTTON GOODS,354
AIR INDIA EXPRESS LTD,TYRES/TUBES,10340
AIR INDIA LTD.,TYRES/TUBES,31020
AIR LOCK  INDIA P.LTD.,VALVES,1377
AIR TRAVEL,VALVES,18603
AIRMECH ENGIEERS,SPARES,3318
AISHWARYA FEEDS,EGGS,3037970
AISHWARYA OVERSEAS EXPORTERS,RICE,344580
AISSOL SYSTEM SERVICES INDIA P.LTD.,SPARES,2085
AISWARYA MODERN RICE MILLS,RICE,241200
AIZEL INTERNATIOAL,CLAY POTS,7057
AIZIN HAANI IMPORT&EXPORT,COCONUTS,28000
AJAY STONES EXPORTS,PACKING MATERIALS,1710
AJMI FLOUR MILL(I)P.LTD.,RICE POWDER,2843290
AJWA ENTERPRISES,PLASTIC PRODUCTS,73
AJWA EXPORTING CO.,RICE POWDER,465380
AK GARMENTS,PLASTIC PRODUCTS,18977
AKAY NATURAL INGREDIENTS,SPICES,1250018
AKAY SPICES P.LTD.,TURMERIC POWDER,2512167
AKHILESH EXPORTS,COTTON GOODS,6203
AKR INDUSTRIES P. LTD.,COTTON GOODS,4348
AKROSS INDUSTRIES P.LTD.,PLASTIC PRODUCTS,2625
AKRUTHI APPARELS,COTTON GOODS,578457
AKS GLOBAL LOGISTICS(OPC)P.LTD.,GENERAL CARGO,2526
AKSA FOODS AND SPICES P.LTD.,CURRY POWDER,5490
AKSHAR GLOBAL EXPORT,FOOD STUFFS,28000
AKSHAYA FIBRE,COCONUTS,28600
AKSHAYAKALPA FARMS&FOODS P.LTD.,FOOD STUFFS,157
AL AMEEN PLANTAIN MERCHANT,COCONUTS,4740072
AL ASHWIN INDIA SOURCING LTD.,HEALTH ITEMS,7595
AL BADRA SEAFOODS P.LTD.,FROZEN YELLOW TUNA,374840
AL BARAKHA EXPORTS,PUMPS,27543
AL CHEM,PAPER,2576
AL FARUSIA IMPORTS AND EXPORTS,COCONUTS,28800
AL FAS TRADING INTERNATIONAL,PLYWOOD,404095
AL FINE KNIT P.LTD.,COTTON GOODS,12651
AL HASSAN EXPORTS&IMPORTS,FOOD STUFFS,13493
AL M&M T SHIRT MART,COTTON GOODS,70632
AL MARINE PRODUCTS,FROZEN YELLOW TUNA,96625
AL MUBARAK FACTORY AGENCY,FOOD STUFFS,38244
AL MUDASSAR TRADING,COCONUTS,56500
AL NAWAL EXPORTS LLP,COCONUTS,28500
AL SHIFA EXPORTS,FOOD STUFFS,11579
AL TAYYAAR FOODS P.LTD.,RICE POWDER,67015
AL-GAYATHRI TRADING CO. P. LTD.,TEA,3072647
AL-HASANAATH GLOBAL,TAMARIND,528046
AL-MELA INTERNATIONAL P.LTD.,FOOD STUFFS,69329
AL-VARD COLLECTION,LIQUORS,39684
ALAASKER EXPORTS,COTTON GOODS,3890
ALAGAR APPARELS,COTTON GOODS,324
ALAIJA RUBBER FACTORY,CHAPPALS,7344
ALAN TECH INDISTRIAL SOLUTIONS,SPARES,34075
ALASKA CREATIONS,COTTON GOODS,1291
ALASKA EXPORTS,COTTON GOODS,95394
ALASKA INTERNAITONAL,PLYWOOD,144000
ALAYA COIR,COIR FIBER,3364900
ALDA EXPORTS,PLATES,44195
ALEB EXPORTS,COCONUTS,28500
ALEEZA EXPORTS&IMPORTS,TEA,262920
ALEN TECHNOLOGY P.LTD.,SPARES,3880
ALEXANDER COIR WORKS,COIR MATS,7700
ALFINE KNIT P.LTD.,COTTON GOODS,2421
ALFINE MARKETING,FURNITURE,4652
ALHIND EXIM,FOOD STUFFS,23000
ALIEN COIR TECH P.LTD.,COIR MATS,21000
ALIEN ENGINEERING,SPARES,34953
ALIF EXPORTS,BOOKS,1130
ALIVE EXPORTS,MACHINERIES,27150
ALLAKKAT INTERNATIONAL,RUBBER MATS,246893
ALLANASONS LTD.,COFFEE,2720807
ALLEPPEY CO. LTD.,RUBBERISED COIR MATS,2040828
ALLKOSHYS ALLSPICES,GREEN PEPPER,33380
ALM AND M SHIRTS,COTTON GARMENTS,16006
ALORA TRADING,FOOD STUFFS,159558
ALPHA CASHEW INDUSTRIES,CASHEW KERNELS,15000
ALPHA EXPORTS,RUBBER MATS,42292
ALPHA MATS,RUBBER MATS,206757
ALPHONSA CASHEW INDUSTRIES,CASHEW KERNELS,1298604
ALPINE CLOTHING CO.,COTTON GOODS,341
ALRAHIMA EXPORTERS LLP,PLYWOOD,90167
ALUCRAFT MANUFACTURING & MARKETING LLP ,ALUMINIUM PRODUCTS,401732
ALWAN EXPORTS & IMPORTS,TURMERIC POWDER,19000
AM INDIA ASSOCIATES,FOOD STUFFS,1085
AM POWER CORD CORPORATION,HEAT RESISTANT LATEX RUBBER PL,17902
AMACO EXPORTS,JAGGERY,30719
AMACO IMPEX P.LTD.,TURMERIC,5729777
AMALGAM FROZEN FOODS,FROZEN PAROTTA,293948
AMAN ASSOCIATES,TEA,5742
AMANA ENTERPRISES,RUBBER MATS,67000
AMAR EXPORTS,TEA,140997
AMAR KRISHNA INNOVATIONS,COTTON GARMENTS,517
AMARAVATHI TEXTILES,COTTON GOODS,23151
AMAZ EXPORTS,COTTON GOODS,5807
AMAZING RUBBER PRODUCTS P. LTD.,SURGICAL GLOVES,447181
AMAZON ENVIROTECH PVT LTD,COTTON GARMENTS,1050
AMBA EXPORTS,RICE,755441
AMBADY FOOD PRODUCTS,FOOD STUFFS,18110
AMBE SHAKTI INC.,RICE,26000
AMBIKA COTTON MILLS LTD.,COTTON YARN,156496
AMBIT N  LIFESCIENCES,OLIVINE GRAINE,88443
AMBITIOUS HOME DECOR P.LTD.,HOME FUNISHING MATERIALS,26000
AMCON CASTING P.LTD.,VALVES,40
AMEEN EXPORTS & IMPORTS(P)LTD.,CURRY POWDER,804
AMENITY AVENUE INTERNATIONAL(OPC)P.LTD.,HOSPITAL PRODUCTS,100
AMEX ALLOYS P.LTD.,VALVES,10575
AMICUS COMMUNICATIONS,ELECTRONIC COMPONENTS,3807
AMIRTHA TEXTILES,COTTON GOODS,772
AMK TRADERS,CAMLIN ALL CLEAR ERASER,17651
AMMAYAPPER TEXTILES P.LTD.,COTTON GOODS,47335
AMOGAH EXPORTS,COTTON GARMENTS,7800
AMPO VALVES INDIA P.LTD.,VALVES,1399166
AMRITA ENTERPRISES LTD.,COTTON GARMENTS,2157
AMRUTHA ENTERPRISES,SOAP,2580
AMRUTHA EXIM,FOOD STUFFS,21161
AMRUTHAM FOODS,FOOD STUFFS,1618
AMS AGRO INDUSTRIES,FOOD STUFFS,173862
AMS SPICES AND FOOD PRODUCTS,SPICES,250355
ANAND MANGAL EXPORTS,COTTON GOODS,12078
ANAND TEXTILES,COTTON GOODS,8321
ANAND TRADERS,COTTON GOODS,9856
ANANDHA MODERN RICE MILL,RICE,1093600
ANANTA INTERNATIONAL,COCONUTS,56800
ANAPPADIKKAL TRADING COMPANY,TURMERIC POWDER,391021
ANAR COIR P.LTD.,COIR MATS,79819
ANASWARA OFFSET P.LTD,PRINTED MATERIALS,8580
ANB TOOLERS,SPARES,29700
ANBU WATER TECHNOLOGIST,WATER TREATMENT MACHINERIES,21410
ANCHANI PLASTICS,PLASTIC PRODUCTS,3739
ANCHUTHARA FOOD PRODUCTS,FOOD STUFFS,66718
ANCHUTHENGIL AGRI SUPPLY,COVER CROP SEEDS,25039
ANEGAN APPARELS P. LTD.,COTTON GARMENTS,942
ANFA CARGO,FOOD STUFFS,2556
ANGEL CARBON LLP,ACTIVATED CARBON,187700
ANIRITHANYA TEX,COTTON GOODS,62518
ANITHA TEXCOT INDIA P.LTD.,COTTON GARMENTS,1184
ANJALA EXPORTS,COTTON GOODS,4515
ANJANERI IMPORTS AND EXPORTS,COCONUTS,80955
ANJUSHREE IMPEX,SURGICAL GLOVES,27815
ANKAI INTERNATIONAL,COFFEE,303225
ANKUSAM ENGINEERING P.LTD.,SPARES,1200
ANNA ALUMINIUM  COMPANY P.LTD.,UTENSIL,28911
ANNA FRIED MASALA,CURRY POWDER,8050
ANNA MALAI EXIM,COIR FIBER,178200
ANNAPOORNESWARI EXIM P.LTD.,FOOD STUFFS,35395
ANNIE IMPEX,FRUITS,86390
ANNS FLOOR DECORATION,RUBBER MATS,117601
ANNVIN FPS,AYURVEDICA TREATMENT EQUP.,1500
ANOINTED TRADING,COCONUTS,28500
ANPHARMA EQUIPMENTS,SPARES,449
ANSALL INDIA,LATEX GLOVES,6001
ANSAR OIL INDUSTRIES,MUSTARD OIL,386443
ANSELL INDIA PRODUCTS,STERILE CEFAZOLIN SODIUM INJECTION,6066
ANTARIC MERCHANDISING,TABLE MATS,58400
ANTICA TRADERS,TABLE MATS,19835
ANTON EXPORTS&IMPORTS,COTTON GOODS,10758
ANU INDUSTRIES,VALVES,2002
ANUGRAHA FASHION MILL P.LTD.,COTTON GOODS,606151
ANUGRAHA VALVE CASTINGS LTD.,VALVES,177883
ANURAGAVI GAREMENTS,COTTON GARMENTS,7102
ANUSAM APPARELS,COTTON GOODS,61687
ANUSAYARABI IMPORTS&EXPORTS,COCONUTS,28000
ANVISAI EXIM,COCONUTS,313100
ANZEN EXPORTS,NUTRACEUTICAL PRODUCTS,25060
AONE BLAST INDIA,MACHINERIES,16831
AONEX CREATONS,COTTON GOODS,7522
AP EXPORTERS,COIR PITH,72240
APARNA EXPORTS,COTTON GARMENTS,892
APEX COCO&SOLAR ENERGY P;LTD.,COCONUT PRODUCTS,404331
APEX OCEAN,COCONUTS,50000
APEX TEXTILES,TYRES/TUBES,1087
APOLLO TYRES LTD.,TYRES/TUBES,17066558
APPACHATH P.LTD.,CLEANER,13960
APPAREL KINGDOM,COTTON GOODS,14147
APPLE PIE APPARELS,COTTON GARMENTS,13881
APPREL KINGDOM P.LTD.,COTTON GOODS,285
APSARA BAKES,FOOD STUFFS,77775
APT TOOLS,WIRES,158660
APTIV CONNECTION SYSTEMS INDIA P.LTD.,CONNECTORS,194762
AQOZA TECHNOLOGIES P;  LTD.,SPARES,37121
AQUA AND EARTH PAPER BAGS,PAPER BAGS,107403
AQUA FLOW,PUMPS,12979
AQUA GENO EXIM,FROZEN SQUID,903955
AQUA MARINE EXPORTS,FROZEN SQUID,508406
AQUA SEAFOOD(INDIA)P.LTD.,FROZEN MARINE FOODS,26000
AQUARELLE INDIA PVT LTD,COTTON GOODS,12800
AQUASIA WATER SOLUTIONS LLP,MINERAL WATER,1230
AQUASTAR MARINE EXPORTS,FROZEN YELLOW TUNA,1125084
AQUASTAR MARINE FOODS,FROZEN YELLOW TUNA,558900
AQUATIC FISHERIES,DRIED SHRIMPS,6432
ARA MATS INTERNATIONAL,RUBBER MATS,442717
ARABIAN GREASE AND LUBRICANTS P.LTD.,LUBRICATING OIL,53000
ARACKAMANNIL PRINTERS,TYRE RETREADING MATERIALS,33620
ARACKATHARA RECLAIMATIONS,TYRE RETREADING MATERIALS,3842112
ARADHANA EXPORTS,COTTON GARMENTS,5811
ARADHANA KNIT FASHION,COTTON GOODS,28953
ARAFATH HOSIERY GARMENTS,COTTON GOODS,40214
ARAKU ORIGINALS LTD.,INSTANT COFFEE,92703
ARAMBANS EXPORTS,SURGICAL GLOVES,4374
ARANI EXPORTS,COTTON GOODS,1394
ARASCO FRUIT PRODUCTS,FOOD STUFFS,47420
ARAV CREATIONS,COTTON GOODS,126428
ARAVIND  INC,COTTON GARMENTS,1305
ARBEE AQUATIC PROTEINS P.LTD.,FISH OIL,5469820
ARBEE BIOMARINE EXTRACTS P.LTD.,FISH OIL,246330
ARCAS TRADING,RED BOOM ENERGY DRINK,94332
ARCHANA AGRO EXPORTS,FOOD STUFFS,139500
AREM FASHIONS,COTTON GOODS,10495
ARESSERIL EXPORTS,RICE,40770
ARIANE EXPORTS P.LTD.,TOOLS,79402
ARIANE TOOLS & COMPONENTS,TOOLS,566260
ARIHANT ENTERPRISES,PLYWOOD,1409718
ARIHANT EXPORTS,COTTON GOODS,6781
ARIHANT TECHNOCAST,PIPE FITTINGS,5777
ARIKKAT TRADES & EXPORTS,FOOD STUFFS,76166
ARISHINA LIFE SCIENCES,TURMERIC,7231
ARJUNA NATURAL P. LTD.,TURMERIC,320229
ARK EXPORTERS,RICE,16199
ARK EXPORTS & IMPORTS,RICE,12350
ARK INTERNATIONAL EXPORT,COTTON GARMENTS,2705
ARKAY APPARELS P. LTD.,COTTON GARMENTS,6420
ARM TEXTILES,COTTON GARMENTS,2154
ARMSTRONG KNITTING MILLS (P) LTD.,COTTON GOODS,996512
ARNO FASHION,COTTON GARMENTS,7998
AROMATIC  INGREDIENTS P.LTD.,OLEORESINS OF SPICES,52078
AROPARK CREATIONS,COTTON GOODS,72972
ARRIKAR FOODS P.LTD.,RICE,328972
ARROW KNITS,COTTON GOODS,377
ARROW MARKETING,SPICES,2008
ARROW TEX,COTTON GOODS,9205
ART TECH AVL SOLUTIONS,MACHINERIES,10401
ARTISE INTERIORS & EXTERIORS,ELECTRICAL ITEMS,3910
ARTOCARPUS FOODS P.LTD.,JACK FRUIT RIPEN PIECES IN SUGAR,17415
ARULSIVA EXPORTERS,COIR FIBER,5905670
ARUN & CO.,COTTON GOODS,1976
ARUN GARMENTS,COTTON GOODS,10863
ARUN REGA BAKERY  MACHINERIES P.LTD.,FOOD STUFFS,7454
ARUNA ALLOY STEELS P. LTD.,VALVES,30871
ARUNA HOME,COTTON GOODS,1224
ARUVANOOR TIMBES AND SAW MILLS,ROSEWOOD PRODUCTS,550
ARVIN KNIT WEAR,COTTON GOODS,2568
ARVIND  LIFESTYLE BRANDS LTD.,COTTON GOODS,3949
ARVIND INC.,COTTON GOODS,33175
ARVIND LTD.,COTTON GOODS,17768
ARYA NATURAL RUBBERS,TYRE RETREADING MATERIALS,9372
ARYA VAIDYA PHARMACY (CBE) LTD.,AYURVEDIC PRODUCTS,54316
ARYABHANGY,HANDICRAFTS,170
ARYAN EXPORTS,COTTON GOODS,880
ARYAS EXPORTS & IMPORTS,COTTON WICKS,1396
ASFI TEX,COTTON GOODS,4095
ASHA TEXTILES,COTTON GOODS,284
ASHIQUE EXPORTS P.LTD.,RICE,418500
ASHIS BAGS&FASHION P.LTD.,KITCHEN TEA TOWEL,3988
ASHOK INTERNATIONAL,COTTON GARMENTS,7157
ASHTANGA VAIDYAM AYURVEDICS,SESAME OIL,18818
ASIA AGRI TRADE LLP,COCONUTS,28147
ASIA BEV INNOVATIONS,GENERAL CARGO,565
ASIA FOODS,RICE,46433
ASIA LINK OVERSEAS INDIA TRADING P.LTD.,RICE,25000
ASIACOM (INDIA) PVT.LTD.,CASHEW KERNELS,271875
ASIAN EXPORT IMPORT,VEGETABLES,76500
ASIAN FERROTECH,MACHINERIES,36138
ASIAN FOODS,FOOD STUFFS,4000
ASIAN GREEN EXPORTS,COCONUTS,23754
ASIAN KNIT GARMENTS,COTTON GOODS,34771
ASIAN MARINE FOODS,FROZEN YELLOW TUNA,562066
ASIAN MOPS,MOPS/BRUSHES,20689
ASIAN SPICES,SPICES,8008
ASIAN TEA  EXPORTS LTD.,TEA,47000
ASIAN TEA COMPANY PRIVATE LTD,TEA,1008914
ASIAN TRADER AND ASSOCIATES,STONES,2950
ASK IMPEX,COTTON GOODS,5812
ASM EXPORTS,COTTON GARMENTS,1151
ASMA RUBBER PRODUCTS P. LTD.,SURGICAL GLOVES,346467
ASPINWALL & CO. LTD.,RUBBERISED COIR MATS,623749
ASPIRARCH MARKET PLATFORM PVT LTD,RICE,1510939
ASPRO WORKWEARS,COTTON GARMENTS,2555
ASRA STEELS,STEEL PRODUCTS,3725
ASSA SEA FOODS,FROZEN MARINE FOODS,26000
ASSOCIATED CASHEW INDUSTRIES,CASHEW KERNELS,32019
ASSOCIATED RUBBER CHEMICALS P.LTD.,RUBBER CHEMICALS,123610
ASSOCIATED TRADERS,ROSEWOOD VENEERS,70736
ASTERIX ENERGY,SOLAR ITEMS,400
ASTRA BIOSCIENCE LTD,HOSPITAL PRODUCTS,2735
ASTREA EXPORTS,MOTOR VEHICLE PARTS & SPARES,406200
ASTRO APPARELS INDIA,COTTON GOODS,12693
ASTRON CONCRETE PRODUCTS,CONCRETE BLOCK MAKING MACHINE,422297
ASV KITCHEN EQUIPMENTS,KITCHEN FIXTURES,2141
ASWIN ASSOCIATES,FROZEN YELLOW TUNA,1451891
ATCHERRA IMPEX,COTTON GOODS,28201
ATHEENA EXPORTS,ROSEWOOD PRODUCTS,88843
ATHIRA PLYWOOD,PLYWOOD,1513950
ATHULYA MERCHANTS,TEA,127407
ATK ENTERPRISES,TILES,189600
ATLANTIC CARE CHEMICALS,DETERGENT POWDER,1200961
ATLANTIC FOOD EXPORTS,FOOD STUFFS,19095
ATLANTIC FOODS INDIA P.LTD.,FOOD STUFFS,23000
ATLAS EXPORT ENTERPRISES,COTTON GOODS,20233
ATLAS MACHINE TOOLS,SPARES,247
ATM RUBBER INDUSTRIES,TYRE RETREADING MATERIALS,32531
ATMOS TRADING INDIA P.LTD.,SCRAP,409
ATMOSPHERA DESIGNS P.LTD.,FURNITURE,2773
ATOZ PACKAGINGS AND PRINTING P.LTD.,PACKING MATERIALS,940
ATS ELGI LTD.,HYDRAULIC LIFT,119881
ATS PELE CHEM P.LTD.,CHEMICALS,25000
ATTIRE CREATON CO.,COTTON GOODS,5374
AUDHE INDUSTRIES,ALUMINIUM CASTINGS,49356
AUDI  PHARMA INGREDIENTS,PHARMACEUTICAL PRODUCTS,3682
AURA AGRO,COCONUTS,362500
