Exporter,Product,QTY.(KGS)
ELLENS CLOTHING,COTTON GARMENTS,89
ELLORA KNIT FASHION,COTTON GOODS,10636
ELOACH EXPORTS AND IMPORTS P.LTD.,FOOD STUFFS,7749
ELR EXPORTS INDIA,VALVES,2955
ELUVATHINGAL INDUSTRIES,UTENSIL,18740
EMA IMPEX,COCONUTS,1952300
EMAD EXPORTS,GENERAL CARGO,2148
EMAMI LTD,COCONUT OIL,14104
EMARK INDUSTRIES,MACHINERIES,1400
EMBALLAGE,JEWELLERY BOX,4985
EMCEES,MEDICINES,30
EMERALD JEWELS EQUIPMENTS,MACHINERIES,5798
EMERICK AUTOMATION INDIA P.LTD.,PANEL BOARD,4500
EMESEM INTERNAITONAL,COCONUTS,102049
EMIL TRADERS P.LTD.,COFFEE,15125840
EMINENCE INTERNATIONAL,KITCHEN FIXTURES,22403
EMINENT SEAFOODS P.LTD.,FROZEN YELLOW TUNA,2715432
EMKAY EXPORTS,SOAP,75900
EMME EXPORTERS,RICE,573230
EMPACK,PACKING MATERIALS,497
EMSONS MACHINERY,MACHINERIES,21616
ENCEE AROMATICS P.LTD.,OLEORESINS OF SPICES,678
ENCO TIMBRS,PLYWOOD,442170
ENDORA INTERIORS,FURNITURE,11856
ENGINEERED  ELASTOMER SOLUTIONS CO.,LATEX GLOVES,16078
ENGINEERING EXPORTS,BEECH WOOD,29982
ENGLISH INDIAN CLAYS LTD.,CLAY,2937160
ENJAYES NATURAL FLAVOURS LTD.,GINGER OIL,407
ENJAYES SPICES & CHEMICAL OILS (P) LTD.,OLEORESINS OF SPICES,2099
ENNAR TRADING,FOOD STUFFS,2010
ENPEE APPARELS,COTTON GARMENTS,2296
ENPEE KNITTERS,COTTON GOODS,11156
ENRICH EXPORTS,COTTON GOODS,74050
ENTICE EXPORT ENTERPRISES,FOOD STUFFS,34309
ENTICE GARMENTS,COTTON GOODS,188951
ENTIER EXPORTING P.LTD.,RICE,103000
ENTRYWAY SHIPPING&LOGISTICS,GENERAL CARGO,18742
ENVIRODESIGNS & EQUIPMENTS,MACHINERIES,12800
ENZYN MODICARE,MEDICINES,2336
ERBATECH MACHINERY P.LTD.,TEXTILE MACHINERY,11810
ERGON TRADING COMPANY,FURNITURE,33595
ERIN EXPORTS,COIR YARN,64767
ERNAKULAM ENGINEERS,SPARES,290
ESCO PIPES P LTD,STEEL PIPES,2283872
ESHA CREATIONS,COTTON GOODS,44346
ESHA PACK,JEWELLERY BOX,509
ESKAY ENGINEERING,SPARES,53024
ESMARIO EXPORT ENTERPRISES,FROZEN YELLOW TUNA,489700
ESPECIARIAS DA INDIA TRADING P.LTD.,CARDAMOM,2051
ESQUIRE MULTIPLAST PRIVATE LTD,PLASTIC PRODUCTS,843941
ESS BEE PLYWOOD INDUSTRIES,PLYWOOD,107191
ESS PEE KNIT WEAR,COTTON GOODS,10955
ESSAR INC.,COTTON GARMENTS,5795
ESSEL EXPORTS,FOOD STUFFS,17010
ESSEN FOODIES INDIA,FOOD STUFFS,30000
ESSENCO MANUFACTURING AND TRADING,PLYWOOD,682144
ESSENSIA EXIMPT               ,FOOD STUFFS,75889
ESSENSIA EXIMPT,FOOD STUFFS,19095
ESSENSIA EXIMPT               ,FOOD STUFFS,37423
ESSENSIA EXIMPT,PUTTU PODI,17418
ESSENSIA EXIMPT               ,PUTTU PODI,55112
ESSENSIA EXIMPT,RICE,53040
ESSENSIA EXIMPT               ,RICE,182401
ESSTEE EXPORTS,COTTON GOODS,61638
ESTEE EXPORTS INDIA P.LTD.,COTTON GOODS,1689
ESTEEM SERVICES,AYURVEDICA TREATMENT EQUP.,21082
ESVEE KNITTINGS,COTTON GOODS,1263
ESWAR CLOTHING,COTTON GOODS,14725
ESWARAN BROTHERS INDIA PVT LTD,TEA,409276
ESWARI CHEMTECH,COTTON GOODS,16187
ESWARI GLOBAL METAL INDUSTRIES P.LTD.,LEAD INGOTS,4577852
ETEXPRO INDE,COTTON GOODS,12225
ETHRAA IK CORPORATION,GENERAL CARGO,32000
EURANAUS PLY AND BOARDS LLP   ,PLYWOOD,510500
EUREKA TRADERS,COTTON GOODS,3347
EURO EXPORTS P.LTD.,INSTANT COFFEE,63257
EURO LEDER,COTTON GARMENTS,1123
EURO SUITS MFG.,COTTON GOODS,4793
EUROAQUA PLUMTEK PVT LTD,RUBBER MATS,518868
EUROBIA IMPEX INDIA P.LTD.,URULI,270678
EUROLINE INTERNATIONAL,FOOD STUFFS,29171
EUROSPA TERRY TOWELS P. LTD.,COTTON GOODS,861
EVEREST BAKERS,FOOD STUFFS,17770
EVEREST PLYWOOD,PLYWOOD,933600
EVEREST WOOD INDUSTRIES,PLYWOOD,2318325
EVERFRESH EXPORTS,MARSHALLING BOX,3671
EVERGREEN EXPORTS,FROZEN SQUID,1209471
EXACTO TECHNOLOGY,SPARES,4881
EXCEL COMMODITIES,MACHINERIES,1944
EXCEL KNIT EXPORTST,COTTON GARMENTS,29487
EXCEL MANUFACTURING COMPANY,CLEANING LIQUID,125337
EXCEL SAFE POWER INDIA P.LTD.,ELECTRICAL ITEMS,18658
EXCELL GARMENTS,COTTON GARMENTS,18637
EXCELLENT CASHEW CO.,CASHEW KERNELS,107751
EXCELLENT FISHERIES,FROZEN SQUID,207000
EXEL SOURCING,COTTON GOODS,230990
EXIGEN ENERGY P.LTD.,GENERATOR,3912
EXIM INTERNATIONAL,SONA PAPADI,9739
EXIM KNITS (P)LTD.,COTTON GOODS,44285
EXIM TRADE,COTTON GARMENTS,15399
EXLO ENGINEERING,SPARES,865
EXOTIC TONE WOOD,VENEERS,1433
EXOTIC WOOD MASTERS,PLYWOOD,19300
EXOTIC WOOD ZONE INDIA,ROSEWOOD PRODUCTS,57000
EXPOKNITS INTERNATIONAL,COTTON GOODS,11790
EXTRA WEAVE,SISAL RUGS,1557159
EZDAN VENTURES,COTTON GOODS,32919
F.M.TRADERS,PAPPADS,110343
FAAZ EXPORTS,COTTON GOODS,4620
FAB BAY EXPORTS,COTTON GOODS,44425
FABCERN PET CARE ENTERPRISES,PET FOODS,11766
FABCERN PET CARE ENTERPRISES P.LTD.,PET FOODS,1713
FABDEC INTERIORS,INTERIOR ITEMS,51000
FABONYX EXPORTS P.LTD.,COTTON GOODS,46888
FABRIC EXPORTS,COTTON GOODS,1534
FABRO CREATIONS,COTTON GARMENTS,3844
FABRO GARDEN,COTTON GOODS,32179
FABRO TEXTILES,COTTON GOODS,23200
FACCTUM WEARS,COTTON GOODS,9607
FAIR EXPORTERS,COCONUTS,85500
FAIR EXPORTS INDIA P.LTD.,VANILA POWDER,17222846
FAIR TRADE INDIA,COIR PITH,134500
FAIRLAND FASHIONS,COTTON GARMENTS,5874
FAIRWAY CREATIONS,COTTON GOODS,199375
FAISAL KALLAYI,COTTON GOODS,20200
FAITH GARMENTS,COTTON GOODS,45061
FAJR POLYMERS LLP,RUBBER MATS,6595
FALCON MILLS,FOOD STUFFS,21000
FALCON SYNERGY ENGINEERING P.LTD.,SPARES,160
FAMI PHARMA,TURMERIC,36000
FAMILY IMPEX,RICE,24000
FAMILY PLASTICS&THERMOWARE,PLASTIC PRODUCTS,798612
FAMIZ GROUP,COTTON GARMENTS,728
FAMOUS KNITS,COTTON GOODS,330350
FANTOM MARKETING,VIBRATION PADS,15850
FARM 2 HOME EXPORTS&IMPORTS,BANANA,21000
FARM FRESH,RICE POWDER,1252631
FARM PALACE,COCONUT OIL,7212
FARM TRADING,PLASTIC PRODUCTS,6788
FARMERS FOTUNE,COCONUTS,56000
FASCINATE CLOTHING,COTTON GARMENTS,1705
FASHION CREATOR,COTTON GOODS,87273
FASHION EXOTICA,COTTON GOODS,5150
FASHION EXPORTERS,COTTON GOODS,18900
FASHION FABRIC,COCONUTS,28500
FASHION FABS,COTTON GOODS,12389
FASHION FLAIR INDIA,COTTON GOODS,32577
FASHION FURNITURE,KITCHEN ITEMS,2890
FASHION GATE,COTTON GOODS,31510
FASHION HUNTER,COTTON GOODS,16932
FASHION KNIT-WEAR,COTTON GOODS,15527
FAST FASHION INDIA,COTTON GOODS,11405
FASTEN MEDICAL P.LTD.,MEDICAL EQUIPMENTS,34279
FATHIMA AGRO MILLS,RICE,152847
FAVOUR-ITA INTERNATIONAL,FOOD STUFFS,59190
FAVOURITE READYMADE GARMENTS,COTTON GOODS,80121
FCI OEN CONNECTORS LTD.,SCRAP,494142
FCW TILES P.LTD.,TILES,3969
FEBIN MARINE FOODS,FROZEN SQUID,1931880
FELIPE TADD P. LTD.,COTTON GOODS,11575
FEMCO FILTERS PVT LTD,FILTER ELEMENT,386
FENIX MARINE PRODUCTS,DRIED SHRIMPS,4055
FERAUX ENGINEERING,SPARES,2842
FERNANDES BROTHERS,CROCKERIES,97438
FEROKE BOARDS LTD.,ROSEWOOD PRODUCTS,900
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,390504
FIBER WONDERS,COIR MATTING,1466591
FIBERTUFT INTERNATIONAL,COIR MATS,60423
FIBRA GARMENTS,COTTON GOODS,25036
FIBRE FAMILY,CURLED COIR,549497
FIBRE FLOOR,COIR MATS,17434
FIBRE WORLD,RUBBERISED COIR MATS,8914568
FIBREDROP EXPORTS P.LTD.,RUBBER MATS,305
FIBRES & FABRICS INTERNATIONAL,COTTON GARMENTS,3371
FILATEX VCT P.LTD.,VALVES,101928
FILATEX VECHUKUNNEL PVT LTD.,LATEX RUBBER,80240
FILI EXPORTS,JAGGERY,540447
FILTROWIN INDUSTRIES,FILTER ELEMENT,739328
FINE FAB ENGINEERING&CONSTRUCTIONS,ZINC CONCENTRATE,27054000
FINE FAIR CREATIONS,COTTON GARMENTS,4796
FINE FAIR EXPORTS INDIA P. LTD.,COTTON GOODS,23579
FINE FOOD INDUSTRIES,FOOD STUFFS,1338
FINEESE MARKET LINK,DETERGENT POWDER,28158
FINESSE MARKET LINK PVT LTD,PEPPER POWDER,9760
FIRMER IMPEX ETERPRISES,BIRTHDAY GIFT,1905
FIRST STEPS BABY WEAR P.LTD.,COTTON GOODS,260418
FITCO FOODS,RICE,128870
FITCO INDIA,SURGICAL GLOVES,93862
FLASH ADVERTISING & MARKETING,BAGS,1220
FLAVCO FOOD PRODUCTS INDIA P.LTD.,FOOD STUFFS,42694
FLAVOUR FOOD EXPORTS,NUTMEG OIL,4415
FLAVOURFAVE P.LTD.,SPICES,34220
FLAVOURNEST P.LTD.,SPICES,141993
FLOOR GARDENS,RUBBERISED COIR MATS,7313165
FLOOR IMPRESSIONS,RUBBER MATS,42668
FLOOR MATE RUBBER PRODUCTS P.LTD.,RUBBER MATS,1490308
FLOOR WORLD,RUBBER MATS,336670
FLOORATEX RUBBER & PLASTICS P.LTD.,RUBBER MATS,6765550
FLOORMATRIX POLYMERS P.LTD.,RUBBER MATS,31745
FLOORTEX,RUBBERISED COIR MATS,893537
FLORA TRADING,STEEL PRODUCTS,192650
FLORINA TEXPORTS,COTTON GOODS,4746
FLOW LINES ENGINEERS,SPARES,395
FLOW LINK SYSTEMS P. LTD.,VALVES,49044
FLOWMAX WATER,WATER TREATMENT MACHINERIES,2640
FLY FIT INTERNAITONAL,COTTON GOODS,79
FOOD FROST,FOOD STUFFS,5508
FOOD SERVICE INDIA P.LTD.,FOOD STUFFS,18191
FOOD WAY FOODS,FOOD STUFFS,184609
FOOD WORKS INDIA,COCONUTS,34910
FOODCO DELICASIES INDIA P.LTD.,TAPIOCA,177573
FOODCREST,TAPIOCA,190833
FOODIND,FOOD STUFFS,38780
FORA TRADING CORPORATION,KITCHENWARE,19349
FORBWOODS,PLYWOOD,193000
FOREMEX FOODS LLP,VEGETABLES,26000
FORMOSA INTERNATIONAL,TURMERIC POWDER,10962
FORMOST POWER SYSTEMS,ELECTRICAL ITEMS,3800
FORTUNE ASSOCIATES,FOOD STUFFS,12975
FORTUNE CLOTHING,COTTON GOODS,5929
FORTUNE ELASTOMERS P.LTD.,CHAPPALS,15000
FORTUNE MARKETING,MACHINERIES,8906
FORUM EXPORT IMPORT HOUSE INDIA P.LTD.,SPICES,22348
FOUR HE-ART CREATIONS P.LTD.,COTTON GOODS,260
FOUR SEASONS INTERNATIONAL,COTTON GOODS,13518
FOUSIA TIMBER INDUSTRIES,ROSEWOOD PRODUCTS,24340
FRANCIS,BANANA,22099
FRANCIS KOTTACKAL EXIM(P)LTD.,RICE,614430
FRANK TECHNOLGIES,SPARES,4620
FREE LOOK FASHIONS,COTTON GOODS,57019
FREEZE EXIM,FROZEN YELLOW TUNA,2560813
FREEZEPACK INTERNATIONAL,ICE MAKING PLANT,138055
FRENDI FASHIONS,COTTON GOODS,7728
FRESCO EXPORTERS LLP,FROZEN BARACUDA,1248132
FRESH NUTS,CASHEW KERNELS,152840
FRESH TO HOME FOODS P.LTD.,FOOD STUFFS,172050
FRESHNET FARMS P.LTD.,FOOD STUFFS,562018
FRESO NY P.LTD.,COTTON GOODS,1782
FRIDAYLINE P.LTD.,CURRY POWDER,499
FRIENDS MARINE INDUSTRIES,FROZEN SHRIMPS,511870
FRIENDS POLYPLAST,PLASTIC PRODUCTS,26311
FRISSON GLOBALIZE,COCONUTS,199560
FRONTIER KNITTERS,COTTON GOODS,472654
FRONTLINE EXPORTS P. LTD.,FROZEN YELLOW TUNA,7792540
FROSSET FOODS,FROZEN YELLOW TUNA,1218575
FROST GARDEN,COCONUTS,28728
FROSTA  FROZEN FOODS P.LTD.,FROZEN YELLOW TUNA,564940
FROSTER REFRIGERATION,REFRIGERATION SET,3788
FRUCTUS INC.,BANANA,88099
FRUIT INDIA INTERNATIONAL,FOOD STUFFS,22000
FRUIT MARK IMPEX P.LTD.,BANANA,20000
FRUITEN INTERNATIONAL TRADERS LLP,FOOD STUFFS,20916
FRUZYME BIOTECH INDIA P.LTD.,PAPAIN POWDER,74341
FUNSKOOL INDIA LTD.,PLUSH TOYS,68266
FUTURA MERCHANDISE INDIA P LTD,GENERAL CARGO,963
FUTURE PLAST,PLASTIC PRODUCTS,31928
FUTURE TECH ENGINEERING,VALVES,30614
FUTURE VENTURES,GENERAL CARGO,12900
FUTURESENSE VENTURES P LTD,COIR FIBER,796180
G MURALI GARLIC,GARLIC,20160
G NXT POWER CORPORATION,VALVES,161135
G-FIVE INDUSTRIES,BANANA,22330
G. MURALI GARLIC,SPICES,14869
G.G. FASHION,COTTON GOODS,11614
G.H.ASSOCIATES,ELECTRICAL ITEMS,2807
G.K.S BUSINESS ASSOCIATES,FROZEN YELLOW TUNA,2290801
G.K.TRADERS,PLYWOOD,271911
G.M.ENTERPRISES,COCONUTS,57090
G.MURALI GARLIC,SPICES,60000
G.P.R.CLOTHING COMPANY,COTTON GOODS,77123
G.R.ACCOUSTICS P.LTD.,AUDIO SETS WITH SPARES,1292
G.S. GARMENTS,COTTON GOODS,8634
G.T.N.ENTERPRISES LTD.,COTTON YARN,2282728
G.V.KANTEKS,COTTON GOODS,9717
G.V.VENTURES,COTTON GARMENTS,9557
GAHAN KNITTING MILLS,COTTON GOODS,31515
GAIETY,COTTON GOODS,2661
GAINUP INDUSTRIES P.LTD.,COTTON GOODS,76456
GALAXY 9 OVERSEAS,PLASTIC PRODUCTS,100498
GALAXY ALUMINIUM INDUSTRIES P LTD,ALUMINIUM PANELS,28000
GALGET INDUSTRIES,VALVES,50900
GALUKU EXPORTS (INDIA)PRIVATE LIMITED .,COIR PITH,5745388
GALUKU EXPORTS(I) P.LTD.,COIR PITH,22000
GANAPATHI (INDIA),COTTON GARMENTS,2418
GANAPATHI TEX,COTTON GOODS,35361
GANAPATHY RAM TEXTILES,COTTON YARN,4545810
GANAPATHY TEXTILES,COTTON GOODS,60845
GANESH HOME FASHION,COTTON GARMENTS,8752
GANGA MACHINES,MACHINERIES,4245
GANGA OPTHOCARE,MEDICAL EQUIPMENTS,2761
GANI APPA TRADERS,COCONUTS,27500
GARDOLL,COTTON GARMENTS,174
GARLICO HERBAL PVT LTD		 	,SPICES,12018
GARMENT EXPORTS,COTTON GARMENTS,13288
GARMERA APPARELS P.LTD.,COTTON GOODS,45758
GARTEX EXPORTS (INDIA) P. LTD.,COTTON GOODS,48326
GARUDA FASHIONS P.LTD.,COTTON GOODS,390
GATES WEARS ,COTTON GOODS,288056
GATEX WEARS,COTTON GARMENTS,10163
GATHAM TEX SPARES,COTTON GOODS,7894
GAURAV INTERNATIONAL,METAL PRODUCTS,57000
GAUTHAM KNITS (INDIA),COTTON GOODS,526
GAYATHRI EXIM RICE MILLS,RICE,1323905
GAYATHRI RICE MILLS,RICE,440342
GDJD EXPORTS,COTTON YARN,23075
GDN EXPORTS P.LTD.,COTTON GOODS,150309
GE OIL & GAS,VALVES,243563
GECO COIR PRODUCTS P.LTD.,JUTE RUGS,254151
GECO LEGEND ENVIRO TECH,WATER TREATMENT MACHINERIES,711825
GEDEE WEILER P.LTD.,TEXTILE MACHINERY,310930
GEE GLOBAL EXIM LLP,SAGO SEEDS,22000
GEEKAY SPECIALITY CHEMICALS,CHEMICALS,16197
GEEPAS INTERNATIONAL P.LTD.,HOUSEHOLD ARTICLES,77749
GEETHALAYA APPARELS,COTTON GOODS,133
GEEWIN EXIM,COCONUTS,27100
GEM EQUIPMENTS,SPARES,835
GEM EXPORT INCO,COTTON GOODS,11080
GEM EXPORTS & IMPORTS,COTTON GOODS,25714
GEM RUBBER INDUSTRIES,TYRE RETREADING MATERIALS,43000
"GEMCO RUBBER P,LTD.",TYRE RETREADING MATERIALS,67665
GEMINI GARMENTS,COTTON GOODS,405
GEMWOOD,WOOD PRODUCTS,277212
GENE APPARELS,COTTON GOODS,21255
GENERAL COMMODITIES LTD.,TURMERIC,975504
GENERAL HARDWOODS CO.,ROSEWOOD PRODUCTS,9170
GENERAL RUBBERS,TYRE RETREADING MATERIALS,2633256
GENETIC FASHION,COTTON GARMENTS,480
GENTLE AYURVEDICS,AYURVEDIC MEDICINES,467
GENTRE INTERNATIONAL IMPEX,MEDICAL EQUIPMENTS,1477
GENUINE AGRO SPICES,SPICES,463908
GEO AQUATIC PRODUCTS(P)LTD.,FROZEN YELLOW TUNA,2593413
GEO SEAFOODS,FROZEN SQUID,2923359
GEORGE & SONS,SUN CONTROL FILM,1391
GEORGE ENGINEERING,MOULD,430
GESCHMACK FOOD INGREDIENT SOLUTION,FOOD COLOUR,440
GESCHMACK NATURELLE,SPICES,1140
GFIVE MART(I)P.LTD.,BANANA,1213760
GHAN MARINE EXIM,FROZEN YELLOW TUNA,1409550
GHCL TEXTILES LTD.,COTTON GOODS,9413
GILBARCO VEEDER ROOT INDIA PVT LTD,PUMPS,191255
GILLANDERS ARBUTHNOT&CO.LTD.,TEA,195060
GILWOOD FASHIONS P.LTD.,COTTON GOODS,4545
GIO GREEN FOOD STUFF,BANANA,42000
GIRI STONES P.LTD.,GRANITE SLABS\TILES,148676
GIRIRAJ NATURE CARE BAGS,BAGS,2960
GIRNAR FOOD & BEVERAGES P.LTD.,TEA,10734442
GLASS & GLAZING SYSTEMS P.LTD.,GLASS,2714
GLASS TECH COMPONENTS,GLASS PRODUCTS,490
GLDEN TERRY,COTTON GOODS,863
GLENMORGAN GLOBAL,COTTON GARMENTS,4984
GLENMORGAN TEA ESTATES CO.,TEA,71915
GLENROCK RUBBER PRODUCTS P. LTD.,RUBBER MATS,3718903
GLENWORTH  ESTATE,TEA,69960
GLITZ FINISHING SOLUTIONS P.LTD.,ALUMINIUM OXIDE,71
GLOBAL AGENCIES,PENS,3017
GLOBAL ASSOCIATES,SWITCHES,3053
GLOBAL COMMODITIES,COCONUTS,114000
GLOBAL ENTERPRISES,COCONUTS,16100
GLOBAL EXIM INDIA P.LTD.,RUBBER MATS,268209
GLOBAL EXPORT CORPORATION LTD.,FOOD STUFFS,25650
GLOBAL EXPORTERS,TAMARIND,2379745
GLOBAL EXPORTS,FOOD STUFFS,34123
GLOBAL FENIX INTERNATIONAL P. LTD,FOOD STUFFS,60196
GLOBAL FOODS LTD.,CASHEW KERNELS,165000
GLOBAL INDUSTRIES & SERVICES LTD.,SPARES,17200
GLOBAL INSIGHT ENTERPRISES,COCONUTS,11104
GLOBAL NATURAL FOOD PROCESSING CO.,FOOD STUFFS,3631
GLOBAL ORGANIC CLOTHING COMPANY,COTTON GOODS,32549
GLOBAL SALES CORPORATION,PLYWOOD,496485
GLOBAL SOURCING,FOOD STUFFS,21039
GLOBAL TEXTILES ALLIANCE(I) P.LTD.,UPHOLSTERY CLOTH,30671
GLOBAL TEXTILES ATTIRE P.LTD.,COTTON GOODS,2321
GLOBAL TRADERS,RICE,26000
GLOBAL TRADING CORPORATE,RICE,62088
GLOBAL TYCOON EXPORTS,ALUMINIUM PROFILES,8643
GLOBALWAVE TECHNOLOGIES P.LTD.,ANTENNA WITH ACCOSSORIES,112407
GLOBE AUTO SPARES P.LTD.,AUTOMOBILES PARTS,2506
GLOBGRID FASHION HUB P.LTD.,INJECTION MOULD,19557
GLOBOTRID FASHION HUB P.LTD.,COTTON GOODS,3664
GLOBUS APPARELS,COTTON GARMENTS,11105
GLOBZ IMPEX,COTTON GOODS,11369
GLORIA,COTTON GARMENTS,1332
GLORIA CASA MODA,HANDICRAFTS,17832
GLORIA ENTERPRISES,SPARES,3200
GMP EXPORTS AND IMPORTS,COCONUTS,57000
GO GO EXPORTS P.LTD.,COTTON GARMENTS,773
GO GO INTERNATIONAL,COTTON GARMENTS,1977
GO GROUND BEANS,COCOA BEANS,25258
GOGREEN EXPORTS,COCONUTS,527731
GOKALDAS APPARELS P.LTD.,COTTON GARMENTS,1753
GOKALDAS EXPORTS,COTTON GOODS,19411
GOKILAA GARMENTS,COTTON GOODS,12216
GOKULA TEXTILES,COTTON GARMENTS,31186
GOLCHA GARMENTS,COTTON GOODS,18695
GOLD BRIEFS,COTTON GOODS,8741
GOLD FINDCH VENTURES,COTTON GOODS,12544
GOLD TECH,VALVES,2400
GOLD WOOD INDUSTRIES,PLYWOOD,1436600
GOLDEN COIR TUFTS,COIR MATS,3613002
GOLDEN DEW TEA,TEA,16457
GOLDEN EAGLE GRANITES,RICE,72000
GOLDEN ESTUARY TRADING P.LTD.,TAMARIND,2368677
GOLDEN LOTUS COIR EXPORTS,COIR PITH,29347
GOLDEN MART,COTTON GOODS,119759
GOLDEN PRAXIS EXPORTS LLP,AYURVEDIC PRODUCTS,8785
GOLDEN TEA MANUFACTURES,TEA,58210
GOLDEN WOOD INDUSTRIES,PLYWOOD,57000
GOLPEAR P.LTD.,COTTON GARMENTS,13855
GOOD EARTH ORGANIC,TURMERIC POWDER,96000
GOOD LIFE,FOOD STUFFS,15000
GOOD MORNING COIR MILLS,COIR MATS,2746
GOOD MORNING EXPORTS,COTTON GOODS,8057
GOODWILL APPARELS,COTTON GARMENTS,855
GOODWILL CLOTHING,COTTON GOODS,14022
GOODWILL COIR MFG. CO.,COIR MATS,79053
GOODWILL FABRICS,COTTON GOODS,30908
GOPAL REFINERIES&OIL MILLS,OIL,382219
GORLAN INDIA SWITCHGEARS P.LTD.;,VALVES,37288
GOROUND BEANS ,COCOA BEANS,17999
GOUTHAM KNIT GARMENTS,COTTON GOODS,19840
GOW MAGIC IMPORT&EXPORT,COCONUTS,28500
GOWARTHINI EXPORTS,COTTON GOODS,6582
GOWTHAM KNIT GARMENTS,COTTON GARMENTS,613
GR CARBON P.LTD.,ACTIVATED CARBON,158000
GRACE INDUSTRIES,TAPE,5980
GRACIOUS COFFEE P.LTD.,GREEN COFFEE,2341160
GRADE ONE,COCONUTS,28500
GRAIN N GRACE FOOD INGREDIENTS P. LTD.,FOOD STUFFS,234351
GRAND ASIA TECH ENTERPRISES,FOOD STUFFS,42000
GRAND INTERNATIONAL EXPORTERS,FOOD STUFFS,126192
GRAND MARINE FOODS,FROZEN YELLOW TUNA,2119800
GRANDMAS FOOD PRODUCTS,TURMERIC POWDER,1238894
GRANDNEUR FASHION,COTTON GOODS,17040
GRANDWELL SPORTING GOODS (P).LTD.,SPORTS ARTICLES,6130
GRANOPLAST,PLASTIC PRODUCTS,38418
GRANPELL INDIA P.LTD.,LEAD INGOTS,13810
GRASS GREEN CLOTHING,COTTON GOODS,45028
GRASSHOPPER AGRO PRODUCTS P.LTD.,FOOD STUFFS,22260
GRATEFUL OVERSEAS P.LTD.,COCONUTS,12600
GRC AND SONS,NUTMEG,125604
GREAT INDIAN TEXTILES,COTTON GOODS,3382
GREAT WIN EXPORTS,FROZEN YELLOW TUNA,2426605
GREATER INDIA ENTERPRISES,RUBBER PRODUCTS,18897
GREATING KNITWEAR,COTTON GARMENTS,6422
GREEN AGREVOLUTION PRIVATE LIMITED,COCONUTS,1122090
GREEN ATTIRE EXPORTS,COTTON GOODS,2258
GREEN CHEM,SPRAYERS,1540
GREEN COIR HUB,RUBBER MATS,739055
GREEN DAY FARMS AND FRESH,CHILLIES,58107
GREEN DOT EXPORTS,FOOD STUFFS,18139
GREEN DUST BIOPROCESS ENGINEERING,EQUIPMENTS,171
GREEN FIELD APPARELS,COTTON GARMENTS,4378
GREEN FIELD EXPORTS (INDIA),COTTON GARMENTS,1206
GREEN FIELD INDUSTRIES,COTTON GOODS,35027
GREEN FOOD PRODUCTS,FOOD STUFFS,15000
GREEN GIFT,GENERAL CARGO,496
GREEN INDIA EXPORTS,COTTON GARMENTS,373037
GREEN INDIA TEXTILES,COTTON GOODS,15026
GREEN LEAF EXPORTS,SPICES,11784
GREEN LIF AGRO,SPICES,5322
GREEN MART,COCONUTS,113750
GREEN METHOD ENGINEERING P.LTD.,MACHINERIES,1250
GREEN SHIP EXPORTS,AYURVEDIC PRODUCTS,3989
GREEN VALLEY CONDIMENTS,PICKLES,45093
GREEN VALLEY OILS,OLEORESINS OF SPICES,1760
GREEN VICTORY,AGRICULTURAL MACHINERY & PARTS,2350
GREEN WIN EXIM,COCONUTS,54100
GREEN WOOD AGENCIES,ROSEWOOD PRODUCTS,19645
GREENAURA,OIL,1950
GREENDAY EXPORTS AND FARMS PVT LTD,PEPPER,59208
"GREENER P. LTD.,",FOOD STUFFS,20264
GREENFIELD INDUSTRIES,COTTON GOODS,64850
GREENKERA,TURMERIC,17065
GREENLAND FASHION,COTTON GOODS,10255
GREENLAND FRESCO,FRUITS,24000
GREENLAND PARTICLE BOARD P.LTD.,PLYWOOD,55460
GREENLAND RUBBERS,RUBBER MATS,808590
GREENLAND TRADERS,RICE POWDER,2301
GREENLEAF EXTRACTIONS PVT LTD,SPICES,319738
GREENLINE MARINE EXPORTS,FROZEN YELLOW TUNA,303804
GREENLY IMPORTS&EXPORTS P.LTD.,COCONUTS,85500
GREENS FOOD PRODUCTS,SWEET CORN,44074
GREENSHI EXPORTS,AYURVEDIC PRODUCTS,1117
GREENWAY CLOTHING,COTTON GOODS,117227
GREENWAY EXIMS,COTTON GOODS,60945
GREETINGS KNITWEAR,COTTON GOODS,399106
GRID FOCUZ,GIFT PARCELS,426
GROVOY GLOBAL EXPORTS P LTD,FOOD STUFFS,72202
GROWMORE ENTERPRISES,GENERATOR,7072
GROYYO,COTTON GOODS,2072
GRYND FRESH,FROZEN PAROTTA,24398
GST CORPORATION,SURGICAL GLOVES,32483
GUARDIAN CONTROLS LTD.,VALVES,24488
GURU EXPORTS,COTTON GARMENTS,1394
GURU RAGHUV INTERNAITONAL,TEA,37857
GURU TEX,COTTON GOODS,21133
GURUDEV APPARELS,COTTON GOODS,45695
GUS CLOTHING CO.,COTTON GOODS,389925
GUTS AND GLORY LEATHERS,LEATHER GOODS,2035
GVML FASHIONS P.LTD.,COTTON GARMENTS,831
GWS SURGICALS LLP.,SURGICAL GLOVES,4550
H & B CLOTHING P.LTD.,COTTON GOODS,2638
H & V ADANCED MATERIALS(I)P.LTD.,GLASS FIBRE MATS,194162
H&G TECHNOMARK INC,SPARES,950
H.A.DESIGN,COTTON GOODS,32111
