Exporter,Product,QTY.(KGS)
ABIRAMI TECHNOLOGIES LTD.,SPARES,9682
ABISHEK EXPORTS,COTTON GOODS,249640
ABLE ENGINERRING COMPANY,STEEL PRODUCTS,22630
ABM MARINE PRODUCTS,FROZEN SQUID,1789051
ABM4 TRADES,MOULD,72
ABN TRADERS,RICE FLAKES,975457
ABUFAIZAL EXPORTS,HOUSEHOLD ARTICLES,16599
ACCELERATED FREEZE DRYING CO LTD.,PEPPER CORNS,1061663
ACCESS SERVICES,SPARES,5200
ACCUPLAST TECHNOLIOGIES,PLASTIC PRODUCTS,174240
ACE EXIM INDUSTRIES,HANDICRAFTS,9725
ACE FINE PACK P.LTD.,SPARES,86
ACHAL INDUSTRIES,CASHEW KERNELS,4200
ACI PHARMA P.LTD.,MEDICINES,416
ACTIVE APPARELS,COTTON GARMENTS,3200
ACTIVE CHAR PRODUCTS P.LTD.,ACTIVATED CARBON,2760015
ACUCHI EXIM P.LTD.,WOOD PRODUCTS,20369
ADAM TRADING COMPANY,FOOD STUFFS,87760
ADARSH KNITWEAR P.LTD.,COTTON GARMENTS,41384
ADD PRINT(INDIA)ENTERPRISES P.LTD.,MACHINERIES,6872
ADDRESS APPAREL,COTTON GARMENTS,1025
ADEN GARMENTS,COTTON GARMENTS,9910
ADHARSH FABRICS,COTTON GOODS,518
ADIDEV GROUP OF INDUSTRIES,SPICES,38645
ADIL TEXTILES PVT LTD,COTTON GARMENTS,99740
ADITYA TRADING CO.,TEA,980018
ADON EXPORTS,FOOD STUFFS,34955
ADONIS MARKETING,COTTON GARMENTS,2125
ADRASH KNITWEAR,COTTON GARMENTS,193
ADVANTAGE AGRI GAIN INTERNATIONAL,RICE,49000
ADVENT FOUNDRY & ALLIED SUPPLIES P.LTD.,PADDY HUSK,29593
ADVIN INTERNATIONAL,HOME APPLIANCES,13152
ADWAITH LAKSHMI INDUSTRIES LTD.,COTTON GOODS,30774
ADWAITH TEXTILES LTD.,COTTON GOODS,2778
AERATH BUSINESS CORPORATION,RICE,594235
AFFCO EXIM P. LTD.,COIR MATS,45505
AFRA TRADERS,COCONUTS,24000
AFRAS CASHEW  TRADERS,CASHEW KERNELS,505458
AFRINEXT OVERSEAS  P.LTD.,WELDING ELECTRODES,96015
AGAMYA PACKING SOLUTIONS,FLEXIBLE INTERMEDIATE CONTRS.,16330
AGAPPE DIAGNOSTICS LTD.,MEDICAL PRODUCTS,72695
AGARAM IMPEX,COCONUTS,27110
AGASH PLAST INDIA,PLASTIC PRODUCTS,39428
AGGARWAL TEXTILES,COTTON YARN,11589
AGHIN AGRO FOOD INDUSTRIES P.LTD.,PICKLES,30510
AGNEYA AGRO AND ENGING.LTD.,SPICES,8291
AGNI APPARELS,COTTON GARMENTS,91338
AGREENCO FIBRE FOAM P.LTD.,RUBBERISED COIR MATRESSES,4168
AGRI CHEMICALS,CHEMICALS,9860
AGRI START BIOTECH,FRUITS,112767
AGRICULO INTERNATIONAL LLP,COCONUTS,28450
AGRO BROTHERS COIR CO.,COIR PITH,669685
AGROLLIANCE NATURALS & IMPEX,SPICES,22582
AHILL KNIT EXPORTS,COTTON GARMENTS,21271
AIKEX SPICE EXTRACTS P.LTD.,OLEORESINS OF SPICES,6303
AIKN - INGINAOUS EC P.LTD.,SPICES,51660
AIM OVERSEAS,RICE,155391
AIR INDIA LTD.,TYRES/TUBES,24810
AIRTEK COMPRESSORS,AIR COMPRESSORS,975
AIRWILL HOME COLLECTION,COTTON GARMENTS,3284
AISHWARYA INDUSTRIES,RUBBER MOULDES GOODS,6174
AISHWARYA OVERSEAS EXPORTERS,RICE,72175
AISWARYA POLYMERS,TYRE RETREADING MATERIALS,46318
AISWRYA AGRO MILLS,RICE,22000
AJMI FLOUR MILL(I)P.LTD.,PUTTU PODI,534970
AJWA COMMODITIES,SPICES,1350
AJWA EXPORTING CO.,FOOD STUFFS,61967
AKASH PETS,BOTTLES,5262
AKAY FLAVOURS & AROMATICS LTD.,OLEORESINS OF SPICES,1091409
AKAY SPICES P.LTD.,TURMERIC,2737592
AKHIL KNIT EXPOTS,COTTON GARMENTS,2388
AKRUTHI APPARELS,COTTON GARMENTS,977365
AKSA FOODS AND SPICES P.LTD.,SPICES,3713
AKSARA APPARELS,COTTON GARMENTS,3200
AKSHARA OFFSET,PRINTED MATERIALS,27182
AKSHAYA TEXTILE,COTTON GOODS,55065
AL AMEEN TRADING CORPN.,CASHEW KERNELS,15000
AL BADRA SEAFOODS P.LTD.,CANNED MARINE PRODUCTS,1384041
AL BARAKHA EXPORTS,PUMPS,13025
AL FANOOS CASHEWS,CASHEW KERNELS,123600
AL FAS LAMINATIONS,PLYWOOD,389607
AL FOUZAN EXPORTS,CALENDER,700
AL GLOBAL STAR,TEA,144490
AL HAR INTERNATIONAL,COCONUTS,253150
AL HASSAN EXPORTS&IMPORTS,COCONUTS,10336
AL KABEER EXPORTS,FOOD STUFFS,21338
AL M&M T SHIRT MART,COTTON GARMENTS,5453
AL MADEENA INTERNATIONAL TRADING,SPARES,542
AL MUBARAK FACTORY AGENCY,TURMERIC POWDER,53781
AL RAYAN EXPORTS,RICE,24000
AL SAAD EXPORTS,FOOD STUFFS,15414
AL ZAIM INTERNATIONAL,COCONUTS,252723
AL-AMEEN EXPORTERS,SPICES,13500
AL-GAYATHRI TRADING CO. P. LTD.,TEA,2282469
AL-HASANATH GLOBAL,GHEE,101932
AL-JAMEEL EXPORTERS,CHEMICALS,17
AL-MADEENA EXPORTS,FURNITURE,880
AL-MELA MARKETING P.LTD.,CHOCOLATE PRODUCTS,8558
ALAASKER EXPORTS,COCONUTS,860206
ALAIJA RUBBER FACTORY,CHAPPALS,15536
ALAINA INTERNATIONAL,RICE,257235
ALAN EXPORTS,COCONUTS,55000
ALAN TECH INDISTRIAL SOLUTIONS,WATER TREATMENT MACHINERIES,23660
ALAYA COIR,COIR PITH,491440
ALBERTS ARTS COLLECTIONS,HANDICRAFTS,100
ALEXANDER COIR WORKS,COIR MATS,9400
ALFA ENGINEERING WORKS,SPARES,9477
ALFA INTERNATIONAL INC.,COIR MATS,14100
ALFATEK INDUSTRIES,SPARES,220
ALGA INTERNATIONAL,FOOD STUFFS,28380
ALHIND INTERNATIONAL EXPORTS,COCONUTS,28530
ALIAJA  RUBBER  FACTORY,CHAPPALS,7776
ALIF EXPORTS,BOOKS,2049
ALIN CASHEW TRADERS,CASHEW KERNELS,378126
ALINA CASHEW,CASHEW KERNELS,15000
ALLAKKAT INTERNATIONAL,RUBBER MATS,364857
ALLANASONS LTD.,COFFEE,4759700
ALLEPPEY BALERS P.LTD.,COIR MATS,27758
ALLEPPEY CO. LTD.,RUBBER MATS,5264683
ALLIANCE INDIA GARMENT,COTTON GARMENTS,691
ALLIANCE TRADERS,COTTON GARMENTS,1085
ALLKOSHYS ALLSPICES,SPICES,379386
ALMAS PERFUMES,PERFUME,10541
ALOK INDUSTRIES,COTTON GARMENTS,275
ALPHA EXPORTS,COTTON GOODS,6104
ALPHARUB TRADING&MFG.P.LTD.,NATURAL RUBBER,133000
ALPHONSA CASHEW INDUSTRIES,CASHEW KERNELS,1547128
ALSTOM TRANSPORT,SPARES,64460
ALWAN EXPORTS & IMPORTS,TURMERIC POWDER,19950
AM & M EXPORTS (P) LTD.,SOAP,1232
AMACO EXPORTS,FOOD STUFFS,28350
AMACO IMPEX P.LTD.,TEA,2799445
AMALGAM FOODS & BEVERAGES LTD.,FOOD STUFFS,12000
AMALGAM FROZEN FOODS,FOOD STUFFS,51572
AMAN INTERNATIONAL EXPORTS,COTTON GARMENTS,58
AMAR SINGH CHAWAL WALA,RICE,42283
AMARBANZ GARMENTS,COTTON GARMENTS,455
AMAZING EXPORT CORPORATION,COTTON GARMENTS,92
AMAZING RUBBER PRODUCTS P. LTD.,LATEX GLOVES,52024
AMBA EXPORTS,RICE,121727
AMBER TRADING&SERVICES,ELECTRICAL ITEMS,6000
AMBO EXPORTS  LTD.,TEA,83179
AMBOOTIA TEA EXPORTS,TEA,125963
AMC COOKWARE,PRESSURE COOKER,6116
AMEEN EXPORTS & IMPORTS(P)LTD.,FOOD STUFFS,100122
AMEENA EXPORTS P. LTD.,CHILLI POWDER,13200
AMELIA EXPORTS,VEGETABLES,28500
AMEX GARMENTS,COTTON GARMENTS,2438
AMFS FOODS PROCESSORS,FROZEN SHRIMPS,87000
AMIT IMPEX,COCONUTS,28590
AMLU ENGINEERING,MOULDING PATTERNS,1469
AMMAS TASTE FOODSTUFF TRADING,FOOD STUFFS,24000
AMMAYAPPER TEXTILES P.LTD.,COTTON GARMENTS,143703
AMPO VALVES INDIA P.LTD.,VALVES,24415
AMRITA ENTERPRISES LTD.,COTTON GOODS,10481
AMRUTHA OIL AND FOODS,COCONUT OIL,49936
AMS AGRO INDUSTRIES,FOOD STUFFS,73808
ANACARDO FOODS,FOOD STUFFS,15600
ANAKAL EXPORTS,SOFA SET,900
ANAND EXPORTS,HOSPITAL PRODUCTS,505
ANAND TEXTILES,COTTON GOODS,12925
ANANDA PADMANABHAN A.P.,COCONUTS,28500
ANANDHA MODERN RICE MILL,RICE,340280
ANANKE INDIA P.LTD.,SPICES,5472
ANANYA BUSINESS ESTABLISHMENT LLP,CLAY,1545
ANAPPADIKKAL TRADING COMPANY,FURNITURE,178922
ANASWARA OFFSET P.LTD,PRINTED MATERIALS,6944
ANCHANI PLASTICS,PLASTIC PRODUCTS,1004
ANCHUTHARA FOOD PRODUCTS,FOOD STUFFS,23109
ANCHUTHENGIL AGRI SUPPLY,PUERARIA JAVANICA,39140
ANDLUZA,FILTER ELEMENT,8221
ANDRITZ TECHNOLOGIES,MACHINERIES,37432
ANG APPARELS,COTTON GARMENTS,13703
ANGEL ENTERPRISES,FANCY ITEMS,685
ANICEM PAINTS P.LTD.,PAINTS,5
ANIL CASHEWS,CASHEW KERNELS,15000
ANITA EXPORTS,TEA,140677
ANJANA APPARELS,COTTON GARMENTS,8282
ANJANA EXPORTS,COTTON GARMENTS,147
ANJANEYA EXPORTS,COCONUTS,28100
ANJEENA EXPORTS,RUBBER MATS,46345
ANKAI INTERNATIONAL,BUILDING MATERIALS,62865
ANNA ALUMINIUM  COMPANY P.LTD.,UTENSIL,1014043
ANNA MALAI EXIM,COIR PITH,9427400
ANNA RUBBERS,RUBBER MATS,10751
ANNA TROUVER,COTTON GOODS,17628
ANNAPOORNA FOODS,FOOD STUFFS,17696
ANNAPOORNESWARI EXIM P.LTD.,COIR MATS,54353
ANNS EXPORTS,COTTON GARMENTS,7200
ANNS FLOOR DECORATION,COIR MATS,61575
ANNVIN FPS,AYURVEDIC PRODUCTS,7980
ANPHARMA EQUIPMENTS,MEDICAL EQUIPMENTS,872
ANS EXPORTS P.LTD.,COTTON GOODS,28327
ANTON EXPORTS&IMPORTS,COTTON GOODS,9480
ANTONY ,SPARES,1150
ANUGRAHA AGRO PRODUCTS,COCONUTS,333000
ANURAGAVI GAREMENTS,COTTON GARMENTS,178
ANUSAM APPARELS,COTTON GARMENTS,36133
ANUSAYA FRESH INDIA P.LTD.,FRUITS,11550
ANZEN EXPORTS,P.P.WOVEN BAGS,42979
AP EXPORTERS,COIR PITH,78200
APEEJAY TEA COMPANY,TEA,97760
APEX AGENCIES,WIRES,321
APEX MSTCH CONSORTIUM INDIA P.LTD.,COIR GEO FABRICS,43090
APEX RUBBER,RUBBER SHEETS,2000
APOLLO TYRES LTD.,TYRES/TUBES,12667465
APPARELS EXPORTERS,COTTON GARMENTS,232
APT GLOBAL MARINE ENGINEERING,SPARES,137919
APTIV CONNECTION SYSTEMS INDIA P.LTD.,CONNECTORS,127298
AQJ APPARELS,COTTON GARMENTS,7142
AQUA ENGINEERING SERVICES,SPARES,21784
AQUA GENO EXIM,FROZEN SQUID,586870
AQUA MARINE EXPORTS,FROZEN SQUID,290875
AQUANZA TECHNOLOGIES&SOLUTIONS LLP,SPARES,26426
AQUARELLE INDIA PVT LTD,COTTON GARMENTS,46008
AQUASTAR MARINE FOODS,FROZEN SQUID,2593919
AQUASUB ENGINEERING,SPARES,294521
AQUATIC FISHERIES,DRIED SHRIMPS,7694
AQUILD ENGINEERING,SPARES,1259
ARA MATS INTERNATIONAL,RUBBER MATS,463977
ARACKATHARA RECLAIMATIONS,TYRE RETREADING MATERIALS,1681999
ARADHANA EXPORTS,COCONUTS,28200
ARAKU ORIGINALS LTD.,INSTANT COFFEE,25070
ARANI EXPORTS,COTTON GARMENTS,570
ARANYA AYURVEDA VAIDYA,AYURVEDIC PRODUCTS,1967
ARASCO FRUIT PRODUCTS,FOOD STUFFS,20040
ARAVIND BRANDS LTD.,COTTON GARMENTS,473
ARAVIND MILLS LTD.,COTTON GARMENTS,5242
ARBEE AQUATIC PROTEINS P.LTD.,FISH OIL,421000
ARBEE BIOMARINE EXTRACTS P.LTD.,FISH OIL,18706
AREMPEE COMPRESSORS P.LTD.,HYDRAULIC FITTINGS,20059
ARESSERIL EXPORTS,FOOD STUFFS,96601
ARIANE TOOLS & COMPONENTS,TOOLS,27404
ARICIA INDIA INTERNATIONAL P.LTD.,RUBBER MATS,121752
ARIHANT ASOCIATES,ELECTRICAL ITEMS,2270
ARIHANT ENTERPRISES,PLYWOOD,1357238
ARIKKAT TRADES & EXPORTS,COCONUT OIL,14728
ARJUNA NATURAL P.LTD.,OLEORESINS OF SPICES,110382
ARK EXPORTERS,COTTON GARMENTS,9264
ARMSTRONG KNITTING MILLS (P) LTD.,COTTON GOODS,177615
AROHA CLINIC,HOSPITAL PRODUCTS,920
AROMATIC  INGREDIENTS P.LTD.,OLEORESINS OF SPICES,138089
AROOR COIRMATS&MATTING,COIR MATS,3522
ARRASU INDUSTRIES,SPARES,203
ARROW EXPORTERS,COTTON GARMENTS,520
ART EXIM P.LTD.,WELDING FLUX,54568
ART YARN EXPORTS,COTTON YARN,290769
ARTECH INTERNATIONAL,STEEL PRODUCTS,1944
ARTOCARPUS FOODS P.LTD.,FOOD STUFFS,39572
ARUL JOTHI EXPORTS,COCONUTS,83860
ARULSIVA EXPORTERS,COIR FIBER,242550
ARUN COIR INDUSTRIES,COIR MATS,16940
ARUN LASER OVENS P.LTD.,MACHINERIES,50270
ARUNA ALLOY STEELS P. LTD.,STEEL PRODUCTS,10561
ARVIN KNIT WEAR,COTTON GARMENTS,3980
ARVIND LTD.,COTTON GOODS,20978
ARYA VAIDYA PHARMACY (CBE) LTD.,AYURVEDIC PRODUCTS,47051
ARYABHANGY,HANDICRAFTS,340
ARYAN CLOTHING,COTTON GARMENTS,23913
ARYAS EXPORTS & IMPORTS,AYURVEDIC PRODUCTS,1476
ASALAH EXPORTING&IMPORTING,HOUSEHOLD ARTICLES,18561
ASCENTIA MARKETING,GENERAL CARGO,6177
ASHIS EXPORTS&IMPORTS,TURMERIC POWDER,8925
ASHOK IMPEX,COTTON GARMENTS,995
ASHRAF,COTTON GARMENTS,3060
ASHTANGA VAIDYAM AYURVEDICS,THAILAM,27876
ASHTAPATHY HEALTH CARE,AYURVEDIC PRODUCTS,12750
ASHWIN INTERNATIONAL,HERBAL MINERAL PRODUCTS,1300
ASIA FOODS,FOOD STUFFS,17010
ASIAN CHEMTECH P.LTD.,ACTIVATED CARBON,60000
ASIAN IMPEX CORPORATION,COSMETIC ITEMS,5057
ASIAN KNIT GARMENTS,COTTON GARMENTS,7040
ASIAN SPICES,GREEN PEPPER,41150
ASIAN TEA COMPANY PRIVATE LTD,TEA,1881926
ASK FRUITS,COCONUTS,28000
ASK IMPEX,COTTON GARMENTS,276
ASKER KNIT WEAR,COTTON GARMENTS,127
ASM EXPORTS,COTTON GARMENTS,778
ASMA RUBBER PRODUCTS P. LTD.,SURGICAL GLOVES,128215
ASPINWALL & CO. LTD.,PVC TUFFED COIR MATTING,1354202
ASSA SEA FOODS,FROZEN MARINE FOODS,17000
ASSOCIATED AUTOTEX ANCILLARIES P.LTD.,SPARES,37391
ASSOCIATED CASHEW INDUSTRIES,CASHEW KERNELS,170256
ASSOCIATED RUBBER CHEMICALS P.LTD.,RUBBER CHEMICALS,30312
ASSOCIATED RUBBER INDUSTRIES,RUBBER MATS,217
ASSOCIATED TRADE LINKS,ROSEWOOD PRODUCTS,148
ASSOCIATED TRADERS,WOOD PRODUCTS,25687
ASTRA BIOSCIENCE LTD,THERMAL PAPER,12171
ASTRA FASHION,COTTON GARMENTS,1317
ASTRON CONCRETE PRODUCTS,CONCRETE BLOCK MAKING MACHINE,428300
ASWIN ASSOCIATES,FROZEN YELLOW TUNA,1925280
ATCHERRA IMPEX,COTTON GARMENTS,17537
ATHEENA EXPORTS,VENEERS,121866
ATHISH PRESSING MILL,COIR FIBER,260080
ATLANDES METAL AND TOOL INDUSTRIES PVT LTD,SPARES,4910
ATLANTIC CARE CHEMICALS,DETERGENT POWDER,1150553
ATLAS EXPORT ENTERPRISES,COTTON GOODS,16562
ATS ELGI LTD.,HYDRAULIC FITTINGS,317415
ATTIRE CREATON CO.,COTTON GARMENTS,2119
ATTIRE INTERNATIONAL,COTTON GARMENTS,3783
AUCTUS APPARELS,COTTON GARMENTS,635
AURA EXPORTS,COTTON GARMENTS,25035
AUREA BIOLABS P.LTD.,MEDICINES,4364
AURIEL SOLAR&GREEN TECH,SOLAR ITEMS,3700
AURO IMPEX,COTTON GARMENTS,4576
AURORA NATURAL FOODS PRODUCTS,FOOD STUFFS,15960
AUSIN GLOBAL TRADERS,FOOD STUFFS,18000
AUSTIN TECH,SPARES,2196
AUTHENTIC EXPORTS,COTTON GARMENTS,197
AUTHENTIC IMPEX,COTTON GARMENTS,7200
AUTOFIT CAR INTERIORS P.LTD.,CAR SEAT COVER,259072
AUTOMATIX,MACHINERIES,351
AUTOMODS,CHAPPALS,8000
AUTOPRINT MACHINERY MANUFACTURES,MACHINERIES,107745
AVA CHOLAYIL HEALTH CARE,SPICES,123525
AVA CONDIMENTS LLP,FOOD STUFFS,173332
AVADAN INDIA LLP.,OLEORESINS OF SPICES,10682
AVE EXPORTS,COTTON GARMENTS,750
AVEES FOODS,FOOD STUFFS,38000
AVENIR TRADERS&EXPORTERS,COCONUTS,28100
AVESH CLOTHING,COTTON GARMENTS,11921
AVIRAM KNITTERS,COTTON GARMENTS,1474
AVLA NETTOS EXPORTS,FROZEN SQUID,3417441
AVN FASHION,COTTON GARMENTS,3873
AVT MCCORMICK INGREDIENTS LTD.,TURMERIC,18725912
AVT NATURAL PRODUCTS LTD.,TEA,3744042
AVY TEXPORT,COTTON GARMENTS,2600
AVYA APPARLES,COTTON GARMENTS,4255
AY TEE CEE FOOTCARE,CHAPPALS,33268
AYISHA SHAFEER,FOOD STUFFS,24808
AYKARA PHARMACEUTICALS,AYURVEDIC MEDICINES,376
AYSHA HOSIERY FACTORY P. LTD.,COTTON GARMENTS,3108
AYUR PANCHAKARMA EQUIPMENTS,AYURVEDICA TREATMENT EQUP.,2460
AYUSH ENGINEERING WORKS,SPARES,15700
AYUSH JYOTHI PANCHAKARMA EQUIPMENTS,AYURVEDIC PRODUCTS,2610
AYVA APPARELS P.LTD.,COTTON GARMENTS,15158
AYYAPPA'S EXPORTS,COTTON GARMENTS,163
AZIZ ENTERPRISES,COTTON GARMENTS,2827
AZLON ARTS,HANDICRAFTS,922
B.C.IMPEX,COTTON GOODS,3340
B.H.M.CORPORATION,MACHINERIES,7200
B.K.ENGINEERING,SPARES,3015
B.MANJI & COMPANY,COCONUTS,168000
B.P. EXPORTS,COTTON GARMENTS,18139
B.P. IMPEX,COTTON GOODS,33734
B.S.RUBBERS,RUBBER MATS,652883
B.S.TEX,RUBBER MATS,22801
BABU COIR WORKS,RUBBER MATS,956257
BABY MARINE EASTERN EXPORTS,FROZEN MARINE FOODS,431416
BABY MARINE EXPORTS,FROZEN MARINE FOODS,25000
BABY MARINE INTERNATIONAL,FROZEN SHRIMPS,867302
BABY MARINE PRODUCTS,FROZEN MARINE FOODS,21000
BABY MARINE SARASS,FROZEN RIBBON FISH,546128
BAFNA ENTERPRISES,TURMERIC,1190291
BAKEMILL FOODS,FOOD STUFFS,31882
BAKERS AND FOOD PRODUCTS,FOOD STUFFS,8502
BALAJI EXPORT CORPN.,COTTON GARMENTS,1100
BALAJI EXPORTS,COTTON GARMENTS,13804
BALAJI IMPEX,COTTON GARMENTS,7552
BALAXI OVERSEAS P.LTD.,WELDING ELECTRODES,24000
BALAXI VENTURES LTD.,WELDING ELECTRODES,217700
BAMS CONDIMENTS IMPEX (P) LTD.,RICE,1077251
BANAN GLOBAL TRADING,TENDER COCONUT,151968
BANNARI AMAN SPNG.MILLS LTD.,COTTON YARN,19579
BAQIR EXIM,COIR PITH,347100
BARAF INTERNATIONAL,COTTON GARMENTS,3928
BARAKATH GARMENTS(INDIA)P.LTD.,COTTON GARMENTS,67971
BARANI HYDRALICS  INDIA P.LTD.,VALVES,17327
BASAL ENTERPRISES,COTTON GOODS,1930
BASCO FOODS (INDIA )PVT. LTD ,FOOD STUFFS,123910
BASF INDIA LTD.,CHEMICALS,7616
BASH-P INTERNATIONAL,SPARES,16337
BATHLINE SANITARYWARE TRDING,BATHROOM ACCESSORIES,280
BATHRI BATHWARE(I)P.LTD.,BATHROOM ACCESSORIES,9000
BATHSHA MARINE EXPORTS,FROZEN SQUID,1125376
BATHX BATHWARE INDIA P.LTD.,COTTON GARMENTS,540
BEACH SAND MINERALS,SILLIMANITE SAND,72750
BEENA CASHEW CO.,CASHEW KERNELS,228197
BEENA COIR WORKS,COIR MATS,13583
BEFFY CASHEW CO.,CASHEW KERNELS,552356
BEKRA PHARMA INDIA,SURGICAL GLOVES,12530
BELL EXIM P.LTD.,FROZEN SQUID,691128
BELL FOODS,FROZEN MARINE FOODS,793479
BEN AND DEV DESIGN INTERNATIONAL LLP,FURNITURE,610
BEN ROSH,NATURAL RUBBER,20000
BENGALURU TRADERS,FOOD STUFFS,21560
BENNYS BIO COIR,COIR PITH,694770
BENSO GARMENTS,COTTON GARMENTS,8213
BENZY FOOD&BEVERAGES P.LTD.,FOOD STUFFS,5787
BESCOAT,PHARMACEUTICAL PRODUCTS,36650
BEST CORPORATION LTD.,COTTON GARMENTS,32509
BEST INDIA GLOBAL MARKETING,FOOD STUFFS,15500
BEST ZEST AGRO EXPORT,PEANUTS,137015
BESTFLEX BELTING MANUFACTURERS P.LTD.,CONVEYOR BELT,62855
BESTOW INTERNATIONAL,SPARES,10836
BESTPAK INDUSTRIES,EMPTY CARTONS,32300
BETA HEALTH CARE PRODUCTS P.LTD.,SURGICAL GLOVES,201560
BETHANYA CASHEW COMPANY,CASHEW KERNELS,213504
BETHSAIDA CASHEW COMPANY,CASHEW KERNELS,216636
BHAIRAV EXPORTS,COTTON GARMENTS,5719
BHANSALI & CO.,TEA,3096736
BHARAT FIRE FIGHTING P.LTD.,ELECTRONIC GOODS,121
BHARATH PAPER CONVERSIONS,PAPER CONES,31751
BHARATH SEAFOODS,FROZEN MARINE FOODS,54368
BHARATH VAIDYASALA,AYURVEDIC PRODUCTS,3880
BHASKER AGENCIES,COCONUTS,2890
BHOOMI NATURAL PRODUCTS & EXPORTS ,OLEORESINS OF SPICES,21232
BHUVANESWARI TEX,COTTON GARMENTS,3987
BHUVANESWARY AYURVEDICS,AYURVEDIC PRODUCTS,1030
BIG BAG INTERNATIONAL P. LTD.,P.P.WOVEN BAGS,6743141
BIOGROW SUBSTRATES INDIA,CURLED COIR,3084700
BIOINGREDIA NATURAL P.LTD.,PEPPER,46297
BIOPODS P.LTD.,CHEMICALS,5578
BIOTECH RENEWABLE ENERGY,SPARES,168
BIOWIN AGRO RESEARCH,SPICES,243133
BIPHA DRUG LABORATORIES,HERBAL  EXTRACTS,8505
BISMI CASHEWS,CASHEW KERNELS,624882
BISMI TRADING COMPANY,RICE,142352
BLASTLINE  INDIA,SPARES,85858
BLISSFUL GARMENTS(P)LTD.,COTTON GARMENTS,4090
BLOOM WORLD,AYURVEDIC PRODUCTS,150
BLOOMS ENGINEERING,SPARES,1090
BLOOMS ENTERPRISES,MACHINERIES,10161
