Exporter,Product,QTY.(KGS)
BLOSSOM APPARELS,COTTON GARMENTS,2870
BLUE BREEZE ENTERPRISE,COTTON GARMENTS,469786
BLUE CLOTHING,COTTON GARMENTS,1426
BLUE LEAF TRADING COMPANY,RICE,514071
BLUE MOUNTAIN TEA & COMMODITIES P.LTD.,TEA,1535480
BLUE NATION CLOTHING COMPANY,COTTON GARMENTS,40930
BLUE SEA (INDIA) EXPORTS,FROZEN MARINE FOODS,154036
BLUE STAR APPARELS,COTTON GARMENTS,1185
BLUE STAR COFFEE CURING WORKS,COFFEE,96000
BLUE STRIPES APPARELS,COTTON GARMENTS,59234
BLUE WIN CLOTHING COMPANY,COTTON GARMENTS,10621
BLUECREST FROZEN FOODS P.LTD.,FROZEN SHRIMPS,676660
BLUELINE FOODS,FISH OIL,200000
BLUEMOUNTAIN EXPORTERS,ROSEWOOD PRODUCTS,25750
BMK INTERNATIONAL,ELECTRONIC GOODS,377
BNS EXPORTS,ARECANUT,237407
BODY LAND GARMENTS P.LTD.,COTTON GOODS,107615
BODYGEAR INTERNATIONAL(P)LTD.,PLUSH TOYS,410360
BOLA RAGHAVENDRA KAMATH & SONS,CASHEW KERNELS,50530
BOMBAY BURMAH TRADING CORPN.,TEA,558352
BOMMIDALA ENTERPRISES P.LTD.,WHISKY,248818
BON FAB TEXTILES,COTTON GOODS,4700
BONHEUR FABS,COTTON GARMENTS,469
BONNEFOI TRADING,RUBBER MATS,40500
BOS NATURAL FLAVORS P.LTD.,SPICES,623143
BOSE EXPORTS,COTTON GARMENTS,68644
BP INTERNATIONAL,COTTON GARMENTS,2428
BRAHMINS FOOD INDIA P.LTD.,RICE,1453199
BRAND INTERNATIONAL EXPORTERS,SESAME OIL,16816
BRAVO FASHIONS,COTTON GARMENTS,5584
BRAVO IMPEX,COTTON GARMENTS,5674
BRIGHT ENGINEERING COMPANY,PUMPS,11648
BRIGHT UK LIGHTING,LIGHT ASSAY MATERIALS,3080
BRIGHTFLEXI INTERNATIONAL P.LTD.,JUMBO BAGS,18353
BROCADE INDIA PLYTEX LTD.,P.P.WOVEN BAGS,956987
BROS INDIA GROUP,JUTE MATTING,113391
BROTHERS COIR MILLS,COIR MATTING,2863270
BTI COPPERMATICS INDIA P.LTD.,SPARES,17224
BUILDMET FIBRE P.LTD.,FLEXIBLE INTERMEDIATE CONTRS.,542194
BULL MACHINES P. LTD,MACHINERIES,18851
BUSINESS ENCALVE,TEA,14681
BUSTHAN AL WATHANIYA,RICE,488107
C.B.E.FASHIONS(ASIA)P.LTD.,COTTON GARMENTS,3925
C.JACOB & CO.,ROSEWOOD PRODUCTS,7165
C.K.GROUP,RUBBER MATS,75873
C.K.K.M.PHARMACY,AYURVEDIC PRODUCTS,53
C.K.S. INDUSTRIES,SPARES,3297
C.M.C.EXPORTERS,COCONUTS,523882
C.M.GARMENTS P.LTD.,COTTON GARMENTS,632
C.P. APPRELS,COTTON GARMENTS,317
C.P. EXPORTS,COCONUTS,389950
C.P.INDUSTRIES,MACHINERIES,22795
C.R.GARMENTS,COTTON GARMENTS,816
C.R.I.PUMPS P.LTD.,PUMPS,53912
C.R.I.RUBBERS,RUBBER MATS,146010
C.S.ENGINEERING,SPARES,50683
CAFFE INDIANO,COFFEE,224050
CALIX IMPEX,RICE,150800
CALMET ENGINEERING,SPARES,228380
CALVARY CASHEW CO.,CASHEW KERNELS,15000
CANDOUR TEXPORT,COTTON GARMENTS,242032
CANNAN MARINE PRODUCTS,FROZEN SHRIMPS,730224
CANNANORE HANDLOOM EXPORTS,COTTON GOODS,312139
CANNING INDS. COCHIN LTD.,JAM,17700
CAP SEAFOODS P.LTD.,FROZEN SHRIMPS,1228500
CAPE EXPORTS,COIR PITH,28000
CAPITAL EXPORTS,SPARES,11146
CAPITAL KING ROLLER,CONVEYOR BELT,29564
CAPITAL PLYBOARDS,PLYWOOD,193000
CAPITHAN EXPORTING CO.,FROZEN OCTOPUS,2591665
CARBORUNDUM UNIVERSAL LTD.,SILICON CARBIDE GRAINS,4463284
CARE CENTRE,VACCUM,2592
CARLOO TEXTILE,COTTON GOODS,527379
CARLTON OVERSEAS PVT LTD,COTTON GARMENTS,7248
CARMEL CASHEWS,CASHEW KERNELS,15876
CARONA KNITWEAR,COTTON GARMENTS,2852
CARRIS PIPES,PIPE FITTINGS,15041
CAST TECH P. LTD.,IRON CASTINGS,447777
CASTLE HOME,COTTON GARMENTS,362
CASUAL CLOTHING COMPANY,COTTON GARMENTS,12229
CAUVERY PEAK,COFFEE,12160
CBC FASHIONS,COTTON GARMENTS,50926
CCZ INTERNATIONAL,COTTON GARMENTS,1368
CEAKAY GLOBAL TEXTILES,COTTON GOODS,3162
CEAKAY INDUSTRIES,RUBBER MATS,2587584
CEDAR INTERNATIONAL,ROSEWOOD PRODUCTS,1240
CEE BEE EXPORTS,COTTON GARMENTS,11227
CEEAY FRAGRANCES,FRAGRANCE FOR POTPOURRI,220
CEEKAY GLOBAL TRADING,GENERAL CARGO,2296
CELEBRATIONS,COTTON GARMENTS,1618
CENTRAL TRADERS,COTTON GOODS,66321
CENTURY DISTRIBUTION,COIR MATS,23300
CFC CASHEW,ROASTED & SALTED CASHEWNUTS,210750
"CHACKOS PLYWOOD MILLS(P)LTD.,",PLYWOOD,18000
CHAITHANYA EXPORTS & IMPORTS P. LTD.,FURNITURE,4782
CHAITHANYA HERBALS,AYURVEDIC PRODUCTS,6178
CHAIZUP BEVERAGES LLP,TEA,2267199
CHAKRA MEDITATION YANTRA,GENERAL CARGO,1270
CHAMAKKAT HERBAL PRODUCT,HERBAL MINERAL PRODUCTS,919
CHAMP EXPORTS,COIR MATS,13822
CHANDRA & COMPANY,COTTON GARMENTS,4022
CHANDRA CASHEW FACTORY,CASHEW KERNELS,77326
CHANGAMPALLY AYURVEDA VAIDYASALA,AYURVEDIC PRODUCTS,14100
CHARANKATTU COIR MFG.CO.P.LTD.,JUTE RUGS,1177853
CHARLES EXPORTERS,COTTON GARMENTS,28069
CHARLY FISHERIES,FROZEN SQUID,3277071
CHASS ENGINEERING,SPARES,4570
CHAWLA EXPORTS,COTTON GARMENTS,554
CHEERAKUZHU AGRO DEVELOPERS P.LTD.,SPRAYERS,71955
CHEETAH GARMENS,COTTON GARMENTS,16313
CHEMMARATHIL CASHEW CO.,CASHEW KERNELS,123504
CHERAN MACHINES INDIA P.LTD.,MACHINERIES,6300
CHERAN SYNTHETICS,SYNTHETIC GOODS,2717
CHEREN KNIT WEARS,COTTON GARMENTS,436
CHERISH FASHIONS,COTTON GARMENTS,14400
CHERISH KNITS,COTTON GARMENTS,33325
CHERUKATTU INDUSTRIES,FROZEN SQUID,1616900
CHICKY SPICES,CURRY POWDER,360
CHINKU SWEETS,FOOD STUFFS,89420
CHIPPY EXPORTERS & IMPORTERS,COTTON GARMENTS,22481
CHIPPY EXPORTS,COTTON GARMENTS,33858
CHIRACKAL AGRO MILLS,RICE,374109
CHIRACKAL FOOD PRODUCTS,RICE,198000
CHITHA EXPORTS,COCONUTS,28000
CHITHRA EXPORTS,COCONUTS,28000
CHITIN AND MARINE PRODUCTS,SHRIMP SHELL,18100
CHOICE CASHEW INDUSTRIES,CASHEW KERNELS,124954
CHOICE TRADING CORPN. LTD.,MEAL KIT,7990920
CHRIS COTTON,COTTON GOODS,86143
CHRISTY APPARELS,COTTON GARMENTS,313175
CHRISTY TEXTILES PRODUCTS P.LTD.,COTTON GARMENTS,927
CHROMETAN EXPORTS P.LTD.,TEA,14429
CIMAT INTERNATIONAL,HYDRAULIC FITTINGS,10499
CISHAN INTERNATIONAL,MEDICAL EQUIPMENTS,11047
CLAIRON FILTERS,FILTER ELEMENT,205880
CLASSIC COIR FACTORY,RUBBER MATS,2912157
CLASSIC CONCEPTS HOME INDIA P.LTD.,COTTON GARMENTS,26560
CLASSIC EXPORTS,STICKERS,10522
CLASSIC FLOOR FURNISHINGS,RUBBER MATS,17000
CLASSIC HOME FURNISHING P. LTD.,SEA GRASS,183334
CLASSIC SPICES P.LTD.,SPICES,137652
CLIFTON EXPORT,COTTON GARMENTS,80622
CLIFTON KNITS,COTTON GARMENTS,7200
CLOTHES R US EXPORTS,COTTON GOODS,7808
CLOUDS INTERNATIONAL EXPORTS,GENERAL CARGO,1667
CLOVER CLOTHING,COTTON GARMENTS,26867
CMB EXPORTS,FOOD STUFFS,23576
CML BIOTECH P.LTD.,CHEMICALS,55259
COASTAL ENTERPRISES,CURLED COIR,226920
COCHIN CHEMICALS & RUBBER PRODUCTS,RUBBER CHEMICALS,63645
COCHIN COSMOS FOODS LTD.,FROZEN MARINE FOODS,122600
COCHIN DENTAL EQUIPMENTS,SPARES,2022
COCHIN EXPORTS,ELECTRICAL ITEMS,165
COCHIN FROZEN FOOD EXPORTS P. LTD.,FROZEN SHRIMPS,1846186
COCHIN MARINE ENGINEERING BOAT YARD,SPARES,8172
COCHIN MINERALS AND RUTILE LTD.,SYNTHETIC RUTILE,41561818
COCHIN RUBBER INDUSTRIES,TYRE RETREADING MATERIALS,55744
COCHIN RUBBERS,TYRE RETREADING MATERIALS,61741
COCHIN TRADERS COCHIN,SPICES,45690
COCO  FIBRE TEX,RUBBERISED COIR MATS,4147347
COCO WORLD,RUBBER MATS,18365
COCO-LATEX EXPORTS,RUBBERISED COIR SHEETS,735070
COCOMATS INTERNATIONAL,RUBBER MATS,4803345
COIMBATORE POTTERIES & REFRACTORIES,REFRACTORY MATERIALS,144470
COIR FLEX,RUBBERISED COIR MATS,749965
COIR FLOOR FURNISHING CO.,COIR MATS,6107
COIR HOME,COIR MATS,320746
COIR MATES INDIA,COIR MATTING,213406
COIR TEX INTERNATIONAL,COIR MATS,19568
COIR TUFT INTERNATIONAL P.LTD.,COIR MATS,39386
COIR YARN TEX,COIR YARN,138527
COIRTEX-INDIA,COIR MATS,4826
COLOUR LINES INC.,COTTON GARMENTS,17874
COMET EXPORTS,RUBBER MATS,268197
COMFORT NIGHT LINEN PRODUCTS,COTTON GARMENTS,6673
CONFIANZA INTERNATIONAL BUSINESS,AUTOMOBILES PARTS,8380
CONFIDENT ENGINEERING (INDIA) LTD.,SPARES,48851
CONIA EXPORTS,SPARES,6922
CONINVEN ENGINEERING P.LTD.,SPARES,6602
CONSOLIDATED TEA CORPORATION,TEA,17850
CONSOLIDATED WOOD INDUSTRIES,RUBBER MATS,184253
CONTINENTAL ENTERPRISES,COCONUT SHELLS\CUPS,1605
COOLMATE REFERIGERATION,REFRIGERATION SET,21650
CORAL EXPORTS,FROZEN MARINE FOODS,332600
CORE INTERNATIONAL,SURGICAL GLOVES,4416
CORNER FARM FOODS P. LTD.,FOOD STUFFS,3056
CORNETIC GYM WORLD FITNESS,EXERCISING EQUIPMENT,9000
COSMIC LIGHTS MARKETING P.LTD.,COCONUTS,56305
COSMIK INDUSTRY,PUMPS,52553
COSMOS ENTERPRISES,PUMPS,9572
COSMOS SPORTS WORLD LLP.,SPORTS ARTICLES,388
COST PRODUCTS,PUMPS,17325
COSTEC INDUSTRIES LLP.,SPARES,113429
COSTURA FASHIONS,COTTON GARMENTS,3641
COTTAGE ARTS EMPORIUM,HANDICRAFTS,5918
COTTON & TEXTILE CORPORATION,COTTON GARMENTS,239
COTTON BLOSSOM,COTTON GOODS,301908
COTTON COMPANY  P.LTD.,COTTON GOODS,8200
COTTON CRAFTS EXPORTS,COTTON GOODS,14795
COTTON WOOD,COTTON GARMENTS,28324
COUTURE CLOTHING CO.,COTTON GARMENTS,6400
COVEMA FILAMENTS LTD.,NYLON MONOFILAMENT LINES,10894
CRAFT INDIA FOOTWEAR CALICUT,CHAPPALS,15458
CRAFT PAIR E-TRADE SERVICES LLP,BASKETS,8576
CRAFTERS,HANDICRAFTS,9597
CRAFTERS EXPORTS,HANDICRAFTS,3714
CRAFTERS GALERIE,HANDICRAFTS,168
CRAIGMORE PLANTATIONS (INDIA) LTD.,TEA,533930
CREATIVE GARMENTS P. LTD.,COTTON GARMENTS,914
CREDISE EXPORTS,COTTON GARMENTS,3200
CRESCENT INTERNATIONAL TYRE TREADS,TYRE RETREADING MATERIALS,12206
CRESCENT SEAFOOD P.LTD.,FROZEN SQUID,38000
CRESENT MARINE VENTURES P. LTD.,GENERAL CARGO,2030
CRESST CREATIONS,COTTON GARMENTS,13605
CROSSINGS INTERNATIONAL DISTRIBUTION,DISPLAY ITEMS,34054
CROWN CASHEW IMPEX,CASHEW KERNELS,30000
CROWN EXPORTERS IMPORTERS,HANDICRAFTS,3354
CROWN TIMBERS,ROSEWOOD PRODUCTS,6138
CRUST N CRUMB FOODINGRE P.LTD.,BAKING POWDER,782236
CRYSTAL TEA (INDIA)LTD.,TEA,33255
CUBEVO INTERNATIONAL TRADING P.LTD.,COIR PITH,17740
CUBIX FOOT CARE,CHAPPALS,7305
CUIRASS DOORS P.LTD.,DOOR FRAMES,23746
D.A.CASHEW COMPANY,CASHEW KERNELS,15876
D.C. MILLS,COIR MATS,29687
D.C.INTERIORS,RUBBER MATS,819048
D.S.M.INTERNATIONAL,COTTON GARMENTS,1341
D.S.P. KNITTING COMPANY,COTTON GARMENTS,8564
D.V. DEO INDUSTRIAL LTD.,OLEORESINS OF SPICES,11381
D.V.DEO INDUSTRIAL LTD.,PERFUMERY,1892
D2D INTERNATIONAL,COTTON GARMENTS,451487
D7 INTERNATIONAL,COTTON GARMENTS,1225
DAAN EXPORTS,FROZEN SHRIMPS,20100
DAFIN EXIM ENGINEERING P.LTD.,SPARES,77614
DAILY EXPORTS,COTTON GARMENTS,1059
DAKSH INDIA SOURCING,RUBBER MATS,53309
DAKSHAH OVERSEAS,VEGETABLES,41958
DAKSHITHA ENTERPRISES ,CLAY POTS,4518
DAMMAM CASHEW,CASHEW KERNELS,167250
DANAVARSHINI EXPORTS,COTTON GARMENTS,7521
DAR INTERNATIONAL,KITCHEN ITEMS,4859
DARSHAN FLEXIBLES P.LTD.,PACKING MATERIALS,3794
DASHMESH POLYMERS,RUBBER MATS,15000
DAVID PETER BOOTH,GENERAL CARGO,12560
DD EXIM,COCONUTS,194186
DE EDGE,INTERIOR ITEMS,20692
DECOR MATS P.LTD.,COIR MATS,56258
DEECEE INTERNATIONAL TRADING CORPN.,BOOKS,10120
DEEKAY KNITWEARS,COTTON GOODS,180093
DEENA CASHEW CO.,RUBBER MATS,19602
DEENS INTERNATIONAL,GENERAL CARGO,29350
DEEPA AGENCIES,ELECTRICAL ITEMS,3074
DEEPAK HOSIERY MILLS,COTTON GARMENTS,12196
DEEPTHI GARMENT,COTTON GARMENTS,1556
DEJAI KNIT GARMENTS,COTTON GARMENTS,26816
DELISH CASHEW INDUSTRIES,CASHEW KERNELS,15876
DELPHI CONNECTION SYSTEMS INDIA LTD.,CONNECTORS,1499
DELSEA EXPORTS P.LTD.,FROZEN MARINE FOODS,157724
DELTA EXPORT ,RUBBER MATS,45950
DELTA EXPORTS&IMPORTS,RUBBER MATS,145702
DENIM SOLUTION TRADING,COTTON GOODS,1080
DENT SALES,FURNITURE,158
DENTIFRICES,COTTON GLOVES,550
DESAI KNIT GARMENTS,COTTON GARMENTS,17712
DESIRE KOCHI,COTTON GARMENTS,15673
DETLISH RUGS,JUTE RUGS,1711
DEVI COIR WORKS,COIR MATS,1818
DEVICOLAM DISTILLERIES LTD,LIQUORS,444754
DEVON PLANTATION & INDUSTRIES LTD.,COFFEE,19200
DFM TECHNO SOLUTION,SPARES,3680
DHANALAKSHMI WEAVING WORKS,COTTON GOODS,157096
DHANAM TEXTILES,COTTON GOODS,53891
DHANAVARSHINI EXPORTS,COTTON GARMENTS,1726
DHANDAPANI STEEL P.LTD.,STEEL CASTINGS,10613
DHANU ENTERPRISES,COIR PITH,561960
DHANVI COOKWARES,PRESSURE COOKER,22275
DHARAN ROCK,GRANITE SLABS\TILES,225800
DHARANI TEXTILES,COTTON GOODS,7620
DHATHRI AYURVEDA P.LTD.,HERBAL OIL,13171
DHAVA EXPORTS,COCONUTS,27900
DHEERAN TRADERS,COCONUTS,28250
DHIVYAA CREATIONS,COTTON GARMENTS,54642
DHIYA FASHIONS,COTTON GARMENTS,42845
DHRONI AYURVEDA,AYURVEDICA TREATMENT EQUP.,19054
DHRUV INTERNATIONAL P.LTD.,COTTON GOODS,3200
DHYAN TRDING,COCONUTS,28000
DIA EXPORTS,COTTON GOODS,691
DIADORA SHOES P.LTD,CHAPPALS,57665
DIAMOND FOOD PRODUCTS,RICE,1532140
DIAMOND NUTS,CASHEW KERNELS,143675
DIAMOND PLYWOOD,PLYWOOD,69150
DIAMOND ROLLER FLOUR MILLS P.LTD.,WHEAT FLOUR,12095000
DIFFERENT SHADES,COTTON GARMENTS,3042
DIGNITY INNOVATION,COTTON GOODS,49402
DILAZ FASHION,COTTON GARMENTS,32257
DINERS FOOD PRODUCTS P.LTD,FOOD STUFFS,9746
DINESH EXPORTS,COTTON GARMENTS,206
DINESH RAMASAMY,COCONUTS,28300
DINESH TEXTILES,COTTON GOODS,136933
DISPOSAFE HEALTH AND LIFE CARE LTD.,LATEX GLOVES,33958
DISTRICT 3 MARINE P.LTD.,MARINE ACCESSORIES,7650
DITTEX EXPORTS P.LTD.,RICE,99978
DIVA EXPORTS P.LTD.,COTTON GOODS,9004
DIVINE AYURVEDIC HERITAGE P.LTD.,AYURVEDIC PRODUCTS,660
DIVINE EXPORTS,STEEL TUBES,17524
DIVINE RETREAT CENTRE CHARITABLE SOCIETY,BOOKS,21196
DIVINE RUBBER PRODUCTS,RUBBER MATS,429122
DIVYA FASHION FABRICS,COTTON GARMENTS,1393
DIVYA GARMENTS,COTTON GARMENTS,91
DIWANIYA FURNISHINGS,FURNITURE,830
DIYA INTERNATIONAL,RUBBER MATS,5725
DOLLAR EXPORTS,COTTON GARMENTS,6494
DOLLAR INDUSTRIES LTD.,COTTON GARMENTS,24653
DOLPHIN RUBBER INDUSTRIES,RUBBER MATS,1769972
DOLPHIN WIRES PVT LTD.,FROZEN SQUID,3123918
DON TEX,COTTON GARMENTS,108233
DOSH PHARMACEUTICALS P.LTD.,SURGICAL GLOVES,8500
DOTS FASHION WORLD,COTTON GARMENTS,5718
DOTS MARKETING,COTTON GOODS,7345
DOTS WORLD INC.,COTTON GARMENTS,64984
DREAM GLOBAL,COCONUTS,112500
DREAMLINE FASHIONS,COTTON GARMENTS,9412
DREIJAY EXPORTS P.LTD.,INDUSTRIAL PRODUCTS,52189
DRY AIR TECHNOLOGIUS,SPARES,1712
DTRIX GLOBAL TRADING COMPANY,PLUSH TOYS,6056
DURO COMPOUNDS,RUBBER TILES,242530
DURO PACK INDUSTRIES,EMPTY JARS,3250
DUSTAN WOOD,PLYWOOD,197350
DUTCH  PLANTIN COIR INDIA P.LTD.,COIR PITH,3687724
DUTY FREE DISTRIBUTION SERVICES P.LTD.,WHISKY,316012
DWARAKA EXPORTERS,COTTON GARMENTS,1092
DWARK IMPEX,COCONUTS,139466
DYNAMIC APPARELS,COTTON GARMENTS,4129
DYNAMIC ENGINEERING,SPARES,7197
DYNAMIC TECHNO MEDICALS PVT. LTD.,ORTHOPEADIC APPLIANCES,270034
DYNARX TECHNOLOGY INDIA LTD.,CHEMICALS,16000
DYNAVAC INDIA PVT LTD,MACHINERIES,4260
E-LAND APPARELS,COTTON GARMENTS,12746
E.S.KNITWEAR,COTTON GARMENTS,31690
EAGER INTERNATIONAL,SPARES,7418
EAGLE TRADERS,SPARES,2150
EAST COAST CLOTHING CO.P.LTD.,COTTON GARMENTS,33334
EAST INDIA EXPORTS&IMPORTS,LOCKS,9400
EASTEA CHAI P.LTD.,TEA,122383
EASTERN CONDIMENTS P.LTD.,TURMERIC POWDER,10998341
EASTERN EXPORTS,COTTON GOODS,1373
EASTERN FARMS,COCONUTS,28500
EASTERN RUG MILLS,RUBBER MATS,125718
EASTERN TREADS LTD.,TYRE RETREADING MATERIALS,123747
EASTMAN EXPORTS GLOBAL CLOTHING  ,COTTON GOODS,778977
EASTMAN GLOBAL CLOTHING P.LTD.,COTTON GARMENTS,33035
EASTMAN INDUSTRIES,CYCLE PARTS,14414
EASY PACK,PACKING MATERIALS,3420
EASY TECH CNC MACHINERY MNFG.,MACHINERIES,2500
EBENEZER PRINTPACK PRIVATE LIMITED,PRINTED MATERIALS,5070
ECO FASHION,COTTON GARMENTS,70390
ECO FIBRE FURNISHERS,JUTE RUGS,31307
ECOM GILL COFFEE TRADING P.LTD.,GREEN COFFEE,3781690
ECONOMIC FOOD SOLUTIONS P.LTD.,FROZEN PAROTTA,588358
ECORAGY SOLUTIONS,BOOKS,582
ECORYTHAM NATURAL&ORGANICS P.LTD.,GENERAL CARGO,1500
ECOWIDE TRADERS,CLEANING LIQUID,960
ECOWOOD EXPORTS P. LTD.,PLYWOOD,426500
ECOWOOD LTD.,COIR YARN,64760
EDATHALA POLYMERS P.LTD.,RUBBER MATS,29800
EDEN GARMENTS,COTTON GARMENTS,4750
EDGAR,PLASTIC PRODUCTS,23500
EDOM,GENERAL CARGO,6840
EFFAR CREATIONS,COTTON GARMENTS,94318
EL SHADDAI PET FOOD PRODUCT,ANIMAL PRODUCTS,19745
EL TE MARINE PRODUCTS,FROZEN OCTOPUS,129000
ELA AGRO PRODUCTS,COCONUTS,28098
ELAND APPARELS,COTTON GARMENTS,166
ELCARE SYSTEMS P.LTD.,MACHINERIES,4522
ELECTRA CREATION,COTTON GARMENTS,1318
ELECTRONIC CONTROLS&DISCHARGE SYSTEMS P.,LIGHTING FIXTURES,61096
ELEGANT ENTERPRISES,FRUITS,1911
ELEGANT FASHIONS,COTTON GARMENTS,3200
ELEMENTS HOMESTEAD PRODUCTS P.LTD.,ROASTED & SALTED CASHEWNUTS,398755
ELGI EQUIPMENTS LTD.,AIR COMPRESSORS,2323645
ELGI RUBBER CO.LTD.,TYRE RETREADING MATERIALS,611608
ELITE GREEN P.LTD.,WHEAT FLOUR,2428907
ELIXIR EXOTIC FOODS AND ALLIED PRODUCTS,FOOD STUFFS,147
ELLEN INDUSTRIES,IRON CASTINGS,12832
ELLORA KNIT FASHION,COTTON GARMENTS,19237
ELUVATHINGAL INDUSTRIES,UTENSIL,8041
EMARAM,GENERAL CARGO,2717
EMBALLAGE,HANDICRAFTS,1592
EMERALD FOOD PRODUCTS,FOOD STUFFS,28270
EMERALD MARINE FOOD EXPORTS P.LTD.,FROZEN MARINE FOODS,75600
EMICO TECHNO CASTERS,CARBON STEEL,428
EMIL TRADERS P.LTD.,GREEN COFFEE,18198674
EMINENT MINI STORES,TEA,22200
EMINENT SEAFOODS P.LTD.,FROZEN RIBBON FISH,280300
EMKAY EXPORTS,AYURVEDIC PRODUCTS,4827
EMME EXPORTERS,FOOD STUFFS,423145
EMOOR IMPEX,FOOD STUFFS,12048
EMPIRE CLOTHING,COTTON GARMENTS,6350
EMPOROS HIND P.LTD.,FOOD STUFFS,25000
ENBEE EXIM,COCONUT OIL,3600
ENCILS GLOBAL BEVERAGES,TEA,96722
ENGINEERED  ELASTOMER SOLUTIONS CO.,LATEX GLOVES,20401
ENGINEERING EXPORTS,BEECH WOOD,27366
ENGLISH INDIAN CLAYS LTD.,CLAY,7483710
ENJAYES SPICES & CHEMICAL OILS (P) LTD.,OLEORESINS OF SPICES,2422
ENTICE EXPORT ENTERPRISES,COTTON GARMENTS,14400
ENTICE GARMENTS,COTTON GARMENTS,214620
EPOCH INDUSTRIES,MACHINERIES,1520
EPSON MAINTENANCE,COMPUTER PARTS,16
ERAM SCEINTIFIC SOLUTIONS P.LTD.,ELECTRONIC COMPONENTS,1548
ERNAD CROCKERY,COCONUTS,84600
ERNAD RUBBERS,TYRE RETREADING MATERIALS,10338
ESEDA MARKETING,COCONUTS,169330
ESHWARAS APPARELS,COTTON GARMENTS,7437
ESKAY ENGINEERING,SPARES,32045
ESKAY ENTERPRISES,COCONUTS,12675
ESKEY ENGINEERING SYSTEM,SPARES,2940
ESMARIO EXPORT ENTERPRISES,FROZEN MARINE FOODS,533705
ESQUIRE MULTIPLAST PRIVATE LTD,PLASTIC PRODUCTS,490855
ESS BEE PLYWOOD INDUSTRIES,PLYWOOD,17000
ESSAR INC.,COTTON GARMENTS,12289
ESSEN FOODIES INDIA,FOOD STUFFS,86684
ESSENSIA EXIMPT,FOOD STUFFS,118203
ESSPEE INTERNATIONAL,TEA,33517
ESTEEM RUBBER PRODUCTS,TYRE RETREADING MATERIALS,17345
ESTEEM SERVICES,AYURVEDICA TREATMENT EQUP.,18290
ESTILO FASHIONS,COTTON GARMENTS,13097
ESVEE CREATIONS (INDIA),COTTON GARMENTS,5894
ESWARAN BROTHERS INDIA PVT LTD,TEA,194882
ESWARASS APPARELS,COTTON GARMENTS,5233
ESWARI GLOBAL METAL INDUSTRIES P.LTD.,LEAD INGOTS,1689536
EURO GULF MARKETING,TISSUE PAPER,5740
EURO INDIA INTERNATIONAL,COIR MATS,13600
EURO LEDER,COTTON GARMENTS,7911
EUROLINE INTERNATIONAL,RICE,50000
EVEREST INDUSTRIES LTD.,ASBESTOS CEMENT SHEETS,41325
EVEREST PLYWOOD,PLYWOOD,807500
EVEREST WOOD INDUSTRIES,PLYWOOD,459250
EVERFRESH EXPORTS,SPARES,835
EVERGREEN EXPORTS,FROZEN SHRIMPS,3155069
EVERGREEN FOODS,FOOD STUFFS,34780
EVERSHINE CHEMICAL INDUSTRIES,CHEMICALS,1025
EVERWIN MARKETING VENTURES P.LTD.,ELECTRICAL ITEMS,3500
EVOLVE CLOTHING CO.P.LTD.,COTTON GARMENTS,13642
EXCELL GARMENTS,COTTON GARMENTS,4290
EXCELLENT CASHEW CO.,CASHEW KERNELS,218127
EXEL SOURCING,COTTON GARMENTS,258998
EXHICON IMPEX,COCONUTS,26750
EXIGEN ENERGY P.LTD.,GENERATOR,33992
EXIM INTERNATIONAL,GENERAL CARGO,7120
EXIM KNITS (P)LTD.,COTTON GARMENTS,2246
EXIM TRADE,COTTON GARMENTS,6884
EXLO ENGINEERING,SPARES,1050
EXOTIC AGRO P.LTD.,OLEORESINS OF SPICES,450
EXPAND TRADING,CANE CANDLE CHAIRS,400
EXPO FAB,COTTON GARMENTS,4410
EXPO INDIA,COTTON GARMENTS,32
EXPOSOFT TECHNOLOGIES,COTTON GARMENTS,1036
EXTRA WEAVE,SISAL RUGS,592401
EXTREME FASHION ,COTTON GARMENTS,2916
F.L. EXPORTS,COTTON GARMENTS,8645
F.M.TRADERS,MURUKKU,42505
F.R.T. LINKS,COTTON GARMENTS,3500
F.S.TRADERS,COTTON GARMENTS,410
FABIAN TECHNOLOGIES,AIR CONDITIONER,60
FACCTUM WEARS,COTTON GARMENTS,6742
FAIR EXPORTS INDIA P.LTD.,TAPIOCA,9925708
FAIR TRADE INDIA,COIR PITH,1774310
FAIRWAY CREATIONS,COTTON GARMENTS,23060
FAJR POLYMERS LLP,RUBBER MATS,337850
FAKHRI GARMENTS,COTTON GOODS,2837
FALCON IMPORTS&EXPORTS,COCONUTS,27000
FALCON MILLS,TURMERIC POWDER,48055
FAMI PHARMA,SOAP,64713
FAMILY PLASTICS&THERMOWARE,PLASTIC PRODUCTS,1103070
FAMIZ GROUP,COTTON GARMENTS,1540
FANCY BELT CENTRE,SPARES,336
FANTOM MARKETING,MACHINERIES,21354
FARIDA SHOES LTD.,CHAPPALS,42625
FARM & FOODS INT'L,COCONUTS,55000
FARM ERA P.LTD.,COCONUTS,28545
FARM FRESH,RICE,284530
FARM TO TABLE TRADING LLP,COCONUTS,27300
FARMCHIMP AGRO AND GENERAL TRADERS P.LTD.,FOOD STUFFS,15274
FARMERS AYURVEDA PHARAMACY,AYURVEDIC PRODUCTS,285
FARMLINK AGRI DISTRIBUTION,COCONUTS,84640
FASHION BLOSSAM,COTTON GARMENTS,14933
FASHION FABS,COTTON GOODS,13529
