Exporter,Product,QTY.(KGS)
BTI COPPERMATICS INDIA P.LTD.,PIPE FITTINGS,33269
BUILDMET FIBRE P.LTD.,P.P.WOVEN BAGS,103572
BURAAK WORLD TRADERS,COCONUTS,91875
BUSTHAN AL WATHANIYA,TAPIOCA,1034734
C SQUARE INTL PVT LTD,SPICES,15000
"C&A FARM FRESH P,.LTD.",COCONUTS,194500
C.2.C. FOODS,FOOD STUFFS,2063
C.JACOB & CO.,ROSEWOOD VENEERS,19718
C.K. ENTERPRISES,SPARES,640
C.M.C.EXPORTERS,COCONUTS,977300
C.MOSE,GREETING CARDS,4020
C.O.T.EXPORTS&IMPORTS,HAIR OIL,1627
C.P. EXPORTS,COFFEE,58400
C.R.EXPORTING & IMPORTING COMPANY,COCONUTS,25000
C.R.GARMENTS,COTTON GOODS,27112
C.R.I.PUMPS P.LTD.,PUMPS/PUMPS  PARTS,1281307
C.R.I.RUBBERS,RUBBER MATS,146350
C.S. GARMENTS,COTTON GARMENTS,2253
C.SWAMINATHA MUDILIAR,COTTON GARMENTS,912
C.V.S.EXPORTS,COTTON GARMENTS,5096
CABOT SANMAR LTD.,SILICON DIOXIDE,16800
CALMET ENGINEERING,PUMPS,18564
CALTECH POLYMERS P.LTD.,CHAPPALS,26008
CAMILLA STEEL PLANTERS,STEEL PRODUCTS,13990
CANDOUR TEXPORT,COTTON GOODS,9755
CANNAN MARINE PRODUCTS,FROZEN SQUID,1860959
CANNANORE HANDLOOM EXPORTS,COTTON GOODS,518742
CANNANORE HOME FURNISHINGS,COTTON GOODS,1007
CANNING INDS. COCHIN LTD.,FROZEN SQUID,75220
CANON BALL FASHIONS,COTTON GARMENTS,572
CAP SEAFOODS P.LTD.,FROZEN SHRIMPS,857795
CAPITAL CLOTHING CO.,COTTON GARMENTS,124
CAPITAL EXPORTS,HUKA PIPES,62763
CAPITAL KING ROLLER,RUBBER PRODUCTS,28620
CAPITAL KNITS,COTTON GARMENTS,453
CAPITHAN AGENCIES,SPARES,350
CAPITHAN EXPORTING CO.,FROZEN SHRIMPS,3773863
CARBORUNDUM UNIVERSAL LTD.,SILICON CARBIDE GRAINS,4318572
CARE ONN TRAING,COTTON GARMENTS,350
CARILLON MEDIA,COTTON GARMENTS,420
CARLOO TEXTILE,COTTON GARMENTS,51211
CARMEL CASHEWS,CASHEW KERNELS,253140
CARONA KNITWEAR,COTTON GARMENTS,4638
CARRIS PIPES,PIPE FITTINGS,5188
CARROTS CORPORATION,SOFA SET,5562
CASUAL CLOTHING COMPANY,COTTON GOODS,1878
CAT COIR,RUBBER MATS,143863
CATHOLIC ART CENTRE,CHURCH ARTICLES,400
CBC FASHIONS,COTTON GOODS,174085
CEAKAY INDUSTRIES,RUBBER MATS,1977574
CEANBLAST EQUIPMENT INDIA,ELECTRICAL ITEMS,220
CEE BEE EXPORTS,COTTON GARMENTS,912
CEEAY FRAGRANCES,PERFUME,325
CEEDEE METALLOYS P.LTD.,ZINC,123997
CEEKAY GLOBAL TRADING,RAW MATERIALS,2100
CEEKAY SPECIALITY CHEMICALS,CHEMICALS,18000
CENTURY APPARELS P. LTD.,COTTON GARMENTS,1244
CENTURY PLYWOOD,MACHINERIES,17450
CERES EXPORTERS,COCONUTS,39000
CESARE BONETTI INDIA,VALVES,36000
CEYENAR CHEMICALS P.LTD.,CHEMICALS,40
CHAITHANYA CASHEW COMPANY,CASHEW KERNELS,196752
CHAITHANYA HERBALS,AYURVEDIC PRODUCTS,125
CHAMAKALAYIL TRADERS,GENERAL CARGO,660
CHAMAKKAT HERBAL PRODUCT,AYURVEDIC PRODUCTS,181
CHANDRA CASHEW FACTORY,CASHEW KERNELS,332520
CHANGOER TRADING & EXPORTS P.LTD.,TAPIOCA,93070
CHARANKATTU COIR MFG.CO.P.LTD.,JUTE RUGS,891951
CHARLY FISHERIES,FROZEN SQUID,1372644
CHASS ENGINEERING,SPARES,200
CHAWLA EXPORTS,COTTON GARMENTS,3117
CHEERAKUZHU AGRO DEVELOPERS P.LTD.,FOOD STUFFS,21000
CHEETAH GARMENS,COTTON GARMENTS,13191
CHEMEX HYGIENE CONCEPTS,EQUIPMENTS,1300
CHEMISE INDUS P.LTD.,COTTON GARMENTS,659
CHEMMARATHIL CASHEW CO.,CASHEW KERNELS,1908367
CHEMMEENS (REGD),FROZEN SQUID,219608
CHERISH KNITS,COTTON GARMENTS,26391
CHERUKATTU INDUSTRIES,FROZEN SHRIMPS,4773530
CHETHANA DRUGS & CHEMICALS,MEDICINES,435
CHETHANA PHARMACEUTICALS,PHARMACEUTICAL FORMULATIONS,4455
CHINKU SWEETS,CHOCOLATE PRODUCTS,1907
CHIPPY EXPORTS,COTTON GOODS,40250
CHIRACKAL AGRO MILLS,RICE,792498
CHIRACKAL FOOD PRODUCTS,RICE,244000
CHITTOOR TRADERS,COTTON GOODS,8573
CHOICE CASHEW INDUSTRIES,CASHEW KERNELS,297831
CHOICE TRADING CORPN. LTD.,MEAL KIT,3257159
CHOLAYIL PVT LTD.,SOAP,182765
CHOTHY ENTERPRISES,CASHEW KERNELS,948148
CHRIS COTTON,COTTON GOODS,5288
CHRISTY APPARELS,COTTON GOODS,118856
CHROMETAN EXPORTS P.LTD.,TEA,49849
CIGFIL LTD.,FLEXIBLE INTERMEDIATE CONTRS.,8837
CIHANBLAST EQUIPMENT,SPARES,880
CII GUARDIAN INTERNATIONAL LTD.,RELAYS,171
CISAN BLAST EQUIPMENT,MACHINERIES,750
CLAIRON FILTERS,FILTER ELEMENT,65762
CLASSIC,WOOD PRODUCTS,225
CLASSIC COIR FACTORY,RUBBER MATS,1141146
CLASSIC COOLING TOWERS,COOLING TOWERS,6500
CLASSIC ENTERPRISES,CURRY POWDER,7500
CLASSIC EXPORTS,MACHINERIES,21150
CLASSIC FLOOR FURNISHINGS,RUBBER MATS,57830
CLASSIC GALLARY & LEISURE (P)LTD.,WOOD PRODUCTS,1460
CLASSIC GRAPHICS,MACHINERIES,70
CLASSIC HOME FURNISHING P. LTD.,PVC TUFTED COIR MATS,584035
CLASSIC SPICES P.LTD.,SPICES,83015
CLEANBLAST EQUIPMENT,SPARES,3000
CLIFTON EXPORT,COTTON GOODS,17075
CML BIOTECH P.LTD.,MEDICAL EQUIPMENTS,315
COASTAL ENTERPRISES,COIR MATS,256141
COC INTERNATIONAL TRADERS,COCONUTS,28000
COCHIN CADALAS P.LTD.,PAPER,11000
COCHIN CONDIMENTS P.LTD.,RUBBER MATS,10892
COCHIN COSMOS FOODS LTD.,FROZEN SHRIMPS,131200
COCHIN DIES AND MOULDS,DIE SETS,11855
COCHIN EXPORTS,AUTOMOBILES PARTS,4061
COCHIN EXPORTS  ,AUTOMOBILES PARTS,2469
COCHIN EXPORTS,AUTOMOBILES PARTS,7500
COCHIN FROZEN FOOD EXPORTS P. LTD.,FROZEN YELLOW TUNA,1459122
COCHIN MINERALS AND RUTILE LTD.,SYNTHETIC RUTILE,42222680
COCHIN RECLAIM & RUBBER,RECLAIMED RUBBER,60000
COCHIN RUBBER INDUSTRIES,TYRE RETREADING MATERIALS,41466
COCHIN RUBBERS,TYRE RETREADING MATERIALS,98473
COCHIN SURFACTANTS P.LTD.,ACTIVATED CARBON,271800
COCHIN TRADERS COCHIN,TURMERIC,64699
COCO  FIBRE TEX,RUBBERISED COIR MATS,2935736
COCO-LATEX EXPORTS,RUBBERISED COIR SHEETS,698060
COCOMATS INTERNATIONAL,RUBBER MATS,1126887
COCONA IMPEX,COCONUTS,54700
COCONUT PRODUCT IMPEX,COIR PITH,354202
COCOSHOPE,COCONUT SHELLS\CUPS,288
COCOTERO,COTTON GARMENTS,9530
COCOTEX,COTTON GOODS,844
COIMBATORE POTTERIES & REFRACTORIES,REFRACTORY MATERIALS,77520
COINS FOODS & SPICES (P) LTD.,CHILLIES,11218
COIR ART,COIR MATS,249039
COIR FLEX,RUBBER MATS,734777
COIR FLOOR FURNISHING CO.,COIR MATS,9908
COIR HOME,COIR MATTING,265139
COIR MATES INDIA,RUBBER MATS,128449
COIR TEX INTERNATIONAL,RUBBER MATS,35844
COIR TUFT INTERNATIONAL P.LTD.,COIR MATS,44893
COIRDEC INTERNATIONAL,PVC TUFTED COIR MATS,21953
COIRTEX-INDIA,RUBBER MATS,10802
COLONIALISTS LANDMARK COSMETICS INDIAN PVT LTD.,SURGICAL GLOVES,1979
COLORLINES CLOTHING,COTTON GARMENTS,1064
COLOUR PLANT GARMENTS,COTTON GARMENTS,3882
COMET EXPORTS,RUBBER MATS,668449
CONCORD POLYMERS,CHAPPALS,15650
CONNECTIVITY INDIA P.LTD.,MACHINERIES,454
CONNISSEUR FASHION,COTTON GARMENTS,5621
CONSOLIDATED TEA CORPORATION,TEA,434000
CONSOLIDATED WOOD INDUSTRIES,RUBBER MATS,68000
CONTINENTAL TRADES & AGENCIES,SPICES,12183
COOLMATE REFERIGERATION,REFRIGERATION SET,54000
COONOOR TEA ESTATES CO. LTD.,TEA,514266
COSMIK INDUSTRY,PUMPS,38809
COSMO ELECTRICAL AGENCIES,PUMPS,740
COTSFAB EXPORTS,COTTON GOODS,609
COTTAGE ARTS EMPORIUM,WOODEN PANEL,3140
COTTAGE EXPO CRAFTS,HANDICRAFTS,100
COTTON ASIA TEXTILE INDUSTRIES,COTTON GOODS,4757
COTTON BASE,COTTON GOODS,26614
COTTON BLOSSOM,COTTON GOODS,177005
COTTON BUDS INC.,COTTON GOODS,37641
COTTON COTTAGE,COTTON GOODS,1623
COTTON WOOD,TREE CITRUS,93871
COTTON WORLD EXPORTS & IMPORTS,COTTON GOODS,3715
COTTONS,COTTON GOODS,18934
COVAI EXIM,MACHINERIES,587
COVEMA FILAMENTS LTD.,NYLON MONOFILAMENT LINES,26463
CPC LTD.,IRON CASTINGS,2451
CPS TEXTILES P. LTD.,COTTON GARMENTS,8789
CRAFT INDIA FOOTWEAR CALICUT,CHAPPALS,3279
CRAFT INDIA INC.,HANDICRAFTS,3175
CRAFT KNIT GARMENTS,COTTON GARMENTS,1952
CRAFTERS,HANDICRAFTS,21592
CRAFTSMAN AUTOMATION P. LTD.,TEXTILE MACHINERY,10723
CRAIGMORE PLANTATIONS (INDIA) LTD.,TEA,765420
CREATIVE APPARELS,COTTON GARMENTS,1015
CREATIVE KNITS,COTTON GARMENTS,171
CREATIVE TRADE LINKS,COTTON GOODS,29444
CREATIVE WARDROBES(I)P.LTD.,SPARES,22595
CRESCENT INTERNATIONAL TYRE TREADS,TYRE RETREADING MATERIALS,4043
CRESCENT POLYMERS (P)LTD.,COTTON GARMENTS,7200
CRESCENT SEAFOOD P.LTD.,FROZEN SQUID,648248
CRESCO ENTERPRISES P.LTD.,COCONUTS,26100
CRESST CREATIONS,COTTON GOODS,9429
CROSSINGS INTERNATIONAL DISTRIBUTION,CIGARETTES,11290
CROUWN KNITWEAR,COTTON GARMENTS,828
CROWN TIMBERS,ROSEWOOD PRODUCTS,752
CRUST N CRUMB FOODINGRE P.LTD.,BAKING POWDER,732541
CTA APPARELS P.LTD.,COTTON GARMENTS,38
CURRENT BOOKS P.LTD.,PRINTED MATERIALS,4455
CYGNUS CONVERJENCE P.LTD.,SPARES,56
D.C. MILLS,RUBBER MATS,327255
D.C.BOOKS,BOOKS,5055
D.C.PRESS (P) LTD.,BOOKS,9620
D.G.EXIM,COCONUTS,28000
D.M.EXPORTS,COTTON GARMENTS,3612
D.M.G EXPORTS,PLYWOOD,137072
D.P. INTERNATIONAL EXIM,COCONUTS,28660
D.S.P. KNITTING COMPANY,COTTON GARMENTS,3107
D.V. DEO INDUSTRIAL LTD.,PALMAROSA OIL,360
D.V.DEO INDUSTRIAL LTD.,PALMAROSA OIL,2160
D2D INTERNATIONAL,COTTON GOODS,78659
DABUR INDIA LTD.,COCONUT OIL,47029
DAFAB EXPORTS P.LTD.,RICE,50000
DAILY EXPORTS,COTTON GARMENTS,3063
DAKSH EXIM SOLUTIONS P.LTD.,RUBBER MATS,11462
DAKSH INDIA SOURCING,RUBBER MATS,32663
DAMA BOOKS,BOOKS,2330
DAMODHAR INDUSTRIES,COTTON YARN,7938
DANISH INTL,COIR MATS,14737
DAR INTERNATIONAL,PRINTED BOOKS & PAPER TAGS,7989
DD EXPORTS,COCONUTS,26500
DEAL BRUNCH,ELECTRONIC GOODS,71821
DEAL WELL,CHAPPALS,9467
DEBURGE INTERNATIOAL,COTTON GOODS,4539
DECAAN TRADERS,FOOD STUFFS,11000
DECE TOOLS,SPARES,649
DECENT HANDICRAFTS,TEA,38494
DECO DE TREND,COTTON GARMENTS,25172
DECOR MATS P.LTD.,RUBBER MATS,68791
DECOTECH INNOVATIONS,ROSEWOOD VENEERS,3842
DEE DEE INTERNATIONAL,SPARES,2370
DEECEE INTERNATIONAL TRADING CORPN.,BOOKS,27550
DEEKAY KNITWEARS,COTTON GOODS,31261
DEENARI INDIA OVERSEAS TRADING,ACTIVATED CARBON,61865
DEEPA AGENCIES,SPARES,1479
DEEPAK HOSIERY MILLS,COTTON GOODS,2214
DEEPAM BAG INDUSTRIES,PALM LEAF PLATES,7200
"DEFAB EXPORTS P,LTD.",RICE,262962
DEJAI KNIT GARMENTS,COTTON GARMENTS,3204
DELICIOUS CASHEWS,CASHEW KERNELS,3382
DELISH CASHEW INDUSTRIES,CASHEW KERNELS,31752
DELPHI CONNECTION SYSTEMS INDIA LTD.,CONNECTORS,144978
DELSEA EXPORTS P.LTD.,FROZEN SHRIMPS,524217
DELTA EXPORTS&IMPORTS,RUBBER MATS,118175
DELTA PLYWOODS AND BOARDS,PLYWOOD,138000
DELUXE KNITTING MILLS,COTTON GARMENTS,1960
DEO DAT,SPARES,75
DESIGN & INTERIORS,ALUMINIUM PRODUCTS,15000
DESIGN FOOTCARE,CHAPPALS,880
DESNAT ENLT WEARS,COTTON GARMENTS,2790
DETLISH RUGS,NYLON MATS,28944
DEVANSHI EXPORTS P.LTD.,PLYWOOD,45128
DEVICOLAM DISTILLERIES LTD,WHISKY,168530
DHANALAKSHMI WEAVING WORKS,COTTON GOODS,162103
DHANAM EXPORTS,COTTON GARMENTS,6409
DHANAM TEXTILES,COTTON GOODS,40995
DHANU ENTERPRISES,COIR PITH,142050
DHANWANTHRY OUSHADASALA,ARISHTAM,262
DHARAMVIR EXPORTS P.LTD.,TAMARIND,60000
DHATHRI AYURVEDA P.LTD.,HAIR OIL,42262
DHRONI AYURVEDA,AYURVEDICA TREATMENT EQUP.,4183
DIA EXPORTS,RUBBER MATS,10564
DIADORA SHOES P.LTD,CHAPPALS,9557
DIAMOND FOOD PRODUCTS,WHEAT FLOUR,1259460
DIAMOND PLYWOOD,PLYWOOD,717945
DIAMOND ROLLER FLOUR MILLS P.LTD.,WHEAT FLOUR,886865
DICKEY EXPORTS,COTTON GARMENTS,1257
DIFFERENT SHADES,COTTON GARMENTS,1021
DIGNITY INNOVATION,COTTON GARMENTS,1281
DILEEP INDUSTRIES,COTTON GARMENTS,366
DIMESCO FOOTCARE P.LTD.,CHAPPALS,31823
DINERS FOOD INC.,FOOD STUFFS,14547
DINERS FOOD PRODUCTS P.LTD,FOOD STUFFS,8241
DINESH TEXTILES,COTTON GOODS,6613
DISHA CORPORATE,COTTON FABRICS,390
DIVA EXPORTS P.LTD.,OLEORESINS OF SPICES,11379
DIVINE ATMOS PVT LTD,FOOD STUFFS,32436
DIVINE AYURVEDIC HERITAGE P.LTD.,SOAP,2413
DIVINE RETREAT CENTRE CHARITABLE SOCIETY,PRINTED MATERIALS,34886
DIVYA EXPORTS,COTTON GOODS,13103
DIXCY TEXTILES P.LTD.,COTTON GARMENTS,21126
DIYA ENTERPRISES,RUBBER MATS,17424
DOLIANDER EXPORTS,CALENDER,2142
DOLLAR INDUSTRIES LTD.,COTTON GOODS,806296
DOLPHIN EXIM,HOUSEHOLD ARTICLES,510
DOLPHIN GARMENTS,COTTON GARMENTS,371
DOLPHIN RUBBER INDUSTRIES,RUBBER MATS,761554
DOLPHIN WIRES PVT LTD.,FROZEN YELLOW TUNA,3315826
DON TEX,COTTON GARMENTS,5162
DOTS MARKETING,COCONUTS,26500
DREAMS EXPORTS,SHAMPOO,63634
DUBAI COLLECTION,COTTON GARMENTS,251
DUBAI IMPORTS&EXPORTS,COCONUTS,406600
DUINKOP ENTERPRISES P.LTD.,COIR PITH,368000
DURA IMPEX,SPARES,6359
DURO COMPOUNDS,RUBBER TILES,191250
DURO OVERSEAS TRDING HOUSE,FOOD STUFFS,1310
DURO PACK INDUSTRIES,EMPTY JARS,1727
DUROFLEX EXPORTS (P) LTD.,RUBBERISED COIR MATRESSES,119109
DUSTAN WOOD,PLYWOOD,94264
DUTCH  PLANTIN COIR INDIA P.LTD.,COIR PITH,1537155
DUTY FREE DISTRIBUTION SERVICES P.LTD.,LIQUORS,940790
DYNAMIC DRILLING COMPANY P.LTD.,SPARES,5838
DYNAMIC ENGINEERING,SPARES,153977
DYNAMIC ORTHOPEADICS P. LTD.,ORTHOPEADIC APPLIANCES,4159
DYNAMIC TECHNO MEDICALS PVT. LTD.,ORTHOPEADIC APPLIANCES,253694
E.M. FASHION WEAR,COTTON GOODS,9112
EAGLE EYE INC.,COTTON GARMENTS,486
EAPEN JOSEPH & CO.,TRANSFORMERS,5098
EAST COAST CLOTHING CO.P.LTD.,COTTON GOODS,54569
EAST WEST COIR EXPORTS,RUBBER MATS,32705
EASTEA CHAI P.LTD.,TEA,52809
EASTERN CLOTHING CO.,COTTON GARMENTS,9060
EASTERN CONDIMENTS P.LTD.,TURMERIC POWDER,8231569
EASTERN ENGINEERS,SPARES,423
EASTERN EXPORTS,COTTON GARMENTS,467
EASTERN RUG MILLS,RUBBER MATS,139500
EASTERN TREADS LTD.,TYRE RETREADING MATERIALS,169052
EASTMAN EXPORTS GLOBAL CLOTHING  ,COTTON GARMENTS,92608
EASTMAN EXPORTS GLOBAL CLOTHING,COTTON GARMENTS,352
EASTMAN EXPORTS GLOBAL CLOTHING  ,COTTON GARMENTS,46333
EASTMAN EXPORTS GLOBAL CLOTHING,COTTON GARMENTS,1995
EASTMAN EXPORTS GLOBAL CLOTHING  ,FOOD STUFFS,283390
EASTMAN GLOBAL CLOTHING P.LTD.,COTTON GARMENTS,1161
EASY TECH CNC MACHINERY MNFG.,MACHINERIES,11667
EBENEZER CASHEW CO.,CASHEW KERNELS,62628
EBENEZER PRESS P.LTD.,PRINTED MATERIALS,113
EBENEZER PRINTPACK PRIVATE LIMITED,PRINTED MATERIALS,21905
ECO RUBBER,RUBBER MATS,174677
ECO TOUCH LLP,COCONUTS,13452
ECO WARE,COCONUTS,6850
ECOM GILL COFFEE TRADING P.LTD.,GREEN COFFEE,7801056
ECONNECTIIVITY INDIA P.LTD.,COMPONENTS,260
ECONOMIC FOOD SOLUTIONS P.LTD.,FROZEN PAROTTA/CHAPATHI,578562
ECOSOL,HOUSEHOLD ARTICLES,3124
ECOWOOD EXPORTS P. LTD.,PLYWOOD,1840580
ECOWOOD LTD.,COIR YARN,211323
EDEN ESTATE,FOOD STUFFS,14500
EDEN EXPORTS,COTTON GOODS,12085
EGATE INTERNATIONAL,SPICES,305
EL TE MARINE PRODUCTS,FROZEN SQUID TUBES,1438904
ELAN EXPORTS,COTTON GARMENTS,170
ELECTRIC & ELECTRONIC EQUIPMENTS,LIGHTING FIXTURES,1712
ELECTRO MEC,MACHINERIES,2700
ELECTRONIC CONTROLS&DISCHARGE SYSTEMS P.,LIGHTING FIXTURES,194540
ELEMENTS HOMESTEAD PRODUCTS P.LTD.,FOOD STUFFS,467885
ELGI ELECTRIC AND INDS. LTD.,MACHINERIES,14959
ELGI EQUIPMENTS LTD.,FAN,1901672
ELGI RUBBER CO.LTD.,TYRE RETREADING MATERIALS,77020
ELITE CLOTHING CO.,COTTON GARMENTS,271
ELITE ENERPRISES,COTTON GARMENTS,2163
ELITE GREEN P.LTD.,WHEAT FLOUR,2706387
ELLENS CLOTHING,COTTON GOODS,1107
ELUMALAI APPARELS,COTTON GARMENTS,14201
EMBALLAGE,JEWELLERY AND FANCY ITEMS,802
EMBARK IMPEX,COTTON GOODS,8955
EMBASSY OF KUWAIT,MACHINERIES,1600
EMCEES,COIR MATS,10240
EMERALD EXPORTS & IMPORTS,FROZEN SQUID,964366
EMIL TRADERS P.LTD.,GREEN COFFEE,10036448
EMINENT MINI STORES,TEA,56224
EMIR EXPORTS,COTTON GARMENTS,13545
EMIRATES FOODS,FOOD STUFFS,6370
EMKAY EXPORTS,AYURVEDIC PRODUCTS,770
EMKE FOOT CARE PRODUCTS,CHAPPALS,950
EMMANUEL CASHEW INDUSTRIES,CASHEW KERNELS,892668
EMME EXPORTERS,FOOD STUFFS,392295
EMPEROR TEXTILES,COTTON GARMENTS,500
EMPIRE CLOTHING,COTTON GARMENTS,2956
ENBEE EXIM,COCONUT SHELLS\CUPS,27352
ENCILS TEA,TEA,26200
ENGINEERED  ELASTOMER SOLUTIONS CO.,RELAYS,19202
ENGINEERING EXPORTS,TRANSFORMERS,125567
ENGLISH INDIAN CLAYS LTD.,CLAY,13770360
ENJAYES SPICES & CHEMICAL OILS (P) LTD.,OLEORESINS OF SPICES,26207
ENTICE GARMENTS,COTTON GARMENTS,42593
ENTRACK OVERSEAS P.LTD.,COFFEE,134400
ERBATECH MACHINERY P.LTD.,TEXTILE MACHINERY,44206
ESCON CHEMICAL COMPANY,CHEMICALS,7150
ESKAY ENGINEERING,MACHINERIES,34480
ESM TEXTILES,COTTON GOODS,20374
ESMARIO EXPORT ENTERPRISES,FROZEN YELLOW CLAM WITH SHELL,698751
ESPA WATER SYSTEMS P.LTD.,PUMPS,10115
ESQUIRE MULTIPLAST PRIVATE LTD,PLASTIC PRODUCTS,50419
ESS GEE GARMENTS,COTTON GOODS,83268
ESS KAY INTERNATIONAL,COTTON GOODS,76271
ESS PEE KNIT WEAR,COTTON GARMENTS,35578
ESSA GARMENTS,COTTON GARMENTS,12733
ESSAR PROJECTS,ENGINEERING GOODS,2999162
ESSENSIA EXIMPT,FOOD STUFFS,59410
ESSENTIAL APPAREL,COTTON GOODS,35819
ESSKAY HOME COLLECTIONS,CUSHION COVERS,951
ESSKEY KNIT INTERNATIONAL,COTTON GOODS,50969
ESTEEM SERVICES,FURNITURE,3848
ESTILO FASHIONS,COTTON GOODS,17196
ESWARAN BROTHERS INDIA PVT LTD,TEA,260736
ESWARI GLOBAL METAL INDUSTRIES P.LTD.,METAL PRODUCTS,72980
EURO IMPEX,COTTON GOODS,576
EURO INDIA EXPORTS (P) LTD.,COIR MATS,9794
EURO INDIA INTERNATIONAL,COIR MATS,21426
EURO LEDER,COTTON GARMENTS,527
EUROPIAN EXPORTS,AYURVEDIC PRODUCTS,1347
EVEREST DISTRIBUTORS,GENERAL CARGO,1891
EVEREST INDUSTRIES LTD.,ROOFINGS,352896
EVEREST WOOD INDUSTRIES,PLYWOOD,209148
EVERGREEN EXPORTS,FOOD STUFFS,380800
EVERGREEN FOODS,FOOD STUFFS,25406
EVERGREEN IMPEX,TURMERIC,166523
EVERGREEN SORTING TECHNOLOGIES,SPARES,2550
EVERSHINE IMPEX,GHEE,18403
EVERWIN MARKETING VENTURES P.LTD.,FAN,5670
EVERY WEAR EXPORTS,COTTON GARMENTS,5053
EVOLVE APPARELS,COTTON GOODS,24851
EXCEL FAB,COTTON GARMENTS,751
EXCEL GENERAL TRADING COMPANY,TYRE RETREADING MATERIALS,1823
EXCEL IMPEX,FOOD STUFFS,43
EXCEL INDUSTRIES LTD.,SOFA SET,320
EXCEL LEATHERS,LEATHER GOODS,673
EXCELLENT CASHEW CO.,CASHEW KERNELS,299679
EXEL SOURCING,COTTON GOODS,65762
EXEL TRADE LINKS,BAGS,750
EXIM KNITS (P)LTD.,COTTON GARMENTS,2970
EXIM KNITTERS,COTTON GARMENTS,4777
EXIM TRADE,COTTON GARMENTS,8432
EXLO ENGINEERING,MACHINERIES,260
EXOTIC AGRO P.LTD.,GHERKINS IN BRINE,302400
EXTRA WEAVE,WOOLEN CARPETS,640868
EXTREME FASHION ,COTTON GARMENTS,3237
EZAMVELO TRADING,ROOFINGS,137000
F.G.TRADING COMPANY,ROOFINGS,2100
F.L. EXPORTS,COTTON GARMENTS,9877
FABHA EXIM,FROZEN MARINE FOODS,38000
FABRO TEXTILES,COTTON GOODS,4156
FACILE MACHINES,PACKING MATERIALS,19455
FAIR EXPORTS INDIA P.LTD.,TAPIOCA,8104350
FAIR INTERNATIONAL,COTTON GARMENTS,11823
FAIR N FLAIR,COTTON GOODS,707700
FAIR PHARMA,MEDICINES,100
FAIR TRADE INDIA,COIR PITH,502641
FAIRWAY CREATIONS,COTTON GARMENTS,453
FALCON FOOD PRODUCTS,FOOD STUFFS,21000
FALCON GLOBAL IMPEX,COCONUTS,345470
FAMILY PLASTICS&THERMOWARE,PLASTIC PRODUCTS,1547199
FANCY DISTRIBUTORS,WATER COLOURS,47592
FANTOM MARKETING,PERSONAL EFFECTS,1126
FARIDA SHOES LTD.,CHAPPALS,35244
FARM GOLD EXPORTERS & IMPORTERS,COTTON GARMENTS,6950
FARM TECH,GENERAL CARGO,3400
FARMCO IMPEX,COCONUTS,53675
FASHION BLOSSAM,COTTON GARMENTS,827
FASHION FABRIC,COTTON FABRICS,973
FASHION FABS,COTTON GOODS,1308
FASHION GATE,COTTON GARMENTS,112205
FASHION KNITS,COTTON GOODS,3425
FASHION STYLE,COTTON GOODS,105226
FATHIMA CASHEW CO.,CASHEW KERNELS,91752
FATHIMA TILES,TILES,18051
FATHIMA TRADERS (P) LTD.,COCONUTS,28000
FAVOUR-ITA INTERNATIONAL,FOOD STUFFS,58345
FAVOURITE READYMADE GARMENTS,COTTON GARMENTS,10958
FCI OEN CONNECTORS LTD.,SCRAP,200782
FEBIN MARINE FOODS,FROZEN MARINE FOODS,1025711
FENA P.LTD.,RICE,49000
FERNANDES BROTHERS,CASHEW KERNELS,408068
FERRARI SHOES(INDIA) P.LTD.,CHAPPALS,124084
FIBER WONDERS,COIR MATTING,607660
FIBRE FAMILY,CURLED COIR,982670
FIBRE WORLD,RUBBERISED COIR MATS,5319908
FICUS TADING COMPANY,COCONUTS,106000
FILATEX VECHUKUNNEL PVT LTD.,HEAT RESISTANT LATEX RUBBER PL,1051
FILTROWIN INDUSTRIES,FILTER ELEMENT,472618
FIN INTERNATIONAL,RUBBER MATS,4423
FINE ART EMPORIUM,HANDICRAFTS,48
FINE FAIR EXPORTS INDIA P. LTD.,COTTON GARMENTS,7256
FINE FIT SEAT COVERS &ACCESSORIES,CAR SEAT COVER,36489
FINE FOOD INDUSTRIES,PEPPER,20000
FINE FOOD PRODUCTS P.LTD.,COCONUT OIL,9800
FIPRER,COTTON GOODS,2979
FIRST STEPS BABY WEAR P.LTD.,COTTON GOODS,8333
FITCO INDIA,SURGICAL GLOVES,80941
FITNESS CAR SEAT COVERS&ACCESSORIES,CAR SEAT COVER,2602
FITNESS EXPORTS,EXERCISING EQUIPMENT,1733
FIVE STAR CASHEWS,CASHEW KERNELS,47628
FIVE STAR OFFSET PRINTERS,PRINTED MATERIALS,925
FIVE STAR TECHNICAL ENGNEERING WORKS,SPARES,18732
FLAVOURS OF KERALA,FOOD STUFFS,147377
FLEMINGO DUTY FREE SHOP,LIQUORS,8520
FLOOR DECOR,RUBBER MATS,56186
FLOOR GARDENS,RUBBER MATS,1728829
FLOOR MATE RUBBER PRODUCTS P.LTD.,RUBBER MATS,76570
FLOORATEX RUBBER & PLASTICS P.LTD.,RUBBER MATS,6729546
FLOORSTYLE,RUBBER MATS,1602
FLOORTEX,RUBBER MATS,464138
FLOW LINK SYSTEMS P. LTD.,VALVES,5613
FLOWER KNITTING MILLS,COTTON GOODS,78111
FLOWSERVE INDIA CONTROLS P.LTD,VALVES,66103
