Exporter,Product,QTY.(KGS)
AUSIN GLOBAL TRADERS,FURNITURE,22000
AUSTIN PARFETT ENGINEERING PVT LTD.,SPARES,122796
AUTHENTIC EXPORTS,COTTON GARMENTS,35325
AUTOFIT CAR INTERIORS P.LTD.,CAR SEAT COVER,246788
AVA CONDIMENTS LLP,SPICES,85033
AVATAAR TEXTREND,COTTON GOODS,17934
AVEES FOODS,RICE,8000
AVIRAM KNITTERS,COTTON GOODS,73982
AVIROMIC EXIM,COCONUTS,14250
AVLA NETTOS EXPORTS,FROZEN SQUID,1042821
AVT MCCORMICK INGREDIENTS LTD.,TURMERIC POWDER,16170038
AVT NATURAL PRODUCTS LTD.,TURMERIC OIL,2733813
AWA EXPORTS,COCONUTS,70490
AXIS ENGINEERING INDIA P.LTD.,CABINETS,6950
AXIS INTERNATIONAL,COCONUTS,26000
AY TEE CEE FOOTCARE,CHAPPALS,18296
AYKARA PHARMACEUTICALS,AYURVEDIC PRODUCTS,320
AYSHA CASHEW ,CASHEW KERNELS,316644
AYSHA HOSIERY FACTORY P. LTD.,COTTON GOODS,10205
AYUR PANCHAKARMA EQUIPMENTS,MEDICINES,1870
AYURFERT,AYURVEDICA TREATMENT EQUP.,19645
AYUSH JYOTHI PANCHAKARMA EQUIPMENTS,AYURVEDIC PRODUCTS,190
AZMI GARMENTS,COTTON GARMENTS,700
AZZAEEM FOOD PRODUCTS P.LTD.,TAPIOCA,26584
B.A.GARMENTS,COTTON GARMENTS,3758
B.K.ENGINEERING,SPARES,5306
B.K.S. TEXTILES PRIVATE LTD,SPARES,41523
B.K.S.MILLS,COTTON GARMENTS,8822
B.M.TEXTILES,COTTON GOODS,4977
B.N.T. CONNECTIONS,COTTON GARMENTS,15808
B.P. EXPORTS,COTTON GARMENTS,58956
B.S. APPARELS,COTTON GARMENTS,7096
B.S. INNOVATIONS,COTTON GARMENTS,28050
B.S.RUBBERS,RUBBER MATS,153709
B.S.TEX,COTTON GARMENTS,3002
BABATHING INDIA,COTTON GARMENTS,2289
BABIN TECHNOLOGIES,STATIONARY,1912
BABU COIR WORKS,RUBBER MATS,952546
BABU ENGINEERING,MACHINERIES,3750
BABY MARINE EASTERN EXPORTS,FROZEN SHRIMPS,1575097
BABY MARINE EXPORTS,FROZEN SHRIMPS,107016
BABY MARINE FOODS,FROZEN MARINE FOODS,20000
BABY MARINE INTERNATIONAL,FROZEN SHRIMPS,1327811
BABY MARINE PRODUCTS,FROZEN MARINE FOODS,37600
BABY MARINE SARASS,FROZEN SHRIMPS,1022316
BAFNA ENTERPRISES,TURMERIC POWDER,2015672
BAGAVATHI APPARELS,COTTON GARMENTS,6835
BAGAVATHI KNIT GARMENTS,COTTON GARMENTS,16431
BAGAVATHY EXPORTS,COTTON GARMENTS,1331
BAJAJ ENTERPRISES,TEA,82800
BAJRANG IMPORT & EXPORTS,COCONUT OIL,10000
BAKKHUS MERLOT INDUSTRIES,MACHINERIES,20300
BALAJI ENTERPRISES,VALVES,6331
BALAJI OVERSEAS,WELDING ELECTRODES,24000
BALAJI RENGANATHAN,PERSONAL EFFECTS,3000
BALAKRISHNA ENGINEERING,MACHINERIES,34895
BALAXI OVERSEAS P.LTD.,WELDING ELECTRODES,456000
BALU ENGINEERING INDUSTRIES,PUMPS,5828
BAMS CONDIMENTS IMPEX (P) LTD.,RICE,1422928
BANAN GLOBAL TRADING,TAPIOCA CHIPS,157421
BARAKATH GARMENTS(INDIA)P.LTD.,COTTON GOODS,121379
BARAKATH TRADERS,COIR MATS,8223
BARAMY EXPORTS,COIR YARN,6931
BARKLAY ALLIANZ,FROZEN CHICKEN FEET,54000
BARRAQ TRADING,COTTON GOODS,2550
BASCO FOODS (INDIA )PVT. LTD ,RICE,175252
BASF INDIA LTD.,ACTIVATED CARBON,176101
BASH-P INTERNATIONAL,SPARES,56259
BAUMWOLLE CLOGTHING CO.,COTTON GARMENTS,733
BAWA EXPORTS,PICKLES,29528
BAWA FISH MEAL & OIL CO.,FISH MEAL,1300050
BAY PRINCE EXPORTS,FROZEN MARINE FOODS,73311
BCN TEX  P.LTD.,COTTON GARMENTS,5348
BEACH SAND MINERALS,SILLIMANITE SAND,182000
BEEK COTTON CLOTHS,COTTON GARMENTS,1581
BEENA CASHEW CO.,CASHEW KERNELS,422628
BEFFY CASHEW CO.,CASHEW KERNELS,2064558
BELL FOODS,FROZEN SHRIMPS,1051564
BENLION COIR INDUSTRIES,COIR PITH,798370
BENSO GARMENTS,COTTON GARMENTS,1203
BENZER TRADING INDIA P.LTD.,COTTON GARMENTS,52498
BESCOAT,ROOFINGS,28000
BEST CORPORATION LTD.,COTTON GARMENTS,17540
BEST ENGINEERING COMPANY,MACHINERIES,3300
BESTOW INTERNATIONAL,ALUMINIUM PRODUCTS,1725
BETA HEALTH CARE PRODUCTS P.LTD.,SURGICAL GLOVES,144399
BETHANYA CASHEW COMPANY,CASHEW KERNELS,238644
BETHEL CASHEW COMPANY,CASHEW KERNELS,15876
BETHEN PLANTATIONS,TEA,11880
BETHSAIDA CASHEW COMPANY,CASHEW KERNELS,190512
BHAGYAM EXPORTS,COTTON GARMENTS,532
BHANSALI & CO.,TEA,3368423
BHARAT FRITZ WERNER LTD.,MACHINERIES,7200
BHARAT PETROLEUM CORPN.LTD.,MACHINERIES,30000
BHARATH PAPER CONVERSIONS,PAPER CONES,208565
BHARATH SEAFOODS,FROZEN MARINE FOODS,261200
BHARATH VAIDYASALA,AYURVEDIC PRODUCTS,1390
BHARATIYA SEWA TRUST,COTTON GARMENTS,1766
BHARTIYA INTERNATIONAL LTD.,COTTON GOODS,1648
BHAVANI FOOD INDUSTRIES,FOOD STUFFS,25016
BHAVANI MENON GARMENTS,COTTON GARMENTS,3406
BHOOMI NATURAL PRODUCTS & EXPORTS ,SPICE OILS,24289
BHUVANESWARY AYURVEDICS,AYURVEDIC PRODUCTS,1310
BI-ZONE EXPORTS,COCONUTS,14000
BIESSE MANUFACTURING CO.,MACHINERIES,2769
BIG BAG INTERNATIONAL P. LTD.,P.P.WOVEN BAGS,8139509
BIG DRUM INDIA PVT LTD,BISCUITS,60421
BIJU MODERN RICE MILL,RICE,21000
BILVA TECHNOLOGIES,MACHINERIES,90
BIOTECH RENEWABLE ENERGY,GLASSWARES,72
BIPIN EXPORTS,COTTON GARMENTS,440
BIRIN GARMENTS,COTTON GARMENTS,305
BISMI CASHEWS,CASHEW KERNELS,1050084
BISMI TRADING COMPANY,RICE,1117994
BISMILLAH AGRI COMMODITIES,WATER MELON,42000
BISMILLAH AGRO,WATER MELON,28000
BLACK BULL TEXTILES,COTTON GARMENTS,428
BLASTLINE  INDIA,MACHINERIES,41117
BLISS GVS PHARMA LTD.,PHARMACEUTICALS,10024
BLOOM WORLD,MEDICINES,340
BLOOMS ENGINEERING,MACHINERIES,540
BLOOMS ENTERPRISES,MACHINERIES,4530
BLOSSOM APPARELS,COTTON GARMENTS,3443
BLOSSOM SHOWER AGRO EXPORTS (P)LTD.,ACETIC ACID,30400
BLT MARINE P.LTD.,FROZEN OCTOPUS,205820
BLUE BREEZE ENTERPRISE,FOOD STUFFS,60344
BLUE EYES TRADING IMPORT&EXPORT,COTTON GARMENTS,1517
BLUE FINE FOODS,FOOD STUFFS,200
BLUE LEAF TRADING COMPANY,SPICES,860788
BLUE MOUNTAIN TEA & COMMODITIES P.LTD.,TEA,1098679
BLUE PRINT SOLUTIONS PVT LTD.,PRINTER,750
BLUE SEA (INDIA) EXPORTS,FROZEN MARINE FOODS,254996
BLUE SEAS EXIM,FROZEN MARINE FOODS,12000
BLUE STAR EXPORTS,FOOD STUFFS,95040
BLUE WATER FOODS & EXPORTS P. LTD.,FROZEN MARINE FOODS,42000
BLUECREST FROZEN FOODS P.LTD.,FROZEN SHRIMPS,101960
BLUEMOUNTAIN EXPORTERS,ROSEWOOD PRODUCTS,25219
BNS EXPORTS,CHEWING GUM,19757
BODYGEAR INTERNATIONAL(P)LTD.,PLUSH TOYS,220440
BOLA RAGHAVENDRA KAMATH & SONS,CASHEW KERNELS,15000
BOMBAY BURMAH TRADING CORPN.,TEA,869080
BOMBAY RAYON FASHIONS LTD.,COTTON GOODS,14864
BOMMIDALA ENTERPRISES P.LTD.,WHISKY,913977
BONNEFOI TRADING,RUBBER MATS,15000
BOS NATURAL FLAVORS P.LTD.,SPICES,591786
BOSE EXPORTS,COTTON GOODS,6157
BOYZONE FOOTCARE INDIA,CHAPPALS,4680
BOYZONE POLYMERS,CHAPPALS,2220
BPL MEDICAL TECHNOLOGIES,MEDICAL EQUIPMENTS,160
BRAHMINS FOOD INDIA P.LTD.,RICE,930687
BREMELS RUBBER INDUSTRIES P. LTD.,TYRE RETREADING MATERIALS,16620
BRIGHT AGROTECH,GHERKINS IN BRINE,60800
BRIGHT ENGINEERING COMPANY,SPARES,36980
BRIGHT STAR GLOBAL TRADING,CASHEW KERNELS,81000
BRIGHT TYRE MOULDS&ENGINEERINGS WORKS,TYRE RETREADING MATERIALS,18620
BRITE GARMENTS,COTTON GARMENTS,747
BRIZO GLOBAL LOGISTICS PVT LTD.,MACHINERIES,4000
BROS INDIA GROUP,RUBBER MATS,269601
BROTHERS COIR MILLS,JUTE PRODUCTS,1790093
