Exporter,Product,QTY.(KGS)
BHARAT TISSUES P. LTD.,COTTON GARMENTS,1722
BHARATH PAPER CONVERSIONS,PAPER CONES,101325
BHARTIYA INTERNATIONAL LTD.,COTTON GOODS,15257
BHASKER AGENCIES,COCONUTS,74929
BHAVANI FOOD INDUSTRIES,TURMERIC POWDER,6630
BHOOMI IMPEX,COCONUTS,24000
BHOOMI NATURAL PRODUCTS & EXPORTS ,THYME OIL,38166
BHUVAN EXPORTS,COCONUTS,10800
BHUVANESWARI TEX,COTTON GOODS,53920
BIG BAG INTERNATIONAL P. LTD.,P.P.WOVEN BAGS,12232933
BIG SQUARE INTERNATIONAL,COCONUTS,25000
BIJU JOSEPH,FRESH SHALLOT,3022
BIKI OVERSEAS PVT LTD,COTTON GARMENTS,16831
BILL FORGE P.LTD.,SPARES,1386
BIO PLUS LIF SCIENCE P.LTD.,MEDICINES,771
BIOGROW SUBSTRATES INDIA,COIR PITH,928938
BIOINGREDIA SOURCING SOLUTIONS P.LTD.,PEPPER,31290
BIOWIN AGRO RESEARCH,TURMERIC POWDER,2149729
BISMI CASHEWS,CASHEW KERNELS,735768
BISMI TRADING COMPANY,RICE,341385
BISMILLAH INTERNATIONAL,RUBBER MATS,22391
BLACK AND GREEN,COCONUTS,26986
BLACK SHADOW DESIGNERS,COTTON GARMENTS,1088
BLASTLINE  INDIA,VALVES,102370
BLISSFUL GARMENTS(P)LTD.,COTTON GOODS,3792
BLOOMS ENGINEERING,SPARES,440
BLOOMS ENTERPRISES,MACHINERIES,11450
BLOSSOM APPARELS,COTTON GARMENTS,1440
BLOSSOM SHOWER AGRO EXPORTS (P)LTD.,GHERKINS IN BRINE,49880
BLUE BREEZE ENTERPRISE,COTTON GOODS,112526
BLUE CLOTHING,COTTON GOODS,160636
BLUE EXPORTS FOODS & EXPORTS,FOOD STUFFS,18535
BLUE LEAF TRADING COMPANY,RICE  ADA,814664
BLUE MOUNTAIN TEA & COMMODITIES P.LTD.,TEA,2181658
BLUE SEA (INDIA) EXPORTS,FROZEN SQUID,429356
BLUE STAR AGENCY,COCONUTS,28300
BLUE STAR EXPORTS,COCONUTS,163670
BLUE STRIPES APPARELS,COTTON GARMENTS,39667
BLUE STYLE KNITWEAR,COTTON GARMENTS,1391
BLUE WIN APPARELS,COTTON GOODS,12832
BLUE WIN CLOTHING COMPANY,COTTON GARMENTS,9977
BLUECREST FROZEN FOODS P.LTD.,FROZEN SHRIMPS,513908
BLUEE STYLE KNITWEARS,COTTON GARMENTS,9982
BLUELINE FOODS,FISH MEAL,600000
BLUEMOUNTAIN EXPORTERS,ROSEWOOD PRODUCTS,9274
BNS EXPORTS,COTTON GARMENTS,1044
BODY WRAAP,COTTON GARMENTS,2010
BODYGEAR INTERNATIONAL(P)LTD.,PLUSH TOYS,226530
BOLA RAGHAVENDRA KAMATH & SONS,CASHEW KERNELS,12540
BOMBAY BURMAH TRADING CORPN.,TEA,432200
BOMMIDALA ENTERPRISES P.LTD.,WHISKY,314845
BONAAS FABS,COTTON GARMENTS,275
BONHEUR FABS,COTTON GARMENTS,1471
BONNEFOI TRADING,RUBBER MATS,38000
BOS NATURAL FLAVORS P.LTD.,TURMERIC POWDER,530518
BOSE EXPORTS,COTTON GOODS,43819
BOSS WEAR EXPORTS,COTTON GARMENTS,5656
BOUE STRIPES APPARELS,COTTON GARMENTS,2115
BPL MEDICAL TECHNOLOGIES,MEDICAL EQUIPMENTS,110
BRADKEN INDIA P.LTD.,REFRACTORY MATERIALS,161523
BRAHMINS FOOD INDIA P.LTD.,RICE,1028049
BRIGHT ENGINEERING COMPANY,PUMPS,17058
BRINDAVAN TRADERS,COFFEE,38400
BROCADE INDIA PLYTEX LTD.,POLYPROPYLENE WOVEN FABRICS,133371
BROCADEFOOD INDIA,FOOD STUFFS,22000
BROS INDIA GROUP,RUBBER MATS,162195
BROTHERS COIR MILLS,RUBBER MATS,2045574
BROUNSHO MARKETING,RICE,32641
BTI COPPERMATICS INDIA P.LTD.,SPARES,48073
BTS GARMENTS,COTTON GARMENTS,3114
BUFTHAN,RICE,24000
BUILDMET FIBRE P.LTD.,FLEXIBLE INTERMEDIATE CONTRS.,600704
BUSINESS ENCALVE,TEA,7653
BUSINESS WIZARDS,GINGER,11000
BUSTHAN AL WATHANIYA,TAPIOCA,1105461
C.H.V FOODS,FOOD STUFFS,2936
C.K.K.M.PHARMACY,AYURVEDIC PRODUCTS,891
C.M.C.EXPORTERS,WATER MELON,2020534
C.M.FOOD PRODUCTS,FOOD STUFFS,2626
C.P. EXPORTS,COFFEE,19200
C.P.INDUSTRIES,EQUIPMENTS,12578
C.P.S.EXPORTS,COTTON GARMENTS,929
C.R.GARMENTS,COTTON GARMENTS,31054
C.R.I.PUMPS P.LTD.,PUMPS,905332
C.R.I.RUBBERS,RUBBER MATS,156710
C.R.TEXTILES,COTTON GOODS,2151
C.S. GARMENTS,COTTON GARMENTS,58215
C.SONS FOODS PRODUCTS,PICKLES,16000
CADILLAC INTERNATIONAL,COCONUTS,52500
CALLISTO GARMENTS,COTTON GARMENTS,5194
CALMET ENGINEERING,SPARES,86397
CALTECH POLYMERS P.LTD.,CHAPPALS,41993
CALVARY CASHEW CO.,CASHEW KERNELS,111699
CAMBRIDGE UNIVERSITY,BOOKS,732
CAMILLA STEEL PLANTERS,STEEL PRODUCTS,5089
CANDOUR TEXPORT,COTTON GARMENTS,91170
CANIMARA EXPORTS,COTTON GOODS,1630
CANNAN MARINE PRODUCTS,FROZEN SQUID,1029984
CANNANORE HANDLOOM EXPORTS,COTTON GOODS,347889
CANNING INDS. COCHIN LTD.,JAM,168016
CAP SEAFOODS P.LTD.,FROZEN SQUID,1127801
CAPE EXPORTS,COIR PITH,136400
CAPITAL CASHEW EXPORTS,CASHEW KERNELS,47319
CAPITAL EXPORTS,HUKA PIPES,13428
CAPITAL KING ROLLER,CONVEYOR BELT,73352
CAPITAL VENTURES PVT LTD,CURRY POWDER,72109
CAPITHAN EXPORTING CO.,FROZEN SQUID,2779024
CAPITOS,COCONUTS,41500
CARBORUNDUM UNIVERSAL LTD.,SILICON CARBIDE GRAINS,6344678
CARLOO TEXTILE,COTTON GOODS,365380
CARMEL CASHEWS,CASHEW KERNELS,305256
CARONA KNITWEAR,COTTON GOODS,3883
CARRIS PIPES,PIPE FITTINGS,2400
CASTLE PLAST,GENERAL CARGO,1108
CASTLEGATE INDUSTRIAL,STEEL CASTINGS,167454
CASUAL CLOTHING COMPANY,COTTON GOODS,5916
CBC FASHIONS,COTTON GOODS,126384
CEAKAY INDUSTRIES,RUBBER MATS,1535023
CEE BEE EXPORTS,COTTON GOODS,9067
CEE JEE LUBRICANTS,VALVES,6897
CEEDEE METALLOYS P.LTD.,ZINC METALS,99040
CEIBA IMPEX,COTTON GARMENTS,613
CELEBRATIONS,COTTON GARMENTS,669
CENTRAL TRADE LINKS,COTTON YARN,172522
CENTRAL TRADERS,GENERAL CARGO,103940
CENTURY EXPORTS,TAMARIND,2508
"CHACKOS PLYWOOD MILLS(P)LTD.,",PLYWOOD,301990
CHAITHANYA CASHEW COMPANY,CASHEW KERNELS,120000
CHAIZUP BEVERAGES LLP,TEA,881453
CHAKKUNNI & SONS,HANDICRAFTS,649
CHAMAKALAYIL TRADERS,STATUE,800
CHAMAKKAT HERBAL PRODUCT,AYURVEDIC PRODUCTS,700
CHAMMAKKAT HERBAL,THAILAM,75
CHANDRA CASHEW FACTORY,CASHEW KERNELS,314892
CHANGAMPALLY AYURVEDA VAIDYASALA,AYURVEDIC PRODUCTS,1573
CHARANKATTU COIR MFG.CO.P.LTD.,JUTE RUGS,1131406
CHARLY FISHERIES,FROZEN YELLOW TUNA,2273976
CHASS ENGINEERING,SPARES,1780
CHAULA EXPORTS,COTTON GARMENTS,465
CHAWLA EXPORTS,FOOD STUFFS,1984
CHEENU ENTERPRISES,COCONUT OIL,902594
CHEMEX HYGIENE CONCEPTS,MACHINERIES,4259
CHEMMARATHIL CASHEW CO.,CASHEW KERNELS,704766
CHEMMEENS (REGD),FROZEN MARINE FOODS,118000
CHEMPENKULAM  AYURVEDA PHARMA,DHANWANTHRA ENNA,330
CHEMS GLOBAL EXIM,COCONUTS,28000
CHEREN KNIT WEARS,COTTON GARMENTS,40
CHERISH FASHIONS,COTTON GARMENTS,7254
CHERISH KNITS,COTTON GARMENTS,12226
CHERRY BLOSSOM CLOTHING,COTTON GARMENTS,10
CHERUKATTU INDUSTRIES,FROZEN SQUID,4801189
CHERUKUTTY SONS,COVER CROP SEEDS,2710
CHETHANA PHARMACEUTICALS,GENTAM EYE/EAR DROPS,5095
CHEVAL TRADING COMPANY,AGRICULTURAL MACHINERY & PARTS,13575
CHILTON REFREGERATION,MACHINERIES,5670
CHINKU SWEETS,TAPIOCA CHIPS,42866
CHIPPY EXPORTS,FOOD STUFFS,172839
CHIRACKAL AGRO MILLS,RICE,484717
CHIRACKAL FOOD PRODUCTS,RICE,98000
CHITTOOR TRADERS,STICHING ARTILES,829
CHOICE CASHEW INDUSTRIES,CASHEW KERNELS,267264
CHOICE TRADING CORPN. LTD.,MEAL KIT,4051974
CHOOSE TRADING,COCONUTS,76429
CHOTHY ENTERPRISES,CASHEW KERNELS,283140
CHRIS COTTON,COTTON GOODS,57738
CHRISTOPHER MUDALIAR EXPORTS,COTTON GOODS,1693
CHRISTY APPARELS,COTTON GOODS,539452
CHRISTY FABRIC P.LTD.,COTTON GOODS,8700
CHRISTY TEXTILES PRODUCTS P.LTD.,COTTON GOODS,23245
CHROMETAN EXPORTS P.LTD.,TEA,42360
CIMAT INTERNATIONAL,SPARES,30524
CITY FORGING METAL ARTWORKS,IRON CASTINGS,50493
CITY MEDICAL SUPPLIES,CHAIRS,360
CLAIRON FILTERS,FILTER ELEMENT,108746
CLASSIC,HANDICRAFTS,30
CLASSIC APPARELS (P) LTD.,COTTON GOODS,12078
CLASSIC COIR FACTORY,RUBBER MATS & COIR MATS,2037420
CLASSIC EXPORTS,HANDICRAFTS,345
CLASSIC FLOOR FURNISHINGS,RUBBER MATS,53480
CLASSIC HOME FURNISHING P. LTD.,SEA GRASS,289880
CLASSIC PAINT ROLLER & ALLIED PRODUCTS,PAINTS,824
CLASSIC SPICES P.LTD.,SPICES,102795
CLEAN & CARE,MOP,8525
CLIFTON EXPORT,COTTON GARMENTS,16617
CLIFTON KNITS,COTTON GARMENTS,142
CMA TRADES,ARECANUT,238
CML BIOTECH P.LTD.,MEDICAL EQUIPMENTS,26491
CMV FOOD PRODUCTS,FOOD STUFFS,39142
COASTAL ENTERPRISES,CURLED COIR,316676
COCHIN COSMOS FOODS LTD.,FROZEN SHRIMPS,64000
COCHIN FROZEN FOOD EXPORTS P. LTD.,FROZEN YELLOW TUNA,2573128
COCHIN MINERALS AND RUTILE LTD.,SYNTHETIC RUTILE,43104694
COCHIN RUBBERS,TYRE RETREADING MATERIALS,19772
COCHIN SURFACTANTS P.LTD.,ACTIVATED CARBON,924712
COCHIN TRADERS COCHIN,GREEN PEPPER,8000
COCHIN TRADING,COTTON FABRICS,1379
COCO  FIBRE TEX,RUBBER MATS,3501333
COCO PLANETE,COIR PITH,143800
COCO TUFT,JUTE MATS,15900
COCO-LATEX EXPORTS,RUBBERISED COIR SHEETS,727846
COCOMATS INTERNATIONAL,RUBBER MATS,2736293
COCONUT CITY COIRS,COIR PITH,52000
COCONUT PRODUCT IMPEX,COIR PITH,175633
COCOSATH HEALTH,COCONUT OIL,44
COCOTERO,COTTON GARMENTS,24804
COIMBATORE POTTERIES & REFRACTORIES,REFRACTORY MATERIALS,99390
COINS FOODS & SPICES (P) LTD.,FOOD STUFFS,13641
COIR ART,RUBBER MATS,482120
COIR FLEX,RUBBER MATS,851413
COIR FLOOR FURNISHING CO.,COIR MATS,12800
COIR HOME,JUTE RUGS,284099
COIR MATES INDIA,RUBBER MATS,137397
COIR TEX INTERNATIONAL,COIR RUGS,20432
COIR-ON FORM PRODUCTS,COIR MATS,79
COIRTEX-INDIA,JUTE PRODUCTS,2968
COLONIALISTS LANDMARK COSMETICS INDIAN PVT LTD.,BOTTLES,3878
COLOUR LINES INC.,COTTON GARMENTS,605
COLOUR PLANT GARMENTS,COTTON GARMENTS,5495
COMET COMMODITY EXPORTS LTD.,JUTE CARPETS,10842
COMET EXPORTS,RUBBER MATS,305216
COMFORT NIGHT LINEN PRODUCTS,COTTON GOODS,30184
CONCEPT METAL SOLUTIONS,METAL PRODUCTS,15632
CONCORD CREATIONS INDIA P.LTD.,COTTON GARMENTS,1365
CONDIMENTAL TRADES,TEA,2400
CONNECTIVITY INDIA P.LTD.,SPARES,102
CONNISSEUR FASHION,COTTON GOODS,2639
CONSOLIDATED TEA CORPORATION,TEA,753038
CONSOLIDATED WOOD INDUSTRIES,RUBBER MATS,116525
CONTINENTAL AUTOMOTIVE COMPONENTS,SPARES,1455
COOLMATE REFERIGERATION,REFRIGERATION SET,160340
COONOOR TEA ESTATES CO. LTD.,TEA,880344
CORAL KNITWEAR,COTTON GARMENTS,143
CORE CLAY P.LTD.,GENERAL CARGO,40
CORE GROUP,COTTON GARMENTS,250
COROMANDAL GARMENTS LTD.,COTTON GARMENTS,45
COSIMO INTERNATIONAL,COTTON GARMENTS,7599
COSMIK INDUSTRY,PUMPS,21494
COTTAGE ARTS EMPORIUM,HANDICRAFTS,1275
COTTAGE EXPO CRAFTS,HANDICRAFTS,40
COTTON BASE,COTTON GARMENTS,385
COTTON BLOSSOM,COTTON GOODS,334858
COTTON BUDS INC.,COTTON GARMENTS,14479
COTTON COTTAGE,HANDICRAFTS,420
COTTON WOOD,COTTON GOODS,30659
COTTON WORLD EXPORTS & IMPORTS,COTTON GARMENTS,1384
COTTONS,COTTON GOODS,5983
COUTURE CLOTHING CO.,COTTON GARMENTS,5857
COVEMA FILAMENTS LTD.,NYLON MONOFILAMENT LINES,13328
CPS TEXTILES P. LTD.,COTTON GARMENTS,17906
CRAFT KNIT GARMENTS,COTTON GARMENTS,4651
CRAFTERS,HANDICRAFTS,6110
CRAIGMORE PLANTATIONS (INDIA) LTD.,TEA,366162
CRESCENT SEAFOOD P.LTD.,FROZEN SQUID,647364
CRESST CREATIONS,COTTON GARMENTS,11203
CRONA KNITWEAR,COTTON GARMENTS,517
CROSSINGS INTERNATIONAL DISTRIBUTION,CIGARETTES,14925
CROUWN KNITWEAR,COTTON GOODS,2978
CROWN CASHEW IMPEX,CASHEW KERNELS,47628
CROWN PRODUCTS,FOOD STUFFS,375
CROWN TIMBERS,ROSEWOOD PRODUCTS,16800
CRUST N CRUMB FOODINGRE P.LTD.,BAKING POWDER,1013699
CRYSTAL PACK,COTTON GARMENTS,1741
CRYSTALTEA (INDIA) P.LTD.,GREEN TEA,5826
CUBES,BUILDING MATERIALS,8242
CURRENT BOOKS P.LTD.,BOOKS,2020
CYBELE HERBAL LABORATORIES P. LTD.,HERBAL MINERAL PRODUCTS,337
CYBER ENTERPRISES,COIR PITH,252000
CYIWIN KNIT FASHION,COTTON GARMENTS,16495
CYLWIN KNIT WEAR,COTTON GARMENTS,55265
D.C. MILLS,RUBBER MATS,105008
D.C.BOOKS,BOOKS,5600
D.C.INTERIORS,COIR MATS,106411
D.G.EXIM,COTTON GARMENTS,57023
D.G.GARMENTS,COTTON GOODS,438
D.K.TRADING CORPORATION,COCONUTS,136730
D.M.G EXPORTS,COTTON GOODS,58660
D.M.INTERNATIONAL,COCONUTS,604500
D.P.K.GARMENTS,COTTON GARMENTS,3842
D.R. COURIERS,PAPER CUP,3550
D.S.P. KNITTING COMPANY,COTTON GARMENTS,2304
D.S.V.GARMENTS,COTTON GARMENTS,45456
D.V. DEO INDUSTRIAL LTD.,LEMONGRASS OIL,875
D.V.DEO INDUSTRIAL LTD.,PERFUME,306
D2D INTERNATIONAL,COTTON GOODS,212457
DABUR INDIA LTD.,COCONUT OIL,288800
DAILY EXPORTS,COTTON GOODS,1083
DAKSH INDIA SOURCING,RUBBER MATS,182975
DAMMAM CASHEW,CASHEW KERNELS,75000
DANAH FOOD PRODUCTS P.LTD.,TAPIOCA,55000
DD EXIM,SOYA EXTRACT,397481
DEAL WELL,COTTON GARMENTS,930
DECAAN TRADERS,FOOD STUFFS,15000
DECO DE TREND,DECORATIVE ITEMS,16086
DECOR MATS P.LTD.,COIR MATS,21267
DEECEE INTERNATIONAL TRADING CORPN.,BOOKS,19290
DEEKAY KNITWEARS,COTTON GOODS,107196
DEENARI INDIA OVERSEAS TRADING,ACTIVATED CARBON,23780
DEEPA AGENCIES,ELECTRICAL ITEMS,3353
DEEPA ENTERPRISES,COTTON GARMENTS,18000
DEEPA INTERNATIONAL,PEPPER,29818
DEEPAK HOSIERY MILLS,COTTON GOODS,583
DEEPAM GARMENTS,COTTON GARMENTS,4005
DEEPAM THREAD INDUSTRIES,PLYWOOD,39593
DEJAI KNIT GARMENTS,COTTON GARMENTS,10316
DELHI SUPPLY COMPANY,COCONUTS,28000
DELISH CASHEW INDUSTRIES,CASHEW KERNELS,47628
DELPHI CONNECTION SYSTEMS INDIA LTD.,CONNECTORS,113152
DELSEA EXPORTS P.LTD.,FROZEN SQUID,509137
DELTA EXPORT ,RUBBER MATS,217263
DELTA EXPORTS&IMPORTS,COCONUTS,25500
DELTA MACHINES&EQUIPMENTS,SPARES,1200
DELTA PLYWOODS AND BOARDS,PLYWOOD,322200
DELUXE KNITTING MILLS,COTTON GARMENTS,717
DENOVA APPARELS,COTTON GOODS,563
DESIGNS UNLIMITED,COTTON GOODS,19224
DESIRE IMPEX,COTTON GARMENTS,11995
DESIRE KOCHI,SPICES,1648
DETLISH RUGS,COIR MATS,3789
DEVANSHI EXPORTS P.LTD.,PLYWOOD,16095
DEVI COIR WORKS,COIR MATS,2600
DEVICOLAM DISTILLERIES LTD,WHISKY,308273
DEVIK ENGINEERS,MACHINERIES,8470
DEVON FOODS LTD.,FOOD STUFFS,4624
DFM TECHNO SOLUTION,SPARES,3196
DGM TEXTILES,COTTON YARN,17905
DHANALAKSHMI WEAVING WORKS,COTTON GOODS,127511
DHANAM TEXTILES,COTTON GOODS,43648
DHANDAPANI STEEL P.LTD.,STEEL CASTINGS,7180
DHANU ENTERPRISES,COIR PITH,259990
DHANYA EXPORTS P. LTD.,FOOD STUFFS,12433
DHARAN ROCK,GRANITE SLABS\TILES,20700
DHARSINI EXPORTS,COCONUTS,131300
DHATHRI AYURVEDA P.LTD.,HAIR OIL,24144
DHNAVARSHINI EXPORTS,COTTON GARMENTS,448
DHRONI AYURVEDA,AYURVEDICA TREATMENT EQUP.,7695
DIAMOND FOOD PRODUCTS,WHEAT FLOUR,642900
DIAMOND NUTS,CASHEW KERNELS,135876
DIAMOND PLYWOOD,PLYWOOD,1022555
DIAMOND ROLLER FLOUR MILLS P.LTD.,WHEAT FLOUR,7171920
DIFFERENT SHADES,COTTON GARMENTS,11306
DIGNITY INNOVATION,COTTON GOODS,4455
DINERS FOOD INC.,FOOD STUFFS,22319
DINERS FOOD PRODUCTS P.LTD,FOOD STUFFS,6737
DINESH TEXTILES,COTTON GOODS,203886
DIVA EXPORTS P.LTD.,COTTON GOODS,22978
DIVINE AYURVEDIC HERITAGE P.LTD.,AYURVEDIC PRODUCTS,528
DIVINE FASHIONS,COTTON GARMENTS,897
DIVINE RETREAT CENTRE CHARITABLE SOCIETY,BOOKS,218
DIWANIYA FURNISHINGS,COTTON GARMENTS,9455
DIXCY TEXTILES P.LTD.,COTTON GOODS,30324
DIYA ENTERPRISES,COTTON GARMENTS,2640
DIYA INTERNATIONAL,COTTON GARMENTS,732
DMT IMPEX,RICE,191900
DOLLAR APPARELS,COTTON GARMENTS,8795
DOLLAR EXPORTS,COTTON GARMENTS,33017
DOLLAR INDUSTRIES LTD.,COTTON GOODS,910201
DOLLY REX,FOOD STUFFS,15000
DOLPHIN RUBBER INDUSTRIES,RUBBER MATS,1314232
DOLPHIN WIRES PVT LTD.,FROZEN YELLOW TUNA,3337432
DON TEX,COTTON GOODS,99303
DORA GLOBAL TEA COMPANY,TEA,18303
DOSH PHARMACEUTICALS P.LTD.,SURGICAL GLOVES,7768
DOTS FASHION WORLD,COTTON GARMENTS,4550
DRESSER VALVE INDIA P.LTD.,VALVES,9494
DRUCK & BINDING,MACHINERIES,3600
DSR INTERNATIONAL,SHREDDED COCONUT,136636
DURA IMPEX,MACHINERIES,15290
DURGA INDUSTRIES,LAB EQUIPMENTS,5851
DURO COMPOUNDS,RUBBER TILES,171540
DURO OVERSEAS TRDING HOUSE,KITCHEN FIXTURES,1075
DURO PACK INDUSTRIES,MACHINERIES,2325
DUROFLEX EXPORTS (P) LTD.,RUBBERISED COIR MATRESSES,119456
DUSTAN WOOD,PLYWOOD,254299
DUTCH  PLANTIN COIR INDIA P.LTD.,COIR PITH,2566981
DUTCH AND HABRO INTERNATIONAL,PACKING MATERIALS,380
DUTY FREE DISTRIBUTION SERVICES P.LTD.,WHISKY,502934
DYNAMIC ENGINEERING,VALVES,147000
DYNAMIC ORTHOPEADICS P. LTD.,ORTHOPEADIC APPLIANCES,6143
DYNAMIC TECHNO MEDICALS PVT. LTD.,PROMOTIONAL ITEMS,181943
E-CREATION,COTTON GARMENTS,2200
E-LAND APPARELS,COTTON GOODS,58453
E.S.K.EXPORTS,COTTON GARMENTS,260
EAGLE EYE INC.,COTTON GOODS,5513
EAPEN JOSEPH & CO.,FILTER ELEMENT,2046
EAST COAST CLOTHING CO.P.LTD.,COTTON GOODS,43725
EASTEA CHAI P.LTD.,TEA,44231
EASTERN CLOTHING CO.,COTTON GOODS,14
EASTERN CONDIMENTS P.LTD.,TURMERIC POWDER,9926448
EASTERN RUG MILLS,RUBBER MATS,122600
EASTERN TREADS LTD.,TYRE RETREADING MATERIALS,93236
EASTMAN EXPORTS GLOBAL CLOTHING  ,COTTON GARMENTS,1587788
EASTMAN EXPORTS GLOBAL CLOTHING,COTTON GARMENTS,2201
EASTMAN EXPORTS GLOBAL CLOTHING  ,COTTON GOODS,48300
EASTMAN EXPORTS GLOBAL CLOTHING,COTTON GOODS,122
EASTMAN EXPORTS GLOBAL CLOTHING  ,COTTON GOODS,25899
EBENEZER PRINTPACK PRIVATE LIMITED,PRINTED MATERIALS,7020
EBERTECH MACHINERY,TEXTILE MACHINERY,46445
ECO FIBRE FURNISHERS,RUBBER MATS,215492
ECO GRINZ TRADING PVT LTD,COIR PITH,51800
ECO RUBBER,RUBBER MATS,53071
ECO TECH CASTINGS INDIA P.LTD.,WOODEN PATTERN,5157
ECOM GILL COFFEE TRADING P.LTD.,GREEN COFFEE,7888929
ECOMIX COCO INDIA,COIR MATS,8500
ECONOMIC FOOD SOLUTIONS P.LTD.,TAPIOCA,635529
ECOWOOD EXPORTS P. LTD.,PLYWOOD,1326500
ECOWOOD LTD.,COIR YARN,122499
EDATHALA POLYMERS P.LTD.,NATURAL RUBBER,100000
EDDY CURRENT CONTROLS (I) LTD.,GENERATOR,1293
EDEN EXPORTS,COTTON GARMENTS,7361
EKTA  INTERNATIONAL,COCONUTS,82280
EL TE MARINE PRODUCTS,FROZEN SQUID,1791863
ELAND APPARELS,COTTON GARMENTS,3987
ELCERASUBSTRATES LTD.,AIR COMPRESSORS,6597
ELECTRONIC CONTROLS&DISCHARGE SYSTEMS P.,LIGHTING FIXTURES,60741
ELEGANT FASHIONS,COTTON GOODS,4011
ELEMENTS HOMESTEAD PRODUCTS P.LTD.,PEPPER,443400
ELEX ALUMINIUM PRODUCTS P.LTD.,ALUMINIUM PRODUCTS,59999
ELGI ELECTRIC AND INDS. LTD.,TEXTILE MACHINERY,7578
ELGI EQUIPMENTS LTD.,AIR COMPRESSORS,2287531
ELGI POLYTEX LTD.,AIR COMPRESSORS,8591
ELGI RUBBER CO.LTD.,TYRE RETREADING MATERIALS,194976
ELITE CARBON CREATION,ACTIVATED CARBON,6100
ELITE ENERPRISES,COTTON GARMENTS,175
ELITE GREEN P.LTD.,TURMERIC POWDER,3052221
ELIXIR EXOTIC FOODS AND ALLIED PRODUCTS,FOOD STUFFS,300
ELIXIR TRADING CO.,SPARES,583
ELLORA KNIT FASHION,COTTON GARMENTS,3862
ELUVATHINGAL INDUSTRIES,UTENSIL,15836
EMBALLAGE,HANDICRAFTS,1845
EMCEES,COTTON GOODS,1152
EMERALD EXPORTS & IMPORTS,FROZEN SQUID,319499
EMICO TECHNO CASTERS,STEEL CASTINGS,8796
EMIL BIO TECH,CHEMICALS,20000
EMIL TRADERS P.LTD.,RUBBER MATS,12753404
EMINENT MINI STORES,TEA,62338
EMINENT SEAFOODS P.LTD.,FROZEN MARINE FOODS,80322
EMIR EXPORTS,COTTON GOODS,13656
EMMANUEL CASHEW INDUSTRIES,CASHEW KERNELS,108504
EMME EXPORTERS,SPICES,367897
EMPEROR TEXTILES,COTTON GARMENTS,131
EMPIRE CLOTHING,COTTON GOODS,10989
ENBEE EXIM,COCONUT OIL,366
ENCILS GLOBAL BEVERAGES,TEA,96010
ENGINEERED  ELASTOMER SOLUTIONS CO.,LATEX GLOVES,45004
ENGINEERING EXPORTS,SPARES,69900
ENGLISH INDIAN CLAYS LTD.,CLAY,11560215
ENJAYES SPICES & CHEMICAL OILS (P) LTD.,PEPPER,23097
ENJOY TEXTILES,COTTON GARMENTS,1064
ENNJAY ENTERPRISES,CASHEW KERNELS,31752
ENTICE GARMENTS,COTTON GOODS,68299
ENVIROTECK TECHNOLOGIES,SPARES,1955
EQUIPMENT AGENCIES,KITCHENWARE,571
ERBATECH MACHINERY P.LTD.,WASHING MACHINE,71284
ERNAKULAM ARCHIDIOCESAN PUBLICATION TRUST,BOOKS,1597
ESA CLOTHING COMPANY,COTTON GARMENTS,49
ESEL SOURCING CO.,COTTON GARMENTS,5886
ESHASS EXPORTS,COCONUTS,51685
ESHWARAN EXPORTS,COTTON GARMENTS,2480
ESMARIO EXPORT ENTERPRISES,FROZEN YELLOW CLAM WITH SHELL,332906
ESQUIRE MULTIPLAST PRIVATE LTD,PLASTIC PRODUCTS,118537
ESS GEE GARMENTS,COTTON GOODS,88617
ESS KAY INTERNATIONAL,COTTON GOODS,153916
ESS PEE KNIT WEAR,COTTON GOODS,33715
ESSAR STEEL INDUSTRIES,STEEL PRODUCTS,660
ESSEMM CORPORATION,GRINDER,400
ESSEN FOODIES INDIA,MACHINERIES,19340
ESSENSIA EXIMPT,RICE,229973
ESSENTIAL APPAREL,COTTON GARMENTS,2436
ESSKAY HOME COLLECTIONS,COTTON GARMENTS,236
ESTEEM SERVICES,AYURVEDICA TREATMENT EQUP.,5006
ESTILO FASHIONS,COTTON GARMENTS,13464
ESWARAN BROTHERS INDIA PVT LTD,TEA,326150
ESWARAN EXPORTS,COTTON GARMENTS,4933
ESWARI GLOBAL METAL INDUSTRIES P.LTD.,LEAD INGOTS,2449891
ETY ENTERPRISES,COCONUTS,11772
EURO INDIA EXPORTS (P) LTD.,RUBBER MATS,15480
EURO INDIA INTERNATIONAL,RUBBER MATS,88310
EURO LEDER,COTTON GARMENTS,4282
EURO TREDER FASHIONS,COTTON GARMENTS,870
EVERBEST HOME FURNITURE,FURNITURE,7173
EVEREST DISTRIBUTORS,GENERAL CARGO,2572
EVEREST INDUSTRIES LTD.,ROOFINGS,580560
EVEREST PLYWOOD,PLYWOOD,1671779
EVEREST WOOD INDUSTRIES,PLYWOOD,2345382
EVERFRESH EXPORTS,GENERAL CARGO,2815
EVERGREEN EXPORTS,FROZEN SQUID,2735846
EVERGREEN FOODS,FOOD STUFFS,59719
EVERWIN MARKETING VENTURES P.LTD.,COIR MATS,7030
EVERY WEAR EXPORTS,COTTON GARMENTS,5417
EVOLVE APPARELS,COTTON GOODS,40558
EXCEL INDUSTRIES LTD.,COTTON GARMENTS,736
EXCELLENT CASHEW CO.,CASHEW KERNELS,178752
