Exporter,Product,QTY.(KGS)
ARIANE TOOLS & COMPONENTS,TOOLS,113192
ARICIA INDIA INTERNATIONAL P.LTD.,RUBBER MATS,133789
ARIHANT APPARELS,COTTON GARMENTS,16969
ARJUNA NATURAL P.LTD.,TRIBULUS EXTRACT,118496
ARKAY AGRI IMPEX P.LTD.,FOOD STUFFS,22113
ARKAY EXPORTS,SOAP,162
ARMSTRONG KNITTING MILLS (P) LTD.,COTTON GOODS,6820
ARNO FASHION,COTTON GOODS,9089
AROMA HORTICULTURE,MACHINERIES,8780
AROMATIC  INGREDIENTS P.LTD.,SPICES,139167
AROMATO EXIM P.LTD.,FOOD STUFFS,24000
ARROW TEX,COTTON GARMENTS,138
ARS IMPORT & EXPORT,COCONUTS,13890
ART YARN EXPORTS,COTTON YARN,63504
ARTECH INTERNATIONAL,SPARES,2508
ARUNACHALA GOUNDER TEXTILES,COTTON FABRICS,1027
ARVIND GOOD HILL,MACHINERIES,81298
ARVIND LTD.,COTTON GOODS,62574
ARVIND SUIT MANUFACTURING P.LTD.,COTTON GARMENTS,1462
ARYA EXPORTS,JAGGERY,120200
ARYA VAIDYA PHARMACY (CBE) LTD.,THAILAM,41221
ARYABHANGY,HANDICRAFTS,900
ASHAR EXPORTS,COCONUTS,14345
ASHIQUE CHEMICALS&COSMETICS,SOAP,220640
ASHKAR CASHEW,CASHEW KERNELS,30600
ASHNA EXPORTS,COTTON GARMENTS,1409
ASHOK TRADE LINKS,TYRE RETREADING MATERIALS,12000
ASHTANGA VAIDYAM AYURVEDICS,AYURVEDIC PRODUCTS,18590
ASHWIN INTERNATIONAL,HERBAL MINERAL PRODUCTS,171
ASI EXPORTS,COCONUTS,190400
ASIA FOODS,FOOD STUFFS,16833
ASIA PACIFIC INTERNATIONAL,COTTON GOODS,16142
ASIAN FIRDOUS CASHEWS,CASHEW KERNELS,1000
ASIAN FRESH,COCONUTS,43227
ASIAN KNIT GARMENTS,COTTON GARMENTS,3262
ASIAN OLEORESIN COMPANY,OLEORESINS OF SPICES,1262
ASIAN SPICES,SPICES,49038
ASIAN TEA  EXPORTS LTD.,TEA,129278
ASIAN TEA COMPANY PRIVATE LTD,TEA,368450
ASIATIC INDUSTRIES(I)P.LTD.,ENGINEERING GOODS,4469
ASKER KNIT WEAR,COTTON GOODS,4075
ASM EXPORTS,COTTON GARMENTS,747
ASPINWALL & CO. LTD.,RUBBER MATS,1533136
ASSOCIATED AUTOTEX ANCILLARIES P.LTD.,TEXTILE MACHINERY,35702
ASSOCIATED CASHEW INDUSTRIES,CASHEW KERNELS,269016
ASSOCIATED COCONUT PRODUCTS,COCONUT OIL,13788
ASSOCIATED TRADE LINKS,TILES,1269
ASSOCIATED TRADERS,ROSEWOOD VENEERS,22661
ASTRA BIOSCIENCE LTD,HOSPITAL PRODUCTS,1650
ASTRO APPARELS INDIA,COTTON GARMENTS,42368
ASWATH  CREATIONS,COTTON GOODS,62142
ASWATHI ORGANIC FABRICS,COTTON FABRICS,3859
ASWATHY ENGINEERING WORKS,RUBBER MATS,3709
ASWIN ASSOCIATES,FROZEN SHRIMPS,926562
ATCHERRA IMPEX,COTTON GOODS,16099
ATHARVA INTERNATIONAL,COCONUTS,50140
ATHAVAN APPARELS,COTTON GOODS,18934
ATHAVAN CLOTHING COMPANY,COTTON GOODS,40084
ATHEENA EXPORTS,ROSEWOOD VENEERS,94745
ATHIRA PLYWOOD,PLYWOOD,17000
ATHIYAN EXPORTS,COCONUTS,140500
ATIRA DESIGNS P.LTD.,COTTON GOODS,12027
ATLANTIC CARE CHEMICALS,DETERGENT POWDER,1122836
ATLANTIC FABRICS,COTTON GOODS,1030
ATLAS EXPORT ENTERPRISES,COTTON GOODS,952
ATLAS EXPORTERS,COTTON GARMENTS,2924
ATLAS MACHINE TOOLS,SPARES,4319
ATS ELGI LTD.,MACHINERIES,248769
ATTIRE CREATON CO.,COTTON GARMENTS,647
ATTIRE INTERNATIONAL,COTTON GARMENTS,3167
AUM EXPORTS,HOUSEHOLD ARTICLES,221800
AURRUM ENTERPRISES(P)LTD.,TAPIOCA,435025
AUSIN GLOBAL TRADERS,FOOD STUFFS,8000
AUSTIN PARFETT ENGINEERING PVT LTD.,SPARES,74346
AUTHENTIC EXPORTS,COTTON GOODS,1549
AUTO PARTS ONLINE LTD.,MACHINERIES,8390
AUTOBAHN TRAVELS P.LTD.,GENERAL CARGO,190
AUTOFIT CAR INTERIORS P.LTD.,CAR SEAT COVER,274293
AUTOMATE,COOLING FINS,1138
AUTOMOTION AND CONTROL SYSTEMS,AUTOMOBILES PARTS,168
AVA CONDIMENTS LLP,SPICES,293020
AVANT ENTERPRISES,FOOD STUFFS,2685
AVATAAR TEXTREND,COTTON GOODS,20773
AVESH INTERNATIONAL,COTTON GARMENTS,6486
AVIRAM KNITTERS,COTTON GOODS,30164
AVLA NETTOS EXPORTS,FROZEN SQUID,1546705
AVS TEXTILES MILLS,COTTON GOODS,1365
AVT MCCORMICK INGREDIENTS LTD.,TURMERIC POWDER,15437801
AVT NATURAL PRODUCTS LTD.,TEA,2715888
AVVA APPARELS,MACHINERIES,22178
AVYA APPARLES,COTTON GARMENTS,949
AWA EXPORTS,FOOD STUFFS,27300
AXOM GLOBAL TRADE,FOOD STUFFS,274860
AY TEE CEE FOOTCARE,CHAPPALS,58065
AYKARA PHARMACEUTICALS,AYURVEDIC PRODUCTS,980
AYSHA CASHEW ,CASHEW KERNELS,136596
AYSHA HOSIERY FACTORY P. LTD.,COTTON GOODS,7494
AYUR PANCHAKARMA EQUIPMENTS,AYURVEDIC PRODUCTS,755
AYYA  APPARELS,COTTON GARMENTS,6807
AZLON ARTS,HANDICRAFTS,70556
B.E CONSULTANT,COTTON GARMENTS,740
B.K.ENGINEERING,SPARES,12000
B.K.S. TEXTILES PRIVATE LTD,COTTON GOODS,807
B.LAND APPARELS,COTTON GARMENTS,1385
B.M.TEXTILES,COTTON GARMENTS,8881
B.MANJI & COMPANY,COCONUTS,329000
B.N.T. CONNECTIONS,COTTON PRINTED RUGS,82596
B.P. EXPORTS,COTTON GOODS,35066
B.S. APPARELS,COTTON GARMENTS,478
B.S. INNOVATIONS,COTTON GARMENTS,411
B.S.INTERNATIONAL,COTTON GARMENTS,1596
B.S.R.APPARELS,COTTON GARMENTS,5559
B.S.RUBBERS,RUBBER MATS,259888
B.S.TEX,COTTON GOODS,11584
B2K BYTES,COCONUTS,13175
BABATHING INDIA,COTTON GARMENTS,2064
BABIN TECHNOLOGIES,PRESSURE COOKER,1593
BABU COIR WORKS,RUBBER MATS,788299
BABY MARINE EASTERN EXPORTS,FROZEN SHRIMPS,883159
BABY MARINE EXPORTS,FROZEN MARINE FOODS,35839
BABY MARINE INTERNATIONAL,FROZEN SHRIMPS,1285102
BABY MARINE SARASS,FROZEN SHRIMPS,657538
BABY MOON TRADING COMPANY,MACHINERIES,5865
BACK TO NATURE EXIM P.LTD.,COIR MATS,23100
BAFNA ENTERPRISES,TURMERIC,1150357
BAGAVATHI APPARELS,COTTON GARMENTS,18998
BAGAVATHY EXPORTS,COTTON GOODS,8305
BAGSVIG HI-TECH LTD.,SPARES,2350
BAJRANG IMPORT & EXPORTS,COCONUT OIL,9230
BALAJI AUTOTECH PVT LTD,MACHINERIES,2500
BALAKRISHNA ENGINEERING,MACHINERIES,9811
BALAMURUGHAN REFRIGERATION ENGINEERS,ICE MAKING PLANT,10000
BALAXI OVERSEAS P.LTD.,WELDING ELECTRODES,240000
BAMS CONDIMENTS IMPEX (P) LTD.,RICE,1310219
BANAN GLOBAL TRADING,FOOD STUFFS,11842
BANG EXPORTS,PLYWOOD,91600
BANNARI AMAN SPNG.MILLS LTD.,COTTON GOODS,3322
BANNARI AMMAN EXPORTS LTD.,COTTON GARMENTS,2165
BANU MODERN RICE MILL,COCONUTS,28300
BARAKATH GARMENTS(INDIA)P.LTD.,COTTON GOODS,93308
BARAKATH TRADERS,COIR YARN,73056
BARAKKA EXPORTS,COCONUTS,28300
BARAMY EXPORTS,COIR YARN,16340
BARATH TISSUES P.LTD.,COTTON GARMENTS,285
BASCO FOODS (INDIA )PVT. LTD ,RICE,242810
BASF INDIA LTD.,SYNTHETIC ORGANIC DYESTUFF,35694
BASH-P INTERNATIONAL,SPARES,55934
BATHSHA MARINE EXPORTS,FROZEN MARINE FOODS,299128
BAWA EXPORTS,FOOD STUFFS,19100
BEEK COTTON CLOTHS,COTTON GARMENTS,199
BEENA CASHEW CO.,CASHEW KERNELS,407628
BEFFY CASHEW CO.,CASHEW KERNELS,1781602
BELL FOODS,FROZEN SQUID,2527796
BEN ROSH,NATURAL RUBBER,60000
BENLION COIR INDUSTRIES,COIR PITH,5508860
BENSO GARMENTS,COTTON GARMENTS,9745
BESCOAT,KAOLIN,62661
BEST CORPORATION LTD.,COTTON GOODS,18796
BEST ENGINEERING COMPANY,SPARES,1195
BEST FIT HEALTHCARE,EXERCISING EQUIPMENT,116
BEST KNITTING COMPANY,COTTON GARMENTS,4998
BEST TRADING COMPANY,GENERAL CARGO,194
BESTOW INTERNATIONAL,FUSED ALUMINA REFRACTORY MATER,10800
BESTPAK INDUSTRIES,EMPTY CARTONS,9050
BETA HEALTH CARE PRODUCTS P.LTD.,SURGICAL GLOVES,225366
BETAM LABORATORIES PVT LTD,LAB EQUIPMENTS,61
BETHANYA CASHEW COMPANY,CASHEW KERNELS,222831
BETHSAIDA CASHEW COMPANY,CASHEW KERNELS,127008
BHAGIRATH THAKORLAL,STAINLESS STEEL,1400
BHAIRAV IMPEX,PLASTIC PRODUCTS,38000
BHANSALI & CO.,TEA,2550761
BHARAT FRITZ WERNER LTD.,MACHINERIES,21700
BHARAT PETROLEUM CORPN.LTD.,MACHINERIES,10899
BHARAT TISSUES P. LTD.,COTTON GARMENTS,8697
BHARATH FLOW CONTROLS,CALCULATOR,348
BHARATH PAPER CONVERSIONS,PAPER CONES,261322
BHARATH TRADERS,COTTON GARMENTS,777
BHARATH VAIDYASALA,AYURVEDIC PRODUCTS,600
BHARTIYA INTERNATIONAL LTD.,LEATHER GOODS,36934
BHASKER AGENCIES,COCONUTS,32265
BHAVANI AUTO DISTRIBUTORS,MOTORBIKE & SPARE PARTS,22028
BHAVANI FOOD INDUSTRIES,FOOD STUFFS,6526
BHOOMI IMPEX,FOOD STUFFS,45880
BHOOMI NATURAL PRODUCTS & EXPORTS ,OLEORESINS OF SPICES,19320
BHUVAN EXPORTS,COCONUTS,13710
BIG BAG INTERNATIONAL P. LTD.,POLYTHENE BAGS,8042386
BIG DRUM INDIA PVT LTD,BISCUITS,47246
BIG SQUARE INTERNATIONAL,COCONUTS,75000
BIO FLAME,BIOGAS PLANT,1000
BIOGROW SUBSTRATES INDIA,COIR PITH,112978
BIOINGREDIA SOURCING SOLUTIONS P.LTD.,OLEORESINS OF SPICES,12083
BIOTA AGRO SOLUTIONS P.LTD.,BORDEAUX MIXTURE,5000
BIOWIN AGRO RESEARCH,TURMERIC POWDER,1051454
BISMI CASHEWS,CASHEW KERNELS,473652
BISMI TIMBERS,PLYWOOD,15000
BISMI TRADING COMPANY,RICE,747151
BISMILLAH INTERNATIONAL,RUBBER MATS,69060
BLASTLINE  INDIA,SPARES,72252
BLOOM WORLD,COTTON GARMENTS,961
BLOOMS ENTERPRISES,SPARES,8845
BLOSSOM APPARELS,FOOD STUFFS,6950
BLOSSOM INC.,COTTON FABRICS,493
