Exporter,Product,QTY.(KGS)
ABM MARINE PRODUCTS,FROZEN SQUID,2476123
ABM4 TRADES,HARDWARE FITTINGS/ACCESORIES,10821
ABN TRADERS,TURMERIC,960607
ABUFAIZAL EXPORTS,FOOD STUFFS,14100
ABZ DENTALS,DENTAL EQUIPMENT,796
ACCELERATED FREEZE DRYING CO LTD.,SWEET CORN,892804
ACCORD FASHIONS,COTTON GARMENTS,2025
ACCUPLAST TECHNOLIOGIES,PLASTIC PRODUCTS,154880
ACCURA WELDRODS,WELDING ELECTRODES,27801
ACE ENGINEERING,TANK,4412
ACE FOODS P. LTD.,FOOD STUFFS,11560
ACE PACK MACHINES,MACHINERIES,13892
ACHUTHARA FOOD PRODUCTS,FOOD STUFFS,4138
ACKURA MACHINE,MACHINERIES,75914
ACM NATURAL PRODUCTS,SPICES,6600
ACNAL INDUSTRIES,PUMPS,50018
ACOUSTICAL SURFACES P.LTD.,SOUND PROOFING SYSTEMS,7723
ACQUA PEARL PROPERTIES AND EXPORTS ,FROZEN YELLOW TUNA,1690100
ACS FOODS P.LTD.,FOOD STUFFS,18826
ACTIVAA KNIT APPARELS,COTTON GARMENTS,3411
ACTIVE APPARELS,COTTON GARMENTS,7866
ACTIVE CHAR PRODUCTS P.LTD.,ACTIVATED CARBON,3526565
ACTIVE DESIGN,COTTON GARMENTS,8768
ACUCHI EXIM P.LTD.,ROSEWOOD VENEERS,96979
ACUMEN EXPORTERS,POUCHES,605
ACV PRODUCTS P.LTD.,BLANKET,18377
AD52 TRADING,FOOD STUFFS,8400
ADAM TRADING COMPANY,PATHIRI PODI,272520
ADARA EXPORTS P. LTD.,COCONUTS,28120
ADARSH KNITWEAR P.LTD.,COTTON GARMENTS,8163
ADD PRINT(INDIA)ENTERPRISES P.LTD.,STAMP MATERIAL,569
ADD TECH,WEIGHING MACHINE WITH ACCS.,523
ADDRESS APPAREL,COTTON GOODS,37152
ADEPT HUNTERS,SILVER PLASTIC SHEETS,1756
ADHI A EXPORTS,COTTON GARMENTS,1331
ADHI AUTOMATION,VALVES,3900
ADHIT MERCANTILE P.LTD.,COTTON YARN,78754
ADIDEV GROUP OF INDUSTRIES,SPICES,54035
ADIF MAT EXPORTS,RUBBER MATS,40196
ADIL TEXTILES PVT LTD,TENT ACCOSSORIES,722293
ADINATH AGRO PROCCESSED FOODS P.LTD.,SPICES,7409
ADITYA BIRLA BUVO LTD.,COTTON GOODS,112
ADITYA EXPORTERS,FOOD STUFFS,26640
ADITYA TRADING CO.,TEA,558486
ADLER HANDELSHAUS P.LTD.,SURGICAL GLOVES,14900
ADONAI ENTERPRISES,CASHEW KERNELS,47628
ADS APPARELS,COTTON GOODS,9755
ADSO NATURALS,HERBAL MINERAL PRODUCTS,406
ADVANCE MACHINERY,MACHINERIES,4637
ADVENT FOUNDRY & ALLIED SUPPLIES P.LTD.,FOUNDRY CONSUMABLES/EQUIPMENTS,35990
ADVENT FOUNDRY&ALLIED SUPPLES P.LTD.,FOUNDRY CONSUMABLES/EQUIPMENTS,282324
ADWAITH LAKSHMI INDUSTRIES LTD.,COTTON GOODS,1324
ADWAITH TEXTILES LTD.,COTTON YARN,38828
AEN ENTERPRISES,PAPER  SCRAP,510
AERATH BUSINESS CORPORATION,TAPIOCA,1038838
AERATHAYIL  ENTERPRISES,FOOD STUFFS,17571
AFFCO EXIM P. LTD.,CASHEW KERNELS,15000
AFRA OVERSEAS EXPORTS,ELECTRICAL ITEMS,24900
AFRAS CASHEW  TRADERS,CASHEW KERNELS,743730
AFRINEXT OVERSEAS  P.LTD.,WELDING ELECTRODES,97800
AFRO ZEST INDUSTRIES,RUBBERISED COIR MATRESSES,2141
AG GRANITES,GRANITE SLABS\TILES,229200
AGAPPE DIAGNOSTICS LTD.,MEDICAL EQUIPMENTS,139982
AGASH PLAST INDIA,PLASTIC PRODUCTS,34099
AGASTHYA EXPORTS,COTTON GARMENTS,1884
AGATHAVAN KNIT GARMENTS,COTTON GOODS,4341
AGATHYAN EXPORTS,COTTON GOODS,13632
AGNEYA AGRO AND ENGING.LTD.,SPARES,3080
AGNI APPARELS,COTTON GOODS,66683
AGRI CHEMICALS,CHEMICALS,25840
AGRO  EQUIPMENT INDUSTRIES LTD.,AGRICULTURAL MACHINERY & PARTS,24000
AGRO BROTHERS COIR CO.,COIR PITH,1158989
AGRO COIR EXPORTS,COIR PITH,26100
AGRO FOOD PROCESSORS,FOOD STUFFS,7840
AGRO PRODUCTS & AGENCIES,COCOA BEANS,7616
AGRO PRODUCTS (I) LTD.,FOOD STUFFS,15544
AGROLLIANCE NATURALS & IMPEX,OLEORESINS OF SPICES,12046
AGROPINE FOOD PROCESSORS,FOOD STUFFS,18000
AGROZEE INC.,FOOD STUFFS,3954
AGTHYAN EXPORTS,COTTON GARMENTS,10306
AHAD HOSIERY P.LTD.,COTTON GARMENTS,1351
AHILL KNIT EXPORTS,COTTON GARMENTS,9670
AIFFA PLASTICS,PLASTIC PRODUCTS,11144
AIKN - INGINAOUS EC P.LTD.,SPICES,250
AIM OVERSEAS,FOOD STUFFS,122577
AIO IMPEX PRIVATE LIMITED,SPICES,17172
AIR INDIA LTD.,TYRES/TUBES,103400
AIRO TEK,MACHINERIES,14512
AIRTEK MACHINER LTD.,AIR COMPRESSORS,16430
AISHWARYA INDUSTRIES,RUBBER MOULDES GOODS,20025
AISHWARYA OVERSEAS EXPORTERS,RICE,176115
AISSOL SYSTEM SERVICES INDIA P.LTD.,SPARES,1434
AISWARYA POLYMERS,TYRE RETREADING MATERIALS,19001
AIWSARIA MODERN RICE MILL,RICE,241750
AJAYA PLASTICS,PLASTIC PRODUCTS,438
AJGAR KHAN M.K,GENERAL CARGO,3959
AJILSHAN TRADING,SNACKS,14560
AJMI FLOUR MILL(I)P.LTD.,RICE POWDER,900527
AJWA COMMODITIES,FOOD STUFFS,46945
AJWA EXPORTING CO.,RICE POWDER,296538
AKARSH EXIM,JELLY FISH,112000
AKASH ENTERPRISES,RICE,26000
AKASH PETS,PLASTIC PRODUCTS,30997
AKAY NATURAL INGREDIENTS,SPICES,1222756
AKAY SPICES P.LTD.,TURMERIC POWDER,3494157
AKB IMPEX,RICE,910000
AKBER EXPORTS,SPICES,19815
AKKAYAPER TEXTILES,COTTON GARMENTS,7200
AKM TRADERS,COCONUTS,141525
AKRUTHI APPARELS,COTTON GOODS,709925
AKSA FOODS AND SPICES P.LTD.,FOOD STUFFS,4227
AKSHATH GARMENTS,COTTON GARMENTS,7948
AKSHAYA ENGINEERING,VALVES,25693
AKSHAYA TEXTILE,COTTON YARN,56726
AKSHIT KNIT FASHION,COTTON GARMENTS,400
AKUL KNIT ASIA,COTTON GARMENTS,960
AL AMEEN TRADING CORPN.,PEPPER HUSK,26550
AL BADRA SEAFOODS P.LTD.,FROZEN YELLOW TUNA,968292
AL BIA EXPORTS LLP,COTTON GARMENTS,6207
AL BUROOJ IMPORT,AUTOMOBILES PARTS,19899
AL FANOOS CASHEWS,CASHEW KERNELS,47800
AL FAS LAMINATIONS,PLYWOOD,18770
AL FINE KNIT P.LTD.,COTTON GARMENTS,379
AL GLOBAL STAR,COFFEE,98400
AL HASSAN EXPORTS&IMPORTS,FOOD STUFFS,17920
AL M&M T SHIRT MART,COTTON GARMENTS,26408
AL MAZARA EXIM TRADE,FOOD STUFFS,14181
AL MUBARAK FACTORY AGENCY,FOOD STUFFS,12306
AL RIFIYA VENTURES P.LTD.,COCONUT OIL,9000
AL-FAMOUS CASHEW,CASHEW KERNELS,16800
AL-GAYATHRI TRADING CO. P. LTD.,TEA,2482525
AL-HASANATH GLOBAL,RICE,355263
AL-JAMEEL EXPORTERS,CHEMICALS,2045
ALAGENDRAN EXPORT LTD.,COTTON GARMENTS,7850
ALAIJA RUBBER FACTORY,CHAPPALS,7344
ALAINA INTERNATIONAL,TEA,59860
ALAM ALOYS,REFRACTORY MATERIALS,54108
ALAN TECH INDISTRIAL SOLUTIONS,WATER TREATMENT MACHINERIES,9775
ALASKA CREATIONS,COTTON GARMENTS,13415
ALASKA EXPORTS,COTTON GARMENTS,150217
ALAYA COIR,COIR PITH,1752390
ALCHEMY ALLOYS ,ALUMINIUM CASTINGS,72795
ALCHEMY ENTERPRISES,TRISODIUM PHOSPHATE,39000
ALCOT FABRICS,COTTON GOODS,15477
ALEEZA EXPORTS&IMPORTS,PICKLES,56006
ALEEZE EXPORTS,PICKLES,55478
ALEXANDER COIR WORKS,COIR MATS,870
ALFA INTERNATIONAL INC.,RUBBER MATS,10166
ALFA SWEETS,FOOD STUFFS,12815
ALFATEK INDUSTRIES,SPARES,842
ALHIND EXIM,COCONUTS,28000
ALHIND INTERNATIONAL EXPORTS,COCONUTS,22400
ALICO FITOUT P.LTD.,EXERCISING EQUIPMENT,8105
ALIF ENTERPRISES,FOOD STUFFS,13100
ALIF EXPORTS,COTTON GARMENTS,3240
ALIMA TIMBER INDUSTRIES,PLYWOOD,53200
ALLAKKAT INTERNATIONAL,RUBBER MATS,185969
ALLANASONS LTD.,INSTANT COFFEE,6366170
ALLEPPEY CO. LTD.,RUBBER MATS,5257371
ALLIANCE TRADERS,COTTON GARMENTS,1070
ALLKOSHYS ALLSPICES,SPICES,193160
ALMAS PERFUMES,PERFUME,10196
ALPHA EXPORTS,RUBBER MATS,402672
ALPHA MATS,RUBBER MATS,191240
ALPHARUB TRADING&MFG.P.LTD.,NATURAL RUBBER,190000
ALPHONSA CASHEW INDUSTRIES,CASHEW KERNELS,943792
ALR IMPORT AND EXPORT,MACHINERIES,1203
ALSAM EXPORT & IMPORT,DRIED FRUIT,2231
ALTERSOFT INNOVATIONS INDIA P.LTD.,BATHROOM ACCESSORIES,900
ALUNGAL SPICES&OIL MILLS,COCONUTS,13920
ALWAN EXPORTS & IMPORTS,TURMERIC POWDER,21340
AM POWER CORD CORPORATION,HEAT RESISTANT LATEX RUBBER PL,21489
AMACO EXPORTS,TAPIOCA,131134
AMACO IMPEX P.LTD.,TURMERIC POWDER,2927090
AMAL PLYWOOD,PLYWOOD,19179
AMALGAM FOODS LTD.,FOOD STUFFS,14016
AMALGAM FROZEN FOODS,FOOD STUFFS,24582
AMANA ENTERPRISES,ORID FLOUR,25480
AMAR EXPORTS,FOOD STUFFS,61972
AMAR KRISHNA INNOVATIONS,COTTON GARMENTS,15052
AMARAVATHI GARMENT MFG. CO.,COTTON GARMENTS,2437
AMARAVATHI GARMENTS,COTTON GOODS,11840
AMARAVATHI TEXTILES,COTTON GOODS,37165
AMAZING EXPORT CORPORATION,COTTON GOODS,25499
AMAZING RUBBER PRODUCTS P. LTD.,SURGICAL GLOVES,598329
AMBA EXPORTS,RICE,335606
AMBAL CREATIONS,COTTON GARMENTS,688
AMBAL HOMETEX,COTTON GOODS,3652
AMBARA EXPORTS,COTTON GARMENTS,581
AMBIKA COTTON MILLS LTD.,COTTON YARN,171715
AMBITN LIFESCIENCES,OLIVINE GRAINE,3040
AMENSCO MEDICAL TECHNOLOGIES,SURGICAL GLOVES,180
AMERICAN ENGINEERING CONSULTANCY,SPARES,3643
AMET APPARELS,COTTON GARMENTS,1560
AMEX ALLOYS P.LTD.,VALVES,13174
AMEYATHA AGRO FOODS,COCONUTS,27500
AMICUS COMMUNICATIONS,ELECTRONIC COMPONENTS,24254
AMLU ENGINEERING,SPARES,1533
AMMAR EXPORTS,FOOD STUFFS,124387
AMMAYAPPER TEXTILES P.LTD.,COTTON GOODS,112227
AMPERAND SYSTEM,ELECTRICAL ITEMS,3067
AMPO VALVES INDIA P.LTD.,VALVES,38320
AMRUTHA EXIM,FOOD STUFFS,12361
AMS AGRO INDUSTRIES,COCONUT OIL,166932
AMUR PHARMA EQUIPMENTS,PHARMACEUTICAL PRODUCTS,1250
ANACARDO FOODS,FOOD STUFFS,8960
ANAND APPARELS,COTTON GARMENTS,4686
ANAND TEXTILES,COTTON GOODS,17344
ANANDHA MODERN RICE MILL,RICE,173720
ANAPPADIKKAL TRADING COMPANY,FOOD STUFFS,190943
ANASWARA OFFSET P.LTD,PRINTED MATERIALS,2133
ANAYANS INTERNATIONAL FOOD&CONFECTIONARIES,FOOD STUFFS,44660
ANB DESIGNER WOOD P.LTD.,FURNITURE,4468
ANB TOOLERS,SPARES,27689
ANCHANI PLASTICS,PLASTIC PRODUCTS,4162
ANCHUTHARA FOOD PRODUCTS,FOOD STUFFS,97182
ANCHUTHENGIL AGRI SUPPLY,COVER CROP SEEDS,21334
ANCIENT GREENFIELDS P.LTD.,TURMERIC,19000
ANDAVAR CLOTHING CO.,COTTON GARMENTS,10420
ANDRITZ TECHNOLOGIES,FILTER ELEMENT,48636
ANEESH ENTERPRISES,MACHINERIES,464
ANIRITHANYA TEX,COTTON GOODS,19817
ANISHA CARDAMOM,CARDAMOM,1400
ANJEENA EXPORTS,RUBBER MATS,103229
ANKITA ENTERPRISES,CYCLE PARTS,23647
ANNA ALUMINIUM  COMPANY P.LTD.,UTENSIL,1235522
ANNA FRIED MASALA,FOOD STUFFS,4780
ANNAPOORNESWARI EXIM P.LTD.,FOOD STUFFS,89897
ANNS FLOOR DECORATION,RUBBER MATS,164638
ANNVIN FPS,MACHINERIES,795
ANSAR OIL INDUSTRIES,GINGELLY OIL,85350
ANSELL INDIA PRODUCTS,SURGICAL GLOVES,21847
ANSUM APPARELS,COTTON GARMENTS,12077
ANT TEX,COTTON GARMENTS,8573
ANTARIC MERCHANDISING,RUBBER MATS,26853
ANTHONY GARMENTS,COTTON GARMENTS,10400
ANTON EXPORTS&IMPORTS,COTTON GOODS,3748
ANUGRAHA FASHION MILL P.LTD.,COTTON GOODS,60812
ANUGRAHA VALVE CASTINGS LTD.,VALVES,59111
ANUSAM APPARELS,COTTON GOODS,65182
ANUSH BIO PRODUCTS P.LTD.,VINAGAR,80700
ANZEN EXPORTS,PHARMACEUTICAL PRODUCTS,112965
APEX COCO&SOLAR ENERGY P;LTD.,COCONUT OIL,388890
APEX DESIGN CENTER,TENDER COCONUT CUTTING MACHINE,313
APEXION DENTAL PRODUCTS,DENTAL EQUIPMENT,2019
APOLLO TYRES LTD.,TYRES/TUBES,23556389
APSARA BAKES,TAPIOCA CHIPS,76573
APT GLOBAL MARINE ENGINEERING,MACHINERIES,20000
APTIV CONNECTION SYSTEMS INDIA P.LTD.,CONNECTORS,129228
AQJ APPARELS,COTTON GARMENTS,1148
AQUA AND EARTH PAPER BAGS,PAPER BAGS,66701
AQUA ENGINEERING SERVICES,SPARES,66
AQUA GENO EXIM,FROZEN YELLOW TUNA,2182268
AQUA MARINE EXPORTS,FROZEN SQUID,446950
AQUASTAR MARINE FOODS,FROZEN SQUID,1816336
AQUASUB ENGINEERING,PUMPS,127168
AQUATIC FISHERIES,DRY FISH,17192
ARA MATS INTERNATIONAL,RUBBER MATS,866188
ARACKATHARA RECLAIMATIONS,TYRE RETREADING MATERIALS,2039930
ARAFATH HOSIERY GARMENTS,COTTON GOODS,20560
ARAKU ORIGINALS LTD.,INSTANT COFFEE,19236
ARAMBANS EXPORTS,SURGICAL GLOVES,5637
ARAMEX TRADING COMPANY,FOOD STUFFS,54000
ARANYA AYURVEDA VAIDYA,AYURVEDIC MEDICINES,4352
ARASAN ALUMINIUM INDUSTRIES,ALUMINIUM POWDER,19088
ARASAN IMPEX,PLASTIC PRODUCTS,5666
ARASCO FRUIT PRODUCTS,PICKLES,60040
ARASU EXPORTS,COTTON GOODS,41811
ARAV CREATIONS,COTTON GARMENTS,21552
ARAVIND BRANDS LTD.,COTTON GARMENTS,1643
ARAVIND EXPORTS,COTTON GOODS,512
ARAVIND INDUSTRIES,COTTON GARMENTS,2842
ARAYACHERRIL VARKEY & SONS P LTD,SPICES,18000
ARBEE AQUATIC PROTEINS P.LTD.,FISH OIL,987425
ARBEE BIOMARINE EXTRACTS P.LTD.,FISH OIL,13295
ARESSERIL EXPORTS,FOOD STUFFS,28822
ARIANE RUBBER CO.,SPARES,700
ARIANE TOOLS & COMPONENTS,SPARES,85562
ARICIA INDIA INTERNATIONAL P.LTD.,RUBBER MATS,6753
ARIHANT APPARELS,COTTON GARMENTS,6281
ARIHANT ENTERPRISES,PLYWOOD,1311284
ARIHANT TECHNOCAST,IRON CASTINGS,9833
ARIKKAT TRADES & EXPORTS,COCONUT OIL,46250
ARISHINA LIFE SCIENCES,OLEORESIN TURMERIC,3103
ARIYAN KNITTING,COTTON GOODS,4493
ARJUNA NATURAL P. LTD.,TURMERIC,316788
ARMADA ENTERPRISES,COTTON FABRICS,1369
ARMSTRONG APPAREL MILLS  P.LTD.,COTTON GOODS,33882
ARMSTRONG DESIGN PVT LTD,COTTON GARMENTS,4785
ARMSTRONG KNITTING MILLS (P) LTD.,COTTON GOODS,561146
ARMSTRONG PROCESS,COTTON GOODS,22579
ARMSTRONG SPINNING MILLS (P) LTD.,COTTON GOODS,95523
AROMATIC  INGREDIENTS P.LTD.,SPICES,145388
AROPARK CREATIONS,COTTON GARMENTS,2817
ARP TEX,COTTON GARMENTS,6549
ARROW EXPORTERS,COTTON GARMENTS,2816
ART YARN EXPORTS,COTTON YARN,19488
ARTOCARPUS FOODS P.LTD.,FOOD STUFFS,28360
ARUL JOTHI EXPORTS,COCONUTS,255140
ARULBAGYA TEXTILES,COTTON GOODS,3883
ARULSIVA EXPORTERS,COTTON GARMENTS,3458729
ARUN GARMENTS,COTTON GARMENTS,2365
ARUNA ALLOY STEELS P. LTD.,VALVES,97186
ARUNA ALLOY STEELS P.LTD.,AUTOMOBILES PARTS,6562
ARUNA STEEL CASTINGS,STEEL CASTINGS,2925
ARUNAV KNITS,COTTON GARMENTS,27524
ARUNPRAKASH ENTERPRISES,SPICES,34000
ARVIN KNIT WEAR,COTTON GOODS,333
ARVIND APPARELS,COTTON GOODS,11618
ARVIND EXPORTS INC.,COTTON GOODS,2356
ARVIND INC.,COTTON GOODS,373
ARVIND LTD.,COTTON GOODS,16870
ARYA VAIDYA PHARMACY (CBE) LTD.,AYURVEDIC MEDICINES,27289
ARYA VAIDYA SALA,AYURVEDIC MEDICINES,4580
ARYABHANGY,HANDICRAFTS,1803
ARYAS FOODS,FOOD STUFFS,11204
ARZOO VENURES,COCONUTS,28550
ASHIS BAGS&FASHION P.LTD.,JUTE BAGS,8525
ASHRAF,SPARES,5000
ASHTAN HOLDINGS,PLYWOOD,32000
ASHTANGA VAIDYAM AYURVEDICS,AYURVEDIC PRODUCTS,23923
ASHWATH INC.,COTTON GARMENTS,4509
ASIAN FOODS,FOOD STUFFS,18862
ASIAN KNIT GARMENTS,COTTON GARMENTS,30449
ASIAN LATEX,LATEX RUBBER,21000
ASIAN POLYMERS,PLASTIC PRODUCTS,7045
ASIAN SPICES,GREEN PEPPER IN BRINE,46604
ASIAN TEA  EXPORTS LTD.,TEA,26101
ASIAN TEA COMPANY PRIVATE LTD,TEA,1677736
ASM EXPORTS,COTTON GARMENTS,13879
ASMA RUBBER PRODUCTS P. LTD.,SURGICAL GLOVES,280246
ASPINWALL & CO. LTD.,JUTE RUGS,1123473
ASRA STEELS,PIPE FITTINGS,1545
ASSA EQUIPMENTS,MACHINERIES,2500
ASSA SEA FOODS,FROZEN OCTOPUS,159000
ASSAM TEA & EXPORTS,TEA,25774
ASSOCIATED CASHEW INDUSTRIES,CASHEW KERNELS,140378
ASSOCIATED LATEX(INDIA)P.LTD.,LATEX RUBBER,21000
ASSOCIATED RUBBER CHEMICALS P.LTD.,RUBBER CHEMICALS,39042
ASSOCIATED TRADERS,WOOD PRODUCTS,65764
ASTECH SYSTEMS,INVERTOR,499
ASTERIX ENERGY,SOLAR ITEMS,552
ASTRA BIOSCIENCE LTD,HOSPITAL PRODUCTS,6823
ASTREA EXPORTS,SPARES,14083
ASTRON CONCRETE PRODUCTS,BUILDING MATERIALS,344425
ASTRUM HOME TEXTILES,COTTON GARMENTS,13186
ASVINI FISHERIES P.LTD.,FROZEN SHRIMPS,670141
ASWATH  CREATIONS,COTTON GARMENTS,2842
ASWIN APPARELS P. LTD.,COTTON GARMENTS,17953
ASWIN ASSOCIATES,FROZEN YELLOW TUNA,2346347
ATC  TYRES P.LTD.,TYRES/TUBES,186924
ATCHERRA IMPEX,COTTON GARMENTS,1545
ATHARVA INTERNATIONAL,COCONUTS,27950
ATHAVAN CLOTHING COMPANY,COTTON GARMENTS,808
ATHEENA EXPORTS,ROSEWOOD VENEERS,121513
ATHIRA PLYWOOD,PLYWOOD,1759702
ATHISH PRESSING MILL,COIR FIBER,372970
ATHIYAN EXPORTS,COCONUTS,28000
ATK ENTERPRISES,TILES,27000
ATLANT EXPORTERS,COTTON GARMENTS,394
ATLANTIC CARE CHEMICALS,DETERGENT POWDER,1163489
ATLANTIC FABRICS,COTTON FABRICS,55
ATLANTIC FOODS INDIA P.LTD.,FOOD STUFFS,16500
ATLANTIC SALES CORPORATION,SPARES,17130
ATLAS ENGINEERING ENTERPRISES,MACHINERIES,300
ATLAS EXPORT ENTERPRISES,COTTON GOODS,29135
ATLAS EXPORTERS,COTTON GARMENTS,15403
ATLAS GARMENTS,COTTON GOODS,9274
ATLAS TEXTILES,COTTON GARMENTS,5637
ATLAXIS HOSPITALITY&TRADING LLP,GENERAL CARGO,550
ATM RUBBER INDUSTRIES,TYRE RETREADING MATERIALS,22100
ATMOS TRADING INDIA P.LTD.,SCRAP,454
ATOLL TRADING COMPANY,COTTON GARMENTS,5044
ATS CHEM EQUIPMENTS P.LTD.,MACHINERIES,43705
ATS ELGI LTD.,HYDRAULIC FITTINGS,187233
ATTIRE CREATON CO.,COTTON GARMENTS,8567
ATTSONS,COCONUTS,28500
ATUL INTERNATIONAL,COTTON GARMENTS,1182
AURA EXPORTS,FOOD STUFFS,108650
AURA TRADE LINKS,COCONUTS,169900
AUREA BIOLABS P.LTD.,NUTRACEUTICAL PRODUCTS,42486
AURO DESIGN P.LTD.,COTTON GOODS,7613
AUTO DIECASTING CO.,AUTOMOBILES PARTS,13486
AUTOCAST FOUNDRY INDIA P.LTD.,SPARES,137
AUTOFIT CAR INTERIORS P.LTD.,CAR SEAT COVER,390058
AUTOGRADE INDUSTRIES,AUTOMOBILES PARTS,63000
AUTOMAIX,AUTOMOBILES PARTS,15016
AUTOMATIC WINDING UNIT,MACHINERIES,94407
AUTOPRINT MACHINERY MANUFACTURES,MACHINERIES,22980
AUTOTEX P.LTD.,AUTOMOBILES PARTS,46532
AVA CHOLAYIL HEALTH CARE,RICE POWDER,370001
AVA INTERNATIONAL,MEDICAL EQUIPMENTS,5830
AVADAN INDIA LLP.,OLEORESINS OF SPICES,11332
AVESH CLOTHING,COTTON GOODS,4719
AVIAN INTERNATIONAL,LATEX GLOVES,15393
AVIRAM KNITTERS,COTTON GOODS,169945
AVIS APPARELS,COTTON GARMENTS,6441
AVLA NETTOS EXPORTS,FROZEN YELLOW TUNA,2678875
AVS TRADERS,FOOD STUFFS,46698
AVT MCCORMICK INGREDIENTS LTD.,TURMERIC,20971131
AVT NATURAL PRODUCTS LTD.,TEA,3725939
AVY TEXPORT,COTTON GARMENTS,562
AVYA APPARLES,COTTON GARMENTS,9932
AXIS ENGINEERING INDIA P.LTD.,AUTOMOBILES PARTS,4519
AXTELLE ENGINEERING           ,SPARES,2000
