Exporter,Product,QTY.(KGS)
AY TEE CEE FOOTCARE,CHAPPALS,14040
AYANS INTERNATIONAL FOOD&CONFECTIONARIES TRADING,FOOD STUFFS,88242
AYAVI ENTERPRISES P.LTD.,CURRY POWDER,5385
AYISHA SHAFEER,MOP,14022
AYISHA TRADING LLC,FOOD STUFFS,14230
AYSHA HOSIERY FACTORY P. LTD.,COTTON GARMENTS,1288
AYTON TRADES,FOOD STUFFS,426
AYUR PANCHAKARMA EQUIPMENTS,AYURVEDICA TREATMENT EQUP.,5454
AYUSH ENGINEERING WORKS,SPARES,9000
AYUSH JYOTHI PANCHAKARMA EQUIPMENTS,AYURVEDICA TREATMENT EQUP.,994
AYVA APPARELS P.LTD.,COTTON GOODS,46143
AZAD FOOD INDUSTRIES,FOOD STUFFS,4678
AZAM TRADING,FOOD STUFFS,18000
AZIZ ENTERPRISES,COTTON GARMENTS,9256
AZLON ARTS,COTTON GOODS,33008
B.K.ENGINEERING,ENGINEERING GOODS,4400
B.K.S. TEXTILES PRIVATE LTD,COTTON YARN,46546
B.M.FOODS,INSTANT COFFEE,70509
B.N. MILLS,RICE,22525
B.N.INTERNATIONAL,COTTON YARN,20527
B.N.T. INNOVATIONS P. LTD.,COTTON GOODS,11096
B.P. EXPORTS,COTTON GARMENTS,6773
B.R.B. GARMENTS,COTTON GARMENTS,1963
B.R.ELASTIC,ELASTIC PRODUCTS,38083
B.S.R.APPARELS,COTTON GOODS,2891
B.S.RUBBERS,RUBBER MATS,770860
B.S.TEX,COTTON GARMENTS,27551
B.SOURCE IMPEX,CHAPPALS,1220
BABA COLLECTION,COCONUTS,84932
BABIN TECHNOLOGIES,PRESSURE COOKER,10508
BABU COIR WORKS,RUBBER MATS,1539315
BABY MARINE EASTERN EXPORTS,FROZEN SHRIMPS,115997
BABY MARINE INTERNATIONAL,FROZEN PRAWNS,436163
BABY MARINE SARASS,FROZEN MARINE FOODS,271250
BACK BAY INDIA,COTTON GOODS,19326
BAFNA ENTERPRISES,TURMERIC,1774016
BAG MAX,BAGS,12157
BAGIYAM ENGINEERING P. LTD.,IRON CASTINGS,4295
BAKEMILL FOODS,FOOD STUFFS,139352
BAKGYAM ENGINEERING,SPARES,4900
BALAJI GARMENT,COTTON GARMENTS,35807
BALAJI IMPEX,CHEMICALS,12675
BALAJI INDUSTL. CORPN. LTD.,VALVES,132
BALAJI INDUSTRIAL AGRICULTURAL,PUMPS,239
BALAJI TEXTILES,COTTON GARMENTS,9677
BALAJI TRADERS,COCONUTS,84600
BALAKRISHNA ENGINEERING,SPARES,2075
BALAMURUGHAN REFRIGERATION ENGINEERS,ENGINEERING GOODS,5300
BALAXI OVERSEAS P.LTD.,WELDING ELECTRODES,25000
BALAXI VENTURES LTD.,WELDING ELECTRODES,48000
BALIGA EXPORTS P. LTD.,NYLON FISHING NETS,9173
BALIGA FISHNETS,NYLON FISHING NETS,19349
BALU ENGINEERING INDUSTRIES,PUMPS,9800
BALU SOC,COTTON GARMENTS,3568
BAMS CONDIMENTS IMPEX (P) LTD.,RICE,1042282
BANAN GLOBAL TRADING,FOOD STUFFS,189167
BANNARI AMAN SPNG.MILLS LTD.,COTTON YARN,414780
BANNARI AMMAN SUGARS LTD.,COTTON YARN,21702
BANRO EXPORTS,CORIANDER SEEDS,17989
BARAKA OVERSEAS TRADERS,FROZEN SHRIMPS,681998
BARAKATH GARMENTS(INDIA)P.LTD.,COTTON GOODS,63889
BARANI HYDRALICS  INDIA P.LTD.,VALVES,154529
BARKATH GARMENTS,COTTON GARMENTS,3097
BASCO FOODS (INDIA )PVT. LTD ,RICE,89410
BASCO HEALTH SCIENCES,LATEX GLOVES,2999
BATELEUR GROUP,FOOD STUFFS,216114
BATHSHA MARINE EXPORTS,FROZEN YELLOW TUNA,268200
BAWA FISH MEAL & OIL CO.,FISH OIL,2809236
BBM TRAVEL RETAIL LTD.,WHISKY,228056
BEAN AND BEYOND,GENERAL CARGO,6030
BEAUTY TOUCH GENERAL TRADING,COTTON GARMENTS,1283
BECELLI GECO HYDRAULICS INDIA P.LTD.,HYDRAULIC CYLINDERS,22195
BECILLI GECO HYDRAULICS INDIA P.LTD.,HYDRAULIC CYLINDERS,22933
BEE VEE IMPEX,COTTON GARMENTS,348
BEEK COTTON CLOTHS,COTTON GOODS,1118
BEEK KNIT FASHION,COTTON GOODS,37760
BEENA CASHEW CO.,CASHEW KERNELS,168504
BEENA COIR WORKS,COIR MATS,81529
BEENA FIBRE MILL,COIR MATS,91008
BEKRA PHARMA INDIA,SURGICAL GLOVES,23684
BELL COMMUNICATION,CLEANING LIQUID,27065
BELL EXIM P.LTD.,FROZEN SQUID,156337
BELL FOODS,FROZEN SQUID,1164049
BEN Q ASSOCIATES,COTTON GARMENTS,4888
BENNYS BIO COIR,COIR FIBER,1134650
BENSO GARMENTS,COTTON GARMENTS,1164
BERTECH COLLTREADS P.LTD.,MUD POTS,3926
BERYL LZ GLOBAL P.LTD.,BOTTLES,410
BESCOAT,KAOLIN,31723
BEST ASIAN TECHNOLOGIES,IRON CASTINGS,3200
BEST CORPORATION LTD.,COTTON GOODS,43226
BEST COTTON MILLS P.LTD.,COTTON YARN,127776
BEST FIT HEALTHCARE,EXERCISING EQUIPMENT,750
BEST TRADING COMPANY,MACHINERIES,1354
BESTFLEX BELTING MANUFACTURERS P.LTD.,CONVEYOR BELT,30549
BESTIES INTERNATIONAL,MAIDA,15000
BESTPAK INDUSTRIES,EMPTY CARTONS,8750
BESTPATCH RUBBER,TYRE RETREADING MATERIALS,7805
BETA HEALTH CARE PRODUCTS P.LTD.,SURGICAL GLOVES,435227
BETHANYA CASHEW COMPANY,CASHEW KERNELS,161054
BETHSAIDA CASHEW COMPANY,CASHEW KERNELS,209092
BFL EXPORT&MARKETING,FOOD STUFFS,67757
BHABHA ENGINEERING ENTERPRISES,SPARES,6605
BHADRA INDUSTRIES,SPARES,5590
BHAGAWATHI LACTO,FOOD STUFFS,12120
BHAIRAV AGRO,FOOD STUFFS,28500
BHANSALI & CO.,TEA,1437946
BHARAT PLYWOOD & TIMBER,PLYWOOD,30040
BHARAT STONES,GRANITE SLABS\TILES,83970
BHARATH PAPER CONVERSIONS,PAPER CONES,120963
BHARATH SEAFOODS,FROZEN MARINE FOODS,286960
BHARATH VAIDYASALA,AYURVEDIC PRODUCTS,625
BHARATHI FOODS,RICE,1813200
BHAVANI AUTO DISTRIBUTORS,AUTOMOBILES PARTS,2299
BHOOMI NATURAL PRODUCTS & EXPORTS ,PALMAROSA OIL,27146
BHUVANESWARI TEX,COTTON GOODS,31300
BIG BAG INTERNATIONAL P. LTD.,P.P.WOVEN BAGS,6319342
BIG BUY AIR CONDITIONING ENGINEERS,INVERTOR,2208
BIG DRUM INDIA PVT LTD,BISCUITS,5000
BINU ,PERSONAL EFFECTS,1100
BIO SYS IMAGINE SOLUTONS,MACHINERIES,275
BIO TREAT LAB,GREEN PEPPER IN BRINE,479369
BIOGROW SUBSTRATES INDIA,COIR PITH,2816553
BIOGROW ULTRA P.LTD.,AGRICULTURAL MACHINERY & PARTS,19359
BIOINGREDIA NATURAL P.LTD.,OLEORESINS OF SPICES,22033
BIOPODS P.LTD.,COFFEE,38400
BIOTA COORG FARMER PRODUCER COMPANY,COFFEE,19200
BIOTECH RENEWABLE ENERGY,BIOGAS PLANT,425
BIOTON P.LTD.,NUTRACEUTICAL PRODUCTS,56279
BIOWIN AGRO RESEARCH,SPICES,513338
BIPHA DRUG LABORATORIES,LAB EQUIPMENTS,2614
BIPIN EXPORTS,COTTON GARMENTS,10400
BIRABU GARMENTS,COTTON GARMENTS,2134
BIRLI KNITTERS,COTTON GOODS,3594
BISMI CASHEWS,CASHEW KERNELS,818610
BISMI EXPORTERS,RICE,121000
BISMI SPICES,PEPPER HUSK,186377
BISMI TRADING COMPANY,RICE,402661
BISMILLAH INTERNATIONAL,COCONUTS,57200
BLASTLINE  INDIA,VALVES,97175
BLOOMS ENGINEERING,SPARES,6703
BLOOMS ENTERPRISES,SPARES,4301
BLOSSOM ENGINEERS,SPARES,62479
BLOSSOM TRADING,FOOD STUFFS,28000
BLUE  KNIT,COTTON GARMENTS,4610
BLUE BIRD GARMENTS,COTTON GARMENTS,12110
BLUE BREEZE ENTERPRISE,COTTON GOODS,344713
BLUE CARD,COTTON GOODS,4405
BLUE CLOTHING,COTTON GARMENTS,3008
BLUE LEAF TRADING COMPANY,RICE,617053
BLUE LOTUS INTERNATIONAL LLP,COTTON YARN,28250
BLUE MOUNTAIN TEA & COMMODITIES P.LTD.,TEA,206463
BLUE SEA (INDIA) EXPORTS,FROZEN MARINE FOODS,190155
BLUE STAR APPARELS,COTTON GARMENTS,741
BLUE STRIPES APPARELS,COTTON GOODS,22971
BLUE WIN APPARELS,COTTON GARMENTS,2019
BLUE WIN CLOTHING COMPANY,COTTON GARMENTS,1479
BLUECREST FROZEN FOODS P.LTD.,FROZEN SHRIMPS,704025
BLUELINE FOODS,FISH MEAL,1101600
BLUEMOUNT CASTING,STEEL CASTINGS,563
BLUEMOUNTAIN EXPORTERS,WOOD PRODUCTS,22977
BNS EXPORTS,FOOD STUFFS,90322
BODY LAND GARMENTS P.LTD.,COTTON GARMENTS,4144
BODY TEMPLE,EXERCISING EQUIPMENT,12350
BODYGEAR INTERNATIONAL(P)LTD.,PLUSH TOYS,688779
BOK RAGHAVENDRA KAMATH,GENERAL CARGO,14495
BOLA RAGHAVENDRA KAMATH & SONS,CASHEW KERNELS,247615
BOMBAY BURMAH TRADING CORPN.,TEA,489560
BONAFIDE SURGICALS,SURGICAL GOODS,8
BOOTS IMPEX,COTTON GARMENTS,7200
BOS NATURAL FLAVORS P.LTD.,TURMERIC,1079568
BOSE EXPORTS,COTTON GOODS,100581
BOSON PACKAGING,JEWELLERY BOX,656
BOTTOMS UP,FOOD STUFFS,59310
BOUE STRIPES APPARELS,COTTON GARMENTS,3527
BP INTERNATIONAL,COTTON GOODS,82219
BPL MEDICAL TECHNOLOGIES,MEDICAL EQUIPMENTS,191
BPS LOGISTICS,FLEXI BAGS,21118
BRADKEN INDIA P.LTD.,AUTOMOBILES PARTS,1101445
BRAHMINS FOOD INDIA P.LTD.,RICE,1947484
BRAHMOS AEROSPACES,CYLINDERS,12600
BRAKES INDIA LTD.,AUTOMOBILES PARTS,197053
BRAND MARK INC,PRINTED MATERIALS,10500
BRHAMS FOOD TECH P.LTD.,FOOD STUFFS,38748
BRIGHT ENGINEERING COMPANY,MACHINERIES,21141
BRIGHT EXPORTS,FOOD STUFFS,2095
BRIGHT FOUNDRIES,MACHINERIES,10912
BRIGHT TYRE MOULDS&ENGINEERINGS WORKS,TYRE RETREADING MATERIALS,2500
BRIGHTFLEXI INTERNATIONAL P.LTD.,P.P.WOVEN BAGS,150550
BROCADE INDIA PLYTEX LTD.,P.P.WOVEN BAGS,1118099
BROS INDIA GROUP,JUTE MATTING,348723
BROTHERS COIR MILLS,RUBBERISED COIR MATRESSES,2652269
BSF HERBAL MEHANDI INDUSTRIES,HERBAL MINERAL PRODUCTS,2607
BSR A EXIM,COTTON GOODS,4617
BSR OVERSEAS,SAGO SEEDS,114000
BTI COPPERMATICS INDIA P.LTD.,MACHINERIES,178506
BTS GARMENTS,COTTON GOODS,31907
BUILDMET FIBRE P.LTD.,FIBC BAGS,149770
BULK CONTAINERS INDIA PVT LTD,CHEMICALS,41396
BULK LINER LOGISTICS,FLEXI TANK,73928
BULK LIQUID SOLUTIONS P.LTD.,FLEXI TANK,201560
BULL MACHINES P. LTD,MACHINERIES,536199
BUSTHAN AL WATHANIYA,TAPIOCA,487014
BVK EXPORTS,COTTON GARMENTS,515
BY 2 FASION,COTTON GOODS,41021
C.A.INDUSTRIES,PLASTIC PRODUCTS,308
C.B.EXIM,COCONUTS,56000
C.B.TEX,COTTON GARMENTS,3425
C.JACOB & CO.,ROSEWOOD PRODUCTS,363475
C.K.GROUP,COTTON GARMENTS,245
C.M.C.EXPORTERS,COCONUTS,395000
C.R.I.PUMPS P.LTD.,PUMPS,120372
C.R.I.RUBBERS,RUBBER MATS,58764
CAFFE INDIANO,INSTANT COFFEE,386743
CALIX IMPEX,SPICES,713113
CALLISTO GARMENTS,COTTON GOODS,5575
CALSEAS FOOTWEAR,CHAPPALS,1411
CAM WINDOWS,WINDOW GLASS,2070
CAMEO EXPORTS AND IMPORTS,COTTON GARMENTS,3318
CAMEO GARMENTS INDIA P.LTD.,COTTON GOODS,24546
CAMILLA STEEL PLANTERS,STAINLESS STEEL,3037
CANDOUR TEXPORT,COTTON GOODS,143775
CANNAN MARINE PRODUCTS,FROZEN SQUID,515383
CANNANORE HANDLOOM EXPORTS,COTTON GOODS,385932
CANNANORE TEX-STYLE INT'L.,FURNITURE,325
CANTY GARMENTS,COTTON GARMENTS,6029
CAP SEAFOODS P.LTD.,FROZEN SQUID,1436919
CAPITAL ENTERPRISES,PLASTIC PRODUCTS,77978
CAPITAL EXPORTS,HANDICRAFTS,18775
CAPITAL MARINE,COCONUTS,28560
CAPITHAN EXPORTING CO.,FROZEN SQUID,2531643
CARBO LASE TECHNOLOGY,ACTIVATED CARBON,45200
CARBON & ROTARY COMPONENTS (P) LTD.,CARBON,20500
CARBON AND CHEMICALS INDIA LTD.,BUBBLE GUM,10000
CARBORUNDUM UNIVERSAL LTD.,SILICON CARBIDE GRAINS,6836661
CARDOLITE SPECIALITY CHEMICALS INDIA LLP,EPOXY EMULSION,335862
CARE CENTRE,VACCUM,1410
CAREON HEALTH CARE SOLUTION P.LTD.,SURGICAL GOWN WITH TOWEL,201877
CARLOO TEXTILE,COTTON GOODS,218801
CARLTON OVERSEAS PVT LTD,COTTON GARMENTS,46846
CAST TECH P. LTD.,STEEL CASTINGS,846403
CASUAL CLOTHING COMPANY,COTTON GOODS,3268
CATHY CASTING CO,IRON CASTINGS,465
CATLYST CHEMICAL INDUSTRIES,CHEMICALS,26756
CAUVERY COCO PEAT P.LTD.,COIR PITH,128990
CBC FASHIONS,COTTON GOODS,3300
CCZ INTERNATIONAL,COTTON GOODS,7185
CEAKAY INDUSTRIES,RUBBER MATS,3361076
CEE BEE EXPORTS,COTTON GARMENTS,1336
CEE DEE GARMENTS,COTTON GARMENTS,1310
CELETTE INDIA P.LTD.,AUTOMOBILES PARTS,20483
CENTRAL COIR MILLS,COIR MATS,179
CENTRAL TRADE LINKS,GINGER,50300
CENTRAL TRADERS,SPICES,20000
CENTREX INTERNATIONAL IMPEX,COTTON GARMENTS,1047
CENTRO TEX,COTTON GARMENTS,2871
CENTROID POLYMER TECHNOLOGIES P.LTD.,RUBBER PRODUCTS,244
CENTURY APPARELS P. LTD.,COTTON GARMENTS,13241
CEVES AGRO FOOD PRODUCT P.LTD.,TENDER COCONUT WATER,28000
CFC CASHEW,CASHEW KERNELS,107250
"CHACKOS PLYWOOD MILLS(P)LTD.,",PLYWOOD,468530
CHAITANYA IMPEX,RICE,47395
CHAITHANYA HERBALS,AYURVEDIC PRODUCTS,8734
CHAITHANYA STONES INTERNATIONAL,GRANITE SLABS\TILES,25000
CHAIZUP BEVERAGES LLP,TEA,1029151
CHAMAKKAT HERBAL PRODUCT,SOAP,1073
CHAMUNDI GRANITES P. LTD.,GRANITE SLABS\TILES,27000
CHANDAK EXIM CORPN.,COIR YARN,42554
CHANDRA CASHEW FACTORY,CASHEW KERNELS,60000
CHANGAMPALLY AYURVEDA VAIDYASALA,AYURVEDIC PRODUCTS,1163
CHANNEL CREATION,COTTON GARMENTS,3545
CHANNEL CREATIONS,COTTON GARMENTS,3501
CHANNEL TECHNICAL MFG.CO.,MACHINERIES,676
CHARANKATTU COIR MFG.CO.P.LTD.,JUTE RUGS,550028
CHARISMA EXPORTS,FROZEN YELLOW TUNA,79000
CHARLES EXPORTERS,RUBBER MATS,19562
CHARLY FISHERIES,FROZEN YELLOW TUNA,1802697
CHASS ENGINEERING,SPARES,8245
CHEERAKUZHU AGRO DEVELOPERS P.LTD.,RICE,131000
CHEFS MATES,FOOD STUFFS,42318
CHELSEA CLOTHING,COTTON GARMENTS,14332
CHENNAI RECLAIMATION(P)LTD.,RECLAIMED RUBBER,20500
CHERAN SYNTHETICS,COTTON YARN,22974
CHEREN KNIT WEARS,COTTON GOODS,984
CHERISH FASHIONS,COTTON GARMENTS,4104
CHERISH KNITS,COTTON GARMENTS,5062
CHERUKATTU INDUSTRIES,FROZEN SHRIMPS,1467950
CHERUKUTTY SONS,COVER CROP SEEDS,22008
CHERUSSERIKALAM GROUP,RUBBER MATS,1677399
CHESLIND TEXTILES LTD.,COTTON GARMENTS,6669
CHILTON REFREGERATION,MACHINERIES,1100
CHINKU SWEETS,FOOD STUFFS,55019
CHIPPY EXPORTS,COTTON GARMENTS,18434
CHIRACKAL AGRO MILLS,RICE,185204
CHIRACKAL FOOD PRODUCTS,RICE,75000
CHITTOOR AGRO PACK,MOP,64280
CHITTOOR TRADERS,STICHING ARTILES,15267
CHOICE CASHEW INDUSTRIES,CASHEW KERNELS,114750
CHOICE TRADING CORPN. LTD.,MEAL KIT,9355360
CHOKHANIS FOOD AND BEVERAGES,COCONUTS,705848
CHRIS COTTON,COTTON GOODS,94361
CHRISTY APPARELS,COTTON GOODS,101571
CHRISTY LINEN P.LTD.,COTTON GOODS,1388
CHRISTY TEXTILES PRODUCTS P.LTD.,COTTON GARMENTS,3999
CIJU KALLUMKAL KURIAN,HOUSEHOLD ARTICLES,600
CIMAT INTERNATIONAL,HYDRAULIC FITTINGS,37116
CISHAN INTERNATIONAL,MEDICAL EQUIPMENTS,2968
CITYLIFE OVERSEAS P.LTD.,COTTON GOODS,6594
CK HOSEIREIS,COTTON GARMENTS,11324
CLAIRON FILTERS,FILTER ELEMENT,212749
CLARD FASHIONS,COTTON GARMENTS,10513
CLASSIC APPARELS (P) LTD.,COTTON GARMENTS,52
CLASSIC COIR FACTORY,RUBBER MATS,4643823
CLASSIC CONCEPTS HOME INDIA P.LTD.,JUTE RUGS,18708
CLASSIC COTTONZ,COTTON GARMENTS,5961
CLASSIC EXPORTS,HANDICRAFTS,3860
CLASSIC HOME FURNISHING P. LTD.,JUTE RUGS,329964
CLASSIC INDUSTRIES&EXPORTS LTD.,RUBBER COMPOUND,489381
CLASSIC MOTORS,MOTOR BIKES,100
CLASSIC SPICES P.LTD.,SPICES,93957
CLEARX SOLUTIONS,COTTON GARMENTS,3140
CLIFF AGENCIES,COTTON GARMENTS,437
CLIFTON EXPORT,COTTON GOODS,69642
CLIMATE NATURAL SPICES,SPICES,44958
CLOVER CLOTHING,COTTON GOODS,30848
CLYWIN KNIT FASHIONS,COTTON GARMENTS,1925
CML BIOTECH P.LTD.,BLOOD BAG,228185
COASTAL ENTERPRISES,FROZEN MARINE FOODS,364653
COCHIN CHEMICALS & RUBBER PRODUCTS,RUBBER CHEMICALS,29251
COCHIN COSMOS FOODS LTD.,FROZEN MARINE FOODS,103000
COCHIN DENTAL EQUIPMENTS,DENTAL EQUIPMENT,3123
COCHIN EXPORTS,AUTOMOBILES PARTS,4501
COCHIN FROZEN FOOD EXPORTS P. LTD.,FROZEN YELLOW TUNA,825194
COCHIN MINERALS AND RUTILE LTD.,SYNTHETIC RUTILE,36377472
COCHIN PACKERS,PACKING MATERIALS,865
COCHIN PLYWOOD,PLYWOOD,357900
COCHIN RESIDENCY P.LTD.,ROSEWOOD PRODUCTS,2818
COCHIN RUBBERS,TYRE RETREADING MATERIALS,17441
COCHIN SHIPYARD LTD.,SPARES,1260
COCHIN TRADERS COCHIN,GREEN PEPPER,9072
COCO  FIBRE TEX,RUBBER MATS,5330246
COCO FABRICS,COIR MATS,123418
COCO RUB,RUBBER MATS,19000
COCO-LATEX EXPORTS,RUBBERISED COIR SHEETS,734622
COCOMATS INTERNATIONAL,RUBBER MATS,3632404
COIMBATORE COTS & COATINGS LTD.,COTTON GARMENTS,240
COIMBATORE POLYTEX,COTTON YARN,47195
COIMBATORE POTTERIES & REFRACTORIES,REFRACTORY MATERIALS,262443
COIMBATORE SUPER ALLOYS P.LTD.,VALVES,1098
COIR FLEX,RUBBER MATS,1124961
COIR FLOOR FURNISHING CO.,COIR MATS,9100
COIR HOME,COIR MATS,105916
COIR MATES INDIA,COIR LOG,175846
COIR PLUS INDIA LTD.,COIR MATS,10260
COIR REX,COIR MATS,124916
COIR TEX INTERNATIONAL,COIR MATS,21050
COIR TUFT INTERNATIONAL P.LTD.,COIR MATS,12180
COIR YARN TEX,COIR YARN,431041
COIRTEX-INDIA,COIR MATS,15929
COLOMBUS,COTTON GOODS,19382
COLOUR COTTON,COTTON GARMENTS,8470
COLOUR LINES INC.,COTTON GARMENTS,12014
COMET EXPORTS,RUBBER MATS,320840
COMET INDIA,METAL PRODUCTS,5257
COMLIFT HYDRAULICS INDIA P LTD,SPARES,335
COMPASS TEX,COTTON GARMENTS,225
COMTROL INDUSTRIES P.LTD.,SPARES,806
CONDOUR TEX,COTTON GARMENTS,28800
CONFIR TRADING,FOOD STUFFS,20682
CONNISSEUR FASHION,COTTON GOODS,5906
CONSOLIDATED CONTRACTING CO.,COCONUTS,28000
CONSOLIDATED TEA CORPORATION,TEA,269184
CONSOLIDATED WOOD INDUSTRIES,RUBBER MATS,859227
CONSYST INTEGRATED CONTROL SYSTEMS,PANEL BOARD,1000
CONTINENTAL ENTERPRISES,CLAY TILES,3720
COOLBERG BEVERAGES P.LTD.,FOOD STUFFS,10869
COOLMATE REFERIGERATION,REFRIGERATION SET,135600
COPPER PLAST,GRANULAR,8600
CORAL EXPORTS,FROZEN MARINE FOODS,89069
CORE CARBONS P.LTD.,ACTIVATED CARBON,88880
CORNATION TILES&CONCRETE,BUILDING MATERIALS,17250
CORNETIC GYM WORLD FITNESS,EXERCISING EQUIPMENT,27290
CORNIER P.LTD.,ENGINEERING GOODS,796
COSMIK INDUSTRY,PUMPS,13682
COSMOS PACKAGING INTERNATIONAL,PACKING MATERIALS,2180
COSSMO TEX,COTTON GARMENTS,3272
COTMAN TEX,COTTON GOODS,56907
COTTON BLOSSOM,COTTON GOODS,131323
COTTON BUDS INC.,COTTON GOODS,3488
COTTON CITY APPAREL EXPORTS,COTTON GARMENTS,1000
COTTON CITY INC.,COTTON GARMENTS,500
COTTON CREATION,COTTON GOODS,8033
COTTON FAB CREATIONS P.LTD.,COTTON GOODS,48112
COTTON HOUSE,COTTON GOODS,17946
COTTON PARK CLOTHINGS,COTTON GARMENTS,2721
COTTON WEAVES,COTTON GOODS,29147
COTTON WOOD,COTTON GOODS,17016
COTTON WORLD DIRECT EXPORTS P.LTD.,COTTON GARMENTS,969
COTTON WORLD GARMENTS,COTTON GARMENTS,2976
COTTONY FASHION,COTTON GARMENTS,2768
COVEMA FILAMENTS LTD.,NYLON MONOFILAMENT LINES,30586
CPS TEXTILES P. LTD.,COTTON GOODS,58126
CRAFTERS,HANDICRAFTS,82
CRAFTERS EXPORTS,HANDICRAFTS,3883
CRAFTSMAN AUTOMATION P. LTD.,STEEL RACKS,7510
CRAIGMORE PLANTATIONS (INDIA) LTD.,TEA,490453
CREATIVE EXPORTS,COTTON GARMENTS,8844
CREATIVE KNITS,COTTON GARMENTS,119
CREDISE EXPORTS,COTTON GARMENTS,4508
CRESCENT INTERNATIONAL TYRE TREADS,TYRE RETREADING MATERIALS,11902
CRESCENT SEAFOOD P.LTD.,FROZEN SQUID,413916
CRESST CREATIONS,COTTON GOODS,43533
CRISP INC.,COTTON GARMENTS,7862
CRIZOL LUBRICANTS P.LTD.,ENGINE OIL,38250
CRONY EXPORTERS,COTTON GARMENTS,2116
CRONY FASHIONS,COTTON GARMENTS,7696
CROSSINGS INTERNATIONAL DISTRIBUTION,CIGARETTES,16140
CROWN CASHEW IMPEX,CASHEW KERNELS,30000
CROWN TIMBERS,WOOD PRODUCTS,11664
CRUDEX INTERNATIONAL,BASE OIL,38830
CRUSHER AND MINING,MACHINERIES,21056
CRUST N CRUMB FOODINGRE P.LTD.,BAKING POWDER,464617
CRYSTAL EXPORTS,CHAPPALS,3960
CRYSTAL TEA (INDIA)LTD.,TEA,234319
CSM EXPORTS,RICE,13180
CUBES INTERNATIONAL,COCONUTS,53050
CUBEVO INTERNATIONAL TRADING P.LTD.,COCONUTS,48600
CURICART ENTERPRISES,COTTON GARMENTS,5300
CURRENT BOOKS P.LTD.,BOOKS,800
CUSTMERS,COCONUTS,28090
CYAN INTERNATIONL,FOOD STUFFS,70896
CYBELE HERBAL LABORATORIES P. LTD.,AYURVEDIC MEDICINES,345
CYIENT DLM P.LTD.,ENGINEERING GOODS,20968
CYLWIN KNIT WEAR,COTTON GARMENTS,932
CYRUS MEDITECH INDIA P.LTD.,SURGICAL GLOVES,3800
D ND R CORPORATION,ACTIVATED CARBON,24000
D.C.BOOKS,PRINTED BOOKS & PAPER TAGS,2380
D.C.INTERIORS,RUBBER MATS,1141780
D.M.EXPORTS,COTTON GARMENTS,5107
D.M.GARMENT,COTTON GARMENTS,5191
D.S.P. KNITTING COMPANY,COTTON GOODS,47083
D.V. DEO & SONS,CRYSTALS,3387
D.V. DEO INDUSTRIAL LTD.,LEMONGRASS OIL,26862
D.V.DEO INDUSTRIAL LTD.,LEMONGRASS OIL,9848
D2D INTERNATIONAL,COTTON GOODS,128590
DAEBU AUTOMOTIVE SEAT INDIA P.LTD.,AUTOMOBILES PARTS,30067
DAFFODILS APPARELS,COTTON GARMENTS,29190
DAFIN EXIM ENGINEERING P.LTD.,RUBBER MATS,158054
DAITAD FRANCHISEE P.LTD.,COCONUTS,84500
DAKSH EXIM SOLUTIONS P.LTD.,RUBBER MATS,24800
DAKSH INDIA SOURCING,RUBBER MATS,24800
DAKSHAH OVERSEAS,FOOD STUFFS,6749
DAMPER TECHNOLOGY,SPARES,4889
DANAVARSHINI EXPORTS,COTTON GARMENTS,23446
DANESH HOME FASHIONS,KITCHEN ITEMS,141582
DARJEELING ORGANIC TEA ESTATES,TEA,2205
DASAMI GARMENTS,COTTON GARMENTS,4051
DASNAVIS MARINE ENGG,SPARES,49850
DAWA BOOKS,BOOKS,2000
DD EXIM,FOOD STUFFS,52862
DD GLOAL,COTTON GARMENTS,14540
DECO DE TREND,COTTON GARMENTS,12730
DECO WEAVES,COTTON GARMENTS,364
DEECEE INTERNATIONAL TRADING CORPN.,BOOKS,7620
DEEKAY KNITWEARS,COTTON GARMENTS,53556
DEENARI INDIA OVERSEAS TRADING,ACTIVATED CARBON,14688
DEENS INTERNATIONAL,RUBBER MATS,163358
DEEPA AGENCIES,ELECTRICAL ITEMS,4154
DEEPA INTERNATIONAL,HERBAL MINERAL PRODUCTS,11414
DEEPAK HOSIERY MILLS,COTTON GOODS,28487
DEEPKAMAL EXPORTS P.LTD.,GREEN PEPPER,17294
DEJAI KNIT GARMENTS,COTTON GOODS,26632
DELBERT INDUSTRIES P LTD,TEXTILE MACHINERY,5385
DELCO ENGINEERING WORKS,SPARES,5160
DELIGHT 41,SPARES,147
DELMARE INTERNATIONAL,COCONUTS,28210
DELSEA EXPORTS P.LTD.,FROZEN YELLOW TUNA,258296
DELTA EXPORTS&IMPORTS,RUBBER MATS,571376
DELTA PLYWOODS AND BOARDS,PLYWOOD,625160
DESEEYA AYURVEDIC PHARMACY,AYURVEDIC PRODUCTS,243
DESIRE IMPEX,COTTON GARMENTS,3412
DESIRE KOCHI,COTTON GOODS,282760
DETLISH RUGS,JUTE RUGS,7580
DEV IMPEX,CHEMICALS,2558
DEVI COIR WORKS,COIR MATS,6284
DEVI MART,FOOD STUFFS,46088
DEVICOLAM DISTILLERIES LTD,WHISKY,234980
DEW LIFECARE P. LTD.,MEDICINES,11871
DFM TECHNO SOLUTION,STEEL CASTINGS,1768
DHANALAKSHMI CONTROLS & EQUIPMENTS,SPARES,372
