iter	RMSE
141	593283.9182
142	592777.4334
143	592162.961
144	591643.1
145	591131.8495
146	590544.0254
147	589971.5408
148	589459.4335
149	588863.4826
150	588349.887
151	587860.3696
152	587276.8127
153	586772.9252
154	586290.9299
155	585776.0965
156	585270.5144
157	584666.6774
158	584104.1886
159	583582.9794
160	582979.1813
161	582351.1554
162	581798.0461
163	581298.5317
164	580790.1493
165	580217.7517
166	579734.7794
167	579188.9939
168	578634.5093
169	578040.3696
170	577560.661
171	576964.0172
172	576391.1885
173	575796.1761
174	575202.0746
175	574693.8156
176	574209.3365
177	573775.0307
178	573183.9533
179	572637.8435
180	572191.6062
181	571617.3609
182	571039.4535
183	570528.4805
184	570013.6166
185	569495.9199
186	569009.4946
187	568495.1199
188	568002.5547
189	567459.0374
190	566990.2349
191	566494.2578
192	565932.6115
193	565422.2722
194	564936.9348
195	564345.3576
196	563826.5159
197	563243.9191
198	562788.8846
199	562226.8268
200	561784.6399
201	561320.5342
202	560847.6039
203	560302.2962
204	559838.8479
205	559393.9547
206	558878.1584
207	558308.4184
208	557762.8104
209	557256.8803
210	556693.4166
211	556215.5273
212	555845.3414
213	555272.3567
214	554702.3803
215	554158.4908
216	553681.16
217	553200.1188
218	552693.1712
219	552166.9967
220	551665.5168
221	551192.9994
222	550720.4259
223	550245.5395
224	549691.2459
225	549246.329
226	548731.5931
227	548243.987
228	547740.417
229	547183.3235
230	546665.3255
231	546206.0667
232	545656.7759
233	545139.8239
234	544716.47
235	544175.3157
236	543699.8587
237	543129.5806
238	542677.6842
239	542173.3335
240	541749.5649
241	541257.383
242	540775.2097
243	540281.6565
244	539767.4462
245	539273.4364
246	538773.5965
247	538299.2004
248	537822.3043
249	537360.5935
250	536847.1016
251	536351.9413
252	535885.2339
253	535427.1091
254	534863.5535
255	534429.873
256	533992.3039
257	533511.7355
258	533010.2923
259	532475.9373
260	531960.2846
261	531443.1368
262	530971.9841
263	530534.2425
264	530079.7114
265	529673.5946
266	529222.3483
267	528790.0822
268	528292.3916
269	527846.7703
270	527358.8097
271	526915.2086
272	526464.8137
273	525994.7612
274	525494.1679
275	525024.1718
276	524568.1421
277	524106.0453
278	523614.1097
279	523162.9842
280	522670.192
281	522236.5141
282	521745.5212
283	521313.3385
284	520938.9477
285	520510.7527
286	519944.9517
287	519440.1114
288	518932.9917
289	518518.3716
290	518072.451
291	517630.0637
292	517183.4779
293	516721.8319
294	516245.0568
295	515741.7909
296	515213.6018
297	514817.5778
298	514365.7413
299	513893.7506
300	513458.2064
301	513069.065
302	512635.0932
303	512198.1661
304	511734.7353
305	511258.0585
306	510855.8291
307	510442.5502
308	510026.3469
309	509544.1766
310	509039.3468
311	508558.8708
312	508123.0414
313	507740.2996
314	507340.5613
315	506911.9327
316	506465.1713
317	506022.4496
318	505547.671
319	505131.8107
320	504704.4294
321	504293.8902
322	503852.8717
323	503462.8996
324	503007.9546
325	502541.414
326	502094.0667
327	501708.5909
328	501192.6966
329	500714.6496
330	500279.85
331	499822.7387
332	499358.923
333	498927.1603
334	498457.5903
335	498079.2025
336	497729.3598
337	497243.218
338	496760.8247
339	496274.5159
340	495927.7686
341	495530.6613
342	495147.3876
343	494745.477
344	494315.4146
345	493887.6303
346	493488.9479
347	493022.1393
348	492593.1453
349	492144.5811
350	491681.6304
351	491249.3508
352	490842.0231
353	490429.6084
354	489990.7382
355	489549.5046
356	489099.3826
357	488677.9773
358	488262.7638
359	487786.967
360	487357.0423
361	486925.4868
362	486513.454
363	486093.1222
364	485738.4861
365	485332.8885
366	484913.1617
367	484538.6917
368	484146.7002
369	483773.1166
370	483334.5287
371	482923.6004
372	482499.0024
373	482092.7515
374	481615.797
375	481153.7013
376	480710.5844
377	480329.8337
378	479882.3136
379	479426.808
380	479057.106
381	478615.9533
382	478136.9053
383	477750.9084
384	477289.539
385	476870.3712
386	476497.998
387	476106.2248
388	475690.1288
389	475200.6214
390	474765.5008
391	474374.2976
392	473966.6158
393	473609.5136
394	473202.1716
395	472827.2585
396	472455.5189
397	472038.4951
398	471643.095
399	471299.784
400	470911.2743
401	470570.827
402	470138.1245
403	469699.8353
404	469253.9781
405	468878.7338
406	468490.9866
407	468043.1055
408	467592.987
409	467240.0592
410	466861.7081
411	466553.018
412	466141.5387
413	465715.7216
414	465329.0183
415	464970.9946
416	464586.4431
417	464157.3135
418	463756.2613
419	463307.186
420	463005.1778
421	462578.1297
422	462134.7995
423	461805.2609
424	461400.076
425	461030.8198
426	460632.2685
427	460281.8428
428	459921.244
429	459510.5252
430	459062.5157
431	458660.459
432	458244.1212
433	457909.6354
434	457535.3176
435	457066.9989
436	456684.2916
437	456294.1275
438	455968.8437
439	455614.5681
440	455200.9202
441	454863.9446
442	454507.8157
443	454125.5403
444	453749.4173
445	453385.233
446	453037.5352
447	452646.8885
448	452271.1164
449	451839.1163
450	451476.357
451	451137.5465
452	450776.1223
453	450387.8653
454	450041.9754
455	449699.2811
456	449266.2805
457	448882.7709
458	448486.1674
459	448064.5033
460	447636.2174
461	447281.3396
462	446874.7728
463	446427.2112
464	446106.9795
465	445736.5882
466	445391.8435
467	444989.9457
468	444612.5071
469	444223.8334
470	443870.146
471	443502.8205
472	443116.9517
473	442769.6522
474	442407.1463
475	442082.0174
476	441688.474
477	441332.6056
478	440937.5277
479	440578.4533
480	440237.9187
481	439836.3243
482	439489.2475
483	439183.9079
484	438840.1411
485	438430.7281
486	438096.7243
487	437747.3918
488	437443.1256
489	437075.2505
490	436697.3681
491	436309.6913
492	435978.6056
493	435636.4937
494	435278.3071
495	434945.0883
496	434541.0435
497	434158.7612
498	433824.0356
499	433468.8489
500	433110.7063
501	432770.6887
502	432393.9445
503	432038.7613
504	431629.6307
505	431222.5532
506	430807.3995
507	430400.3053
508	430052.9952
509	429676.786
510	429340.6297
511	428971.6287
512	428612.4532
513	428202.3936
514	427890.5407
515	427590.4535
516	427251.3644
517	426936.261
518	426612.2537
519	426262.8958
520	425884.906
521	425519.9877
522	425207.4366
523	424869.2955
524	424599.5639
525	424252.2343
526	423865.3848
527	423597.8164
528	423228.8401
529	422907.4185
530	422603.7309
531	422258.9427
532	421928.059
533	421587.9211
534	421267.2215
535	420912.2884
536	420585.2978
537	420232.7084
538	419857.4686
539	419526.6238
540	419193.9711
541	418884.2805
542	418538.1835
543	418170.6702
544	417743.631
545	417436.3214
546	417104.8883
547	416800.1541
548	416489.2095
549	416188.6969
550	415842.2712
551	415535.6657
552	415228.1612
553	414916.7506
554	414539.6349
555	414217.217
556	413936.7157
557	413634.9901
558	413282.1524
559	412913.8072
560	412536.1948
561	412201.9211
562	411869.9287
563	411547.4471
564	411276.8044
565	410964.1417
566	410633.9106
567	410282.6777
568	409939.4608
569	409593.2163
570	409280.3697
571	408940.4073
572	408607.63
573	408267.2001
574	407977.5649
575	407667.8008
576	407377.9713
577	407077.592
578	406772.5138
579	406495.6925
580	406150.482
581	405811.3249
582	405540.0628
583	405197.8336
584	404858.6317
585	404554.731
586	404225.281
587	403897.7789
588	403582.6192
589	403181.6169
590	402832.9719
591	402518.8354
592	402154.8218
593	401843.5289
594	401523.0674
595	401161.4965
596	400830.2948
597	400542.9441
598	400201.5827
599	399904.4921
600	399589.9663
601	399256.9649
602	398895.6094
603	398564.5073
604	398286.7278
605	397988.8782
606	397653.8276
607	397315.7404
608	396955.7783
609	396687.5672
610	396367.1378
611	396070.5485
612	395764.391
613	395411.1706
614	395099.2696
615	394814.5224
616	394549.8947
617	394291.2228
618	393991.9841
619	393691.5028
620	393378.1811
621	393082.5945
622	392793.817
623	392440.9393
624	392101.2631
625	391808.7463
626	391494.3451
627	391209.3544
628	390902.1894
629	390616.8084
630	390294.5324
631	390003.7918
632	389652.7554
633	389338.321
634	389090.9413
635	388808.133
636	388454.3928
637	388132.967
638	387848.5214
639	387551.7206
640	387217.6051
641	386966.7645
642	386697.1366
643	386422.8262
644	386114.4721
645	385835.093
646	385562.175
647	385288.6305
648	384950.256
649	384661.8824
650	384412.7096
651	384122.491
652	383785.4833
653	383534.7429
654	383268.7707
655	382910.6893
656	382610.7613
657	382302.1254
658	382012.6334
659	381706.1145
660	381408.1341
661	381068.7028
662	380802.8879
663	380530.4443
664	380199.8297
665	379909.0728
666	379639.0704
667	379381.037
668	379085.0593
669	378792.6405
670	378470.2147
671	378182.5535
672	377840.0248
673	377570.9544
674	377251.0467
675	376988.1265
676	376750.7217
677	376431.6618
678	376148.5163
679	375852.4568
680	375595.7854
681	375328.3474
682	374997.9682
683	374686.4909
684	374391.7628
685	374126.263
686	373819.8278
687	373539.0998
688	373280.3364
689	373024.377
690	372714.9019
691	372408.2004
692	372057.336
693	371760.5102
694	371451.5333
695	371207.7384
696	370898.1159
697	370592.1307
698	370369.9951
699	370077.9113
700	369770.4322
701	369468.7592
702	369206.421
703	368895.4397
704	368649.747
705	368316.0704
706	368023.3568
707	367716.4903
708	367453.2551
709	367221.5871
710	366942.6446
711	366676.6952
712	366399.9789
713	366116.768
714	365841.9398
715	365578.9648
716	365298.3221
717	365075.12
718	364777.3455
719	364509.3747
720	364242.7924
721	363991.5459
722	363748.3076
723	363472.1213
724	363217.162
725	362916.3857
726	362664.0064
727	362408.3754
728	362083.8501
729	361793.3621
730	361504.668
731	361204.7642
732	360931.0171
733	360694.0503
734	360443.985
735	360149.6992
736	359857.0455
737	359605.555
738	359336.6264
739	359153.6757
740	358843.7018
741	358576.484
742	358333.9662
743	358097.313
744	357819.2633
745	357528.7884
746	357219.7088
747	356976.8337
748	356700.2527
749	356428.4419
750	356198.6781
751	355927.933
752	355702.5874
753	355475.9347
754	355262.2714
755	354977.0911
756	354714.6645
757	354432.8336
758	354146.2494
759	353889.5873
760	353612.2966
761	353423.1762
762	353182.3802
763	352903.9265
764	352626.4734
765	352375.6454
766	352112.1597
767	351881.9501
768	351629.9379
769	351401.9495
770	351118.867
771	350867.2891
772	350600.0189
773	350344.7973
774	350118.6861
775	349890.9053
776	349607.9177
777	349331.22
778	349142.5563
779	348829.9838
780	348573.2582
781	348307.4015
782	348064.4245
783	347803.2477
784	347496.9224
785	347208.4907
786	346972.4187
787	346666.4229
788	346376.5768
789	346105.3063
790	345866.2376
791	345633.1082
792	345333.7495
793	345129.6598
794	344853.8144
795	344627.5071
796	344438.7117
797	344189.1033
798	343962.846
799	343729.1696
800	343432.7575
801	343177.8448
802	342982.0079
803	342752.4082
804	342533.919
805	342308.3969
806	342070.5115
807	341787.953
808	341529.379
809	341290.4628
810	341052.6626
811	340817.4507
812	340563.2228
813	340337.3809
814	340089.0064
815	339870.1651
816	339641.745
817	339405.2087
818	339192.7606
819	338899.3701
820	338655.8002
821	338408.6978
822	338186.9882
823	337900.8842
824	337675.4005
825	337412.6049
826	337183.8188
827	336933.5454
828	336729.4119
829	336531.0791
830	336301.4166
831	336061.2795
832	335843.716
833	335591.7964
834	335382.8429
835	335160.5067
836	334902.8098
837	334659.3805
838	334429.912
839	334187.1832
840	333963.4737
841	333759.0166
842	333598.4898
843	333308.8823
844	333062.4197
845	332810.9244
846	332566.6273
847	332308.65
848	332063.576
849	331846.0256
850	331675.7097
851	331415.1664
852	331178.2863
853	330940.2175
854	330714.5735
855	330487.0549
856	330246.0394
857	330023.8298
858	329749.9355
859	329513.5786
860	329254.897
861	329078.8969
862	328820.4407
863	328599.5788
864	328324.7153
865	328090.274
866	327846.9939
867	327623.3898
868	327387.8225
869	327155.3066
870	326953.7893
871	326732.0426
872	326516.8524
873	326302.8526
874	326103.8971
875	325888.9432
876	325665.376
877	325407.1996
878	325168.6251
879	324972.7303
880	324758.5552
881	324518.9143
882	324290.4457
883	324053.4025
884	323813.6654
885	323603.8463
886	323386.5176
887	323185.1801
888	323001.0492
889	322745.3573
890	322514.9364
891	322324.3188
892	322096.5622
893	321898.6217
894	321704.6189
895	321490.624
896	321231.173
897	321030.1132
898	320781.5024
899	320580.4478
900	320346.1518
901	320108.8692
902	319880.356
903	319669.0502
904	319437.4937
905	319203.5123
906	318995.1432
907	318738.6217
908	318548.3144
909	318324.4089
910	318142.0169
911	317921.9044
912	317685.141
913	317484.5633
914	317265.0907
915	317055.7394
916	316863.1168
917	316630.4532
918	316364.3604
919	316144.8784
920	315913.9049
921	315707.5287
922	315499.4869
923	315272.6081
924	315045.7429
925	314795.5658
926	314594.3388
927	314367.3326
928	314169.4354
929	313972.1148
930	313718.3248
931	313555.8641
932	313328.9158
933	313117.7719
934	312880.1765
935	312656.9444
936	312461.8669
937	312255.9521
938	312060.3723
939	311839.9881
940	311622.9567
941	311395.952
942	311189.8245
943	311010.775
944	310835.3349
945	310625.3552
946	310406.5267
947	310207.0319
948	310004.5906
949	309786.966
950	309590.9314
951	309402.7575
952	309155.1927
953	308956.118
954	308772.9597
955	308598.9721
956	308352.8946
957	308148.0214
958	307981.2355
959	307803.9451
960	307596.5465
961	307367.1929
962	307199.3582
963	307011.0038
964	306820.8751
965	306599.7294
966	306381.7263
967	306146.3564
968	305922.0281
969	305709.4196
970	305491.7805
971	305303.3718
972	305128.9757
973	304949.8397
974	304755.514
975	304574.8499
976	304433.6535
977	304242.6192
978	304049.029
979	303853.9523
980	303717.3103
981	303501.4389
982	303321.9632
983	303141.442
984	302924.7616
985	302727.1764
986	302578.5984
987	302380.543
988	302205.2734
989	301979.5965
990	301768.7519
991	301591.2461
992	301424.1365
993	301212.9393
994	301012.6647
995	300805.9396
996	300612.6304
997	300406.5151
998	300206.8249
999	299976.9105
1000	299791.2002
1001	299591.7353
1002	299391.0846
1003	299183.7188
1004	298990.8947
1005	298801.197
1006	298605.5686
1007	298419.1417
1008	298189.923
1009	297992.0785
1010	297798.4553
1011	297586.5449
1012	297423.2159
1013	297202.5136
1014	297038.2654
1015	296863.7819
1016	296677.12
1017	296477.1138
1018	296274.1287
1019	296117.4819
1020	295927.0393
1021	295739.7282
1022	295574.8843
1023	295388.689
1024	295199.9404
1025	294994.469
1026	294817.5027
1027	294634.4692
1028	294466.4735
1029	294297.5146
1030	294106.7819
1031	293943.2934
1032	293759.6371
1033	293574.894
1034	293377.2939
1035	293192.1468
1036	292972.1243
1037	292772.436
1038	292606.83
1039	292429.5012
1040	292278.4002
1041	292111.5157
1042	291960.5723
1043	291789.2724
1044	291610.6842
1045	291410.6331
1046	291237.2602
1047	291072.7813
1048	290906.0122
1049	290728.1501
1050	290542.4467
1051	290373.5249
1052	290185.123
1053	290028.6477
1054	289814.7966
1055	289655.2457
1056	289503.5718
1057	289326.4534
1058	289104.0068
1059	288914.193
1060	288723.0836
1061	288522.5684
1062	288341.6974
1063	288144.1768
1064	287955.1708
1065	287799.2512
1066	287628.4398
1067	287464.388
1068	287277.7795
1069	287105.5441
1070	286902.3804
1071	286702.0045
1072	286513.2613
1073	286303.4492
1074	286134.0253
1075	285957.7703
1076	285781.7102
1077	285613.3395
1078	285410.5299
1079	285249.4298
1080	285056.8748
1081	284899.1792
1082	284718.8245
1083	284520.8664
1084	284346.9147
1085	284159.8784
1086	283974.0129
1087	283812.6849
1088	283605.4251
1089	283447.805
1090	283271.7159
1091	283111.6076
1092	282923.6675
1093	282746.5967
1094	282570.4878
1095	282366.5706
1096	282193.2585
1097	282058.4246
1098	281862.7906
1099	281665.5906
1100	281479.2806
1101	281283.7092
1102	281135.5574
1103	280972.3589
1104	280841.9103
1105	280677.4411
1106	280510.9425
1107	280332.8911
1108	280168.2661
1109	280007.8833
1110	279828.094
1111	279664.6885
1112	279507.8075
1113	279306.3792
1114	279140.5854
1115	278987.3964
1116	278800.0355
1117	278662.3183
1118	278481.4257
1119	278290.0394
1120	278141.1654
1121	277990.6058
1122	277817.8188
1123	277665.8675
1124	277507.9712
1125	277330.8581
1126	277160.0058
1127	276977.1428
1128	276794.4884
1129	276644.3919
1130	276488.6932
1131	276347.719
1132	276180.9626
1133	276000.2757
1134	275836.0107
1135	275640.7608
1136	275474.799
1137	275305.5435
1138	275134.6856
1139	274968.8759
1140	274790.8886
1141	274662.6889
1142	274497.5101
1143	274340.839
1144	274177.8882
1145	274017.0804
1146	273823.2398
1147	273684.1799
1148	273506.2811
1149	273360.1906
1150	273195.5779
1151	273046.4574
1152	272887.1568
1153	272688.3644
1154	272521.3622
1155	272372.351
1156	272227.7539
1157	272050.8472
1158	271910.4998
1159	271726.2073
1160	271535.4838
1161	271373.4729
1162	271242.1023
1163	271059.6546
1164	270901.7436
1165	270708.7695
1166	270539.3851
1167	270411.2933
1168	270247.4862
1169	270065.7111
1170	269914.3729
1171	269739.8954
1172	269578.9718
1173	269430.4371
1174	269286.2693
1175	269093.6732
1176	268960.1932
1177	268814.3345
1178	268665.8146
1179	268542.0436
1180	268381.8662
1181	268248.387
1182	268062.3203
1183	267905.3925
1184	267764.7698
1185	267584.5603
1186	267390.5901
1187	267211.1409
1188	267057.4001
1189	266886.8137
1190	266747.7687
1191	266615.4967
1192	266479.5927
1193	266310.2025
1194	266157.1337
1195	266060.3283
1196	265936.4475
1197	265777.6619
1198	265624.7045
1199	265499.7979
1200	265338.8332
1201	265171.3503
1202	265001.9386
1203	264849.5688
1204	264704.0938
1205	264557.7429
1206	264396.7092
1207	264230.5407
1208	264068.3594
1209	263921.5479
1210	263782.5221
1211	263620.0059
1212	263496.4795
1213	263338.7897
1214	263169.4401
1215	263000.3647
1216	262862.0616
1217	262722.6678
1218	262575.0286
1219	262445.1215
1220	262288.872
1221	262131.6208
1222	261967.6698
1223	261827.9153
1224	261679.8058
1225	261558.991
1226	261401.858
1227	261261.2747
1228	261095.16
1229	260948.3785
1230	260805.163
1231	260662.1341
1232	260514.2503
1233	260374.4654
1234	260219.2579
1235	260097.8582
1236	259920.925
1237	259772.5563
1238	259635.8603
1239	259499.4158
1240	259365.3302
1241	259194.1122
1242	259046.8706
1243	258901.1248
1244	258763.8001
1245	258607.7314
1246	258466.3366
1247	258340.9559
1248	258284.3152
1249	258157.5131
1250	258002.0426
1251	257865.7858
1252	257727.0942
1253	257589.0274
1254	257451.0658
1255	257293.3715
1256	257154.7735
1257	257016.4704
1258	256849.3483
1259	256686.9328
1260	256548.2103
1261	256375.8071
1262	256232.4099
1263	256045.8329
1264	255896.5281
1265	255757.0026
1266	255623.3064
1267	255475.9309
1268	255344.0543
1269	255214.9621
1270	255067.0398
1271	254907.1616
1272	254761.4645
1273	254617.5749
1274	254460.8775
1275	254308.1525
1276	254172.655
1277	254020.3203
1278	253879.8733
1279	253769.7751
1280	253646.1403
1281	253533.5627
1282	253367.8728
1283	253240.4087
1284	253105.1666
1285	252965.55
1286	252853.5107
1287	252731.8952
1288	252623.1514
1289	252457.9807
1290	252325.195
1291	252171.0821
1292	252037.8946
1293	251907.8207
1294	251791.7863
1295	251638.8192
1296	251501.3255
1297	251389.0989
1298	251279.967
1299	251164.357
1300	251003.0076
1301	250857.3799
1302	250743.5084
1303	250600.3973
1304	250453.0592
1305	250316.7477
1306	250160.8722
1307	250009.0154
1308	249862.1588
1309	249744.3277
1310	249610.6948
1311	249495.3859
1312	249351.1353
1313	249206.2343
1314	249073.8616
1315	248919.7343
1316	248779.9557
1317	248637.3997
1318	248510.7819
1319	248388.4362
1320	248234.0981
1321	248116.1119
1322	248000.6022
1323	247886.6445
1324	247772.2285
1325	247644.5751
1326	247544.7932
1327	247423.2959
1328	247303.6737
1329	247142.8737
1330	246989.3482
1331	246856.0719
1332	246742.2397
1333	246583.8746
1334	246458.5307
1335	246303.6593
1336	246193.6567
1337	246061.0791
1338	245924.0555
1339	245808.8212
1340	245688.9968
1341	245598.7976
1342	245480.161
1343	245337.9846
1344	245196.2073
1345	245050.2503
1346	244921.0435
1347	244767.2559
1348	244618.0369
1349	244533.4017
1350	244406.8331
1351	244275.2572
1352	244129.5446
1353	244015.9598
1354	243880.3306
1355	243734.909
1356	243607.4048
1357	243504.7711
1358	243371.8702
1359	243230.1539
1360	243095.0607
1361	242956.7215
1362	242812.3959
1363	242678.8366
1364	242540.4237
1365	242424.8547
1366	242306.5178
1367	242170.5223
1368	242027.3729
1369	241907.4184
1370	241781.8528
1371	241651.34
1372	241539.648
1373	241422.9672
1374	241318.254
1375	241217.4361
1376	241096.7487
1377	240978.7882
1378	240841.8882
1379	240731.6599
1380	240582.0428
1381	240461.1867
1382	240333.4728
1383	240201.2629
1384	240071.7674
1385	239946.2045
1386	239842.6577
1387	239728.5702
1388	239584.896
1389	239470.2421
1390	239374.1238
1391	239265.7097
1392	239155.2813
1393	239024.0068
1394	238914.9422
1395	238810.0779
1396	238684.9835
1397	238562.166
1398	238444.2058
1399	238326.7463
1400	238172.7093
1401	238035.4776
1402	237900.3331
1403	237755.5499
1404	237613.2533
1405	237496.287
1406	237374.8204
1407	237253.1381
1408	237142.9252
1409	237041.6645
1410	236945.29
1411	236836.999
1412	236720.1463
1413	236614.5656
1414	236496.9756
1415	236378.5802
1416	236252.8282
1417	236146.342
1418	236007.326
1419	235867.7365
1420	235772.1406
1421	235673.3851
1422	235567.3671
1423	235437.7081
1424	235303.5726
1425	235186.3396
1426	235055.0112
1427	234947.7324
1428	234852.8439
1429	234745.0202
1430	234649.9998
1431	234543.9414
1432	234415.4696
1433	234305.2757
1434	234213.9438
1435	234091.947
1436	233988.8608
1437	233882.5098
1438	233755.748
1439	233657.4432
1440	233519.9694
1441	233409.3799
1442	233292.4312
1443	233175.7007
1444	233057.1655
1445	232955.8903
1446	232870.6153
1447	232767.134
1448	232636.7071
1449	232548.4921
1450	232452.9905
1451	232326.0299
1452	232206.6967
1453	232086.2818
1454	231986.5102
1455	231877.6168
1456	231761.4993
1457	231660.531
1458	231554.2831
1459	231437.6453
1460	231312.5289
1461	231214.8757
1462	231104.6379
1463	230993.5796
1464	230876.6822
1465	230771.2416
1466	230659.9844
1467	230538.8792
1468	230430.1201
1469	230339.2765
1470	230236.5363
1471	230118.2425
1472	230004.7045
1473	229888.3167
1474	229751.5987
1475	229630.9546
1476	229524.9036
1477	229421.1289
1478	229322.3868
1479	229218.6183
1480	229131.5231
1481	229021.3482
1482	228963.1678
1483	228863.5928
1484	228745.6463
1485	228651.0473
1486	228548.15
1487	228428.2497
1488	228317.9822
1489	228171.6686
1490	228063.3829
1491	227948.392
1492	227837.8306
1493	227702.1327
1494	227584.1189
1495	227469.3951
1496	227376.1187
1497	227260.9128
1498	227139.5823
1499	227019.286
1500	226913.1191
1501	226822.493
1502	226732.876
1503	226624.2197
1504	226535.6606
1505	226431.7953
1506	226332.7342
1507	226211.8889
1508	226091.1661
1509	225976.0552
1510	225865.8954
1511	225765.7046
1512	225650.1423
1513	225543.8655
1514	225450.156
1515	225318.5694
1516	225221.4898
1517	225119.8744
1518	225015.9321
1519	224891.1924
1520	224792.7454
1521	224671.4729
1522	224544.7988
1523	224430.1547
1524	224306.7266
1525	224224.6704
1526	224097.7226
1527	223970.9376
1528	223883.3678
1529	223798.4551
1530	223682.1897
1531	223563.2495
1532	223463.435
1533	223340.135
1534	223256.1006
1535	223141.8541
1536	223025.07
1537	222902.9533
1538	222802.4827
1539	222714.6263
1540	222633.703
1541	222525.3734
1542	222411.3936
1543	222316.1492
1544	222226.7006
1545	222110.9922
1546	222016.0439
1547	221923.492
1548	221831.0989
1549	221720.4497
1550	221662.3356
1551	221587.3696
1552	221472.6248
1553	221384.6178
1554	221274.1917
1555	221181.7816
1556	221083.7036
1557	220973.1882
1558	220877.9518
1559	220757.6828
1560	220645.9093
1561	220549.5345
1562	220458.8641
1563	220372.066
1564	220271.5131
1565	220135.344
1566	220024.3381
1567	219933.3747
1568	219833.5329
1569	219728.1115
1570	219625.5479
1571	219511.6578
1572	219438.1387
1573	219342.1251
1574	219252.854
1575	219178.3887
1576	219088.4437
1577	218971.2576
1578	218894.8008
1579	218817.7305
1580	218718.1782
1581	218612.5275
1582	218520.8901
1583	218423.6755
1584	218295.5632
1585	218202.1908
1586	218104.0518
1587	217997.7484
1588	217915.424
1589	217823.2974
1590	217737.1914
1591	217682.3903
1592	217604.7034
1593	217503.8856
1594	217414.9837
1595	217320.3613
1596	217268.0331
1597	217228.032
1598	217134.5531
1599	217032.0525
1600	216923.9903
1601	216832.209
1602	216738.9898
1603	216622.115
1604	216546.8096
1605	216454.4436
1606	216352.7409
1607	216268.4289
1608	216174.5817
1609	216084.7423
1610	215987.8873
1611	215878.2439
1612	215777.7391
1613	215680.7536
1614	215601.0931
1615	215502.3076
1616	215371.0212
1617	215284.6222
1618	215209.051
1619	215112.3723
1620	215049.1065
1621	214957.0091
1622	214856.9327
1623	214744.7813
1624	214670.903
1625	214581.4849
1626	214481.3002
1627	214392.8359
1628	214355.3669
1629	214272.1404
1630	214167.3302
1631	214071.466
1632	213968.5297
1633	213881.8156
1634	213786.6574
1635	213689.378
1636	213584.3281
1637	213493.5378
1638	213398.6071
1639	213294.3706
1640	213205.6107
1641	213140.9828
1642	213073.8415
1643	212981.3544
1644	212871.3619
1645	212824.4644
1646	212738.5072
1647	212647.9153
1648	212546.6937
1649	212462.3101
1650	212365.3425
1651	212276.2493
1652	212207.9803
1653	212123.2735
1654	212061.4102
1655	212007.4889
1656	211934.1275
1657	211831.6749
1658	211745.1375
1659	211650.404
1660	211554.2919
1661	211454.9086
1662	211410.4005
1663	211323.6802
1664	211248.7342
1665	211146.6523
1666	211057.1666
1667	210963.6313
1668	210879.854
1669	210795.4575
1670	210701.4465
1671	210629.4744
1672	210515.8498
1673	210418.8297
1674	210375.3905
1675	210287.3402
1676	210187.5937
1677	210100.6565
1678	210060.7679
1679	209970.9069
1680	209880.2461
1681	209768.0367
1682	209676.3278
1683	209634.6746
1684	209546.7642
