Sail Date.,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
02-Aug,0,13020235,9468739,262167,0,4917460,17490,5437619,6291544,11283272.94,6013168.61,5437765.843,9468739,5435563.288
03-Aug,0,4919249,4963269,0,12304399,0,9265145,695390,7344040,11283272.94,6013168.61,695348.276,4963269,694209.9855
04-Aug,8862693,4174369,9692730,1540830,0,8762928,0,0,6731550,11283272.94,6013168.61,440.238986,9692730,869.4569076
05-Aug,17041577,20068685,0,2324929,21558430,0,341461,7611249,8756537,11283272.94,6013168.61,7611361.403,1.09E-08,7611039.459
06-Aug,5176616,30172,2522223,13699468,9559819,4727058,7880958,10853651,2423961,11283272.94,6013168.61,10851642.05,2522223,10849433.71
07-Aug,8234400,0,11161214,14485663,13742590,21415009,0,7540838,1437103,11283272.94,6013168.61,7541168.931,11161214,7541297.272
08-Aug,0,4242121,0,7105350,0,12012685,3857432,20160730,3163628,11283272.94,6013168.61,20160333.5,0,20160014.83
09-Aug,142794,13175575,8897377,13322104,0,9005210,0,6708169,7875000,11283272.94,6013168.61,6708520.572,8897377,6710177.077
10-Aug,37294000,37074899,14822592,0,2074081,17009250,6902010,0,415552,11283272.94,6013168.61,0,14822592,0
11-Aug,14108921,6137668,8456249,1240362,37759,13938543,2425581,4998893,0,11283272.94,6013168.61,4997771.13,8456249,4999181.29
12-Aug,10666850,10338098,2668708,1852822,9533606,3000,2122819,51287638,4510585,11283272.94,6013168.61,51288262.95,2668708,51288767.46
13-Aug,2319204,10537575,5002161,9594678,0,8554198,0,6112810,14618690,11283272.94,6013168.61,6112080.045,5002161,6111097.072
14-Aug,3720260,26765817,3093461,22302821,12595636,1410200,5706351,5001620,8326886,11283272.94,6013168.61,5002190.583,3093461,5003265.01
15-Aug,2358835,2905899,3564308,5750565,0,8368382,5465567,50688,3708581,11283272.94,6013168.61,50875.33465,3564308,53816.72829
16-Aug,8212172,10259136,3024760,0,17358945,9762844,1445566,4398451,9665184,11283272.94,6013168.61,4399066.536,3024760,4398187.716
17-Aug,36271046,3140776,7195844,554101,5510270,8980460,0,5771511,1385247,11283272.94,6013168.61,5770786.981,7195844,5772228.499
18-Aug,9828643,4248622,10600700,0,1070,0,10445197,4512209,6338640,11283272.94,6013168.61,4513133.443,10600700,4512445.669
19-Aug,7344928,8169538,717185,9819569,8484854,0,7324238,7288788,0,11283272.94,6013168.61,7289218.318,717185,7287686.4
20-Aug,2460284,9867448,32801978,17557100,50950,9531066,0,0,11410265,11283272.94,6013168.61,0,32801978,646.7968492
21-Aug,3694765,0,9301648,21541719,4086291,8827783,9159437,0,815513,11283272.94,6013168.61,282.2288176,9301648,428.1328412
22-Aug,1432260,3415142,8974146,6957576,13412346,13524077,6099892,23884,8093688,11283272.94,6013168.61,23655.68093,8974146,25554.7183
23-Aug,1585076,12739317,0,0,9551423,156181,0,7516665,14923916,11283272.94,6013168.61,7516160.015,5.48E-09,7516781.066
24-Aug,10464536,2377908,8042964,1500478,0,12704853,14860706,5204816,1580209,11283272.94,6013168.61,5204569.197,8042964,5202774.077
25-Aug,6681059,3659061,1633483,20642,106270,0,2979621,0,15173355,11283272.94,6013168.61,0,1633483,0
26-Aug,13667363,7139421,41146433,0,0,6115661,341300,0,6676952,11283272.94,6013168.61,428.8590686,41146433,0
27-Aug,3627673,20089850,4698962,0,42157000,43491527,0,10903642,1037755,11283272.94,6013168.61,10903166.14,4698962,10902788.01
28-Aug,4742320,5289364,4143876,16887307,134930,5263893,3268417,0,4106768,11283272.94,6013168.61,0,4143876,1363.257494
29-Aug,1363844,15524576,4192390,6668187,14861702,0,6660976,0,0,11283272.94,6013168.61,0,4192390,0
30-Aug,6746169,3600000,8509958,0,3603166,6169764,405372,4605166,3454480,11283272.94,6013168.61,4607179.398,8509958,4605853.744
31-Aug,0,12087224,0,1183093,4134786,11617274,9980707,22931769,17774000,11283272.94,6013168.61,22931545.1,0,22930958.45
01-Sep,25765698,3056490,0,3000,0,5200,3968102,289329,0,11283272.94,6013168.61,289189.1603,0,288624.2471
02-Sep,0,5390342,9984384,710997,6991156,15739660,8525018,0,20809967,11283272.94,6013168.61,853.996468,9984384,0
03-Sep,4008485,5868954,13620109,31335530,62448,10300037,17880424,14646441,0,11283272.94,6013168.61,14646949.4,13620109,14647417.71
04-Sep,1501253,159818,5632254,0,2677175,4101525,1041780,4962179,1125217,11283272.94,6013168.61,4961730.51,5632254,4959879.347
05-Sep,10451622,3660363,0,8608839,20088156,300736,6123058,73688,879015,11283272.94,6013168.61,74279.10471,4.87E-09,73014.60899
06-Sep,4232726,3916686,141170,0,14865779,0,1523321,3551673,6662883,11283272.94,6013168.61,3549672.878,141170,3550049.585
07-Sep,5938875,2517922,0,1887519,0,9694900,12158762,4690239,9460438,11283272.94,6013168.61,4689112.478,0,4690999.529
08-Sep,6938877,5075260,19886910,340036,164563,0,0,0,0,11283272.94,6013168.61,0,19886910,0
09-Sep,19275505,9121322,119932,7005375,17859567,20757804,2254643,6280162,10408369,11283272.94,6013168.61,6280201.955,119932,6279280.431
10-Sep,3103992,0,9469267,1598446,0,11171164,1901237,2920463,6130439,11283272.94,6013168.61,2920797.054,9469267,2918953.269
11-Sep,6336520,28366913,3331655,16482876,4650384,0,10081754,4653053,5357779,11283272.94,6013168.61,4653856.565,3331655,4653034.13
12-Sep,0,3267896,38419883,3289168,7973707,754420,3153582,0,5992247,11283272.94,6013168.61,0,38419883,138.6324783
13-Sep,37474541,4219824,0,7495000,0,23833131,0,2185993,1389866,11283272.94,6013168.61,2186072.344,4.37E-10,2185751.8
14-Sep,0,20321563,8744842,20052,9037399,7366888,7472209,5226090,0,11283272.94,6013168.61,5225527.801,8744842,5224758.444
15-Sep,18185010,5047066,0,5173234,8229242,0,0,0,14829921,11283272.94,6013168.61,1617.345232,4.84E-09,2045.976654
16-Sep,780977,83700,1267642,2578430,5452087,0,710129,5773770,8201994,11283272.94,6013168.61,5774439.056,1267642,5772942.712
17-Sep,5848251,361943,6835141,10272056,2900,7377900,9019900,14099755,0,11283272.94,6013168.61,14098217.32,6835141,14096556.33
18-Sep,3848089,0,3102602,0,3445402,10116472,0,14501000,3229607,11283272.94,6013168.61,14500707.24,3102602,14497898.86
19-Sep,13455764,4071086,20721811,21883464,23914650,0,3206708,5055215,8368315,11283272.94,6013168.61,5055663.171,20721811,5055693.804
20-Sep,0,7769384,0,0,12014078,9567827,46386461,10213103,8664443,11283272.94,6013168.61,10212603.6,0,10211868.29
21-Sep,0,7377954,9305279,3056168,0,2381939,6041599,4767020,41900000,11283272.94,6013168.61,4766543.147,9305279,4767722.566
22-Sep,12476042,7444254,47254,15734840,7980498,32069682,2922483,0,0,11283272.94,6013168.61,0,47254,50.7484632
23-Sep,2798459,2287803,7042800,0,10683000,4809306,236238,0,7164653,11283272.94,6013168.61,648.9200191,7042800,3135.70032
24-Sep,2967738,0,9977960,0,13475809,241064,0,6289767,5336755,11283272.94,6013168.61,6288599.19,9977960,6287786.971
25-Sep,3925493,2257804,0,22183862,4947155,3930803,7390665,3673561,0,11283272.94,6013168.61,3673318.53,0,3673303.997
26-Sep,1999000,7132539,0,13602822,32500000,0,2025698,0,0,11283272.94,6013168.61,0,1.13E-08,515.8277029
27-Sep,0,6669212,8383559,7203770,6858140,0,44551000,8805992,4910977,11283272.94,6013168.61,8805215.141,8383559,8805948.529
28-Sep,2387787,2435446,12797524,2524588,3832951,10491115,10751882,0,0,11283272.94,6013168.61,0,12797524,1110.97508
29-Sep,36185160,6991916,167876,1143869,324156,15101054,0,3308234,16455647,11283272.94,6013168.61,3308311.934,167876,3308960.449
30-Sep,3363677,32984806,8000673,0,7149438,30816008,971897,0,7838118,11283272.94,6013168.61,342.9684993,8000673,678.3615455
01-Oct,4847875,0,0,12039549,7540386,0,4505465,11169720,23515791,11283272.94,6013168.61,11169630.57,1.27E-09,11170969.33
02-Oct,6064843,0,14054931,5345615,9612559,150514,2558108,3705553,1642537,11283272.94,6013168.61,3706356.053,14054931,3703587.64
03-Oct,0,14814527,5946877,0,13664840,13213360,0,10935600,0,11283272.94,6013168.61,10936519.97,5946877,10935594.33
04-Oct,9021380,3787505,129181,4529131,4500900,0,6041228,9554871,0,11283272.94,6013168.61,9553509.735,129181,9554125.884
05-Oct,2520116,2173490,150401,2314998,0,5749440,7097826,735516,6573029,11283272.94,6013168.61,735712.2796,150401,733634.6668
06-Oct,11038671,3763209,9578666,11375640,22768,23155378,43101569,8386680,12134811,11283272.94,6013168.61,8387064.551,9578666,8387357.687
07-Oct,10502947,2097472,236718,7874100,4562717,17718116,0,9420657,310247,11283272.94,6013168.61,9420813.815,236718,9421942.442
08-Oct,20985080,8752701,7318684,847018,17680245,9753863,2526461,0,26448,11283272.94,6013168.61,0,7318684,0
09-Oct,8717050,802068,22072766,12053369,4731377,56205,1712520,5209030,2701871,11283272.94,6013168.61,5208131.556,22072766,5207133.793
10-Oct,607006,21954831,8405775,15571357,0,24319354,10276619,2412327,4026716,11283272.94,6013168.61,2411512.485,8405775,2411348.015
11-Oct,49510378,7360722,19422806,0,8001000,0,2219053,6263797,4476984,11283272.94,6013168.61,6263817.65,19422806,6263314.842
12-Oct,6655091,2713848,1200872,2428682,13022000,6993630,6948647,0,2724800,11283272.94,6013168.61,0,1200872,0
13-Oct,13619665,18162614,3433181,29210,5433304,6194890,3585988,0,10591513,11283272.94,6013168.61,0,3433181,463.4165818
14-Oct,4584801,6125940,32525,317996,11667455,7905901,8416525,1655840,20352679,11283272.94,6013168.61,1655436.547,32525,1655170.424
15-Oct,5161468,22131332,49235418,4630998,0,8057009,0,0,2813,11283272.94,6013168.61,0,49235418,0
16-Oct,4748362,0,1166536,20515716,6210283,24989000,4707583,6425046,2955379,11283272.94,6013168.61,6424743.778,1166536,6424065.852
17-Oct,20980530,8329199,15764683,8443089,0,460808,5550411,12049023,7110085,11283272.94,6013168.61,12048928.7,15764683,12048293.07
18-Oct,0,4528408,1947152,0,3508707,3933777,7820510,23050598,16017009,11283272.94,6013168.61,23051145.73,1947152,23053180.45
19-Oct,0,0,0,1857947,0,9151225,5209676,8197538,588920,11283272.94,6013168.61,8198505.499,0,8198328.11
20-Oct,19220925,8296115,17312163,41130000,764010,0,12096898,0,11882075,11283272.94,6013168.61,0,17312163,0
21-Oct,4639062,2412088,4042706,0,9471419,6665969,0,4485302,10068806,11283272.94,6013168.61,4485313.396,4042706,4487044.948
22-Oct,3180007,9047829,0,9140810,16758676,0,6622,5073551,0,11283272.94,6013168.61,5072311.181,4.95E-09,5072085.533
23-Oct,11796784,0,4057446,7301000,7388662,255840,8288296,1569622,2092876,11283272.94,6013168.61,1568816.283,4057446,1570980.138
24-Oct,7706699,12495889,12074557,11448842,5499970,0,12984319,7952445,6745,11283272.94,6013168.61,7952700.617,12074557,7952659.366
25-Oct,0,2864108,2695029,0,4999470,654615,5732593,2138387,7159621,11283272.94,6013168.61,2140568.358,2695029,2140421.239
26-Oct,29146765,3534623,0,14266411,0,18301300,9232769,0,3584497,11283272.94,6013168.61,122.0501492,0,627.9960728
27-Oct,14153548,48838603,6391650,6142620,34000675,9058470,54685,0,6192257,11283272.94,6013168.61,394.1952721,6391650,65.22694123
28-Oct,2957963,0,0,0,11072903,0,9527488,8353272,0,11283272.94,6013168.61,8354498.854,0,8354586.896
29-Oct,4739045,9039898,10804808,15263603,8611081,3111035,0,2647564,8788078,11283272.94,6013168.61,2647887.056,10804808,2646732.63
30-Oct,5512821,0,3746827,6741189,6355486,9000000,2712651,14513500,0,11283272.94,6013168.61,14514223.68,3746827,14514200.44
31-Oct,0,17272,7765578,20218210,0,5166343,11940446,0,3467217,11283272.94,6013168.61,689.2468954,7765578,238.9218953
01-Nov,36000000,5389824,1595750,0,1862810,465770,0,5097010,1190527,11283272.94,6013168.61,5097273.106,1595750,5096384.432
02-Nov,0,2120038,1266193,1890676,86422,12017858,2131999,1628624,0,11283272.94,6013168.61,1628038.109,1266193,1629928.828
03-Nov,9931673,8837669,4137002,0,8621019,0,2259404,42340000,13898392,11283272.94,6013168.61,42339726.37,4137002,42340172.17
04-Nov,2382515,11341994,1032318,24980,6176937,5496437,12729991,4146576,322549,11283272.94,6013168.61,4145335.848,1032318,4146698.325
05-Nov,26843266,1343589,9863065,8145147,9901831,13058879,673456,18951793,1382566,11283272.94,6013168.61,18952336.76,9863065,18952859.69
06-Nov,5304613,0,2958304,21163538,3236838,0,10753622,1085019,0,11283272.94,6013168.61,1084557.724,2958304,1084244.638
07-Nov,11734,26357839,7965329,6218594,20006000,10245740,1413292,6662335,14533840,11283272.94,6013168.61,6661692.985,7965329,6661045.219
08-Nov,848954,10981971,4000650,0,1854085,44058972,5009923,5252417,391086,11283272.94,6013168.61,5253571.158,4000650,5252143.557
09-Nov,4834483,9232032,3649548,18071770,1048000,0,11002652,2649485,16384734,11283272.94,6013168.61,2648730.097,3649548,2648717.83
10-Nov,9027051,4698022,5991636,0,0,4999415,31232529,1712401,3454161,11283272.94,6013168.61,1712107.817,5991636,1712739.887
11-Nov,3372027,5508018,0,8650259,17814042,9237187,4000150,4177698,12241001,11283272.94,6013168.61,4175993.939,6.47E-09,4176235.634
12-Nov,5844062,0,524616,0,7077031,5775607,2290794,9483553,3004455,11283272.94,6013168.61,9482667.46,524616,9484208.596
13-Nov,6882852,4977558,7645628,11654321,4082435,9671247,13075994,4496906,9404457,11283272.94,6013168.61,4496300.554,7645628,4494854.004
14-Nov,0,2257444,6435619,0,87205,1115136,380209,2575472,0,11283272.94,6013168.61,2573685.696,6435619,2571047.907
15-Nov,1867024,28989836,20700,8749572,3600,245773,2901144,3059452,60245423,11283272.94,6013168.61,3059804.62,20700,3059823.379
16-Nov,10566689,0,0,48336,2863491,16138313,6527787,0,0,11283272.94,6013168.61,645.9370474,0,869.1552539
17-Nov,11878398,7849625,5821248,0,5257930,11102959,12287730,14889599,5177664,11283272.94,6013168.61,14889938.71,5821248,14891240.8
18-Nov,1213966,5934761,43262000,9133986,12237201,0,0,389134,1353002,11283272.94,6013168.61,389406.8204,43262000,388650.0071
19-Nov,2749175,18001000,28210306,11342897,15960874,1285366,2013029,8966680,3289054,11283272.94,6013168.61,8966061.402,28210306,8965636.47
20-Nov,16109966,1975273,3426764,14192227,5335487,56258760,10281403,4823839,28247223,11283272.94,6013168.61,4824149.608,3426764,4824413.157
21-Nov,4851064,8452444,14614179,5849331,0,3717346,7800114,7487285,3902975,11283272.94,6013168.61,7488246.639,14614179,7488591.741
22-Nov,0,63339911,5598992,6287570,0,27865883,3959596,1138594,6187009,11283272.94,6013168.61,1138838.868,5598992,1139048.057
23-Nov,2102122,11715736,0,399178,0,5725850,4601761,5309710,2436446,11283272.94,6013168.61,5311387.862,0,5314356.759
24-Nov,24219603,2487301,4153669,1050496,0,0,2865198,0,4848188,11283272.94,6013168.61,1312.528502,4153669,0
25-Nov,1580277,6492842,57018613,0,12229821,806737,0,6381499,5901,11283272.94,6013168.61,6381924.881,57018613,6382571.282
26-Nov,5256992,1547791,9671081,35669496,20478983,27108,0,2816991,13645860,11283272.94,6013168.61,2817061.419,9671081,2816844.243
27-Nov,3082533,0,6483264,6526879,4185419,5234294,2070020,1963433,0,11283272.94,6013168.61,1966058.309,6483264,1966883.046
28-Nov,40143886,13432599,12672618,0,69034,3300,1129871,6505837,4026155,11283272.94,6013168.61,6506742.018,12672618,6507595.772
29-Nov,9350122,11632028,400000,0,0,1215979,45791271,7304887,7919317,11283272.94,6013168.61,7304579.883,400000,7303919.511
30-Nov,4573529,2220461,7861500,5994799,6537000,12305384,10957766,1218561,3644220,11283272.94,6013168.61,1220568.109,7861500,1217964.995
01-Dec,9788154,1013241,2103613,0,2500,0,0,429690,4270364,11283272.94,6013168.61,430959.4033,2103613,430648.4058
02-Dec,426367,8831642,342187,833130,8036251,0,3915460,5594788,195112,11283272.94,6013168.61,5595787.153,342187,5597468.446
03-Dec,24318435,0,0,10396972,15864716,4199850,3495823,11035990,9775121,11283272.94,6013168.61,11035653.01,5.22E-09,11036119.3
04-Dec,5866403,499134,1432295,26564447,12022388,6886440,13077655,3196333,1337889,11283272.94,6013168.61,3196656.111,1432295,3197431.207
05-Dec,0,41469554,15286909,5717888,4855850,3443932,3758110,3763807,433088,11283272.94,6013168.61,3763249.825,15286909,3763522.717
06-Dec,30070,11168533,178053,42001,2900,4463932,6289180,18798787,11003927,11283272.94,6013168.61,18798215.1,178053,18796840.98
07-Dec,5231478,3154659,1224378,1629804,0,1968743,2356681,4125043,0,11283272.94,6013168.61,4125106.448,1224378,4125527.848
08-Dec,16003407,5666504,6522786,4200000,9248174,8939585,0,0,5236574,11283272.94,6013168.61,172.8496903,6522786,779.3569945
09-Dec,2427808,11733014,0,7634580,5881769,10600000,1637114,12330052,14103034,11283272.94,6013168.61,12331409.27,1.79E-09,12331757.07
10-Dec,6506790,0,14836959,13755130,9289219,8430311,13627902,6642507,3148037,11283272.94,6013168.61,6641479.596,14836959,6643201.973
11-Dec,1472739,5000165,2581662,0,4466268,2560530,40411526,5019166,0,11283272.94,6013168.61,5018655.145,2581662,5018026.775
12-Dec,108790,2712383,6476912,23662498,76804,6598287,4076977,1313867,0,11283272.94,6013168.61,1313641.483,6476912,1313458.657
13-Dec,0,2573396,8763864,6397738,4750300,17315208,2146020,0,7071317,11283272.94,6013168.61,0,8763864,0
14-Dec,5735984,8069313,59318,1983968,0,335863,6166575,22237157,5755537,11283272.94,6013168.61,22238295.93,59318,22239772.61
15-Dec,10828486,4718130,0,10621560,164557,3435597,12246656,45663987,8956778,11283272.94,6013168.61,45663356.69,0,45663792.07
16-Dec,1398691,347930,1896706,5458773,36370222,1110486,518917,3066974,10685862,11283272.94,6013168.61,3066932.227,1896706,3067484.415
17-Dec,5919119,5356834,6906847,4386388,3891659,10492850,0,8747387,194345,11283272.94,6013168.61,8748248.114,6906847,8744795.901
18-Dec,4660480,2996065,18643164,15744972,10416901,0,4959000,3193823,4742045,11283272.94,6013168.61,3193173.664,18643164,3195892.787
19-Dec,24850,0,30521326,223200,338071,19341972,6821572,61172,68520,11283272.94,6013168.61,61700.5067,30521326,61953.56131
20-Dec,14463000,3237952,7761030,8422138,9427530,19188961,2826443,7090134,8169778,11283272.94,6013168.61,7088313.569,7761030,7087349.598
21-Dec,5411976,40049165,0,208917,0,9603147,3027537,8264715,730844,11283272.94,6013168.61,8264968.248,0,8265316.854
22-Dec,9170604,10352284,545251,1923053,6900250,18963439,12812683,0,9717942,11283272.94,6013168.61,0,545251,0
23-Dec,1602563,2500,0,7200000,16296519,24300000,0,15595959,9516920,11283272.94,6013168.61,15595893.86,7.18E-09,15595107.43
24-Dec,4205050,6838126,6154574,15135072,6678780,9010539,12501320,0,11641000,11283272.94,6013168.61,0,6154574,608.720917
25-Dec,29858948,25177260,3596386,8080251,6049266,12718551,9672354,1324922,7186648,11283272.94,6013168.61,1324903.085,3596386,1325031.559
26-Dec,0,3166118,26367937,0,8847231,31408,0,0,0,11283272.94,6013168.61,359.9238993,26367937,383.1343404
27-Dec,18602811,5920988,17506090,6081902,0,0,4067294,0,4607673,11283272.94,6013168.61,0,17506090,0
28-Dec,307850,9979921,0,55800,55819,9839645,0,16079141,7694353,11283272.94,6013168.61,16080384.31,0,16082406.1
29-Dec,16878402,1995829,291472,5249180,0,7090580,0,0,2066655,11283272.94,6013168.61,0,291472,0
30-Dec,831523,8789438,6131200,0,3946143,10619532,0,7419655,3665809,11283272.94,6013168.61,7417790.558,6131200,7420571.681
31-Dec,4023978,8785325,6668281,32821973,7879830,0,111614,7376423,7595589,11283272.94,6013168.61,7376083.785,6668281,7377398.226
