Sail Date.,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
23-Jun,8733473,327950,1803836,283987,55938,12651682,1190005,8039674,0,1190846.4473619498,55543.90021493193,8039158.991611911,12651770.761989726,8039925.147296331
24-Jun,1515569,0,10068339,1160899,4720263,0,15385434,14720164,28582104,15385788.352130888,4719970.538438549,14719639.731793309,427.26906782388687,14718862.105429819
25-Jun,23838954,8350291,0,14365505,15000559,21722740,2019125,8189799,1349910,2019515.090187492,15000820.75336869,8190150.453646815,21722960.499221288,8189964.43671455
26-Jun,13696987,7323201,11616613,16396190,7108581,6295290,5420431,2369523,6657683,5420052.67740305,7109178.995638925,2370867.048981499,6293535.475580223,2371862.985757162
27-Jun,12981174,4724137,1295224,0,0,12229674,0,0,9881215,0.0,0.0,0.0,12230118.792858254,266.9007425131276
28-Jun,5306348,6411233,3007367,3046047,12155807,0,0,354900,1680074,976.3602783996612,12158470.39021413,354015.93248591945,0.0,356657.0177089656
29-Jun,0,0,6373411,0,0,10218865,5809199,0,0,5809558.1520246295,0.0,0.0,10218451.140227951,0.0
30-Jun,10940971,8560593,10957023,4526775,3579028,8214750,5193269,6234611,8412986,5196217.087429425,3578452.6585478783,6232779.575904604,8211451.646674797,6230599.276625926
01-Jul,4116911,11452551,236911,0,0,6921794,16664381,9780919,5803691,16665579.453842703,522.5138695314527,9781466.790569285,6921886.177484164,9781404.835750528
02-Jul,7280735,99594,5316480,6070490,7509145,10580540,5691543,3446428,10856972,5692218.33970941,7510019.949552002,3444865.998691591,10579593.573056633,3446038.616907528
03-Jul,464455,0,6778694,21750113,19454290,7982816,0,8656507,0,1155.9776704153046,19453831.29122648,8656887.75723806,7983256.6852692515,8655175.432349263
04-Jul,28272332,8613660,5755504,11605737,5946336,0,6646139,0,7115818,6645920.200826926,5946106.70403,1246.4353219559416,0.0,1725.9507866483182
05-Jul,5225000,10191290,0,0,1178930,236102,1485420,4719179,0,1485539.1590632256,1178241.001651803,4719404.053376104,236182.9437565254,4716979.622998236
06-Jul,0,0,2464195,213602,28800,8728000,8125918,3815433,5319177,8124912.44622127,28830.773245476183,3816182.83573262,8727472.435789043,3815332.8949497305
07-Jul,9366868,1246697,42417242,0,22640,3401617,5127179,4040280,7283532,5126860.173943659,23472.18194276467,4039314.037597474,3401716.444053598,4040800.206160561
08-Jul,9279203,8923320,0,3525538,6442187,19614703,0,0,4809108,1838.3077889047563,6444073.515121822,0.0,19615467.670398656,0.0
09-Jul,5630684,538600,5714500,21871830,14516942,6413505,11342555,21803227,7347730,11341304.683261007,14517103.117840491,21802670.386807643,6414256.594946707,21802043.297526367
10-Jul,10388950,44396456,8038071,18899997,8349413,8189980,12384010,4142947,2942276,12385007.8658668,8349275.717203346,4142497.8995181,8189264.243102234,4142093.2323196214
11-Jul,3838504,0,8079387,5508744,558709,42942257,1563436,10993100,3561567,1563941.9803451195,557679.2525078468,10992740.248373276,42940947.45634856,10992006.541517466
12-Jul,25200000,15902328,0,47498200,1369706,41000,0,8935409,5085491,0.0,1369351.6633382598,8935320.219743166,40654.554914938286,8934255.587481286
13-Jul,1302546,2227927,10124626,0,0,10567343,5679212,6926234,12599800,5677096.633619789,0.0,6926093.227542363,10567246.053505816,6924791.883290052
14-Jul,1508000,10404600,0,1657799,0,10177241,4618139,10460000,0,4619261.622385968,794.3678425019607,10457857.337706693,10176087.24648333,10455288.183830567
15-Jul,18717462,11083221,9789221,598519,16291110,7776972,2917720,6137302,14199346,2917025.5324019166,16292586.858458417,6137694.147706335,7777044.088141599,6138603.5761704035
16-Jul,4419092,3391312,4566865,22433866,18008191,7826244,0,0,6464120,469.4885785663501,18009746.086130813,0.0,7825963.193444375,0.0
17-Jul,0,1724936,11995832,22152896,10787608,0,290436,8307274,0,290307.2774597844,10787784.950099796,8306454.185889841,35.46375459060073,8305841.559608909
18-Jul,1944243,8310286,11900526,0,9057951,0,11971524,10591304,46750,11971965.27856673,9059241.97373873,10590340.156402417,0.0,10589419.123797636
19-Jul,9291661,27061681,1330372,0,2204847,1179974,3795052,12020722,15492936,3795273.846509367,2203583.088550331,12020310.263844855,1180960.9912462486,12018465.782622691
20-Jul,11574351,1484615,47567806,2899517,0,0,9207118,1136581,129589,9207766.900911922,509.2555129406974,1137295.651325022,990.189592900686,1136457.9878321616
21-Jul,9058756,4142264,4442000,15000000,0,8904006,5166855,2625720,7295383,5168673.070459273,537.7033989541233,2625726.3878969187,8903135.152443813,2621332.0035943263
22-Jul,216275,11874228,10454651,161671,5354159,12019123,16063000,25484573,9475381,16062434.503372507,5354489.836935828,25484698.997166924,12019099.304093111,25484972.394437958
23-Jul,6855691,10992908,3288838,5212949,7501940,15009560,16078543,3087563,18673864,16077927.083804486,7502583.948952015,3088591.5201489115,15010779.870766558,3089215.3842666787
24-Jul,7275985,0,10766119,12171014,17995409,0,101116,805868,0,100662.12361116242,17995085.541721027,805873.7209631698,0.0,806331.6673688628
25-Jul,0,4487456,9451009,28226649,14899411,9000,4860677,5023573,17530795,4860773.060189547,14899855.548443297,5023048.684720568,7358.85420423001,5022406.485916806
26-Jul,0,7951784,0,0,0,23005400,0,646836,5467339,0.0,0.0,646811.1260202508,23004295.244442724,647283.6323963152
27-Jul,1332827,5219410,10007625,23280,2915972,0,7614072,5499770,483013,7617036.307247789,2916707.022311935,5501354.304912296,0.0,5504231.674294818
28-Jul,11929280,5529792,18557225,102930,4081640,16138219,13637281,0,12792440,13637974.075220278,4080948.307686213,0.0,16137888.33132721,1016.20799130667
29-Jul,5374720,3876442,277538,2679167,242744,7608742,8054351,7653291,4042786,8051926.966775591,240001.9863622561,7655277.949117263,7608713.824317228,7659560.921308091
30-Jul,21812366,0,3268276,4429270,9263669,2130148,0,5350362,0,153.47177997790277,9263497.474482458,5350461.19991917,2131276.3332617087,5351024.469109911
31-Jul,3146000,0,11198639,56819045,24339132,12079053,108790,199088,6419261,108937.57345564384,24339440.234745663,198487.87690521125,12078724.490148555,198889.23619137518
01-Aug,9061698,5157190,0,14984684,5787427,0,4777428,3871220,5315470,4778244.955373051,5789284.166564146,3871463.650482929,4536.2926067253575,3875199.6541780634
02-Aug,0,13020235,9468739,262167,0,4917460,17490,5437619,6291544,20359.998941758648,605.8032726254314,5437765.842940812,4916787.830462368,5435563.287656152
03-Aug,0,4919249,4963269,0,12304399,0,9265145,695390,7344040,9262171.749412823,12303063.753795646,695348.2760047428,293.4078655829653,694209.9855170324
04-Aug,8862693,4174369,9692730,1540830,0,8762928,0,0,6731550,0.0,0.0,440.2389860181138,8762263.213303514,869.45690757595
05-Aug,17041577,20068685,0,2324929,21558430,0,341461,7611249,8756537,341621.10297162645,21558707.89721616,7611361.403213698,0.0,7611039.459150423
06-Aug,5176616,30172,2522223,13699468,9559819,4727058,7880958,10853651,2423961,7883166.339927787,9562465.371898271,10851642.04859138,4724068.491148889,10849433.712708883
07-Aug,8234400,0,11161214,14485663,13742590,21415009,0,7540838,1437103,0.0,13742905.846205108,7541168.931255627,21414286.009117976,7541297.2724919915
08-Aug,0,4242121,0,7105350,0,12012685,3857432,20160730,3163628,3857844.827158118,92.10237330384552,20160333.49693873,12013382.61918912,20160014.832739677
09-Aug,142794,13175575,8897377,13322104,0,9005210,0,6708169,7875000,0.0,108.13787626940756,6708520.572232397,9004251.713957023,6710177.077416643
10-Aug,37294000,37074899,14822592,0,2074081,17009250,6902010,0,415552,6901418.288495503,2073770.14799542,0.0,17009497.642388552,0.0
11-Aug,14108921,6137668,8456249,1240362,37759,13938543,2425581,4998893,0,2426264.861702579,36048.19531292934,4997771.130248977,13940974.088254258,4999181.289771052
12-Aug,10666850,10338098,2668708,1852822,9533606,3000,2122819,51287638,4510585,2122268.9370705327,9533559.151100133,51288262.94997979,3737.053626424633,51288767.46130055
13-Aug,2319204,10537575,5002161,9594678,0,8554198,0,6112810,14618690,555.2168253790587,41.28909154608846,6112080.0450567575,8555075.004320111,6111097.071972789
14-Aug,3720260,26765817,3093461,22302821,12595636,1410200,5706351,5001620,8326886,5704836.577202538,12595796.17737008,5002190.583360059,1411163.6134475265,5003265.009904642
15-Aug,2358835,2905899,3564308,5750565,0,8368382,5465567,50688,3708581,5466942.579202422,1311.5605984833091,50875.3346460443,8368754.698679813,53816.72829145659
16-Aug,8212172,10259136,3024760,0,17358945,9762844,1445566,4398451,9665184,1445674.998916797,17357332.274638906,4399066.536274943,9765689.228438934,4398187.715694053
17-Aug,36271046,3140776,7195844,554101,5510270,8980460,0,5771511,1385247,1858.8606716888023,5508831.695355464,5770786.981231771,8979452.430015843,5772228.499412942
18-Aug,9828643,4248622,10600700,0,1070,0,10445197,4512209,6338640,10442427.05286453,0.0,4513133.443293685,2450.086666179821,4512445.66874825
19-Aug,7344928,8169538,717185,9819569,8484854,0,7324238,7288788,0,7326425.005742591,8483685.603014842,7289218.318328688,4429.314399458468,7287686.4000325
20-Aug,2460284,9867448,32801978,17557100,50950,9531066,0,0,11410265,84.44383947271854,51265.90611596219,0.0,9530819.504487405,646.7968492368236
21-Aug,3694765,0,9301648,21541719,4086291,8827783,9159437,0,815513,9157639.39804366,4084596.098741175,282.2288175644353,8827626.043278195,428.13284120708704
22-Aug,1432260,3415142,8974146,6957576,13412346,13524077,6099892,23884,8093688,6101748.137071246,13413449.215895947,23655.68093283195,13523645.323202103,25554.718298192136
23-Aug,1585076,12739317,0,0,9551423,156181,0,7516665,14923916,0.0,9551779.907236047,7516160.014538441,155976.5827977853,7516781.065990893
24-Aug,10464536,2377908,8042964,1500478,0,12704853,14860706,5204816,1580209,14858466.335151674,1168.957969517447,5204569.19653421,12704772.681916911,5202774.07664505
25-Aug,6681059,3659061,1633483,20642,106270,0,2979621,0,15173355,2982026.2495954144,106897.79928483348,0.0,0.0,0.0
26-Aug,13667363,7139421,41146433,0,0,6115661,341300,0,6676952,341690.52807222586,0.0,428.8590686172247,6115481.929377345,0.0
27-Aug,3627673,20089850,4698962,0,42157000,43491527,0,10903642,1037755,0.0,42157428.37293275,10903166.140775234,43491286.0745493,10902788.01416377
28-Aug,4742320,5289364,4143876,16887307,134930,5263893,3268417,0,4106768,3266577.7688764688,135858.1838566875,0.0,5264503.933648944,1363.2574935117736
29-Aug,1363844,15524576,4192390,6668187,14861702,0,6660976,0,0,6661150.066767407,14863354.3051728,0.0,0.0,0.0
30-Aug,6746169,3600000,8509958,0,3603166,6169764,405372,4605166,3454480,402281.1412739856,3606539.667156935,4607179.398215408,6169322.228807951,4605853.7444998715
31-Aug,0,12087224,0,1183093,4134786,11617274,9980707,22931769,17774000,9981364.267088313,4134608.638381768,22931545.10040126,11616831.16533818,22930958.4496989
01-Sep,25765698,3056490,0,3000,0,5200,3968102,289329,0,3968422.130910842,0.0,289189.160296632,6988.2760062860325,288624.24705907237
02-Sep,0,5390342,9984384,710997,6991156,15739660,8525018,0,20809967,8525767.758363923,6992187.249093011,853.9964680299163,15739194.989164043,0.0
03-Sep,4008485,5868954,13620109,31335530,62448,10300037,17880424,14646441,0,17880086.65900202,62770.61627379805,14646949.40420456,10299026.475104738,14647417.708502732
04-Sep,1501253,159818,5632254,0,2677175,4101525,1041780,4962179,1125217,1040640.1370448982,2675283.2265275684,4961730.509675857,4106183.645176795,4959879.346641596
05-Sep,10451622,3660363,0,8608839,20088156,300736,6123058,73688,879015,6123534.831698826,20086545.862195943,74279.10470827296,299778.7605656525,73014.60898641217
06-Sep,4232726,3916686,141170,0,14865779,0,1523321,3551673,6662883,1521101.7935090857,14867021.38595706,3549672.878020609,0.0,3550049.584581075
07-Sep,5938875,2517922,0,1887519,0,9694900,12158762,4690239,9460438,12157549.854073329,0.0,4689112.477798751,9696249.522681816,4690999.528541446
08-Sep,6938877,5075260,19886910,340036,164563,0,0,0,0,461.7301328592002,164225.90345274284,0.0,162.60123688727617,0.0
09-Sep,19275505,9121322,119932,7005375,17859567,20757804,2254643,6280162,10408369,2255109.3423073874,17858054.92495594,6280201.954742896,20758216.98243872,6279280.431010654
10-Sep,3103992,0,9469267,1598446,0,11171164,1901237,2920463,6130439,1899484.6991220573,242.4542382908985,2920797.053741157,11173566.03301918,2918953.2689261762
11-Sep,6336520,28366913,3331655,16482876,4650384,0,10081754,4653053,5357779,10081127.619271656,4650603.4940345865,4653856.5654685125,0.0,4653034.129793936
12-Sep,0,3267896,38419883,3289168,7973707,754420,3153582,0,5992247,3154978.387097321,7973629.011965713,0.0,753989.0474822856,138.63247831072658
13-Sep,37474541,4219824,0,7495000,0,23833131,0,2185993,1389866,558.5283131245524,246.9946052553132,2186072.343604428,23832722.40864484,2185751.800477452
14-Sep,0,20321563,8744842,20052,9037399,7366888,7472209,5226090,0,7472635.617347958,9035557.205068056,5225527.8005573,7368004.299289182,5224758.443988658
15-Sep,18185010,5047066,0,5173234,8229242,0,0,0,14829921,0.0,8227856.95312744,1617.3452316215262,2060.968145017512,2045.9766541197896
16-Sep,780977,83700,1267642,2578430,5452087,0,710129,5773770,8201994,709874.8436850002,5452209.596285103,5774439.055967975,1580.0968707371503,5772942.712100558
17-Sep,5848251,361943,6835141,10272056,2900,7377900,9019900,14099755,0,9021016.122547746,3337.775505380705,14098217.31537199,7379170.277365553,14096556.328685524
18-Sep,3848089,0,3102602,0,3445402,10116472,0,14501000,3229607,313.82239529583603,3445865.0509942137,14500707.242859686,10116071.090489162,14497898.860332334
19-Sep,13455764,4071086,20721811,21883464,23914650,0,3206708,5055215,8368315,3207070.6636191807,23913879.391732182,5055663.170584501,0.0,5055693.804489199
20-Sep,0,7769384,0,0,12014078,9567827,46386461,10213103,8664443,46386282.43231618,12015115.653949486,10212603.601400392,9567255.683404392,10211868.293762675
21-Sep,0,7377954,9305279,3056168,0,2381939,6041599,4767020,41900000,6040803.355879613,0.0,4766543.14670039,2381765.7316796808,4767722.56572395
22-Sep,12476042,7444254,47254,15734840,7980498,32069682,2922483,0,0,2922820.939028744,7980446.828838176,0.0,32068981.525928546,50.74846319947392
23-Sep,2798459,2287803,7042800,0,10683000,4809306,236238,0,7164653,234934.16257978696,10682051.564903809,648.9200190901756,4806983.3350239545,3135.700320337899
24-Sep,2967738,0,9977960,0,13475809,241064,0,6289767,5336755,0.0,13474535.891563188,6288599.190172872,240564.2792646885,6287786.970515698
25-Sep,3925493,2257804,0,22183862,4947155,3930803,7390665,3673561,0,7391578.475723514,4947586.797708194,3673318.52979336,3930297.558784897,3673303.9973055013
26-Sep,1999000,7132539,0,13602822,32500000,0,2025698,0,0,2025496.8392089608,32499483.651595604,0.0,394.87380819022655,515.8277029404417
27-Sep,0,6669212,8383559,7203770,6858140,0,44551000,8805992,4910977,44551484.39951122,6857567.200063108,8805215.140822679,0.0,8805948.528986312
28-Sep,2387787,2435446,12797524,2524588,3832951,10491115,10751882,0,0,10751101.421352334,3832621.031411632,0.0,10490649.00764116,1110.975079570897
29-Sep,36185160,6991916,167876,1143869,324156,15101054,0,3308234,16455647,340.7675476046279,324530.606201387,3308311.934062408,15100224.517705249,3308960.4488901324
30-Sep,3363677,32984806,8000673,0,7149438,30816008,971897,0,7838118,972149.218703798,7149181.41154831,342.9684992907569,30815107.786494076,678.3615454677492
01-Oct,4847875,0,0,12039549,7540386,0,4505465,11169720,23515791,4504625.723686096,7539941.717801026,11169630.572074652,1.2007605023682115,11170969.332666885
02-Oct,6064843,0,14054931,5345615,9612559,150514,2558108,3705553,1642537,2557640.521470054,9612974.51553706,3706356.053300372,150615.15833067056,3703587.6404260616
03-Oct,0,14814527,5946877,0,13664840,13213360,0,10935600,0,1180.1832412676886,13664573.681111949,10936519.97061276,13213868.00269372,10935594.332743404
04-Oct,9021380,3787505,129181,4529131,4500900,0,6041228,9554871,0,6038223.826264536,4502319.458496213,9553509.735403305,0.0,9554125.88381747
05-Oct,2520116,2173490,150401,2314998,0,5749440,7097826,735516,6573029,7099694.431942467,9.071265013888478,735712.2795627369,5750345.451019591,733634.6667741286
06-Oct,11038671,3763209,9578666,11375640,22768,23155378,43101569,8386680,12134811,43101102.39288013,22652.07625895832,8387064.551344402,23155794.332379088,8387357.686853369
07-Oct,10502947,2097472,236718,7874100,4562717,17718116,0,9420657,310247,108.381505577825,4563035.177162932,9420813.81479165,17720035.101931036,9421942.44242772
08-Oct,20985080,8752701,7318684,847018,17680245,9753863,2526461,0,26448,2526916.570124103,17680722.4910117,0.0,9753521.211111937,0.0
09-Oct,8717050,802068,22072766,12053369,4731377,56205,1712520,5209030,2701871,1714142.1488625407,4732255.1185521,5208131.5560643785,55083.27739049308,5207133.792977312
10-Oct,607006,21954831,8405775,15571357,0,24319354,10276619,2412327,4026716,10276716.88051232,341.0907864291221,2411512.4845619234,24320553.733877476,2411348.014599922
11-Oct,49510378,7360722,19422806,0,8001000,0,2219053,6263797,4476984,2218114.7064422527,8000703.860369627,6263817.64979394,809.9799325829372,6263314.841640344
12-Oct,6655091,2713848,1200872,2428682,13022000,6993630,6948647,0,2724800,6947813.672924434,13021999.734960385,0.0,6997595.898990492,0.0
13-Oct,13619665,18162614,3433181,29210,5433304,6194890,3585988,0,10591513,3584841.4682716257,5433876.96839239,0.0,6193860.761653084,463.416581784375
14-Oct,4584801,6125940,32525,317996,11667455,7905901,8416525,1655840,20352679,8415961.394771544,11665784.32966352,1655436.5468981136,7906228.156293043,1655170.423611462
15-Oct,5161468,22131332,49235418,4630998,0,8057009,0,0,2813,0.0,0.0,0.0,8057248.87345191,0.0
16-Oct,4748362,0,1166536,20515716,6210283,24989000,4707583,6425046,2955379,4708153.55031934,6210814.222945588,6424743.778461771,24989945.90977501,6424065.852144761
17-Oct,20980530,8329199,15764683,8443089,0,460808,5550411,12049023,7110085,5548712.306031448,0.0,12048928.695168748,461984.1563123623,12048293.070432995
18-Oct,0,4528408,1947152,0,3508707,3933777,7820510,23050598,16017009,7819244.924653043,3509776.422995953,23051145.727856807,3935977.5239612455,23053180.454403095
19-Oct,0,0,0,1857947,0,9151225,5209676,8197538,588920,5210363.880333876,0.0,8198505.499031659,9151473.107244665,8198328.1101530455
20-Oct,19220925,8296115,17312163,41130000,764010,0,12096898,0,11882075,12096403.6856216,764196.3412784832,0.0,260.92489904444665,0.0
21-Oct,4639062,2412088,4042706,0,9471419,6665969,0,4485302,10068806,2461.50832073763,9471818.632016825,4485313.395956609,6666805.635371556,4487044.948462737
22-Oct,3180007,9047829,0,9140810,16758676,0,6622,5073551,0,8161.624127006158,16758945.97243327,5072311.180678115,0.0,5072085.5327799665
23-Oct,11796784,0,4057446,7301000,7388662,255840,8288296,1569622,2092876,8284815.008869896,7386642.0885132095,1568816.2831566054,257752.64382074773,1570980.1383360215
24-Oct,7706699,12495889,12074557,11448842,5499970,0,12984319,7952445,6745,12983504.237976288,5499023.5744940415,7952700.61675045,356.502352247946,7952659.366135876
25-Oct,0,2864108,2695029,0,4999470,654615,5732593,2138387,7159621,5735604.20216342,4998675.660124251,2140568.35791937,653855.1977114733,2140421.2387880157
26-Oct,29146765,3534623,0,14266411,0,18301300,9232769,0,3584497,9231252.966949409,0.0,122.05014915764332,18301379.29800364,627.9960727570578
27-Oct,14153548,48838603,6391650,6142620,34000675,9058470,54685,0,6192257,54259.99059738405,34000350.40938343,394.1952721262351,9059349.4712627,65.22694123443216
28-Oct,2957963,0,0,0,11072903,0,9527488,8353272,0,9528584.251395885,11074083.331423951,8354498.854053637,1144.612872350961,8354586.895887915
29-Oct,4739045,9039898,10804808,15263603,8611081,3111035,0,2647564,8788078,0.0,8611667.197454354,2647887.0561583294,3111532.118326089,2646732.630422124
30-Oct,5512821,0,3746827,6741189,6355486,9000000,2712651,14513500,0,2710247.4367953963,6355002.548513348,14514223.680070937,8997044.694702618,14514200.437213723
31-Oct,0,17272,7765578,20218210,0,5166343,11940446,0,3467217,11941462.43067238,662.2661447869614,689.2468954082578,5165896.787485906,238.92189527209848
01-Nov,36000000,5389824,1595750,0,1862810,465770,0,5097010,1190527,0.0,1863382.957931541,5097273.106426449,466410.09941134136,5096384.431585666
02-Nov,0,2120038,1266193,1890676,86422,12017858,2131999,1628624,0,2132668.5286958134,86104.05523457285,1628038.108924971,12015305.950680109,1629928.8283700729
03-Nov,9931673,8837669,4137002,0,8621019,0,2259404,42340000,13898392,2259985.38074802,8621838.99187496,42339726.37160754,0.0,42340172.16522547
04-Nov,2382515,11341994,1032318,24980,6176937,5496437,12729991,4146576,322549,12728391.798103629,6175397.5333605,4145335.848113149,5494826.887400841,4146698.325078224
05-Nov,26843266,1343589,9863065,8145147,9901831,13058879,673456,18951793,1382566,674286.7407876877,9902052.947640704,18952336.755848262,13058984.089286136,18952859.694037028
06-Nov,5304613,0,2958304,21163538,3236838,0,10753622,1085019,0,10754165.938678032,3237462.093696826,1084557.7244505845,0.0,1084244.6375548132
07-Nov,11734,26357839,7965329,6218594,20006000,10245740,1413292,6662335,14533840,1413668.2978554573,20006123.00923236,6661692.98474873,10244904.680682598,6661045.218943181
08-Nov,848954,10981971,4000650,0,1854085,44058972,5009923,5252417,391086,5010818.752614138,1855230.4238857152,5253571.15796604,44059901.960725285,5252143.556641603
09-Nov,4834483,9232032,3649548,18071770,1048000,0,11002652,2649485,16384734,11003519.538831051,1047447.6664914788,2648730.09696954,0.0,2648717.830363215
10-Nov,9027051,4698022,5991636,0,0,4999415,31232529,1712401,3454161,31233135.40713078,566.2081252997741,1712107.8173587564,5000145.397332991,1712739.8872286538
11-Nov,3372027,5508018,0,8650259,17814042,9237187,4000150,4177698,12241001,4000693.956312857,17814655.720183752,4175993.939093673,9236440.625516418,4176235.634168312
12-Nov,5844062,0,524616,0,7077031,5775607,2290794,9483553,3004455,2292079.741985645,7078117.108199455,9482667.459583614,5774351.22766576,9484208.595868064
13-Nov,6882852,4977558,7645628,11654321,4082435,9671247,13075994,4496906,9404457,13075495.610825803,4083247.766932239,4496300.553580442,9672708.67342586,4494854.003594198
14-Nov,0,2257444,6435619,0,87205,1115136,380209,2575472,0,381651.80319639016,89618.39435150009,2573685.695789056,1114294.4012981765,2571047.906721535
15-Nov,1867024,28989836,20700,8749572,3600,245773,2901144,3059452,60245423,2901713.4167022747,4079.3080204669386,3059804.620355022,245758.5568468329,3059823.3789541638
16-Nov,10566689,0,0,48336,2863491,16138313,6527787,0,0,6528115.795755678,2864026.9321002983,645.9370474321768,16138767.415814113,869.1552538732067
17-Nov,11878398,7849625,5821248,0,5257930,11102959,12287730,14889599,5177664,12287103.43871767,5257695.553472325,14889938.70988004,11104753.651967246,14891240.80102395
18-Nov,1213966,5934761,43262000,9133986,12237201,0,0,389134,1353002,0.0,12236206.644179009,389406.82041105535,1120.4065023008734,388650.00712175854
19-Nov,2749175,18001000,28210306,11342897,15960874,1285366,2013029,8966680,3289054,2013018.8295982275,15960607.65620656,8966061.401539989,1286240.9144963317,8965636.469663888
20-Nov,16109966,1975273,3426764,14192227,5335487,56258760,10281403,4823839,28247223,10281371.331377013,5335202.793693731,4824149.608266492,56258413.85301109,4824413.157379102
21-Nov,4851064,8452444,14614179,5849331,0,3717346,7800114,7487285,3902975,7799312.021550458,0.0,7488246.639055214,3716722.466855805,7488591.741140965
22-Nov,0,63339911,5598992,6287570,0,27865883,3959596,1138594,6187009,3960322.7948160064,0.0,1138838.8675799994,27866126.59849197,1139048.0568200387
23-Nov,2102122,11715736,0,399178,0,5725850,4601761,5309710,2436446,4598179.082334417,505.8684135014191,5311387.861801578,5728337.791335731,5314356.758517673
24-Nov,24219603,2487301,4153669,1050496,0,0,2865198,0,4848188,2863507.562623788,487.8640945851803,1312.5285015599802,382.81032111216336,0.0
25-Nov,1580277,6492842,57018613,0,12229821,806737,0,6381499,5901,711.9642361244187,12230089.09606928,6381924.880905787,805524.789839711,6382571.282019659
26-Nov,5256992,1547791,9671081,35669496,20478983,27108,0,2816991,13645860,0.0,20478781.10148268,2817061.419157013,27996.64372804668,2816844.2427595835
27-Nov,3082533,0,6483264,6526879,4185419,5234294,2070020,1963433,0,2073040.7602858783,4187724.110827976,1966058.3090883784,5237023.593830423,1966883.0462616947
28-Nov,40143886,13432599,12672618,0,69034,3300,1129871,6505837,4026155,1130452.437652505,70128.46735275257,6506742.01814121,4620.030612627044,6507595.771566936
29-Nov,9350122,11632028,400000,0,0,1215979,45791271,7304887,7919317,45790135.25407778,486.7263089520857,7304579.882666345,1217162.4484261123,7303919.511082591
30-Nov,4573529,2220461,7861500,5994799,6537000,12305384,10957766,1218561,3644220,10960184.623551177,6539368.342136167,1220568.1094058491,12305875.484334825,1217964.9947167207
01-Dec,9788154,1013241,2103613,0,2500,0,0,429690,4270364,890.0110698901117,1030.165306548588,430959.4032979142,0.0,430648.40578321274
02-Dec,426367,8831642,342187,833130,8036251,0,3915460,5594788,195112,3913598.1652398426,8035196.550146397,5595787.15261355,0.0,5597468.44567203
03-Dec,24318435,0,0,10396972,15864716,4199850,3495823,11035990,9775121,3495642.6813746616,15864227.566654429,11035653.005024413,4201042.615975204,11036119.299689485
04-Dec,5866403,499134,1432295,26564447,12022388,6886440,13077655,3196333,1337889,13078261.470841637,12021876.625939203,3196656.111187368,6886081.663985651,3197431.2067775293
05-Dec,0,41469554,15286909,5717888,4855850,3443932,3758110,3763807,433088,3757730.21841968,4856239.171847046,3763249.825355601,3442835.8388434,3763522.7171885795
06-Dec,30070,11168533,178053,42001,2900,4463932,6289180,18798787,11003927,6288653.597411145,1809.7473339969288,18798215.09585923,4462060.106739337,18796840.98281448
07-Dec,5231478,3154659,1224378,1629804,0,1968743,2356681,4125043,0,2354282.785676992,0.0,4125106.448008362,1968050.213138983,4125527.848130409
08-Dec,16003407,5666504,6522786,4200000,9248174,8939585,0,0,5236574,0.0,9249304.62018022,172.84969033300877,8936596.237454448,779.3569945190102
09-Dec,2427808,11733014,0,7634580,5881769,10600000,1637114,12330052,14103034,1637418.8108292995,5883043.971266578,12331409.268953834,10601343.379406856,12331757.071064886
10-Dec,6506790,0,14836959,13755130,9289219,8430311,13627902,6642507,3148037,13628810.487545474,9289120.014909316,6641479.596476209,8431188.8622819,6643201.973358192
11-Dec,1472739,5000165,2581662,0,4466268,2560530,40411526,5019166,0,40410356.09800694,4465800.307845246,5018655.14545181,2559322.791324041,5018026.7749312725
12-Dec,108790,2712383,6476912,23662498,76804,6598287,4076977,1313867,0,4075260.3175178673,76600.4666219661,1313641.4827571372,6597846.963570778,1313458.6565385181
13-Dec,0,2573396,8763864,6397738,4750300,17315208,2146020,0,7071317,2143490.2198614217,4749475.3211672185,0.0,17317156.152584434,0.0
14-Dec,5735984,8069313,59318,1983968,0,335863,6166575,22237157,5755537,6167849.808864412,701.6468784185126,22238295.925411817,334908.87195430323,22239772.609610006
15-Dec,10828486,4718130,0,10621560,164557,3435597,12246656,45663987,8956778,12246625.337676492,163857.60010616295,45663356.69266863,3434843.423945679,45663792.07072644
16-Dec,1398691,347930,1896706,5458773,36370222,1110486,518917,3066974,10685862,519446.3259153329,36369241.49479953,3066932.227308908,1110973.3819523975,3067484.4150908506
17-Dec,5919119,5356834,6906847,4386388,3891659,10492850,0,8747387,194345,0.0,3891436.042104845,8748248.114368355,10496451.075805334,8744795.900962155
18-Dec,4660480,2996065,18643164,15744972,10416901,0,4959000,3193823,4742045,4958414.5339416,10415318.792643078,3193173.6636561523,2064.1102198231965,3195892.7870563962
19-Dec,24850,0,30521326,223200,338071,19341972,6821572,61172,68520,6822018.535563132,338393.2666040389,61700.50670141727,19341289.881717995,61953.5613128189
20-Dec,14463000,3237952,7761030,8422138,9427530,19188961,2826443,7090134,8169778,2825228.635069059,9428160.081051042,7088313.568707265,19190182.126929037,7087349.598300229
21-Dec,5411976,40049165,0,208917,0,9603147,3027537,8264715,730844,3027991.0358806457,886.5553446561098,8264968.248066566,9604247.43535453,8265316.85434326
