Sail Date.,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
03-Jul,464455,0,6778694,21750113,19454290,7982816,0,8656507,0,7839576.730476414,7795245.419006614,8746008.593237676,318935.79692262155,0.0
04-Jul,28272332,8613660,5755504,11605737,5946336,0,6646139,0,7115818,96255.50465821472,86351.19984663681,0.0,7015736.943791527,6506673.080649001
05-Jul,5225000,10191290,0,0,1178930,236102,1485420,4719179,0,67896.50181583433,76008.35127722222,4850890.386419737,0.0,1576338.7071487876
06-Jul,0,0,2464195,213602,28800,8728000,8125918,3815433,5319177,8628055.729006695,8653488.967400962,3971130.690603344,5301100.254706447,8214130.443969054
07-Jul,9366868,1246697,42417242,0,22640,3401617,5127179,4040280,7283532,3305823.078072089,3254277.6528481487,3980640.489575824,7261216.0903787,5152329.014251006
08-Jul,9279203,8923320,0,3525538,6442187,19614703,0,0,4809108,18555184.224502075,18108587.50929457,217485.5141446287,4841016.735124757,0.0
09-Jul,5630684,538600,5714500,21871830,14516942,6413505,11342555,21803227,7347730,6487082.920953273,6485329.755662873,27602501.483603925,7065430.203579703,10109639.255229093
10-Jul,10388950,44396456,8038071,18899997,8349413,8189980,12384010,4142947,2942276,7962437.238596163,7965604.090344432,4173898.036575404,3317164.0625347104,11675501.17152041
11-Jul,3838504,0,8079387,5508744,558709,42942257,1563436,10993100,3561567,35778984.55005755,32848540.660166115,11067445.705146002,3556283.171392655,1619837.7103429143
12-Jul,25200000,15902328,0,47498200,1369706,41000,0,8935409,5085491,264500.6322896415,226400.44142299023,8670523.583397469,4889251.021211776,289506.2611997009
13-Jul,1302546,2227927,10124626,0,0,10567343,5679212,6926234,12599800,10601021.129183916,10530366.971331157,6975576.918793684,14015801.42045071,5753376.954484758
14-Jul,1508000,10404600,0,1657799,0,10177241,4618139,10460000,0,10129488.760812849,10251900.347787496,10902186.253280422,491575.8428139631,4546779.283142906
15-Jul,18717462,11083221,9789221,598519,16291110,7776972,2917720,6137302,14199346,7918485.901956854,7929904.750902347,6306391.403569307,14991742.779247263,2927429.089076018
16-Jul,4419092,3391312,4566865,22433866,18008191,7826244,0,0,6464120,8034990.576116371,8049047.31133239,0.0,6468677.384545035,290913.6069381693
17-Jul,0,1724936,11995832,22152896,10787608,0,290436,8307274,0,65196.46138850614,130617.04775331622,8408699.727349428,0.0,283542.38683123526
18-Jul,1944243,8310286,11900526,0,9057951,0,11971524,10591304,46750,46770.77192873114,55033.78930155432,10164398.084471188,534144.3365802421,11919287.201370519
19-Jul,9291661,27061681,1330372,0,2204847,1179974,3795052,12020722,15492936,852134.8063882317,751406.7701985512,12180372.3172398,17636764.896473855,3632170.21330791
20-Jul,11574351,1484615,47567806,2899517,0,0,9207118,1136581,129589,273664.2357771154,273879.6258609751,1170763.7568041463,149122.897382207,8748012.323289564
21-Jul,9058756,4142264,4442000,15000000,0,8904006,5166855,2625720,7295383,8868819.962909175,8883122.02525212,2611645.780140412,7289651.823138562,5260696.577670478
22-Jul,216275,11874228,10454651,161671,5354159,12019123,16063000,25484573,9475381,12017802.442271795,12034316.96043239,26614751.23683612,9393329.40176718,17617863.964183833
23-Jul,6855691,10992908,3288838,5212949,7501940,15009560,16078543,3087563,18673864,15370129.680337751,15337495.15330537,3090860.341094377,24920007.253619403,17409758.2705653
24-Jul,7275985,0,10766119,12171014,17995409,0,101116,805868,0,0.0,57403.84736477645,693787.0092760783,153417.8560056777,487977.9083135218
25-Jul,0,4487456,9451009,28226649,14899411,9000,4860677,5023573,17530795,483722.2666823768,621473.024817216,4998216.488561467,27435067.66150001,4971471.389416083
26-Jul,0,7951784,0,0,0,23005400,0,646836,5467339,27780708.83719296,29036014.13322793,412831.2203725778,5720727.639046436,0.0
27-Jul,1332827,5219410,10007625,23280,2915972,0,7614072,5499770,483013,140166.21734994752,138241.4516927034,5492327.343754847,818648.2752609317,7532067.637048292
28-Jul,11929280,5529792,18557225,102930,4081640,16138219,13637281,0,12792440,15880202.972694622,15409190.443724494,0.0,12248946.138002424,12775401.066164771
29-Jul,5374720,3876442,277538,2679167,242744,7608742,8054351,7653291,4042786,7538581.647313747,7510587.111145181,7745613.622614076,4050793.585204244,7958961.663617538
30-Jul,21812366,0,3268276,4429270,9263669,2130148,0,5350362,0,2434128.03095199,2405856.741628957,5339787.698617757,0.0,134339.78073108091
31-Jul,3146000,0,11198639,56819045,24339132,12079053,108790,199088,6419261,12345743.6578088,12421252.743322084,194091.2295539202,6200146.449710433,0.0
01-Aug,9061698,5157190,0,14984684,5787427,0,4777428,3871220,5315470,0.0,0.0,3636747.788231329,5382126.699624998,4664333.873963644
02-Aug,0,13020235,9468739,262167,0,4917460,17490,5437619,6291544,4934900.6318654,4947493.417565556,5251847.25091551,6392619.66441841,0.0
03-Aug,0,4919249,4963269,0,12304399,0,9265145,695390,7344040,50832.91928237479,125983.80579177818,745378.117024139,7255956.900620995,9162943.280946791
04-Aug,8862693,4174369,9692730,1540830,0,8762928,0,0,6731550,8731921.162538463,8683542.762348268,11991.790545039985,6677843.793831144,0.0
05-Aug,17041577,20068685,0,2324929,21558430,0,341461,7611249,8756537,219366.2093324536,201435.8965122561,7434059.2547673,8819599.630285881,340794.91835146694
06-Aug,5176616,30172,2522223,13699468,9559819,4727058,7880958,10853651,2423961,4520854.990917733,4575558.99762014,11017262.46637902,2404117.0525703225,7804632.826268331
07-Aug,8234400,0,11161214,14485663,13742590,21415009,0,7540838,1437103,22917979.82966891,23091518.076658137,7583357.440001138,1476018.5022304142,0.0
08-Aug,0,4242121,0,7105350,0,12012685,3857432,20160730,3163628,11963988.417106634,12013549.409764932,22398043.367268283,3202617.840456397,3712288.473326028
09-Aug,142794,13175575,8897377,13322104,0,9005210,0,6708169,7875000,8836482.033229722,8836305.604176704,6690149.677480147,8040762.954745467,76749.11932169195
10-Aug,37294000,37074899,14822592,0,2074081,17009250,6902010,0,415552,19029210.92391313,19888365.478383485,0.0,931849.5840338056,7142161.515193442
11-Aug,14108921,6137668,8456249,1240362,37759,13938543,2425581,4998893,0,13639635.65586463,13601476.01881893,5020118.621612808,0.0,2479441.5605224716
12-Aug,10666850,10338098,2668708,1852822,9533606,3000,2122819,51287638,4510585,0.0,3132.265773490028,40639901.95102976,4403468.155218518,1952334.769122255
13-Aug,2319204,10537575,5002161,9594678,0,8554198,0,6112810,14618690,8486786.137347052,8427927.366786383,6104291.2497283295,15983035.899856856,0.0
14-Aug,3720260,26765817,3093461,22302821,12595636,1410200,5706351,5001620,8326886,1478082.9300052903,1553472.273598486,4859295.022121882,8430579.942803845,5612118.352961262
15-Aug,2358835,2905899,3564308,5750565,0,8368382,5465567,50688,3708581,8451847.133898724,8521485.667131094,60584.53282711409,3597976.713375166,5497965.426532344
16-Aug,8212172,10259136,3024760,0,17358945,9762844,1445566,4398451,9665184,9723023.117371911,9714857.614844255,4643854.990375751,10036266.795011038,1523339.9139133447
17-Aug,36271046,3140776,7195844,554101,5510270,8980460,0,5771511,1385247,8755474.058430132,8834681.12255203,5670547.315703599,1391921.1121928722,17188.713612802756
18-Aug,9828643,4248622,10600700,0,1070,0,10445197,4512209,6338640,0.0,0.0,4091151.520524614,6370478.404043937,10530024.475595064
19-Aug,7344928,8169538,717185,9819569,8484854,0,7324238,7288788,0,0.0,0.0,8859058.617632164,0.0,7155480.078334271
20-Aug,2460284,9867448,32801978,17557100,50950,9531066,0,0,11410265,9428478.587440822,9407793.002153073,257747.99880272444,12646207.624920355,0.0
21-Aug,3694765,0,9301648,21541719,4086291,8827783,9159437,0,815513,8969199.248229194,8978158.38885147,7576.806066795033,854018.1649837111,9416084.358569179
22-Aug,1432260,3415142,8974146,6957576,13412346,13524077,6099892,23884,8093688,13078915.671712955,12889034.34919004,44983.478151585936,8295395.533526311,6006883.079396303
23-Aug,1585076,12739317,0,0,9551423,156181,0,7516665,14923916,33019.883865912634,0.0,7663211.766920234,16431452.046069087,131661.83021622678
24-Aug,10464536,2377908,8042964,1500478,0,12704853,14860706,5204816,1580209,12888390.104927996,12763980.792659877,5121936.537513015,1475662.6640820843,14131868.980243726
25-Aug,6681059,3659061,1633483,20642,106270,0,2979621,0,15173355,0.0,0.0,107784.23580241052,11811638.848601673,2957180.630056551
26-Aug,13667363,7139421,41146433,0,0,6115661,341300,0,6676952,6004457.790473435,6123942.098216309,0.0,6659050.616463322,373221.9381816222
27-Aug,3627673,20089850,4698962,0,42157000,43491527,0,10903642,1037755,35272254.52325239,32405356.84004016,11161478.109930616,1288624.1268255685,0.0
28-Aug,4742320,5289364,4143876,16887307,134930,5263893,3268417,0,4106768,5345930.442608653,5351015.078402025,0.0,4150488.432409674,3328968.57132733
29-Aug,1363844,15524576,4192390,6668187,14861702,0,6660976,0,0,23716.019722568934,72572.68403219427,0.0,420609.6875780778,6820771.542093277
30-Aug,6746169,3600000,8509958,0,3603166,6169764,405372,4605166,3454480,6261599.707804631,6275555.925032943,4611351.1114127245,3468498.57204936,380756.7251256777
31-Aug,0,12087224,0,1183093,4134786,11617274,9980707,22931769,17774000,12074718.201066813,12200223.906622157,25886870.46038236,26016750.38511093,9860292.176710144
01-Sep,25765698,3056490,0,3000,0,5200,3968102,289329,0,0.0,15881.904000564242,273278.90229997324,14859.877971825526,3810510.17959977
02-Sep,0,5390342,9984384,710997,6991156,15739660,8525018,0,20809967,15891635.593976688,15889083.18291091,45374.41002187622,26017689.986087497,9121306.381595973
03-Sep,4008485,5868954,13620109,31335530,62448,10300037,17880424,14646441,0,10307803.428523753,10348878.105026368,15668033.20125159,81336.28714596259,19795400.046959322
04-Sep,1501253,159818,5632254,0,2677175,4101525,1041780,4962179,1125217,4236895.637486189,4258187.712904372,4979431.998931228,1487152.72200895,1056115.9728260704
05-Sep,10451622,3660363,0,8608839,20088156,300736,6123058,73688,879015,337385.75559942937,332274.6493258154,64385.28223457757,803357.2999009218,5693717.211180559
06-Sep,4232726,3916686,141170,0,14865779,0,1523321,3551673,6662883,0.0,13185.99864368244,3569625.96685603,6410210.924816128,1561153.6343803282
07-Sep,5938875,2517922,0,1887519,0,9694900,12158762,4690239,9460438,9924607.21362456,9919199.54441031,4705477.629303458,9731357.080227522,12333561.219228776
08-Sep,6938877,5075260,19886910,340036,164563,0,0,0,0,0.0,0.0,0.0,0.0,148377.46071181778
09-Sep,19275505,9121322,119932,7005375,17859567,20757804,2254643,6280162,10408369,20239640.08699152,20390763.9976872,6624145.765836289,10296781.172694582,2299844.4037194205
10-Sep,3103992,0,9469267,1598446,0,11171164,1901237,2920463,6130439,11169010.182541763,11355625.752958143,2980511.0797530827,6095995.172751133,1754737.4514160391
11-Sep,6336520,28366913,3331655,16482876,4650384,0,10081754,4653053,5357779,0.0,36237.12263483852,4846946.217003537,5746288.918446519,10294122.421089139
12-Sep,0,3267896,38419883,3289168,7973707,754420,3153582,0,5992247,678744.8755008861,662011.1815544323,15313.232719659129,5754144.931361559,3167160.0752816545
13-Sep,37474541,4219824,0,7495000,0,23833131,0,2185993,1389866,27417852.96668186,29036018.45608773,2048654.995010388,1402637.306865275,0.0
14-Sep,0,20321563,8744842,20052,9037399,7366888,7472209,5226090,0,7362085.61752193,7357424.721260808,5256797.6291246805,0.0,7329425.341669107
15-Sep,18185010,5047066,0,5173234,8229242,0,0,0,14829921,136443.67197685243,134117.8922135521,0.0,12326699.274059292,0.0
16-Sep,780977,83700,1267642,2578430,5452087,0,710129,5773770,8201994,0.0,0.0,5848767.911399441,8055507.380074169,611464.8615795852
17-Sep,5848251,361943,6835141,10272056,2900,7377900,9019900,14099755,0,7545305.72802971,7518688.510986654,13044162.390458545,53148.72313800193,8847219.917418845
18-Sep,3848089,0,3102602,0,3445402,10116472,0,14501000,3229607,10127992.003020069,10101649.50307242,14013352.983008357,3198095.7205494414,103051.23980027296
19-Sep,13455764,4071086,20721811,21883464,23914650,0,3206708,5055215,8368315,299401.8735290113,290049.77993881446,5083275.420566018,8136976.284644623,2884981.9731078655
20-Sep,0,7769384,0,0,12014078,9567827,46386461,10213103,8664443,9499405.488248646,9432249.54392084,9127596.731654208,8613969.819626488,37540010.24699458
21-Sep,0,7377954,9305279,3056168,0,2381939,6041599,4767020,41900000,3046534.218849829,3168434.2372757755,4759719.537800365,33056618.59430797,6333322.662157307
22-Sep,12476042,7444254,47254,15734840,7980498,32069682,2922483,0,0,28381081.108527,29036018.45608773,58858.86113311263,86377.96902949679,3006483.995280811
23-Sep,2798459,2287803,7042800,0,10683000,4809306,236238,0,7164653,4806505.283345789,4819091.702033654,0.0,7176142.888978634,148312.2909915368
24-Sep,2967738,0,9977960,0,13475809,241064,0,6289767,5336755,148476.74212805668,125155.18710047205,6221670.0280749705,5246390.176131947,0.0
25-Sep,3925493,2257804,0,22183862,4947155,3930803,7390665,3673561,0,3972921.447667149,3911087.508346962,3686490.9925225233,8162.615176561265,7382239.246121122
26-Sep,1999000,7132539,0,13602822,32500000,0,2025698,0,0,175807.91917784273,189262.38075879228,61632.79758660127,235862.4934178272,1707541.5445935193
27-Sep,0,6669212,8383559,7203770,6858140,0,44551000,8805992,4910977,0.0,0.0,9193859.55821729,4843162.912408672,38346461.78452859
28-Sep,2387787,2435446,12797524,2524588,3832951,10491115,10751882,0,0,10224074.205284173,10186762.993857868,35396.30604612653,0.0,10184223.27800214
29-Sep,36185160,6991916,167876,1143869,324156,15101054,0,3308234,16455647,15226435.888511522,15067074.09714828,3211534.5590705746,22545332.485418346,0.0
30-Sep,3363677,32984806,8000673,0,7149438,30816008,971897,0,7838118,32263348.859788164,31833897.77978719,0.0,8085726.538150041,859381.3999561756
01-Oct,4847875,0,0,12039549,7540386,0,4505465,11169720,23515791,510436.1026364612,672441.2746555394,10783217.493840212,23000704.14621536,4317851.557988016
02-Oct,6064843,0,14054931,5345615,9612559,150514,2558108,3705553,1642537,416500.2473469744,424909.29677125736,3723027.618331065,1606934.210984561,2589131.7819928294
03-Oct,0,14814527,5946877,0,13664840,13213360,0,10935600,0,13414270.41068856,13300857.938122232,10618346.743150666,0.0,23217.59328254483
04-Oct,9021380,3787505,129181,4529131,4500900,0,6041228,9554871,0,58717.41619011885,92097.83101053584,9751979.650219392,9976.048526479291,5977952.732029883
05-Oct,2520116,2173490,150401,2314998,0,5749440,7097826,735516,6573029,5759758.826803621,5754659.903870917,747060.0593462707,6493847.201663247,7083485.120325808
06-Oct,11038671,3763209,9578666,11375640,22768,23155378,43101569,8386680,12134811,29649623.997036293,31685307.33620675,8350466.421380875,12011791.405432804,37647038.59830576
07-Oct,10502947,2097472,236718,7874100,4562717,17718116,0,9420657,310247,16059971.822646508,15517475.294627031,9535726.716732932,360722.5864616289,8412.963990887418
08-Oct,20985080,8752701,7318684,847018,17680245,9753863,2526461,0,26448,9681203.92696945,9703878.446055064,0.0,71534.83089826282,2569231.965439127
09-Oct,8717050,802068,22072766,12053369,4731377,56205,1712520,5209030,2701871,0.0,0.0,4438232.623359883,2704617.713516901,1731685.0737513374
10-Oct,607006,21954831,8405775,15571357,0,24319354,10276619,2412327,4026716,29653298.879590224,30948961.593518965,2293979.734190048,3827644.344046777,10194149.713166539
11-Oct,49510378,7360722,19422806,0,8001000,0,2219053,6263797,4476984,0.0,0.0,7525731.6165192,4501659.907082297,2234505.801832803
12-Oct,6655091,2713848,1200872,2428682,13022000,6993630,6948647,0,2724800,6980430.3133647,6966588.915609218,0.0,2813846.1096364213,7084930.854400359
13-Oct,13619665,18162614,3433181,29210,5433304,6194890,3585988,0,10591513,6151527.446077478,6196537.708390436,65674.79477708311,10794936.73375385,3537086.499639641
14-Oct,4584801,6125940,32525,317996,11667455,7905901,8416525,1655840,20352679,8280679.615946801,8384207.302282062,1672828.098227471,21998774.355995588,8245038.422318026
15-Oct,5161468,22131332,49235418,4630998,0,8057009,0,0,2813,7947484.174656837,7971624.558926934,0.0,0.0,0.0
16-Oct,4748362,0,1166536,20515716,6210283,24989000,4707583,6425046,2955379,29346757.793837484,30050121.97421717,6445734.352013442,2993481.234015389,4951945.931906875
17-Oct,20980530,8329199,15764683,8443089,0,460808,5550411,12049023,7110085,799032.0804616555,791891.4834328113,13325293.603047889,7117847.681918286,5438555.904963899
18-Oct,0,4528408,1947152,0,3508707,3933777,7820510,23050598,16017009,3274157.758743173,3109949.7369786,23179548.76880985,14334714.691301316,7563496.158684232
19-Oct,0,0,0,1857947,0,9151225,5209676,8197538,588920,9364432.138050066,9260994.822363546,8105449.476248669,720789.5022715089,4963459.292258693
20-Oct,19220925,8296115,17312163,41130000,764010,0,12096898,0,11882075,125819.0263004862,101083.31217271618,1822.463646716662,12572618.965271432,10240616.7491347
21-Oct,4639062,2412088,4042706,0,9471419,6665969,0,4485302,10068806,6771754.47267854,6828811.499439698,4465294.883704511,10082888.051262245,93783.40206098196
22-Oct,3180007,9047829,0,9140810,16758676,0,6622,5073551,0,0.0,7928.771116903204,5714636.705196521,371252.7946667444,75216.03265125222
23-Oct,11796784,0,4057446,7301000,7388662,255840,8288296,1569622,2092876,158390.58636650347,210226.234787143,1575350.5588616852,2133585.585991068,8264635.86918099
24-Oct,7706699,12495889,12074557,11448842,5499970,0,12984319,7952445,6745,0.0,5918.793764867845,8742613.223953048,89940.60251416884,12865552.57973984
25-Oct,0,2864108,2695029,0,4999470,654615,5732593,2138387,7159621,616238.458254995,587723.5678323506,2267414.4431502763,7072056.295819439,5807351.0617242195
26-Oct,29146765,3534623,0,14266411,0,18301300,9232769,0,3584497,17446211.67879918,16695183.589849804,6773.218484083365,3636142.7988982815,9539007.113631196
27-Oct,14153548,48838603,6391650,6142620,34000675,9058470,54685,0,6192257,9058837.2058658,9029502.441887014,32498.04869132312,6503978.148453065,0.0
28-Oct,2957963,0,0,0,11072903,0,9527488,8353272,0,121661.84724875967,139029.04646020138,8376743.111135626,0.0,9711112.608219903
29-Oct,4739045,9039898,10804808,15263603,8611081,3111035,0,2647564,8788078,3102127.6842597662,3128262.004732693,2895312.616699897,8760183.330407472,48388.53923749596
30-Oct,5512821,0,3746827,6741189,6355486,9000000,2712651,14513500,0,8957170.456879765,9030440.351413377,14648982.08547826,70611.53732840148,2866432.6674131127
31-Oct,0,17272,7765578,20218210,0,5166343,11940446,0,3467217,5187688.125727485,5187308.030539108,47264.86741617784,3339828.5229403637,10326396.643317455
01-Nov,36000000,5389824,1595750,0,1862810,465770,0,5097010,1190527,518486.8459597267,520325.6510141714,4985485.934087293,1169281.3712892293,0.0
02-Nov,0,2120038,1266193,1890676,86422,12017858,2131999,1628624,0,12009238.556257378,11948215.503618851,1339261.876700097,0.0,2176803.8804678232
03-Nov,9931673,8837669,4137002,0,8621019,0,2259404,42340000,13898392,110195.91480293174,172096.58916630642,34262383.33573052,13465853.439224493,2150625.365484468
04-Nov,2382515,11341994,1032318,24980,6176937,5496437,12729991,4146576,322549,5728954.542343129,5697121.788244804,4360805.521299249,307346.9766486919,13010045.572261663
05-Nov,26843266,1343589,9863065,8145147,9901831,13058879,673456,18951793,1382566,13573648.127160529,13539525.319252215,28699542.877191868,1234077.960465263,612144.8324727742
06-Nov,5304613,0,2958304,21163538,3236838,0,10753622,1085019,0,150509.76068775542,136007.80141398928,1090372.8673023158,16550.2250243053,10871780.312424386
07-Nov,11734,26357839,7965329,6218594,20006000,10245740,1413292,6662335,14533840,10363689.264663983,10374213.265154503,6812437.29823554,17167304.639689613,1343708.5389343407
08-Nov,848954,10981971,4000650,0,1854085,44058972,5009923,5252417,391086,34569506.50481203,32134139.096737605,5440391.90338127,362550.866020478,5061996.360825637
09-Nov,4834483,9232032,3649548,18071770,1048000,0,11002652,2649485,16384734,0.0,0.0,3027573.5239693387,17103380.5238159,11142214.285041818
10-Nov,9027051,4698022,5991636,0,0,4999415,31232529,1712401,3454161,5113394.759003774,5150490.71366912,1668111.2181724175,3470836.99029106,33366967.525755234
11-Nov,3372027,5508018,0,8650259,17814042,9237187,4000150,4177698,12241001,9078846.91519447,9082940.79749667,4159816.5510777584,11482753.645935647,4151724.319693946
12-Nov,5844062,0,524616,0,7077031,5775607,2290794,9483553,3004455,5689010.960231692,5700796.3669354,9645553.773928612,3018333.5252542435,2339844.833250703
13-Nov,6882852,4977558,7645628,11654321,4082435,9671247,13075994,4496906,9404457,9623304.999353137,9633326.038632313,4463833.992470593,9386749.999888666,13258423.896500023
14-Nov,0,2257444,6435619,0,87205,1115136,380209,2575472,0,1098604.879061092,1192028.141358314,2567619.4586821524,0.0,430154.6570699164
15-Nov,1867024,28989836,20700,8749572,3600,245773,2901144,3059452,60245423,744439.07608412,940630.3092125852,3002374.814261895,35445026.88035379,2887662.437030139
16-Nov,10566689,0,0,48336,2863491,16138313,6527787,0,0,15871628.8363521,15169413.794184126,9375.803036227113,109240.01465593636,6788939.660700451
17-Nov,11878398,7849625,5821248,0,5257930,11102959,12287730,14889599,5177664,11157335.705728604,11067115.310490258,16084068.40885266,5269756.642270129,12193443.289602533
18-Nov,1213966,5934761,43262000,9133986,12237201,0,0,389134,1353002,0.0,0.0,0.0,1691090.9096392824,0.0
19-Nov,2749175,18001000,28210306,11342897,15960874,1285366,2013029,8966680,3289054,1274517.1252551642,1253442.4689993134,8800502.571156722,3203007.912892152,2101567.903530547
20-Nov,16109966,1975273,3426764,14192227,5335487,56258760,10281403,4823839,28247223,37079155.27266941,33102644.156869218,4860483.665011752,24388490.59489452,10366342.264488235
21-Nov,4851064,8452444,14614179,5849331,0,3717346,7800114,7487285,3902975,3689883.913456364,3663743.9659564607,7368558.881389872,3987094.182749577,7452119.146198515
22-Nov,0,63339911,5598992,6287570,0,27865883,3959596,1138594,6187009,30608300.873937216,30877113.471364778,1202045.6080354452,6727236.430753929,4336552.8544353265
23-Nov,2102122,11715736,0,399178,0,5725850,4601761,5309710,2436446,5637391.268637131,5611517.220630549,5544063.483633066,2279380.957816082,4503242.813195567
24-Nov,24219603,2487301,4153669,1050496,0,0,2865198,0,4848188,102744.28120150312,148448.8488885305,0.0,4884952.254609935,2821809.354312354
25-Nov,1580277,6492842,57018613,0,12229821,806737,0,6381499,5901,647487.0258835821,648475.3689485809,6423262.246337255,396155.4045123871,0.0
26-Nov,5256992,1547791,9671081,35669496,20478983,27108,0,2816991,13645860,3264.354555144644,0.0,2474147.262354452,13983131.389974384,0.0
27-Nov,3082533,0,6483264,6526879,4185419,5234294,2070020,1963433,0,5232017.482976402,5209507.040447967,1942676.1508133125,0.0,2244435.729768199
28-Nov,40143886,13432599,12672618,0,69034,3300,1129871,6505837,4026155,0.0,35899.19355803106,6503908.082269286,4126842.176250376,1157950.3377958664
29-Nov,9350122,11632028,400000,0,0,1215979,45791271,7304887,7919317,1213770.1279490478,1206418.2526179308,7338717.657253617,7873129.918993724,35492559.24936065
30-Nov,4573529,2220461,7861500,5994799,6537000,12305384,10957766,1218561,3644220,12666628.756252456,12674246.284839377,1219012.246413351,3513492.170840863,11154821.096630689
01-Dec,9788154,1013241,2103613,0,2500,0,0,429690,4270364,0.0,1684.7072252528824,1235432.3855459224,4292033.348037967,125554.144213339
02-Dec,426367,8831642,342187,833130,8036251,0,3915460,5594788,195112,33230.63284449032,49106.08694308173,5505432.690684162,268633.2711244309,3839458.812281421
03-Dec,24318435,0,0,10396972,15864716,4199850,3495823,11035990,9775121,4369504.499629922,4235306.0480357,11335248.50369105,9809361.51783562,3471311.766079454
04-Dec,5866403,499134,1432295,26564447,12022388,6886440,13077655,3196333,1337889,6923054.840862631,6917148.19000797,3202158.1575427405,1408712.315761777,13226759.643925112
05-Dec,0,41469554,15286909,5717888,4855850,3443932,3758110,3763807,433088,3763431.511891904,3859165.543181181,3717001.8387883473,798418.8304273495,3959531.524273788
06-Dec,30070,11168533,178053,42001,2900,4463932,6289180,18798787,11003927,4641510.92698239,4628956.550317952,26794566.263807315,11833000.34498048,6325631.541873965
07-Dec,5231478,3154659,1224378,1629804,0,1968743,2356681,4125043,0,1784877.955760772,1731482.0878982593,4102719.2039745874,0.0,2212841.54398812
08-Dec,16003407,5666504,6522786,4200000,9248174,8939585,0,0,5236574,8973809.467628354,9017791.421798045,13728.04141551408,5249966.985366085,0.0
09-Dec,2427808,11733014,0,7634580,5881769,10600000,1637114,12330052,14103034,10681047.811394611,10667463.663538598,13703711.598445125,13015783.06667887,1581052.9618181894
10-Dec,6506790,0,14836959,13755130,9289219,8430311,13627902,6642507,3148037,8585857.467989538,8584286.051365469,6641235.868457914,3145923.7964669685,13095305.223365394
11-Dec,1472739,5000165,2581662,0,4466268,2560530,40411526,5019166,0,2515846.067332044,2540783.3355237124,5006604.386565222,397752.65414527326,35229023.11002193
12-Dec,108790,2712383,6476912,23662498,76804,6598287,4076977,1313867,0,6595539.678003622,6590124.081453429,1328999.6100717578,0.0,4097132.3895674287
13-Dec,0,2573396,8763864,6397738,4750300,17315208,2146020,0,7071317,16674075.167555451,17072845.30802656,7087.53426327801,6779525.151822067,2415509.5361364484
14-Dec,5735984,8069313,59318,1983968,0,335863,6166575,22237157,5755537,326957.7839016755,352905.7900507891,29785738.81280709,5698077.758940183,6357770.282581279
15-Dec,10828486,4718130,0,10621560,164557,3435597,12246656,45663987,8956778,3330917.460364111,3402786.329467298,31274699.62723854,8932206.081688024,12080759.407929415
16-Dec,1398691,347930,1896706,5458773,36370222,1110486,518917,3066974,10685862,1356715.7040962302,1364312.165281131,3118608.459084378,11367710.59439113,383257.63569215796
17-Dec,5919119,5356834,6906847,4386388,3891659,10492850,0,8747387,194345,10861138.15758303,10811423.545365429,8824779.892549135,176185.51582706204,0.0
18-Dec,4660480,2996065,18643164,15744972,10416901,0,4959000,3193823,4742045,9791.706182476755,7909.904758519406,2995783.9123138427,4750736.147782816,4919168.72202328
19-Dec,24850,0,30521326,223200,338071,19341972,6821572,61172,68520,21090772.56125738,22090142.110578243,101330.90093698895,0.0,7007302.121159769
20-Dec,14463000,3237952,7761030,8422138,9427530,19188961,2826443,7090134,8169778,19651836.962372456,20258789.99321324,7034154.596467608,8331032.115540646,3025703.030148968
21-Dec,5411976,40049165,0,208917,0,9603147,3027537,8264715,730844,9897709.147568911,9922744.649560118,8015250.56257498,1278972.470047029,2781386.807732924
22-Dec,9170604,10352284,545251,1923053,6900250,18963439,12812683,0,9717942,18606697.90853752,18016501.60450225,0.0,9573572.552414598,11633986.904079376
23-Dec,1602563,2500,0,7200000,16296519,24300000,0,15595959,9516920,28394338.95229684,29548624.06271701,14289957.533289138,10088415.201272003,0.0
24-Dec,4205050,6838126,6154574,15135072,6678780,9010539,12501320,0,11641000,8935276.53413887,8950247.999192305,0.0,11490395.059414716,11876768.721464228
25-Dec,29858948,25177260,3596386,8080251,6049266,12718551,9672354,1324922,7186648,12962936.247191807,12992741.91112752,1317067.0259565257,6032900.178545929,9521450.26986918
26-Dec,0,3166118,26367937,0,8847231,31408,0,0,0,0.0,0.0,0.0,0.0,0.0
27-Dec,18602811,5920988,17506090,6081902,0,0,4067294,0,4607673,0.0,32562.610569554683,26168.213515270803,4576898.25763975,4152219.1625639345
28-Dec,307850,9979921,0,55800,55819,9839645,0,16079141,7694353,9810829.381832177,9843701.044762958,13760905.944890644,7811887.82581834,0.0
29-Dec,16878402,1995829,291472,5249180,0,7090580,0,0,2066655,7138530.585597426,7218977.126179966,0.0,1988197.770622515,0.0
30-Dec,831523,8789438,6131200,0,3946143,10619532,0,7419655,3665809,10644828.194573766,10648607.621932505,7298703.649027043,3826725.1152588776,0.0
31-Dec,4023978,8785325,6668281,32821973,7879830,0,111614,7376423,7595589,0.0,60007.633108440044,7543264.923169951,7405372.277318468,244412.32757745768
