Sail Date.,QTY.(KGS)
2021-01-01,8325160.0
2021-01-02,1342462.0
2021-01-03,8245538.0
2021-01-04,46183493.0
2021-01-06,3496259.0
2021-01-07,6188981.0
2021-01-08,3504250.0
2021-01-10,6433.0
2021-01-13,18686976.0
2021-01-14,5018574.0
2021-01-15,13057090.0
2021-01-17,11605022.0
2021-01-18,9378910.0
2021-01-20,3690622.0
2021-01-21,13828242.0
2021-01-22,1032651.0
2021-01-23,7263975.0
2021-01-26,43440630.0
2021-01-28,20784989.0
2021-01-29,10323541.0
2021-01-31,15445260.0
2021-02-01,5995560.0
2021-02-02,16037776.0
2021-02-04,6521899.0
2021-02-06,25757680.0
2021-02-07,53850.0
2021-02-08,10914709.0
2021-02-10,6265128.0
2021-02-11,9393848.0
2021-02-12,79923.0
2021-02-13,8562608.0
2021-02-15,12222436.0
2021-02-16,16465000.0
2021-02-17,8543446.0
2021-02-18,7161890.0
2021-02-20,332975.0
2021-02-21,445807.0
2021-02-22,6997696.0
2021-02-23,8320491.0
2021-02-24,23166660.0
2021-02-25,293199.0
2021-02-27,4611096.0
2021-02-28,7469730.0
2021-03-01,6796000.0
2021-03-02,4797730.0
2021-03-03,17372654.0
2021-03-04,24732302.0
2021-03-06,3358634.0
2021-03-07,9415841.0
2021-03-09,5775998.0
2021-03-10,12909330.0
2021-03-11,13310000.0
2021-03-12,5688998.0
2021-03-13,10072100.0
2021-03-14,7260491.0
2021-03-15,3229763.0
2021-03-16,6937640.0
2021-03-17,189913.0
2021-03-18,4026633.0
2021-03-20,7296562.0
2021-03-21,42254.0
2021-03-22,10579858.0
2021-03-23,20815222.0
2021-03-24,320574.0
2021-03-25,10127980.0
2021-03-26,7223521.0
2021-03-28,722434.0
2021-03-29,2915211.0
2021-03-30,3509329.0
2021-04-01,7962049.0
2021-04-02,9500000.0
2021-04-04,3924061.0
2021-04-05,2673064.0
2021-04-06,8282991.0
2021-04-07,25125348.0
2021-04-08,90954.0
2021-04-09,7092592.0
2021-04-12,14856557.0
2021-04-13,9374434.0
2021-04-14,11537130.0
2021-04-15,1364828.0
2021-04-16,4428302.0
2021-04-18,37991.0
2021-04-19,9056320.0
2021-04-20,9610839.0
2021-04-21,13365861.0
2021-04-22,9988358.0
2021-04-23,98720.0
2021-04-24,867157.0
2021-04-26,2009226.0
2021-04-27,8521784.0
2021-04-28,9872572.0
2021-04-30,104654.0
2021-05-01,18641320.0
2021-05-02,888606.0
2021-05-03,2183933.0
2021-05-04,43925.0
2021-05-06,22512619.0
2021-05-08,18722271.0
2021-05-09,9175992.0
2021-05-10,26965400.0
2021-05-11,145800.0
2021-05-12,7631446.0
2021-05-14,170261.0
2021-05-15,8700772.0
2021-05-16,9550660.0
2021-05-17,28796966.0
2021-05-18,6750458.0
2021-05-20,4111727.0
2021-05-21,9785326.0
2021-05-22,8998730.0
2021-05-24,10396496.0
2021-05-25,6580190.0
2021-05-26,129128.0
2021-05-28,18001733.0
2021-05-29,6481268.0
2021-05-30,9298616.0
2021-06-01,450568.0
2021-06-02,5333183.0
2021-06-03,7035424.0
2021-06-04,15740800.0
2021-06-05,5528500.0
2021-06-06,47168373.0
2021-06-07,9971550.0
2021-06-08,13659587.0
2021-06-09,6255835.0
2021-06-10,1005081.0
2021-06-11,6928590.0
